osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width,tunnel
535804668,2,L1400,Dublin Road,tertiary,50,False,False,12.039,"LINESTRING (-6.167875 53.5226367, -6.1678422 53.5227432)",,
535804668,2,L1400,Dublin Road,tertiary,50,False,True,94.47299999999998,"LINESTRING (-6.167875 53.5226367, -6.1679531 53.5224028, -6.1681554 53.5218036)",,
"[1149115724, 32602535]",2,,Chapel Farm Avenue,residential,30,False,False,116.42100000000002,"LINESTRING (-6.167875 53.5226367, -6.1679523 53.5226497, -6.168532 53.5227297, -6.1687184 53.5227651, -6.1688166 53.5228097, -6.1689069 53.5228679, -6.1690261 53.5229195, -6.1691274 53.5229572, -6.1694704 53.5230336)",,
535804668,2,L1400,Dublin Road,tertiary,50,False,False,141.413,"LINESTRING (-6.1675317 53.5237065, -6.167394 53.5237856, -6.1671744 53.5238622, -6.166855 53.5239372, -6.1668003 53.5239501, -6.1666799 53.5239832, -6.1665355 53.5240229, -6.1663568 53.5241172, -6.1661766 53.5242491, -6.1661361 53.524279, -6.1659225 53.5244869)",,
535804668,2,L1400,Dublin Road,tertiary,50,False,True,109.432,"LINESTRING (-6.1675317 53.5237065, -6.1676041 53.5236106, -6.1676396 53.5235021, -6.1676801 53.523378, -6.1677234 53.5232074, -6.1677382 53.5231496, -6.167791 53.5229434, -6.1678237 53.5228154, -6.1678422 53.5227432)",,
1122662737,2,L1250,Barrack Lane,tertiary,50,False,False,186.84100000000004,"LINESTRING (-6.1675317 53.5237065, -6.1676014 53.5237613, -6.1676192 53.5237753, -6.167673 53.5238714, -6.1676935 53.5240151, -6.167714 53.5241587, -6.1677411 53.5245973, -6.1677578 53.5248683, -6.1677644 53.5249751, -6.167742 53.5250765, -6.167671 53.5251499, -6.1676476 53.5251675, -6.1675653 53.5252293, -6.1674534 53.525303)",4,
32604369,2,,Dublin Road Cottages,residential,,False,False,112.338,"LINESTRING (-6.1659225 53.5244869, -6.1658681 53.5244689, -6.1642372 53.5243838)",,
"[954418284, 535804668]","['1', '2']",L1400,Dublin Road,tertiary,50,False,False,123.215,"LINESTRING (-6.1659225 53.5244869, -6.165831 53.524626, -6.1657886 53.5247159, -6.1657542 53.524789, -6.1657361 53.524835, -6.1656942 53.5249413, -6.1656458 53.5250642, -6.1655984 53.5252035, -6.1655246 53.5254076, -6.1655033 53.525485, -6.1654377 53.525552)",,
535804668,2,L1400,Dublin Road,tertiary,50,False,True,141.41299999999998,"LINESTRING (-6.1659225 53.5244869, -6.1661361 53.524279, -6.1661766 53.5242491, -6.1663568 53.5241172, -6.1665355 53.5240229, -6.1666799 53.5239832, -6.1668003 53.5239501, -6.166855 53.5239372, -6.1671744 53.5238622, -6.167394 53.5237856, -6.1675317 53.5237065)",,
1136769329,2,L1402,Station Road,tertiary,50,False,False,35.739,"LINESTRING (-6.1599039 53.5240772, -6.1593908 53.5239759)",,
4256572,2,L1402,Station Road,tertiary,50,False,True,70.652,"LINESTRING (-6.1599039 53.5240772, -6.1599287 53.5240826, -6.1604046 53.5241861, -6.1609057 53.5242986)",,
23398039,2,L52551,Orlynn Park,residential,30,False,False,45.494,"LINESTRING (-6.1599039 53.5240772, -6.1599225 53.5240457, -6.1601316 53.5236911)",,
"[4256588, 365288509]",2,L1401,Main Street,tertiary,50,False,False,116.97200000000001,"LINESTRING (-6.1664965 53.5272265, -6.1665158 53.5273147, -6.1665258 53.5273604, -6.1665685 53.5275674, -6.1665741 53.5275877, -6.1665908 53.5276882, -6.1665964 53.5277222, -6.1665989 53.527798, -6.1666054 53.5279883, -6.1666058 53.5281197, -6.1666059 53.5281588, -6.1666052 53.528189, -6.1666032 53.5282748)",,
4256588,2,L1401,Main Street,tertiary,50,False,True,48.144999999999996,"LINESTRING (-6.1664965 53.5272265, -6.1664678 53.5271496, -6.1664347 53.5270607, -6.1664088 53.5269914, -6.166315 53.5268075)",,
10902237,2,L1160,Chapel Road,residential,30,True,False,66.87100000000001,"LINESTRING (-6.1666032 53.5282748, -6.1668198 53.5282982, -6.1668599 53.5283077, -6.1670837 53.528361, -6.1672072 53.5284033, -6.1675233 53.5285115)",,
32885815,2,L1401,Skerries Road,tertiary,50,False,False,44.44,"LINESTRING (-6.1666032 53.5282748, -6.1665888 53.52836, -6.1665742 53.5284466, -6.1664795 53.5286665)",,
"[4256588, 365288509]",2,L1401,Main Street,tertiary,50,False,True,116.972,"LINESTRING (-6.1666032 53.5282748, -6.1666052 53.528189, -6.1666059 53.5281588, -6.1666058 53.5281197, -6.1666054 53.5279883, -6.1665989 53.527798, -6.1665964 53.5277222, -6.1665908 53.5276882, -6.1665741 53.5275877, -6.1665685 53.5275674, -6.1665258 53.5273604, -6.1665158 53.5273147, -6.1664965 53.5272265)",,
32885815,2,L1401,Skerries Road,tertiary,50,False,False,17.006,"LINESTRING (-6.1664795 53.5286665, -6.1663972 53.5288114)",,
