osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,width,junction
303375712,2,R392,Pearse Street,secondary,50,False,False,40.531,"LINESTRING (-7.3390631 53.525936, -7.3396755 53.5259177)",,,
"[48865467, 373422613]",2,R392,"['Pearse Street', 'Austin Friars Street']",secondary,50,False,True,110.0,"LINESTRING (-7.3390631 53.525936, -7.3383071 53.5259497, -7.3381055 53.5259529, -7.3376887 53.5259574, -7.3373996 53.5259522)",,,
"[25749921, 27387826, 27387830]",2,R392,"['Dominick Street', 'Green Bridge']",secondary,50,False,False,29.13,"LINESTRING (-7.348033 53.5241459, -7.347861 53.5241834, -7.3476267 53.5242329, -7.3476183 53.5242345)",yes,,
27381810,2,R393,,secondary,50,False,True,156.781,"LINESTRING (-7.348033 53.5241459, -7.3481802 53.5243086, -7.3483885 53.5245941, -7.3484789 53.5247285, -7.3485362 53.5249349, -7.348562 53.5250776, -7.348622 53.5252586, -7.348731 53.5254086, -7.3488196 53.5254527)",,,
473173501,2,R392,Oliver Plunkett Street,secondary,50,False,False,16.958,"LINESTRING (-7.3420757 53.5255208, -7.3418618 53.525605)",,,
"[49211296, 473173500, 473173501]",2,R392,Oliver Plunkett Street,secondary,50,False,True,160.346,"LINESTRING (-7.3420757 53.5255208, -7.3425221 53.5253258, -7.3429331 53.5251876, -7.3435055 53.5250175, -7.3440009 53.5249034, -7.3440661 53.5249048, -7.3442291 53.5249084)",,,
25749919,,R392,Dominick Street,secondary,50,False,True,154.14499999999998,"LINESTRING (-7.3444923 53.5248926, -7.3445713 53.5248808, -7.3467005 53.5244476)",,,
881125427,1,R392,Dominick Street,secondary,50,True,False,11.007,"LINESTRING (-7.3444923 53.5248926, -7.3444928 53.524919, -7.3444746 53.524948, -7.3444234 53.5249764)",,5,roundabout
24477065,,,Bishops Gate Street,residential,,False,False,74.08,"LINESTRING (-7.3451429 53.5260864, -7.344096 53.5263242)",,,
24477064,,,Mary Street,residential,,False,True,132.337,"LINESTRING (-7.3451429 53.5260864, -7.344475 53.5250327, -7.3444234 53.5249764)",,,
27307519,,,College Street,unclassified,,False,False,98.681,"LINESTRING (-7.3451429 53.5260864, -7.3454883 53.5259922, -7.3456534 53.5259624, -7.3462475 53.5259078, -7.3465827 53.525877)",,,
24477065,,,Bishops Gate Street,residential,,False,True,70.213,"LINESTRING (-7.3406456 53.5272395, -7.3416152 53.5269816)",,,
24477361,2,,Castle Street,tertiary,,False,False,8.556,"LINESTRING (-7.3406456 53.5272395, -7.3405625 53.5271805)",,,
879055363,,,Harbour Street,tertiary,,True,False,76.509,"LINESTRING (-7.3406456 53.5272395, -7.3407924 53.5273242, -7.3412785 53.5276958, -7.3413187 53.5277885)",,,
49342327,,,Harbour Street,tertiary,,False,True,120.34200000000001,"LINESTRING (-7.3413187 53.5277885, -7.3414147 53.5278545, -7.3420095 53.5282632, -7.3421027 53.5283396, -7.3424901 53.5286166)",,,
303634174,,,Harbour Street,tertiary,,True,False,76.41,"LINESTRING (-7.3413187 53.5277885, -7.3412063 53.5277283, -7.3407014 53.5273439, -7.3406456 53.5272395)",,,
24477344,2,R400,Mount Street,secondary,50,False,True,101.004,"LINESTRING (-7.3418618 53.525605, -7.341232 53.5247774)",,,
473173501,2,R392,Oliver Plunkett Street,secondary,50,False,True,16.958,"LINESTRING (-7.3418618 53.525605, -7.3420757 53.5255208)",,,
303386951,2,R392,Pearse Street,secondary,50,False,True,133.276,"LINESTRING (-7.3418618 53.525605, -7.3416434 53.5256861, -7.3414074 53.5257791, -7.3409855 53.5258764, -7.3406102 53.5259031, -7.3399656 53.5259179)",,,
"[25749921, 27387826, 27387830]",2,R392,"['Dominick Street', 'Green Bridge']",secondary,50,False,True,29.13,"LINESTRING (-7.3476183 53.5242345, -7.3476267 53.5242329, -7.347861 53.5241834, -7.348033 53.5241459)",yes,,
"[25749919, 627577868, 27387831]",2,R392,Dominick Street,secondary,50,False,False,65.154,"LINESTRING (-7.3476183 53.5242345, -7.3475655 53.5242451, -7.347446 53.5242682, -7.3467005 53.5244476)",yes,,
24477358,,,Grove Street,unclassified,50,False,False,262.039,"LINESTRING (-7.3467005 53.5244476, -7.3467177 53.5243438, -7.3467874 53.5241884, -7.3469214 53.5238625, -7.346742 53.5238836, -7.3441738 53.5241684, -7.3440215 53.5241942)",,,
25749919,,R392,Dominick Street,secondary,50,False,False,154.14499999999998,"LINESTRING (-7.3467005 53.5244476, -7.3445713 53.5248808, -7.3444923 53.5248926)",,,
"[27387831, 627577868, 25749919]",2,R392,Dominick Street,secondary,50,False,True,65.154,"LINESTRING (-7.3467005 53.5244476, -7.347446 53.5242682, -7.3475655 53.5242451, -7.3476183 53.5242345)",yes,,
24477357,,,Dominick Place,residential,50,True,False,80.996,"LINESTRING (-7.3440215 53.5241942, -7.344192 53.5242353, -7.3444368 53.5247528, -7.3444061 53.5248322)",,,
24477358,,,Grove Street,unclassified,50,False,True,262.039,"LINESTRING (-7.3440215 53.5241942, -7.3441738 53.5241684, -7.346742 53.5238836, -7.3469214 53.5238625, -7.3467874 53.5241884, -7.3467177 53.5243438, -7.3467005 53.5244476)",,,
27312530,2,,Dominick Place,residential,50,False,False,176.13299999999998,"LINESTRING (-7.3440215 53.5241942, -7.3441143 53.5239674, -7.3440454 53.5237224, -7.3446402 53.5235995, -7.3447542 53.5235035, -7.3447873 53.5233937, -7.3445517 53.522915)",,,
27307512,1,,,unclassified,50,True,False,10.061,"LINESTRING (-7.3445517 53.522915, -7.3445156 53.5228271)",,,
27312530,2,,Dominick Place,residential,50,False,True,176.133,"LINESTRING (-7.3445517 53.522915, -7.3447873 53.5233937, -7.3447542 53.5235035, -7.3446402 53.5235995, -7.3440454 53.5237224, -7.3441143 53.5239674, -7.3440215 53.5241942)",,,
307929733,2,,Millmount Road,tertiary,,False,True,78.309,"LINESTRING (-7.3343899 53.5258847, -7.3344412 53.5253333, -7.3344412 53.5251813)",,,
373422613,2,R392,Austin Friars Street,secondary,50,False,False,199.086,"LINESTRING (-7.3343899 53.5258847, -7.3371427 53.5259477, -7.3373996 53.5259522)",,,
48865468,2,R392,Pearse Street,secondary,50,False,False,19.176,"LINESTRING (-7.3396755 53.5259177, -7.3399656 53.5259179)",,,
303375712,2,R392,Pearse Street,secondary,50,False,True,40.531,"LINESTRING (-7.3396755 53.5259177, -7.3390631 53.525936)",,,
24477361,2,,Castle Street,tertiary,,False,True,154.405,"LINESTRING (-7.3396755 53.5259177, -7.3397524 53.5261769, -7.3398809 53.5264051, -7.340015 53.5266433, -7.3402414 53.5269454, -7.3405625 53.5271805)",,,
166617732,2,R400,Lynn Road,secondary,,False,False,32.326,"LINESTRING (-7.3384568 53.5230536, -7.3385918 53.5231651, -7.3387587 53.523282)",,,
24477344,2,R400,Mount Street,secondary,50,False,False,88.369,"LINESTRING (-7.3405599 53.5240951, -7.3408803 53.524343, -7.341232 53.5247774)",,,
166617732,2,R400,Lynn Road,secondary,,False,True,151.664,"LINESTRING (-7.3405599 53.5240951, -7.3403973 53.5240671, -7.3400819 53.5239882, -7.3398777 53.5239131, -7.3396352 53.5237862, -7.3391457 53.5235043, -7.338888 53.5233552, -7.3387587 53.523282)",,,
26408776,,,,unclassified,,True,False,57.826,"LINESTRING (-7.3413715 53.523966, -7.340786 53.5239925, -7.3407063 53.5240141, -7.3405599 53.5240951)",,,
24477344,2,R400,Mount Street,secondary,50,False,False,101.004,"LINESTRING (-7.341232 53.5247774, -7.3418618 53.525605)",,,
24477344,2,R400,Mount Street,secondary,50,False,True,88.369,"LINESTRING (-7.341232 53.5247774, -7.3408803 53.524343, -7.3405599 53.5240951)",,,
26408774,1,,Blackhall Street,unclassified,,True,False,197.42900000000003,"LINESTRING (-7.341232 53.5247774, -7.3423153 53.5245715, -7.342855 53.5244759, -7.3431345 53.524428, -7.3438286 53.524309, -7.3440215 53.5241942)",,,
27311215,,,Church Lane,unclassified,,False,False,74.811,"LINESTRING (-7.341232 53.5247774, -7.3405859 53.5248681, -7.3401196 53.5248908)",,3,
27307519,,,College Street,unclassified,,False,False,36.488,"LINESTRING (-7.3465827 53.525877, -7.347119 53.5257993)",,,
27307519,,,College Street,unclassified,,False,True,98.681,"LINESTRING (-7.3465827 53.525877, -7.3462475 53.5259078, -7.3456534 53.5259624, -7.3454883 53.5259922, -7.3451429 53.5260864)",,,
166617736,,,,residential,,False,False,79.564,"LINESTRING (-7.3465827 53.525877, -7.3464869 53.5256317, -7.3462597 53.5251881)",,,
27307519,,,College Street,unclassified,,False,True,36.488,"LINESTRING (-7.347119 53.5257993, -7.3465827 53.525877)",,,
27307796,,,Martin's Lane,unclassified,,True,False,134.857,"LINESTRING (-7.3429236 53.5266239, -7.3420757 53.5255208)",,,
24477065,,,Bishops Gate Street,residential,,False,False,95.19200000000001,"LINESTRING (-7.3429236 53.5266239, -7.3428079 53.5266561, -7.3416152 53.5269816)",,,
