osmid,lanes,ref,highway,oneway,reversed,length,geometry,junction,name,maxspeed,bridge
"[58176987, 58176988, 54902877]",1,R161,secondary,True,False,70.74600000000001,"LINESTRING (-6.7908595 53.5564903, -6.7909181 53.5563455, -6.7909765 53.5561957, -6.7910359 53.5560717, -6.7911128 53.5559111, -6.7911339 53.5558756)",,Bridge Street,50,yes
54905559,,,residential,False,False,60.31099999999999,"LINESTRING (-6.7925771 53.5566684, -6.7926268 53.5567188, -6.7926353 53.5567274, -6.7926845 53.5567544, -6.7927062 53.5567664, -6.7930602 53.5568846, -6.7931816 53.5569252, -6.7933305 53.5569527)",,Mill Lane,50,
"[58176986, 54905550, 1195939415]",2,,tertiary,False,False,82.872,"LINESTRING (-6.7925771 53.5566684, -6.7927499 53.5566274, -6.7928784 53.5565729, -6.7933431 53.5562969, -6.7934496 53.556211, -6.7934947 53.5561762)",,"['Watergate Street', 'Mill Street']",50,yes
"[1195939416, 1195939415]",2,,tertiary,False,True,59.857,"LINESTRING (-6.7925771 53.5566684, -6.7925154 53.5566611, -6.7923784 53.5566449, -6.792095 53.5566486, -6.791946 53.5566637, -6.7917006 53.5567291)",,Mill Street,"['50', '30']",
295103862,2,,tertiary,False,False,199.784,"LINESTRING (-6.7963932 53.5566332, -6.7955762 53.5565841, -6.795348 53.5565699, -6.7952925 53.5565664, -6.794866 53.5565057, -6.7942483 53.556367, -6.7938114 53.5562543, -6.7934947 53.5561762)",,Jonathan Swift Street,50,
295103863,1,,tertiary,True,False,19.624,"LINESTRING (-6.7963932 53.5566332, -6.7963942 53.5566173, -6.7964098 53.5565927, -6.7964379 53.5565724, -6.7964754 53.5565584, -6.79652 53.5565522, -6.7965656 53.5565552, -6.796607 53.5565669)",roundabout,,,
54905559,,,residential,False,True,60.311,"LINESTRING (-6.7933305 53.5569527, -6.7931816 53.5569252, -6.7930602 53.5568846, -6.7927062 53.5567664, -6.7926845 53.5567544, -6.7926353 53.5567274, -6.7926268 53.5567188, -6.7925771 53.5566684)",,Mill Lane,50,
52131658,2,R161,secondary,False,True,142.253,"LINESTRING (-6.7913298 53.5555956, -6.7915603 53.5555465, -6.791703 53.5555165, -6.7922566 53.5553571, -6.7923163 53.5553399, -6.7923506 53.55533, -6.7930957 53.5551155, -6.7931737 53.5550978, -6.7932915 53.555071)",,Market Street,50,
"[326228592, 52131660]",2,R933,secondary,False,False,75.18799999999999,"LINESTRING (-6.7913298 53.5555956, -6.7912896 53.5554294, -6.7912573 53.555278, -6.79123 53.5551634, -6.7912145 53.555098, -6.7911788 53.5549561, -6.7911706 53.5549261)",,Castle Street,50,
4256718,2,R933,secondary,False,False,326.55000000000007,"LINESTRING (-6.7907948 53.5540592, -6.7906998 53.553944, -6.7905793 53.5538522, -6.7903815 53.5537674, -6.7899641 53.5535884, -6.7892244 53.5533201, -6.7887665 53.5531569, -6.7884723 53.5530521, -6.788047 53.5528875, -6.7880034 53.5528715, -6.7875284 53.552697, -6.7874768 53.552678, -6.7873804 53.5526453, -6.786971 53.5525065, -6.7867354 53.5524298)",,Castle Street,,
52131684,2,,tertiary,False,False,61.465999999999994,"LINESTRING (-6.7907948 53.5540592, -6.7909928 53.5540353, -6.7913127 53.5539812, -6.7916887 53.5539077)",,Finnegan's Way,50,
326228592,2,R933,secondary,False,True,99.834,"LINESTRING (-6.7907948 53.5540592, -6.7909005 53.5542378, -6.7910106 53.5544351, -6.7910857 53.5546072, -6.7911606 53.5548891, -6.7911706 53.5549261)",,Castle Street,50,
52131684,2,,tertiary,False,False,128.645,"LINESTRING (-6.7916887 53.5539077, -6.7921622 53.5538422, -6.7921974 53.5538389, -6.7922823 53.5538299, -6.7925537 53.5538012, -6.7934037 53.5537352, -6.7936099 53.5537282)",,Finnegan's Way,50,
52131684,2,,tertiary,False,True,61.466,"LINESTRING (-6.7916887 53.5539077, -6.7913127 53.5539812, -6.7909928 53.5540353, -6.7907948 53.5540592)",,Finnegan's Way,50,
333338892,,,unclassified,False,False,52.376999999999995,"LINESTRING (-6.7916887 53.5539077, -6.7916316 53.5537424, -6.7915462 53.5534444)",,,,
58205745,,,residential,False,False,66.79,"LINESTRING (-6.7924047 53.554382, -6.7929334 53.5544014, -6.7931829 53.5544237, -6.7934088 53.5544463)",,,,
54901010,,,residential,False,False,95.69999999999999,"LINESTRING (-6.7927531 53.5577314, -6.7922087 53.5576657, -6.7919214 53.5575431, -6.7915428 53.5573612, -6.7915011 53.5573421)",,Sarsfield Avenue,50,
54754895,1,,tertiary,True,False,99.132,"LINESTRING (-6.7915011 53.5573421, -6.7913314 53.5574648, -6.7912564 53.5575576, -6.7912474 53.5575688, -6.7912065 53.5577125, -6.7911913 53.5577658, -6.7911248 53.5581815)",,Loman Street,50,
54901010,,,residential,False,True,95.69999999999999,"LINESTRING (-6.7915011 53.5573421, -6.7915428 53.5573612, -6.7919214 53.5575431, -6.7922087 53.5576657, -6.7927531 53.5577314)",,Sarsfield Avenue,50,
54755405,,,residential,True,False,165.372,"LINESTRING (-6.7911248 53.5581815, -6.7910912 53.5581796, -6.7903852 53.5581398, -6.7903416 53.5581093, -6.7903345 53.5580662, -6.7903873 53.557883, -6.7903568 53.5577012, -6.7903106 53.5576078, -6.7902772 53.5575402, -6.7900603 53.5573207, -6.7900406 53.5573029, -6.7899393 53.5572113, -6.7899015 53.5571772)",,Church Lane,,
38104224,2,,tertiary,False,True,61.675,"LINESTRING (-6.7917006 53.5567291, -6.7915437 53.5566736, -6.791222 53.5565781, -6.7908595 53.5564903)",,Mill Street,50,
54754895,1,,tertiary,True,False,70.364,"LINESTRING (-6.7917006 53.5567291, -6.7916992 53.5568291, -6.7916344 53.5571733, -6.7915011 53.5573421)",,Loman Street,50,
"[1195939416, 1195939415]",2,,tertiary,False,False,59.857000000000006,"LINESTRING (-6.7917006 53.5567291, -6.791946 53.5566637, -6.792095 53.5566486, -6.7923784 53.5566449, -6.7925154 53.5566611, -6.7925771 53.5566684)",,Mill Street,"['30', '50']",
58176986,2,,tertiary,False,False,124.22899999999998,"LINESTRING (-6.7934947 53.5561762, -6.7935228 53.5560927, -6.7935187 53.5559731, -6.7934661 53.5556913, -6.7934151 53.5555038, -6.793389 53.5554077, -6.7933295 53.5552051, -6.7933177 53.5551648, -6.7933165 53.5551605, -6.7932915 53.555071)",,Watergate Street,50,
"[58176986, 54905550, 1195939415]",2,,tertiary,False,True,82.872,"LINESTRING (-6.7934947 53.5561762, -6.7934496 53.556211, -6.7933431 53.5562969, -6.7928784 53.5565729, -6.7927499 53.5566274, -6.7925771 53.5566684)",,"['Watergate Street', 'Mill Street']",50,yes
295103862,2,,tertiary,False,True,199.784,"LINESTRING (-6.7934947 53.5561762, -6.7938114 53.5562543, -6.7942483 53.556367, -6.794866 53.5565057, -6.7952925 53.5565664, -6.795348 53.5565699, -6.7955762 53.5565841, -6.7963932 53.5566332)",,Jonathan Swift Street,50,
58176987,1,R161,secondary,True,False,33.885999999999996,"LINESTRING (-6.7911339 53.5558756, -6.7911703 53.5557997, -6.791196 53.5557476, -6.7913298 53.5555956)",,Bridge Street,50,
"[270581032, 58202551]",,,residential,False,True,187.47500000000002,"LINESTRING (-6.7911339 53.5558756, -6.7908361 53.5558572, -6.7907181 53.5558384, -6.7902602 53.5557162, -6.7901351 53.5556589, -6.7905242 53.5551111, -6.7905671 53.555057, -6.7905872 53.555045, -6.7906047 53.5550347, -6.7906985 53.5550012, -6.7907549 53.5549982, -6.7908165 53.5549948, -6.7909489 53.5549698, -6.7910143 53.5549612, -6.791074 53.5549534, -6.7911706 53.5549261)",,French's Lane,,
51770777,2,R161,secondary,False,False,70.163,"LINESTRING (-6.7934088 53.5544463, -6.7933519 53.5545932, -6.7933228 53.5546855, -6.7932865 53.5549729, -6.7932915 53.555071)",,Emmet Street,50,
51770777,2,R161,secondary,False,True,80.998,"LINESTRING (-6.7934088 53.5544463, -6.7934644 53.5542595, -6.7934755 53.5542224, -6.7935505 53.5539969, -6.793589 53.5538624, -6.7936099 53.5537282)",,Emmet Street,50,
58205745,,,residential,False,True,66.78999999999999,"LINESTRING (-6.7934088 53.5544463, -6.7931829 53.5544237, -6.7929334 53.5544014, -6.7924047 53.554382)",,,,
60233826,2,,residential,False,False,173.81,"LINESTRING (-6.7857818 53.5579806, -6.7856535 53.5580201, -6.7846823 53.5581128, -6.7846409 53.5581668, -6.7846572 53.5582262, -6.7848517 53.5586576, -6.7848918 53.5586885, -6.7849603 53.5587172, -6.7852378 53.5587752, -6.785344 53.5587699)",,Griffin Park,30,
60233828,2,,residential,False,False,79.26,"LINESTRING (-6.7857818 53.5579806, -6.7862727 53.5582887, -6.7863314 53.5583256, -6.7864437 53.5583961, -6.7866716 53.5584347)",,Griffin Park,30,
"[985288136, 60233828]",2,,residential,False,True,42.943,"LINESTRING (-6.7857818 53.5579806, -6.7856846 53.5578142, -6.7855623 53.5576171)",,Griffin Park,30,
263642173,2,,residential,False,False,14.717,"LINESTRING (-6.7866901 53.5585666, -6.7866716 53.5584347)",,Griffin Park,30,
60233826,2,,residential,False,True,92.34299999999999,"LINESTRING (-6.7866901 53.5585666, -6.7865365 53.5585788, -6.7865022 53.5585815, -6.7864628 53.5585846, -6.7859583 53.5586393, -6.7857455 53.5586904, -6.785592 53.5587273, -6.7854329 53.5587655, -6.785344 53.5587699)",,Griffin Park,30,
326337728,2,R161,secondary,False,False,176.069,"LINESTRING (-6.7855623 53.5576171, -6.7861852 53.5575844, -6.7867108 53.55756, -6.7869063 53.5575584, -6.78751 53.5575698, -6.7880605 53.5575846, -6.7881578 53.5575846, -6.788223 53.5575846)",,,50,
"[326337728, 37955093]",2,R161,secondary,False,True,88.001,"LINESTRING (-6.7855623 53.5576171, -6.7852377 53.5576378, -6.7847152 53.5576684, -6.7844929 53.5576967, -6.784245 53.5577281)",,,50,
"[985288136, 60233828]",2,,residential,False,False,42.943,"LINESTRING (-6.7855623 53.5576171, -6.7856846 53.5578142, -6.7857818 53.5579806)",,Griffin Park,30,
263642173,2,,residential,False,True,14.717,"LINESTRING (-6.7866716 53.5584347, -6.7866901 53.5585666)",,Griffin Park,30,
340341231,,,residential,False,False,61.75,"LINESTRING (-6.7866716 53.5584347, -6.7876031 53.5583874)",,Blackfriary,,
60233828,2,,residential,False,True,79.26,"LINESTRING (-6.7866716 53.5584347, -6.7864437 53.5583961, -6.7863314 53.5583256, -6.7862727 53.5582887, -6.7857818 53.5579806)",,Griffin Park,30,
51770777,2,R161,secondary,False,False,80.998,"LINESTRING (-6.7936099 53.5537282, -6.793589 53.5538624, -6.7935505 53.5539969, -6.7934755 53.5542224, -6.7934644 53.5542595, -6.7934088 53.5544463)",,Emmet Street,50,
"[51770777, 51770862]",2,R161,secondary,False,"[False, True]",164.24300000000002,"LINESTRING (-6.7936099 53.5537282, -6.7936122 53.5537111, -6.7935879 53.5534313, -6.7935833 53.5533772, -6.7935472 53.5531288, -6.7934667 53.5527049, -6.7934623 53.5526818, -6.7934598 53.5525911, -6.7934552 53.5524261, -6.7934568 53.5524114, -6.7934741 53.5522558)",,Emmet Street,50,
52131684,2,,tertiary,False,True,128.645,"LINESTRING (-6.7936099 53.5537282, -6.7934037 53.5537352, -6.7925537 53.5538012, -6.7922823 53.5538299, -6.7921974 53.5538389, -6.7921622 53.5538422, -6.7916887 53.5539077)",,Finnegan's Way,50,
263638685,2,,residential,False,True,70.19399999999999,"LINESTRING (-6.7948814 53.5528223, -6.7956868 53.5528714, -6.7959343 53.5529025)",,,30,
263638671,2,,tertiary,False,False,324.63800000000003,"LINESTRING (-6.7970959 53.5536831, -6.7970825 53.5543205, -6.7970773 53.5544813, -6.7970721 53.5546391, -6.7970472 53.5554055, -6.7970404 53.5555411, -6.7969733 53.5558283, -6.7969378 53.5559129, -6.7967687 53.556316, -6.796607 53.5565669)",,Jonathan Swift Street,50,
263638653,2,,residential,False,False,70.14,"LINESTRING (-6.7959343 53.5529025, -6.7951231 53.5533095)",,St Patrick's Park,30,
263638653,2,,residential,False,True,112.118,"LINESTRING (-6.7959343 53.5529025, -6.7960075 53.5528665, -6.796074 53.5528338, -6.796604 53.5525927, -6.7968902 53.5524625, -6.7968754 53.5521728)",,St Patrick's Park,30,
263638685,2,,residential,False,False,70.19399999999999,"LINESTRING (-6.7959343 53.5529025, -6.7956868 53.5528714, -6.7948814 53.5528223)",,,30,
263638653,2,,residential,False,False,112.11800000000001,"LINESTRING (-6.7968754 53.5521728, -6.7968902 53.5524625, -6.796604 53.5525927, -6.796074 53.5528338, -6.7960075 53.5528665, -6.7959343 53.5529025)",,St Patrick's Park,30,
"[326229593, 326229697]",2,R161,secondary,False,False,225.216,"LINESTRING (-6.7968754 53.5521728, -6.796297 53.5521856, -6.7961887 53.5521905, -6.7950703 53.5522409, -6.7942446 53.5522655, -6.7938233 53.5522797, -6.7934741 53.5522558)",,,50,
263638653,2,,residential,False,True,70.14,"LINESTRING (-6.7951231 53.5533095, -6.7959343 53.5529025)",,St Patrick's Park,30,
263638671,2,,tertiary,False,True,324.63800000000003,"LINESTRING (-6.796607 53.5565669, -6.7967687 53.556316, -6.7969378 53.5559129, -6.7969733 53.5558283, -6.7970404 53.5555411, -6.7970472 53.5554055, -6.7970721 53.5546391, -6.7970773 53.5544813, -6.7970825 53.5543205, -6.7970959 53.5536831)",,Jonathan Swift Street,50,
295103863,1,,tertiary,True,False,36.873000000000005,"LINESTRING (-6.796607 53.5565669, -6.7966396 53.5565861, -6.7966596 53.5566106, -6.7966648 53.5566377, -6.7966547 53.5566642, -6.7966304 53.5566873, -6.7965946 53.5567044, -6.7965529 53.5567132, -6.7965087 53.5567137, -6.7964665 53.5567058, -6.7964307 53.5566903, -6.7964052 53.5566688, -6.7963926 53.5566436, -6.7963932 53.5566332)",roundabout,,,
60233826,2,,residential,False,False,92.343,"LINESTRING (-6.785344 53.5587699, -6.7854329 53.5587655, -6.785592 53.5587273, -6.7857455 53.5586904, -6.7859583 53.5586393, -6.7864628 53.5585846, -6.7865022 53.5585815, -6.7865365 53.5585788, -6.7866901 53.5585666)",,Griffin Park,30,
60233826,2,,residential,False,True,173.80999999999997,"LINESTRING (-6.785344 53.5587699, -6.7852378 53.5587752, -6.7849603 53.5587172, -6.7848918 53.5586885, -6.7848517 53.5586576, -6.7846572 53.5582262, -6.7846409 53.5581668, -6.7846823 53.5581128, -6.7856535 53.5580201, -6.7857818 53.5579806)",,Griffin Park,30,
"[270581032, 58202551]",,,residential,False,False,187.47499999999997,"LINESTRING (-6.7911706 53.5549261, -6.791074 53.5549534, -6.7910143 53.5549612, -6.7909489 53.5549698, -6.7908165 53.5549948, -6.7907549 53.5549982, -6.7906985 53.5550012, -6.7906047 53.5550347, -6.7905872 53.555045, -6.7905671 53.555057, -6.7905242 53.5551111, -6.7901351 53.5556589, -6.7902602 53.5557162, -6.7907181 53.5558384, -6.7908361 53.5558572, -6.7911339 53.5558756)",,French's Lane,,
326228592,2,R933,secondary,False,False,99.834,"LINESTRING (-6.7911706 53.5549261, -6.7911606 53.5548891, -6.7910857 53.5546072, -6.7910106 53.5544351, -6.7909005 53.5542378, -6.7907948 53.5540592)",,Castle Street,50,
"[326228592, 52131660]",2,R933,secondary,False,True,75.188,"LINESTRING (-6.7911706 53.5549261, -6.7911788 53.5549561, -6.7912145 53.555098, -6.79123 53.5551634, -6.7912573 53.555278, -6.7912896 53.5554294, -6.7913298 53.5555956)",,Castle Street,50,
"[4256714, 326042302]",2,R154,secondary,False,False,110.27700000000002,"LINESTRING (-6.7850153 53.5514441, -6.7848377 53.5513666, -6.7846991 53.551318, -6.7845373 53.5512877, -6.7843155 53.5512652, -6.7840424 53.5512522, -6.7839401 53.5512488, -6.7835206 53.5512347, -6.7834239 53.5512328)",,,,
4256714,2,R154,secondary,False,True,140.33100000000002,"LINESTRING (-6.7850153 53.5514441, -6.785231 53.5515664, -6.7854921 53.5517361, -6.7858555 53.5519723, -6.7860547 53.5521018, -6.7865193 53.5523322)",,,,
"[326227248, 295616807]",,,residential,False,False,129.995,"LINESTRING (-6.7850153 53.5514441, -6.7851593 53.5514024, -6.7852524 53.5513755, -6.7853581 53.5513489, -6.785472 53.5513465, -6.7856212 53.5513574, -6.7857328 53.5513655, -6.7858379 53.5513731, -6.7863298 53.5514334, -6.7869152 53.5515228)",,,,
"[326227248, 295616807]",,,residential,False,True,129.995,"LINESTRING (-6.7869152 53.5515228, -6.7863298 53.5514334, -6.7858379 53.5513731, -6.7857328 53.5513655, -6.7856212 53.5513574, -6.785472 53.5513465, -6.7853581 53.5513489, -6.7852524 53.5513755, -6.7851593 53.5514024, -6.7850153 53.5514441)",,,,
"[1196020080, 295616809]",,,unclassified,False,"[False, True]",118.71,"LINESTRING (-6.7825221 53.5575223, -6.7826295 53.5575417, -6.7830638 53.5576082, -6.7832287 53.5576351, -6.7833533 53.5576554, -6.7835737 53.5576706, -6.783783 53.5576748, -6.7841822 53.5576786, -6.7842208 53.5577006, -6.784245 53.5577281)",,,,
326337728,2,R161,secondary,False,False,18.471999999999998,"LINESTRING (-6.788223 53.5575846, -6.7882347 53.5575846, -6.7883931 53.5575846, -6.7885024 53.557589)",,,50,
326337728,2,R161,secondary,False,True,176.06900000000002,"LINESTRING (-6.788223 53.5575846, -6.7881578 53.5575846, -6.7880605 53.5575846, -6.78751 53.5575698, -6.7869063 53.5575584, -6.7867108 53.55756, -6.7861852 53.5575844, -6.7855623 53.5576171)",,,50,
333216030,,,residential,False,False,52.107,"LINESTRING (-6.788223 53.5575846, -6.7881557 53.5579944, -6.7881681 53.5580238, -6.7881929 53.5580459)",,,,
333216030,,,residential,False,False,65.696,"LINESTRING (-6.7881929 53.5580459, -6.7883185 53.5580585, -6.7885875 53.5580848, -6.7886742 53.5581195, -6.7886919 53.5581458, -6.7886919 53.558171, -6.7886565 53.5582341, -6.7885256 53.5583865)",,,,
333216030,,,residential,False,True,52.107,"LINESTRING (-6.7881929 53.5580459, -6.7881681 53.5580238, -6.7881557 53.5579944, -6.788223 53.5575846)",,,,
333216031,,,residential,False,False,48.730000000000004,"LINESTRING (-6.7881929 53.5580459, -6.7881458 53.5583113, -6.7880673 53.5584762)",,,,
333216030,,,residential,False,True,65.696,"LINESTRING (-6.7885256 53.5583865, -6.7886565 53.5582341, -6.7886919 53.558171, -6.7886919 53.5581458, -6.7886742 53.5581195, -6.7885875 53.5580848, -6.7883185 53.5580585, -6.7881929 53.5580459)",,,,
333216031,,,residential,False,True,48.730000000000004,"LINESTRING (-6.7880673 53.5584762, -6.7881458 53.5583113, -6.7881929 53.5580459)",,,,
333338892,,,unclassified,False,True,52.376999999999995,"LINESTRING (-6.7915462 53.5534444, -6.7916316 53.5537424, -6.7916887 53.5539077)",,,,
340341231,,,residential,False,True,61.75,"LINESTRING (-6.7876031 53.5583874, -6.7866716 53.5584347)",,Blackfriary,,
1161394515,,,residential,False,False,15.754,"LINESTRING (-6.7834239 53.5512328, -6.7834389 53.5510914)",,,,
"[4256714, 326042302]",2,R154,secondary,False,True,110.277,"LINESTRING (-6.7834239 53.5512328, -6.7835206 53.5512347, -6.7839401 53.5512488, -6.7840424 53.5512522, -6.7843155 53.5512652, -6.7845373 53.5512877, -6.7846991 53.551318, -6.7848377 53.5513666, -6.7850153 53.5514441)",,,,
1161394515,,,residential,False,False,37.798,"LINESTRING (-6.7834389 53.5510914, -6.7828678 53.5510707)",,,,
1161394515,,,residential,False,True,15.754,"LINESTRING (-6.7834389 53.5510914, -6.7834239 53.5512328)",,,,
1161394516,,,residential,False,False,8.122,"LINESTRING (-6.7834389 53.5510914, -6.7835618 53.5510894)",,,,
1161394515,,,residential,False,True,37.798,"LINESTRING (-6.7828678 53.5510707, -6.7834389 53.5510914)",,,,
1161394516,,,residential,False,True,8.122,"LINESTRING (-6.7835618 53.5510894, -6.7834389 53.5510914)",,,,
"[326337728, 37955093]",2,R161,secondary,False,False,88.001,"LINESTRING (-6.784245 53.5577281, -6.7844929 53.5576967, -6.7847152 53.5576684, -6.7852377 53.5576378, -6.7855623 53.5576171)",,,50,
37955093,2,R161,secondary,False,True,105.85100000000001,"LINESTRING (-6.784245 53.5577281, -6.7841187 53.557752, -6.7836601 53.5578468, -6.7830794 53.5579714, -6.7829438 53.5579979, -6.7827308 53.5580396)",,,50,
"[1196020080, 295616809]",,,unclassified,False,"[False, True]",118.71000000000001,"LINESTRING (-6.784245 53.5577281, -6.7842208 53.5577006, -6.7841822 53.5576786, -6.783783 53.5576748, -6.7835737 53.5576706, -6.7833533 53.5576554, -6.7832287 53.5576351, -6.7830638 53.5576082, -6.7826295 53.5575417, -6.7825221 53.5575223)",,,,
