osmid,oneway,lanes,ref,name,highway,maxspeed,access,reversed,length,geometry,bridge,tunnel
"[4946085, 975476605]",True,2,N59,James Street,primary,50,yes,False,108.886,"LINESTRING (-9.5244626 53.7993916, -9.5244005 53.7994666, -9.5242515 53.7995893, -9.5241795 53.7996443, -9.5237899 53.7999418, -9.5235657 53.8001119, -9.5234798 53.8001783)",,
24020805,False,,,The Octagon,residential,,,True,66.92800000000001,"LINESTRING (-9.5244626 53.7993916, -9.5245716 53.7993984, -9.5247746 53.7993861, -9.5249089 53.7993618, -9.5249614 53.7993361, -9.5250032 53.7992929, -9.5250067 53.7992422, -9.5249951 53.7991723, -9.5249591 53.7991175, -9.5248924 53.7990672)",,
23771537,True,1,N59,,primary,50,,False,47.18900000000001,"LINESTRING (-9.5248924 53.7990672, -9.524708 53.7991425, -9.524617 53.7992014, -9.5245625 53.7992629, -9.5245239 53.7993351, -9.5244626 53.7993916)",,
24020805,False,,,The Octagon,residential,,,False,66.928,"LINESTRING (-9.5248924 53.7990672, -9.5249591 53.7991175, -9.5249951 53.7991723, -9.5250067 53.7992422, -9.5250032 53.7992929, -9.5249614 53.7993361, -9.5249089 53.7993618, -9.5247746 53.7993861, -9.5245716 53.7993984, -9.5244626 53.7993916)",,
23771550,True,1,N59,,primary,,,False,60.681,"LINESTRING (-9.5241795 53.7989668, -9.5244921 53.7990459, -9.5246191 53.7990521, -9.5247548 53.7990431, -9.5248506 53.799024, -9.5249353 53.7989973, -9.5250455 53.7989653)",,
306474414,True,1,N59,Shop Street,primary,50,yes,False,53.028,"LINESTRING (-9.5241795 53.7989668, -9.5242837 53.7990323, -9.5243221 53.7990565, -9.5244173 53.7991451, -9.5244452 53.799212, -9.5244515 53.799331, -9.5244626 53.7993916)",,
"[746656673, 4946084]",True,2,N59,Shop Street,primary,50,yes,False,67.181,"LINESTRING (-9.5234151 53.7985653, -9.5238014 53.7987681, -9.5239043 53.7988222, -9.5241795 53.7989668)",,
"[528947810, 259085693]",True,1,,Bridge Street,secondary,50,,False,27.759000000000007,"LINESTRING (-9.5229407 53.7985811, -9.5229783 53.7985359, -9.5229888 53.798501, -9.5229919 53.7984736, -9.5229822 53.798435, -9.5229597 53.7984146, -9.522925 53.7983881, -9.5229126 53.7983718, -9.5229146 53.7983502)",,
1053659405,True,1,N59,Bridge Street,primary,50,yes,False,33.614000000000004,"LINESTRING (-9.5229407 53.7985811, -9.5230211 53.7985511, -9.5231169 53.7985255, -9.5232689 53.7985276, -9.5234151 53.7985653)",,
"[23770352, 338498582]",True,"['1', '2']",N59,Bridge Street,primary,50,yes,False,223.67000000000002,"LINESTRING (-9.5214708 53.8003815, -9.5215347 53.8003639, -9.5215917 53.8003298, -9.5216349 53.8002826, -9.5217163 53.8001647, -9.5219949 53.7998111, -9.5222307 53.7994982, -9.5222534 53.7994682, -9.5222898 53.7994169, -9.5223908 53.7992845, -9.5224889 53.7991554, -9.5225539 53.7990727, -9.5229407 53.7985811)",,
"[447024073, 1100855444]",True,1,,South Mall,tertiary,50,,False,180.195,"LINESTRING (-9.5214708 53.8003815, -9.520932 53.8001413, -9.5192808 53.7994052)",,
24020573,False,,,Horkans Hill,residential,50,,False,362.14599999999996,"LINESTRING (-9.5207158 53.803159, -9.5185175 53.8034877, -9.5180713 53.8035494, -9.517785 53.8035889, -9.5171831 53.8037185, -9.516389 53.8039523, -9.5155237 53.8042072)",,
392801367,False,2,N59,Newport Road,primary,50,,False,76.686,"LINESTRING (-9.5207158 53.803159, -9.520675 53.803048, -9.520643 53.802946, -9.5206118 53.8028473, -9.5205886 53.8027503, -9.5205793 53.8026601, -9.5205608 53.8025808, -9.5205585 53.802522, -9.5205747 53.8024783)",,
"[23771552, 771668123]",False,2,R330,Altamont Street,secondary,50,,False,44.175,"LINESTRING (-9.5178318 53.7991367, -9.5176676 53.7991593, -9.5175208 53.7991549, -9.5174415 53.7991427, -9.5171753 53.7991017)",,
224084796,False,2,,Fairgreen,tertiary,50,,True,55.458,"LINESTRING (-9.5178318 53.7991367, -9.5179065 53.7992048, -9.5184579 53.7994662)",,
1150014105,False,2,R330,Mill Street,secondary,50,,True,99.8,"LINESTRING (-9.5178318 53.7991367, -9.5179484 53.7991169, -9.5181458 53.7990835, -9.518624 53.7990093, -9.5187074 53.7989918, -9.5191912 53.7989083, -9.5192929 53.7988907)",,
392263589,False,2,R330,Altamont Street,secondary,50,,False,146.718,"LINESTRING (-9.5171753 53.7991017, -9.5167691 53.7989709, -9.5167529 53.7989657, -9.5166243 53.7989175, -9.5164604 53.798856, -9.5161029 53.7987123, -9.5160417 53.7986877, -9.5156312 53.7985227, -9.5152931 53.7983927)",,
"[23771552, 771668123]",False,2,R330,Altamont Street,secondary,50,,True,44.175,"LINESTRING (-9.5171753 53.7991017, -9.5174415 53.7991427, -9.5175208 53.7991549, -9.5176676 53.7991593, -9.5178318 53.7991367)",,
771668124,False,2,,Distillery Road,tertiary,50,,True,36.362,"LINESTRING (-9.5171753 53.7991017, -9.5170608 53.7992401, -9.5170195 53.7993104, -9.5169647 53.7994035)",,
528947122,False,2,R330,Mill Street,secondary,50,,False,118.308,"LINESTRING (-9.5229146 53.7983502, -9.5228639 53.7983261, -9.5228114 53.7983125, -9.5227457 53.7983213, -9.5226664 53.7983307, -9.5215655 53.7985054, -9.5211902 53.7985698)",,
