osmid,lanes,highway,maxspeed,oneway,reversed,length,geometry,ref,name,junction
23404771,2,residential,30,False,False,53.489999999999995,"LINESTRING (-6.1153986 53.5738177, -6.1154353 53.5738269, -6.1155183 53.5738304, -6.1162011 53.5737849)",,,
"[1135674805, 52092839]",2,secondary,50,False,False,275.07099999999997,"LINESTRING (-6.1153986 53.5738177, -6.1161376 53.5726657, -6.1161617 53.5726182, -6.1162056 53.572532, -6.1162463 53.5723914, -6.1162667 53.5722553, -6.116259 53.5720966, -6.1162157 53.5719439, -6.1161623 53.5717746, -6.1160631 53.571642, -6.1160007 53.5715758, -6.1158875 53.5714822)",R127,Dublin Road,
"[1135674806, 52092839]",2,secondary,50,False,True,120.32499999999999,"LINESTRING (-6.1153986 53.5738177, -6.1149519 53.5744409, -6.114685 53.5748134)",R127,Dublin Road,
"[1135674801, 273904250, 1135669283, 1135669282]",2,secondary,50,False,False,118.231,"LINESTRING (-6.1171471 53.5706749, -6.1171054 53.5707905, -6.117031 53.5709124, -6.1168748 53.5710427, -6.1166785 53.5711261, -6.1162306 53.5712491, -6.1160717 53.5712958, -6.1159283 53.5713713)",R127,Dublin Road,
1135674806,2,secondary,50,False,False,106.138,"LINESTRING (-6.1140629 53.5756803, -6.1140749 53.5755215, -6.1145683 53.5749639, -6.114685 53.5748134)",R127,Dublin Road,
1135674807,2,secondary,50,False,True,115.25399999999999,"LINESTRING (-6.1140629 53.5756803, -6.1139237 53.5757403, -6.1138485 53.5757882, -6.1133924 53.5762677, -6.1131416 53.5765489)",R127,Dublin Road,
1148364518,2,tertiary,50,False,False,39.653999999999996,"LINESTRING (-6.1140629 53.5756803, -6.1143257 53.5757293, -6.1146188 53.5758129)",L1357,Barnageeragh Road,
23404718,2,residential,30,False,False,144.10399999999998,"LINESTRING (-6.1150851 53.5759324, -6.1150028 53.5760493, -6.1149543 53.5761934, -6.1153525 53.5770887, -6.1154555 53.5771631)",,Townparks,
1148364518,2,tertiary,50,False,False,140.632,"LINESTRING (-6.1150851 53.5759324, -6.1153261 53.5759828, -6.1155399 53.5759948, -6.1157143 53.5759847, -6.1160916 53.5759398, -6.1163373 53.5759106, -6.117169 53.5758089)",L1357,Barnageeragh Road,
1148364518,2,tertiary,50,False,True,33.534,"LINESTRING (-6.1150851 53.5759324, -6.1148085 53.5758634, -6.1146188 53.5758129)",L1357,Barnageeragh Road,
23404751,2,residential,30,False,False,119.528,"LINESTRING (-6.117169 53.5758089, -6.1176383 53.5768471)",,Newtown Parks,
"[23404392, 1148364518]",2,tertiary,50,False,False,259.959,"LINESTRING (-6.117169 53.5758089, -6.1176494 53.5757796, -6.1179833 53.575804, -6.1182051 53.5758202, -6.1186289 53.575909, -6.1188134 53.5759583, -6.1195226 53.5761164, -6.1198316 53.5761886, -6.1199325 53.5762115, -6.1209089 53.576433)",L1357,Barnageeragh Road,
1148364518,2,tertiary,50,False,True,140.632,"LINESTRING (-6.117169 53.5758089, -6.1163373 53.5759106, -6.1160916 53.5759398, -6.1157143 53.5759847, -6.1155399 53.5759948, -6.1153261 53.5759828, -6.1150851 53.5759324)",L1357,Barnageeragh Road,
23404597,2,residential,30,False,False,115.899,"LINESTRING (-6.1209089 53.576433, -6.1210607 53.5774714)",,Selskar Rise,
23404392,2,tertiary,50,False,False,290.1,"LINESTRING (-6.1209089 53.576433, -6.1218294 53.5766574, -6.1223293 53.5767975, -6.1229967 53.5770699, -6.1237633 53.5774294, -6.1246054 53.5778111)",L1357,Barnageeragh Road,
"[23404392, 1148364518]",2,tertiary,50,False,True,259.959,"LINESTRING (-6.1209089 53.576433, -6.1199325 53.5762115, -6.1198316 53.5761886, -6.1195226 53.5761164, -6.1188134 53.5759583, -6.1186289 53.575909, -6.1182051 53.5758202, -6.1179833 53.575804, -6.1176494 53.5757796, -6.117169 53.5758089)",L1357,Barnageeragh Road,
23404579,2,residential,30,False,False,36.717,"LINESTRING (-6.1246054 53.5778111, -6.1242727 53.5780757)",,Selskar Road,
