osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,geometry,name,bridge,junction,tunnel
105528648,,,residential,,False,False,77.61300000000001,"LINESTRING (-7.3209762 53.1186131, -7.3207039 53.1183663, -7.3204821 53.1181802, -7.3203537 53.1180936, -7.3202856 53.1180535)",Kirwan Park,,,
"[105528648, 105528663]",,,residential,,False,True,210.292,"LINESTRING (-7.3209762 53.1186131, -7.3210515 53.1186872, -7.3211851 53.118822, -7.3213535 53.1190081, -7.3215032 53.1191813, -7.3215567 53.1192808, -7.3215913 53.119483, -7.3216153 53.1195697, -7.3215913 53.1196066, -7.3215298 53.1196354, -7.321356 53.1196836, -7.3211417 53.119729, -7.3211288 53.1197317, -7.3208642 53.1197911, -7.3205955 53.1198287, -7.3203336 53.1198752)",Kirwan Park,,,
105528671,,,residential,,False,False,76.902,"LINESTRING (-7.3209762 53.1186131, -7.3208966 53.1186345, -7.3205755 53.118721, -7.3202547 53.1187883, -7.3199134 53.1188791)",Kirwan Park,,,
82904172,,,residential,,False,False,26.055,"LINESTRING (-7.3204802 53.1214856, -7.3201168 53.1215713)",,,,
82904172,,,residential,,False,True,81.69,"LINESTRING (-7.3204802 53.1214856, -7.3207679 53.1214178, -7.32107 53.121344, -7.3216338 53.1212419)",,,,
105528667,,,residential,,False,False,41.503,"LINESTRING (-7.3204802 53.1214856, -7.3204998 53.121535, -7.3204834 53.1216582, -7.3204398 53.1217171, -7.3203837 53.1217666, -7.3202848 53.1218117)",,,,
105528642,,,residential,,False,False,16.121,"LINESTRING (-7.3221834 53.1211687, -7.32242 53.1211394)",,,,
105528642,,,residential,,False,True,37.568,"LINESTRING (-7.3221834 53.1211687, -7.3216338 53.1212419)",,,,
105528669,,,residential,,False,False,14.338,"LINESTRING (-7.3221834 53.1211687, -7.3221327 53.1210434)",,,,
105528671,,,residential,,False,True,128.0,"LINESTRING (-7.3197469 53.1196756, -7.3196359 53.1196971, -7.3195102 53.119536, -7.3193378 53.1192087, -7.3192977 53.119114, -7.3192977 53.1190771, -7.3193217 53.1190547, -7.3193591 53.1190306, -7.3194286 53.1190065, -7.3196452 53.1189504, -7.3199134 53.1188791)",Kirwan Park,,,
105528663,,,residential,,False,False,69.239,"LINESTRING (-7.3206368 53.1204707, -7.3203636 53.1199343, -7.3203466 53.1199008, -7.3203336 53.1198752)",Kirwan Park,,,
105528668,,,residential,,False,False,74.346,"LINESTRING (-7.3206368 53.1204707, -7.3204895 53.1205032, -7.3203402 53.1205363, -7.3196834 53.120683, -7.3195917 53.1207023)",Kirwan Park,,,
105528668,,,residential,,False,True,111.429,"LINESTRING (-7.3206368 53.1204707, -7.3212598 53.1203565, -7.3213625 53.1203492, -7.3214293 53.1203532, -7.3214788 53.1203684, -7.321531 53.1203915, -7.3215643 53.1204314, -7.3216953 53.1206685, -7.3217611 53.120805)",Kirwan Park,,,
105528669,,,residential,,False,True,14.338,"LINESTRING (-7.3221327 53.1210434, -7.3221834 53.1211687)",,,,
105528642,,,residential,,False,True,16.121,"LINESTRING (-7.32242 53.1211394, -7.3221834 53.1211687)",,,,
105528651,,,residential,,False,False,91.829,"LINESTRING (-7.3203336 53.1198752, -7.3199228 53.1199247, -7.3197633 53.1199451, -7.3194967 53.1199911, -7.3191488 53.1200651, -7.3190098 53.1200947)",Kirwan Park,,,
"[105528648, 105528663]",,,residential,,False,False,210.292,"LINESTRING (-7.3203336 53.1198752, -7.3205955 53.1198287, -7.3208642 53.1197911, -7.3211288 53.1197317, -7.3211417 53.119729, -7.321356 53.1196836, -7.3215298 53.1196354, -7.3215913 53.1196066, -7.3216153 53.1195697, -7.3215913 53.119483, -7.3215567 53.1192808, -7.3215032 53.1191813, -7.3213535 53.1190081, -7.3211851 53.118822, -7.3210515 53.1186872, -7.3209762 53.1186131)",Kirwan Park,,,
105528663,,,residential,,False,True,69.239,"LINESTRING (-7.3203336 53.1198752, -7.3203466 53.1199008, -7.3203636 53.1199343, -7.3206368 53.1204707)",Kirwan Park,,,
82904171,,,residential,,False,True,26.52,"LINESTRING (-7.319757 53.1216726, -7.3201168 53.1215713)",,,,
82904171,,,residential,,False,False,58.931999999999995,"LINESTRING (-7.319757 53.1216726, -7.3197378 53.121678, -7.3190993 53.1219023, -7.3191622 53.1219651)",,,,
105528667,,,residential,,False,True,42.319,"LINESTRING (-7.319757 53.1216726, -7.3198162 53.1217395, -7.3198984 53.1217797, -7.3199928 53.1218052, -7.3200968 53.1218225, -7.3201653 53.1218257, -7.3202848 53.1218117)",,,,
105528664,,,residential,,False,True,151.517,"LINESTRING (-7.3190918 53.1189199, -7.3190264 53.1188116, -7.3189743 53.1187358, -7.3189262 53.118656, -7.3189021 53.1186026, -7.3189081 53.1185625, -7.3189608 53.1184996, -7.3190678 53.1184683, -7.3192616 53.1184162, -7.319446 53.1183625, -7.3196906 53.118291, -7.3198724 53.1182245, -7.3200489 53.1181555, -7.3200954 53.1181339, -7.3202193 53.1180765, -7.3202856 53.1180535)",Kirwan Park,,,
105528671,,,residential,,False,False,128.0,"LINESTRING (-7.3199134 53.1188791, -7.3196452 53.1189504, -7.3194286 53.1190065, -7.3193591 53.1190306, -7.3193217 53.1190547, -7.3192977 53.1190771, -7.3192977 53.119114, -7.3193378 53.1192087, -7.3195102 53.119536, -7.3196359 53.1196971, -7.3197469 53.1196756)",Kirwan Park,,,
105528671,,,residential,,False,True,76.902,"LINESTRING (-7.3199134 53.1188791, -7.3202547 53.1187883, -7.3205755 53.118721, -7.3208966 53.1186345, -7.3209762 53.1186131)",Kirwan Park,,,
105528673,,,residential,,False,True,81.013,"LINESTRING (-7.3199134 53.1188791, -7.3199392 53.1189103, -7.3200194 53.1190065, -7.3201264 53.1191156, -7.3202253 53.1192055, -7.3204364 53.1194606, -7.3203342 53.1194876)",Kirwan Park,,,
82904172,,,residential,,False,False,54.443,"LINESTRING (-7.3192342 53.1176459, -7.319252 53.1175497, -7.3192672 53.1173958, -7.3192549 53.117313, -7.3192248 53.1172301, -7.3191835 53.1171639)",,,,
82904172,,,residential,,False,True,47.792,"LINESTRING (-7.3192342 53.1176459, -7.3191672 53.1176874, -7.3190195 53.117876, -7.3189385 53.1179847, -7.3189185 53.1180276)",,,,
105528648,,,residential,,False,True,83.916,"LINESTRING (-7.3192342 53.1176459, -7.3193566 53.1176829, -7.3195652 53.1177454, -7.3198539 53.1178497, -7.3200918 53.1179492, -7.3202856 53.1180535)",Kirwan Park,,,
105528673,,,residential,,False,False,81.013,"LINESTRING (-7.3203342 53.1194876, -7.3204364 53.1194606, -7.3202253 53.1192055, -7.3201264 53.1191156, -7.3200194 53.1190065, -7.3199392 53.1189103, -7.3199134 53.1188791)",Kirwan Park,,,
105528667,,,residential,,False,False,42.319,"LINESTRING (-7.3202848 53.1218117, -7.3201653 53.1218257, -7.3200968 53.1218225, -7.3199928 53.1218052, -7.3198984 53.1217797, -7.3198162 53.1217395, -7.319757 53.1216726)",,,,
105528667,,,residential,,False,True,41.503,"LINESTRING (-7.3202848 53.1218117, -7.3203837 53.1217666, -7.3204398 53.1217171, -7.3204834 53.1216582, -7.3204998 53.121535, -7.3204802 53.1214856)",,,,
105528668,,,residential,,False,True,74.346,"LINESTRING (-7.3195917 53.1207023, -7.3196834 53.120683, -7.3203402 53.1205363, -7.3204895 53.1205032, -7.3206368 53.1204707)",Kirwan Park,,,
105528668,,,residential,,False,False,111.429,"LINESTRING (-7.3217611 53.120805, -7.3216953 53.1206685, -7.3215643 53.1204314, -7.321531 53.1203915, -7.3214788 53.1203684, -7.3214293 53.1203532, -7.3213625 53.1203492, -7.3212598 53.1203565, -7.3206368 53.1204707)",Kirwan Park,,,
113756877,1,,tertiary,30,True,False,9.498,"LINESTRING (-7.3198286 53.1140528, -7.3198559 53.1140391, -7.3198894 53.1140318, -7.3199249 53.1140318, -7.3199584 53.114039)",,,roundabout,
113756866,2,L2120,tertiary,30,False,False,118.008,"LINESTRING (-7.3199539 53.1141479, -7.3200991 53.1143531, -7.3202282 53.1144822, -7.3202509 53.1145049, -7.3203616 53.1146341, -7.3204581 53.1147632, -7.3205134 53.1148483, -7.3205475 53.1149306, -7.3205858 53.1150385, -7.3206092 53.1151254)",,,,
113756877,1,,tertiary,30,True,False,18.762,"LINESTRING (-7.3199539 53.1141479, -7.3199203 53.1141541, -7.3198852 53.1141531, -7.3198527 53.1141452, -7.3198265 53.1141311, -7.3198097 53.1141126, -7.3198043 53.1140917, -7.3198109 53.114071, -7.3198286 53.1140528)",,,roundabout,
89633397,,,residential,,False,True,88.00800000000001,"LINESTRING (-7.3270508 53.1204143, -7.3271562 53.120411, -7.3276109 53.1202363, -7.3276328 53.1201865, -7.3276167 53.1201501, -7.3275394 53.1200921, -7.3273671 53.1199639, -7.3272886 53.1199043)",,,,
89633399,,,residential,,False,False,10.546000000000001,"LINESTRING (-7.3270508 53.1204143, -7.3270689 53.1204363, -7.3270695 53.1204575, -7.3270546 53.1204889, -7.327038 53.120502)",,,,
89633399,,,residential,,False,True,93.962,"LINESTRING (-7.3270508 53.1204143, -7.3270052 53.120383, -7.326932 53.1203274, -7.3268198 53.1202403, -7.3266448 53.1201093, -7.3264713 53.1199854, -7.3263053 53.1198607, -7.3261813 53.1197503)",,,,
53772518,2,R422,secondary,30,False,True,13.157,"LINESTRING (-7.3185743 53.116852, -7.3187221 53.1167737)",,,,
"[53772518, 53772519]",2,R422,secondary,"['30', '50']",False,False,41.953,"LINESTRING (-7.3185743 53.116852, -7.3184156 53.1169404, -7.3181257 53.1171162)",,,,
219914013,,,residential,,False,True,58.89,"LINESTRING (-7.3185743 53.116852, -7.3186287 53.1168912, -7.3186621 53.1169153, -7.3186621 53.1169555, -7.318595 53.1170457, -7.318418 53.1172034, -7.3182858 53.1172909)",,,,
82904172,,,residential,,False,False,47.792,"LINESTRING (-7.3189185 53.1180276, -7.3189385 53.1179847, -7.3190195 53.117876, -7.3191672 53.1176874, -7.3192342 53.1176459)",,,,
82904172,,,residential,,False,True,87.805,"LINESTRING (-7.3189185 53.1180276, -7.3188957 53.1180762, -7.3187861 53.1183306, -7.3187099 53.1185593, -7.3186289 53.1187823, -7.3186256 53.1187971)",,,,
219914018,,,residential,,False,True,66.369,"LINESTRING (-7.3189185 53.1180276, -7.3186567 53.1179713, -7.3185736 53.1179826, -7.3185199 53.1180083, -7.3184299 53.1181563, -7.318713 53.1182159)",,,,
219914018,,,residential,,False,False,66.369,"LINESTRING (-7.318713 53.1182159, -7.3184299 53.1181563, -7.3185199 53.1180083, -7.3185736 53.1179826, -7.3186567 53.1179713, -7.3189185 53.1180276)",,,,
38507879,2,,tertiary,30,False,False,15.355,"LINESTRING (-7.3199584 53.114039, -7.3200057 53.113996, -7.320099 53.11393)",,,,
113756877,1,,tertiary,30,True,False,14.756,"LINESTRING (-7.3199584 53.114039, -7.3199831 53.1140508, -7.3200007 53.1140666, -7.3200095 53.1140848, -7.3200087 53.1141037, -7.3199984 53.1141216, -7.3199796 53.1141369, -7.3199539 53.1141479)",,,roundabout,
82904172,,,residential,,False,False,53.529,"LINESTRING (-7.3191835 53.1171639, -7.3191581 53.1171318, -7.319101 53.1170598, -7.3189457 53.1169251, -7.3187781 53.1168116, -7.3187221 53.1167737)",,,,
82904172,,,residential,,False,True,54.443,"LINESTRING (-7.3191835 53.1171639, -7.3192248 53.1172301, -7.3192549 53.117313, -7.3192672 53.1173958, -7.319252 53.1175497, -7.3192342 53.1176459)",,,,
874172601,,,residential,,False,True,51.527,"LINESTRING (-7.3191835 53.1171639, -7.3191369 53.1171938, -7.319043 53.1173033, -7.3189035 53.1174321, -7.3187332 53.1175359)",,,,
874172601,,,residential,,False,False,51.527,"LINESTRING (-7.3187332 53.1175359, -7.3189035 53.1174321, -7.319043 53.1173033, -7.3191369 53.1171938, -7.3191835 53.1171639)",,,,
"[874172640, 874172641, 874172639]",,,residential,,False,True,40.428000000000004,"LINESTRING (-7.3187332 53.1175359, -7.3184314 53.1173692, -7.3183512 53.1173288, -7.3182858 53.1172909)",,,,building_passage
874172646,,,residential,,False,True,67.356,"LINESTRING (-7.3187332 53.1175359, -7.3186782 53.1175681, -7.3185307 53.1176502, -7.3183282 53.1177468, -7.3180881 53.1178394, -7.3179138 53.1178804)",,,,
219914013,,,residential,,False,False,58.89,"LINESTRING (-7.3182858 53.1172909, -7.318418 53.1172034, -7.318595 53.1170457, -7.3186621 53.1169555, -7.3186621 53.1169153, -7.3186287 53.1168912, -7.3185743 53.116852)",,,,
"[874172640, 874172641, 874172639]",,,residential,,False,False,40.428,"LINESTRING (-7.3182858 53.1172909, -7.3183512 53.1173288, -7.3184314 53.1173692, -7.3187332 53.1175359)",,,,building_passage
874172646,,,residential,,False,False,67.356,"LINESTRING (-7.3179138 53.1178804, -7.3180881 53.1178394, -7.3183282 53.1177468, -7.3185307 53.1176502, -7.3186782 53.1175681, -7.3187332 53.1175359)",,,,
82904209,,,residential,,False,True,60.956,"LINESTRING (-7.322554 53.1217944, -7.3219694 53.1218506, -7.3216557 53.1218926)",,,,
101100540,,,residential,,False,False,26.124,"LINESTRING (-7.3283259 53.1210743, -7.3284871 53.1208602)",Davin Park,,,
82904159,,,residential,,False,True,22.214,"LINESTRING (-7.3183347 53.1200933, -7.3186512 53.1200314)",Silverglen,,,
82904159,,,residential,,False,False,83.72000000000001,"LINESTRING (-7.3183347 53.1200933, -7.3182758 53.1201203, -7.3180932 53.1202037, -7.3179964 53.120278, -7.3179576 53.1203182, -7.3179871 53.1203675, -7.3182544 53.12061, -7.31833 53.120684)",Silverglen,,,
874812886,,,residential,,False,True,17.611,"LINESTRING (-7.3183347 53.1200933, -7.3183736 53.1201488, -7.318437 53.1202393)",Silverglen,,,
82904171,,,residential,,False,True,58.931999999999995,"LINESTRING (-7.3191622 53.1219651, -7.3190993 53.1219023, -7.3197378 53.121678, -7.319757 53.1216726)",,,,
881753381,,,unclassified,,False,True,12.842,"LINESTRING (-7.320099 53.11393, -7.3202446 53.1140055)",,,,
38507879,2,,tertiary,30,False,False,63.639,"LINESTRING (-7.320099 53.11393, -7.3202204 53.1138441, -7.3204229 53.1137158, -7.3206469 53.1135819, -7.3207575 53.1135165)",,,,
38507879,2,,tertiary,30,False,True,15.355,"LINESTRING (-7.320099 53.11393, -7.3200057 53.113996, -7.3199584 53.114039)",,,,
881753382,,,residential,,False,True,48.229,"LINESTRING (-7.3203302 53.114435, -7.3203358 53.1143637, -7.3202446 53.1140055)",,,,
881753381,,,unclassified,,False,False,12.842,"LINESTRING (-7.3202446 53.1140055, -7.320099 53.11393)",,,,
881753382,,,residential,,False,False,48.229,"LINESTRING (-7.3202446 53.1140055, -7.3203358 53.1143637, -7.3203302 53.114435)",,,,
881753382,,,residential,,False,True,69.074,"LINESTRING (-7.3202446 53.1140055, -7.3204324 53.1138784, -7.3207891 53.1136457, -7.3208052 53.1135966, -7.3207575 53.1135165)",,,,
38507879,2,,tertiary,30,False,True,63.639,"LINESTRING (-7.3207575 53.1135165, -7.3206469 53.1135819, -7.3204229 53.1137158, -7.3202204 53.1138441, -7.320099 53.11393)",,,,
881753382,,,residential,,False,False,69.074,"LINESTRING (-7.3207575 53.1135165, -7.3208052 53.1135966, -7.3207891 53.1136457, -7.3204324 53.1138784, -7.3202446 53.1140055)",,,,
