osmid,lanes,name,highway,oneway,reversed,length,geometry,tunnel,maxspeed,ref,junction,bridge
23907514,2,Connaught Street,unclassified,False,False,32.438,"LINESTRING (-7.9473265 53.4220227, -7.9470671 53.4219492, -7.946964 53.4219221, -7.9468816 53.4219011)",,,,,
"[1193629824, 1193629825, 1193629826, 1193629827, 1193629828]",,Bastion Court,residential,False,False,86.41299999999998,"LINESTRING (-7.9473265 53.4220227, -7.9473041 53.42207, -7.9472545 53.4221809, -7.9472472 53.4222136, -7.9472418 53.4222336, -7.9472244 53.4222471, -7.9471882 53.4222567, -7.9471278 53.4222575, -7.9470447 53.4222447, -7.9469682 53.4222264, -7.9469199 53.4222104, -7.9468931 53.4221992, -7.9468435 53.4221744, -7.94681 53.422144, -7.9468019 53.4221209, -7.9467858 53.4220801, -7.9467866 53.4220417, -7.9468341 53.4219616, -7.9468816 53.4219011)",yes,,,,
23907514,2,Connaught Street,unclassified,False,True,87.171,"LINESTRING (-7.9473265 53.4220227, -7.9476054 53.4221156, -7.9478043 53.4221818, -7.9484086 53.4223493, -7.9485058 53.4223672)",,,,,
23907514,2,Connaught Street,unclassified,False,True,35.189,"LINESTRING (-7.9455061 53.4218498, -7.9458996 53.4218344, -7.9460354 53.4218251)",,,,,
"[23907515, 312084540]",1,Pearse Street,unclassified,True,False,275.09399999999994,"LINESTRING (-7.9455061 53.4218498, -7.9454957 53.4218771, -7.9454823 53.4219131, -7.9454716 53.4219462, -7.9454643 53.4219595, -7.9453093 53.4221884, -7.9451249 53.4224317, -7.945082 53.4224885, -7.945037 53.4225556, -7.9449344 53.4227095, -7.9449306 53.4227167, -7.9446993 53.42305, -7.9446689 53.4230759, -7.9446367 53.4231019, -7.9445811 53.4231414, -7.9445395 53.4231674, -7.9444946 53.4231934, -7.9444057 53.4232345, -7.9440681 53.4233736, -7.9440156 53.423393, -7.9438267 53.4234655, -7.9437824 53.4234783, -7.9437174 53.4234914, -7.9436397 53.423505, -7.9433092 53.423554, -7.9431713 53.4235803, -7.9431182 53.4235876, -7.943007 53.4236029)",,50,,,
578973713,2,Southern Station Road,tertiary,False,False,11.073,"LINESTRING (-7.935245 53.4256613, -7.9353132 53.4256793, -7.9353979 53.4257015)",,50,,,
578973711,2,Southern Station Road,tertiary,False,False,34.726,"LINESTRING (-7.9353979 53.4257015, -7.9358679 53.4258397)",,50,,,
294883195,1,Southern Station Road,tertiary_link,True,False,46.573,"LINESTRING (-7.9353979 53.4257015, -7.9356352 53.4256667, -7.9358663 53.4256796, -7.9359803 53.4256731, -7.9360917 53.4256668)",,,,,
578973713,2,Southern Station Road,tertiary,False,True,11.073,"LINESTRING (-7.9353979 53.4257015, -7.9353132 53.4256793, -7.935245 53.4256613)",,50,,,
578973711,2,Southern Station Road,tertiary,False,True,34.726,"LINESTRING (-7.9358679 53.4258397, -7.9353979 53.4257015)",,50,,,
165655881,2,Southern Station Road,tertiary,False,False,55.447,"LINESTRING (-7.9358679 53.4258397, -7.9357707 53.4258976, -7.9356842 53.4259236, -7.9355722 53.425946, -7.9353898 53.4259772, -7.935302 53.4260031, -7.9352403 53.4260402, -7.935179 53.4260939)",,50,,,
617128761,2,,residential,False,True,24.28,"LINESTRING (-7.9358679 53.4258397, -7.9359794 53.4257542, -7.9360917 53.4256668)",,,,,
"[165655877, 269002814]",2,Southern Station Road,tertiary,False,False,448.689,"LINESTRING (-7.935179 53.4260939, -7.9351645 53.4261306, -7.9351592 53.426157, -7.9352215 53.426314, -7.9353013 53.4264582, -7.9353878 53.4265745, -7.9354367 53.4266172, -7.9355467 53.4266752, -7.9357976 53.4267567, -7.9362339 53.4268753, -7.9369253 53.4270391, -7.9382658 53.4273554, -7.9387969 53.4274811, -7.9389028 53.4274966, -7.9389799 53.427501, -7.9390644 53.4275002, -7.9391925 53.4274855, -7.9393709 53.4274591, -7.9395285 53.4274235, -7.9396605 53.4273864, -7.9397732 53.4273452, -7.9399737 53.4272565, -7.9401101 53.4271827, -7.9404057 53.4269867, -7.9404957 53.4269355, -7.9406191 53.426901)",,50,,,
165655881,2,Southern Station Road,tertiary,False,True,55.447,"LINESTRING (-7.935179 53.4260939, -7.9352403 53.4260402, -7.935302 53.4260031, -7.9353898 53.4259772, -7.9355722 53.425946, -7.9356842 53.4259236, -7.9357707 53.4258976, -7.9358679 53.4258397)",,50,,,
104746989,1,Abbey Road,tertiary,True,False,45.358999999999995,"LINESTRING (-7.941469 53.4256619, -7.9412491 53.4256819, -7.9408554 53.425685, -7.940787 53.4256855)",,,,,
1150731255,,,secondary,True,False,12.379999999999999,"LINESTRING (-7.9429175 53.4236439, -7.9428866 53.4236417, -7.9428585 53.4236337, -7.9428364 53.4236206, -7.9428226 53.423604, -7.9428186 53.4235856, -7.9428249 53.4235674)",,50,R446,roundabout,
"[4886587, 4836115, 132608092]",2,"['Bridge Street', 'Custume']",secondary,False,"[False, True]",169.69,"LINESTRING (-7.9428249 53.4235674, -7.9427326 53.423564, -7.9426016 53.4235684, -7.9424628 53.4235967, -7.9412934 53.4238746, -7.9411041 53.4239184, -7.941051 53.4239282, -7.9409242 53.423946, -7.9407794 53.423951, -7.9405701 53.4239474, -7.9405021 53.4239482, -7.9404499 53.4239524, -7.9403852 53.423964)",,50,R446,,yes
97305202,,,secondary,True,False,9.607000000000001,"LINESTRING (-7.9428249 53.4235674, -7.9428394 53.4235525, -7.9428609 53.4235408, -7.9428872 53.4235336, -7.942916 53.4235315, -7.9429445 53.4235347)",,50,R446,roundabout,
"[100356305, 27385437]",1,"['Market Square', 'Castle Street']","['unclassified', 'residential']",True,False,128.109,"LINESTRING (-7.9429445 53.4235347, -7.9430995 53.4234909, -7.9431729 53.4234631, -7.9432093 53.4234335, -7.9432359 53.4233913, -7.9432705 53.4232832, -7.9432729 53.4231646, -7.9432917 53.4230894, -7.9431381 53.4229188, -7.9430805 53.4228965, -7.9430166 53.4228798, -7.9427516 53.4228385, -7.9424706 53.4227981)",,50,,,
97305202,,,secondary,True,False,9.355999999999998,"LINESTRING (-7.9429445 53.4235347, -7.9429697 53.4235427, -7.9429896 53.4235549, -7.9430026 53.42357, -7.9430074 53.4235868, -7.943007 53.4236029)",,50,R446,roundabout,
927376249,,Custume Place,secondary,True,False,28.347,"LINESTRING (-7.9400111 53.4238561, -7.940222 53.4238915, -7.9402721 53.423901, -7.9403291 53.4239246, -7.9403852 53.423964)",,50,R446,,
23907514,2,Connaught Street,unclassified,False,False,42.117999999999995,"LINESTRING (-7.9491022 53.4224978, -7.9489802 53.4224666, -7.9485058 53.4223672)",,,,,
"[313911001, 100356292, 313910999]",2,Magazine Road,unclassified,False,False,80.999,"LINESTRING (-7.9491022 53.4224978, -7.949143 53.4226364, -7.9492878 53.4228619, -7.9493205 53.4229084, -7.949366 53.4229785, -7.9495093 53.423182)",,50,,,
