osmid,oneway,lanes,ref,highway,reversed,length,junction,geometry,name,maxspeed,bridge
67668291,False,2,R613,secondary,False,69.35600000000001,,"LINESTRING (-8.3983135 51.8170405, -8.3985855 51.817037, -8.3989778 51.8170165, -8.3993193 51.8169952)",Ballea Road,50,
67668291,False,2,R613,secondary,True,73.25999999999999,,"LINESTRING (-8.3983135 51.8170405, -8.3973836 51.8170484, -8.3972478 51.8170495)",Ballea Road,50,
29505626,False,,L6537,residential,True,22.562,,"LINESTRING (-8.398311 51.8168376, -8.3983135 51.8170405)",,,
29505632,False,2,L6537,residential,False,37.37,,"LINESTRING (-8.398311 51.8168376, -8.3977702 51.816872)",Owenabue Drive,,
29505632,False,2,L6537,residential,True,90.21600000000001,,"LINESTRING (-8.398311 51.8168376, -8.3990042 51.8168247, -8.3991331 51.8167757, -8.3991433 51.8164867)",Owenabue Drive,,
71415958,False,2,L6537,residential,False,28.155,,"LINESTRING (-8.3991433 51.8164867, -8.399143 51.8162335)",,,
29505632,False,2,L6537,residential,False,90.21600000000001,,"LINESTRING (-8.3991433 51.8164867, -8.3991331 51.8167757, -8.3990042 51.8168247, -8.398311 51.8168376)",Owenabue Drive,,
29505627,False,2,,residential,False,61.647,,"LINESTRING (-8.399143 51.8162335, -8.3982473 51.8162613)",Owenabue Close,,
71415958,False,2,L6537,residential,True,28.155,,"LINESTRING (-8.399143 51.8162335, -8.3991433 51.8164867)",,,
29505627,False,2,,residential,True,26.326,,"LINESTRING (-8.3978646 51.8162704, -8.3982473 51.8162613)",Owenabue Close,,
29505627,False,2,,residential,False,26.326,,"LINESTRING (-8.3982473 51.8162613, -8.3978646 51.8162704)",Owenabue Close,,
29505627,False,2,,residential,True,61.647,,"LINESTRING (-8.3982473 51.8162613, -8.399143 51.8162335)",Owenabue Close,,
29505628,False,2,,residential,False,48.402,,"LINESTRING (-8.3982473 51.8162613, -8.3982106 51.8158266)",Owenabue Close,,
29505628,False,2,,residential,True,48.402,,"LINESTRING (-8.3982106 51.8158266, -8.3982473 51.8162613)",Owenabue Close,,
29505632,False,2,L6537,residential,True,37.37,,"LINESTRING (-8.3977702 51.816872, -8.398311 51.8168376)",Owenabue Drive,,
29505633,False,,L6538,residential,True,426.44800000000004,,"LINESTRING (-8.3993489 51.8153373, -8.3967951 51.8155387, -8.3961944 51.8155861, -8.3939908 51.8159377, -8.3938882 51.8159697, -8.3938351 51.8160283, -8.3937942 51.8161626, -8.3938496 51.8162562, -8.3939221 51.8163317)",Nova Court,,
29505633,False,,L6538,residential,False,426.448,,"LINESTRING (-8.3939221 51.8163317, -8.3938496 51.8162562, -8.3937942 51.8161626, -8.3938351 51.8160283, -8.3938882 51.8159697, -8.3939908 51.8159377, -8.3961944 51.8155861, -8.3967951 51.8155387, -8.3993489 51.8153373)",Nova Court,,
29505633,False,,L6538,residential,True,37.646,,"LINESTRING (-8.3939221 51.8163317, -8.3939679 51.8164112, -8.3939893 51.8164891, -8.3939922 51.8165808, -8.3939711 51.8166632)",Nova Court,,
29505634,False,,L6538,residential,False,178.59,,"LINESTRING (-8.3939221 51.8163317, -8.3939627 51.8163236, -8.3940797 51.8163003, -8.394146 51.8163164, -8.3941901 51.8163617, -8.3942377 51.8164837, -8.3942856 51.8165326, -8.3943446 51.8165521, -8.3960904 51.8168316, -8.3961362 51.8167698)",Nova Court,,
29505639,False,1,,residential,False,80.999,,"LINESTRING (-8.3953513 51.8185743, -8.3955248 51.8192948)",Endsleigh Gardens,,
29505640,False,2,,residential,False,64.023,,"LINESTRING (-8.3953513 51.8185743, -8.3944307 51.8186619)",,,
29505637,False,2,L6536,residential,True,123.571,,"LINESTRING (-8.3953513 51.8185743, -8.3955952 51.8185426, -8.3954987 51.8180838, -8.3954494 51.8177555, -8.3954733 51.8175913)",Endsleigh,,
29505639,False,1,,residential,True,80.999,,"LINESTRING (-8.3955248 51.8192948, -8.3953513 51.8185743)",Endsleigh Gardens,,
29505640,False,2,,residential,True,64.023,,"LINESTRING (-8.3944307 51.8186619, -8.3953513 51.8185743)",,,
70909033,False,2,,residential,True,15.891,,"LINESTRING (-8.3944307 51.8186619, -8.3942024 51.8186844)",,,
67502724,False,1,,residential,True,85.696,,"LINESTRING (-8.3944307 51.8186619, -8.3946072 51.8193953, -8.3945619 51.8194036)",Endsleigh Drive,,
180385112,True,2,R612,secondary,False,20.647000000000002,,"LINESTRING (-8.3887785 51.8137415, -8.3887131 51.8136101, -8.388674 51.8135684)",Bóthar Guidel,,
"[1119362881, 775951221, 894533030, 894533031]",False,"['2', '4']",R612,secondary,True,237.94,,"LINESTRING (-8.3887785 51.8137415, -8.3887785 51.8137464, -8.3887758 51.814061, -8.3887764 51.8140737, -8.3887808 51.8141639, -8.3887823 51.8144366, -8.3888089 51.8154197, -8.3888171 51.8157224, -8.3888214 51.8158811)","['Bóthar Guidel', 'Kilnagleary Bridge']",,yes
22973323,True,,R611,secondary,False,3.842,roundabout,"LINESTRING (-8.3914076 51.8164709, -8.3914217 51.8164858, -8.3914306 51.8165022)",,,
22973323,True,,R611,secondary,False,7.984,roundabout,"LINESTRING (-8.3914257 51.8165484, -8.3914074 51.8165695, -8.3913801 51.8165865, -8.3913462 51.816598)",,,
67503220,False,,,residential,True,152.599,,"LINESTRING (-8.3947272 51.8168138, -8.3945785 51.8171306, -8.3944898 51.8172324, -8.3943843 51.81732, -8.3942311 51.8173834, -8.3940714 51.8174241, -8.3938174 51.8174611, -8.3937459 51.8175026, -8.3937128 51.8175886, -8.3937206 51.8176954, -8.3937553 51.817804, -8.393802 51.8178666)",Briarfield,,
67668291,False,2,R613,secondary,False,73.234,,"LINESTRING (-8.3947272 51.8168138, -8.3949716 51.8168617, -8.3957462 51.817006)",Ballea Road,50,
67668291,False,2,R613,secondary,True,54.605999999999995,,"LINESTRING (-8.3947272 51.8168138, -8.3942282 51.8167127, -8.3939711 51.8166632)",Ballea Road,50,
67503235,False,,,unclassified,True,26.931,,"LINESTRING (-8.3993193 51.8169952, -8.3993529 51.8172365)",Owenabue Heights,,
67668291,False,2,R613,secondary,True,69.356,,"LINESTRING (-8.3993193 51.8169952, -8.3989778 51.8170165, -8.3985855 51.817037, -8.3983135 51.8170405)",Ballea Road,50,
67503235,False,,,unclassified,False,26.931,,"LINESTRING (-8.3993529 51.8172365, -8.3993193 51.8169952)",Owenabue Heights,,
67503285,False,,,residential,False,125.321,,"LINESTRING (-8.3993529 51.8172365, -8.3990389 51.8172372, -8.3987588 51.8172039, -8.3983415 51.8172223, -8.3979362 51.8172387, -8.3976911 51.8172527, -8.3975455 51.8172823)",Owenabue Gardens,,
67503460,False,,,residential,False,101.491,,"LINESTRING (-8.3975455 51.8172823, -8.3978485 51.8181756)",Owenabue Crescent,,
"[67503395, 67503285]",False,,,residential,"[False, True]",184.87599999999998,,"LINESTRING (-8.3975455 51.8172823, -8.396776 51.8173963, -8.3967316 51.8174314, -8.3967267 51.8174845, -8.3971036 51.8185347)","['Owenabue Gardens', 'Owenabue Villas']",,
67503285,False,,,residential,True,125.321,,"LINESTRING (-8.3975455 51.8172823, -8.3976911 51.8172527, -8.3979362 51.8172387, -8.3983415 51.8172223, -8.3987588 51.8172039, -8.3990389 51.8172372, -8.3993529 51.8172365)",Owenabue Gardens,,
"[67503395, 67503285]",False,,,residential,"[False, True]",184.876,,"LINESTRING (-8.3971036 51.8185347, -8.3967267 51.8174845, -8.3967316 51.8174314, -8.396776 51.8173963, -8.3975455 51.8172823)","['Owenabue Gardens', 'Owenabue Villas']",,
67503460,False,,,residential,False,10.82,,"LINESTRING (-8.3978485 51.8181756, -8.3978752 51.8182715)",Owenabue Crescent,,
67503460,False,,,residential,True,101.491,,"LINESTRING (-8.3978485 51.8181756, -8.3975455 51.8172823)",Owenabue Crescent,,
67503461,False,,,residential,True,76.385,,"LINESTRING (-8.3978485 51.8181756, -8.3981069 51.8181434, -8.3984359 51.8180808, -8.3986586 51.8180143, -8.3988892 51.8179454)",Owenabue Crescent,,
67503460,False,,,residential,True,10.82,,"LINESTRING (-8.3978752 51.8182715, -8.3978485 51.8181756)",Owenabue Crescent,,
67503461,False,,,residential,False,42.412,,"LINESTRING (-8.3990806 51.8183014, -8.3990449 51.8181475, -8.3990166 51.8180775, -8.3988892 51.8179454)",Owenabue Crescent,,
67503462,False,,,residential,True,6.315,,"LINESTRING (-8.3988892 51.8179454, -8.3989667 51.8179149)",,,
67503461,False,,,residential,False,76.385,,"LINESTRING (-8.3988892 51.8179454, -8.3986586 51.8180143, -8.3984359 51.8180808, -8.3981069 51.8181434, -8.3978485 51.8181756)",Owenabue Crescent,,
67503461,False,,,residential,True,42.412,,"LINESTRING (-8.3988892 51.8179454, -8.3990166 51.8180775, -8.3990449 51.8181475, -8.3990806 51.8183014)",Owenabue Crescent,,
67503462,False,,,residential,False,6.315,,"LINESTRING (-8.3989667 51.8179149, -8.3988892 51.8179454)",,,
67668291,False,2,R613,secondary,False,33.628,,"LINESTRING (-8.393492 51.816602, -8.3939711 51.8166632)",Ballea Road,50,
67668291,False,2,R613,secondary,True,120.815,,"LINESTRING (-8.393492 51.816602, -8.3926975 51.8165398, -8.3923703 51.816529, -8.3917421 51.8165083)",Ballea Road,50,
"[1100657056, 67505159]",False,"['2', '3']",,tertiary,True,421.73400000000004,,"LINESTRING (-8.393492 51.816602, -8.3935111 51.8159251, -8.3935873 51.8157511, -8.3936471 51.8156602, -8.3937242 51.8156052, -8.3939018 51.8154954, -8.3939969 51.8154366, -8.394191 51.8153597, -8.3944946 51.8152983, -8.3951116 51.8152342, -8.3954189 51.8151786, -8.3956191 51.8151423, -8.3965535 51.8148854, -8.3970874 51.8147225, -8.3972064 51.8146751, -8.3973615 51.8145527, -8.3974644 51.8144296, -8.3975317 51.8143491)",Pottery Road,,
42492006,False,2,R611,secondary,True,142.97699999999998,,"LINESTRING (-8.3981479 51.8114869, -8.3979769 51.8114804, -8.397694 51.8114745, -8.3970279 51.8114944, -8.3960705 51.8115231)",Kilmoney Road,50,
1047619611,False,2,,tertiary,False,161.619,,"LINESTRING (-8.3981479 51.8114869, -8.3981496 51.8116237, -8.3981507 51.8117055, -8.3981582 51.8122927, -8.3981421 51.8124141, -8.3981323 51.8124875, -8.3980879 51.8126738, -8.3979953 51.8129314)",Pottery Road,50,
42492006,False,2,R611,secondary,False,142.97699999999998,,"LINESTRING (-8.3960705 51.8115231, -8.3970279 51.8114944, -8.397694 51.8114745, -8.3979769 51.8114804, -8.3981479 51.8114869)",Kilmoney Road,50,
42492006,False,2,R611,secondary,True,231.18500000000003,,"LINESTRING (-8.3960705 51.8115231, -8.3954493 51.8115474, -8.3951377 51.8115597, -8.3946977 51.8115769, -8.3942672 51.8115854, -8.3941489 51.8115888, -8.394029 51.811592, -8.392803 51.8116462, -8.3927209 51.8116675)",Kilmoney Road,50,
67523836,False,2,,residential,True,24.323,,"LINESTRING (-8.3960705 51.8115231, -8.3960595 51.8114002, -8.3960509 51.8113047)",Maurland,,
67523836,False,2,,residential,False,141.18099999999998,,"LINESTRING (-8.3975104 51.8108789, -8.3960874 51.8109337, -8.3960129 51.8109906, -8.3960509 51.8113047)",Maurland,,
67523836,False,2,,residential,False,24.323,,"LINESTRING (-8.3960509 51.8113047, -8.3960595 51.8114002, -8.3960705 51.8115231)",Maurland,,
67523836,False,2,,residential,True,141.18099999999998,,"LINESTRING (-8.3960509 51.8113047, -8.3960129 51.8109906, -8.3960874 51.8109337, -8.3975104 51.8108789)",Maurland,,
67523837,False,2,,residential,True,197.7,,"LINESTRING (-8.3960509 51.8113047, -8.3958592 51.8113152, -8.3949802 51.811348, -8.3947187 51.811348, -8.3944671 51.811346, -8.394146 51.8113321, -8.3936112 51.8112982, -8.3935514 51.8112626, -8.3935525 51.811048)",Maurland,,
67523837,False,2,,residential,False,197.7,,"LINESTRING (-8.3935525 51.811048, -8.3935514 51.8112626, -8.3936112 51.8112982, -8.394146 51.8113321, -8.3944671 51.811346, -8.3947187 51.811348, -8.3949802 51.811348, -8.3958592 51.8113152, -8.3960509 51.8113047)",Maurland,,
"[67524201, 67523875]",False,,,residential,True,105.962,,"LINESTRING (-8.392727 51.8110021, -8.3921688 51.810995, -8.3918035 51.8109904, -8.3914655 51.810994, -8.3911941 51.8110355)","['Mount Rivers Close', 'Mount Rivers']",,
722243584,False,,,tertiary,False,74.039,,"LINESTRING (-8.392727 51.8110021, -8.3927404 51.8111109, -8.3927209 51.8116675)",,,
67524182,False,,,residential,False,58.771,,"LINESTRING (-8.3900118 51.8121133, -8.3900748 51.8115862)",Mount Rivers,,
67524201,False,,,residential,False,67.577,,"LINESTRING (-8.3900118 51.8121133, -8.3900021 51.8122542, -8.390475 51.8122645, -8.3906881 51.8121506)",Mount Rivers,,
67524201,False,,,residential,True,50.953,,"LINESTRING (-8.3900118 51.8121133, -8.3893581 51.8120877, -8.389277 51.8121057)",Mount Rivers,,
67524182,False,,,residential,False,21.266,,"LINESTRING (-8.3900748 51.8115862, -8.3901002 51.8113956)",Mount Rivers,,
67524182,False,,,residential,True,58.771,,"LINESTRING (-8.3900748 51.8115862, -8.3900118 51.8121133)",Mount Rivers,,
67524183,False,,,residential,False,57.304,,"LINESTRING (-8.3900748 51.8115862, -8.3892423 51.8115603)",Mount Rivers,,
67524182,False,,,residential,False,41.147,,"LINESTRING (-8.3901002 51.8113956, -8.3906978 51.8114162)",Mount Rivers,,
67524182,False,,,residential,True,21.266,,"LINESTRING (-8.3901002 51.8113956, -8.3900748 51.8115862)",Mount Rivers,,
67524186,False,,,residential,False,58.062,,"LINESTRING (-8.3901002 51.8113956, -8.3892573 51.8113627)",Mount Rivers,,
67524182,False,,,residential,True,41.147,,"LINESTRING (-8.3906978 51.8114162, -8.3901002 51.8113956)",Mount Rivers,,
67524201,False,,,residential,False,54.44,,"LINESTRING (-8.3906978 51.8114162, -8.3908517 51.8112806, -8.3910506 51.8111331, -8.3911941 51.8110355)",Mount Rivers,,
67524201,False,,,residential,True,82.862,,"LINESTRING (-8.3906978 51.8114162, -8.3906603 51.8115001, -8.3906256 51.8117704, -8.3906103 51.8119783, -8.3906881 51.8121506)",Mount Rivers,,
67524183,False,,,residential,True,57.304,,"LINESTRING (-8.3892423 51.8115603, -8.3900748 51.8115862)",Mount Rivers,,
67524185,False,,,residential,False,21.996,,"LINESTRING (-8.3892423 51.8115603, -8.3892573 51.8113627)",Mount Rivers,,
67524183,False,,,residential,False,25.856,,"LINESTRING (-8.3892423 51.8115603, -8.3891838 51.8115727, -8.3888697 51.8115662)",Mount Rivers,,
67524183,False,,,residential,True,25.856,,"LINESTRING (-8.3888697 51.8115662, -8.3891838 51.8115727, -8.3892423 51.8115603)",Mount Rivers,,
67524185,False,,,residential,False,36.469,,"LINESTRING (-8.3892573 51.8113627, -8.3892912 51.8110354)",Mount Rivers,,
67524185,False,,,residential,True,21.996,,"LINESTRING (-8.3892573 51.8113627, -8.3892423 51.8115603)",Mount Rivers,,
67524186,False,,,residential,True,58.062,,"LINESTRING (-8.3892573 51.8113627, -8.3901002 51.8113956)",Mount Rivers,,
67524185,False,,,residential,True,36.469,,"LINESTRING (-8.3892912 51.8110354, -8.3892573 51.8113627)",Mount Rivers,,
67524190,False,,,residential,False,16.203,,"LINESTRING (-8.389277 51.8121057, -8.3892345 51.8120559, -8.3892368 51.8119665)",Mount Rivers,,
67524190,False,,,residential,True,48.376000000000005,,"LINESTRING (-8.389277 51.8121057, -8.389249 51.8121529, -8.3892441 51.8123995, -8.3892663 51.8124391, -8.3892609 51.8125353)",Mount Rivers,,
67524201,False,,,residential,False,50.953,,"LINESTRING (-8.389277 51.8121057, -8.3893581 51.8120877, -8.3900118 51.8121133)",Mount Rivers,,
67524201,False,,,residential,False,82.862,,"LINESTRING (-8.3906881 51.8121506, -8.3906103 51.8119783, -8.3906256 51.8117704, -8.3906603 51.8115001, -8.3906978 51.8114162)",Mount Rivers,,
67524201,False,,,residential,True,67.577,,"LINESTRING (-8.3906881 51.8121506, -8.390475 51.8122645, -8.3900021 51.8122542, -8.3900118 51.8121133)",Mount Rivers,,
68640812,False,,,residential,False,35.988,,"LINESTRING (-8.3906881 51.8121506, -8.3908178 51.8122604, -8.3909656 51.8123364, -8.3910416 51.8123867)",Mount Rivers,,
"[67524201, 67523875]",False,,,residential,False,105.96199999999999,,"LINESTRING (-8.3911941 51.8110355, -8.3914655 51.810994, -8.3918035 51.8109904, -8.3921688 51.810995, -8.392727 51.8110021)","['Mount Rivers', 'Mount Rivers Close']",,
67524201,False,,,residential,True,54.44,,"LINESTRING (-8.3911941 51.8110355, -8.3910506 51.8111331, -8.3908517 51.8112806, -8.3906978 51.8114162)",Mount Rivers,,
180385093,False,,,residential,True,54.122,,"LINESTRING (-8.3911941 51.8110355, -8.3911685 51.8110132, -8.3911873 51.8108201, -8.3911189 51.8107927, -8.3907704 51.8107869)",Mount Rivers,,
180385093,False,,,residential,False,31.449,,"LINESTRING (-8.3903137 51.8107706, -8.3907704 51.8107869)",Mount Rivers,,
67524294,False,,,residential,True,51.107,,"LINESTRING (-8.3903137 51.8107706, -8.3903239 51.8107008, -8.3903806 51.8106591, -8.3906856 51.810664, -8.3907754 51.810718, -8.3907704 51.8107869)",Mount Rivers,,
"[180385096, 180385093]",False,,,residential,True,66.264,,"LINESTRING (-8.3903137 51.8107706, -8.3896143 51.8107528, -8.3895118 51.8107309, -8.3893591 51.810713)","['Mount Rivers', 'Carraig Iseal']",,
180385093,False,,,residential,True,31.449,,"LINESTRING (-8.3907704 51.8107869, -8.3903137 51.8107706)",Mount Rivers,,
67524294,False,,,residential,False,51.107,,"LINESTRING (-8.3907704 51.8107869, -8.3907754 51.810718, -8.3906856 51.810664, -8.3903806 51.8106591, -8.3903239 51.8107008, -8.3903137 51.8107706)",Mount Rivers,,
180385093,False,,,residential,False,54.122,,"LINESTRING (-8.3907704 51.8107869, -8.3911189 51.8107927, -8.3911873 51.8108201, -8.3911685 51.8110132, -8.3911941 51.8110355)",Mount Rivers,,
68512713,False,,,residential,True,24.908,,"LINESTRING (-8.3901945 51.8188326, -8.3902474 51.8190542)",Beechcourt,,
68640812,False,,,residential,True,35.988,,"LINESTRING (-8.3910416 51.8123867, -8.3909656 51.8123364, -8.3908178 51.8122604, -8.3906881 51.8121506)",Mount Rivers,,
"[180385088, 438067530, 338990171, 341628015]",False,,R611,secondary,False,141.789,,"LINESTRING (-8.3921489 51.8142101, -8.3922564 51.8138641, -8.3923135 51.813654, -8.3923389 51.8135671, -8.3923571 51.8135088, -8.3924073 51.8133348, -8.3924247 51.8132746, -8.3924399 51.8131951, -8.3924543 51.8131314, -8.3924987 51.8129537)","['Main Street', 'Carrigaline Bridge']",50,yes
341628015,False,,R611,secondary,True,64.05699999999999,,"LINESTRING (-8.3921489 51.8142101, -8.392024 51.8145267, -8.3919477 51.8147473, -8.3919364 51.8147709)",Main Street,50,
1050331703,False,,,unclassified,True,40.421,,"LINESTRING (-8.3921489 51.8142101, -8.3922331 51.814237, -8.3927196 51.8142872)",Cogan's Lane,,
29505637,False,2,L6536,residential,False,123.571,,"LINESTRING (-8.3954733 51.8175913, -8.3954494 51.8177555, -8.3954987 51.8180838, -8.3955952 51.8185426, -8.3953513 51.8185743)",Endsleigh,,
29505637,False,2,L6536,residential,True,67.93299999999999,,"LINESTRING (-8.3954733 51.8175913, -8.3955013 51.8174619, -8.3957462 51.817006)",Endsleigh,,
70909034,False,2,,residential,True,117.76400000000001,,"LINESTRING (-8.3954733 51.8175913, -8.395603 51.8175985, -8.3959376 51.8176265, -8.3960554 51.8176857, -8.3960912 51.817737, -8.3962743 51.8182315, -8.3962865 51.8183441)",Endsleigh,,
70909033,False,2,,residential,False,15.891,,"LINESTRING (-8.3942024 51.8186844, -8.3944307 51.8186619)",,,
22973336,True,1,R611,secondary,False,36.347,,"LINESTRING (-8.3912274 51.8164501, -8.3913738 51.816136)",Main Street,,
22973323,True,,R611,secondary,False,13.818999999999999,roundabout,"LINESTRING (-8.3912274 51.8164501, -8.3912642 51.81644, -8.3913041 51.8164372, -8.3913436 51.8164417, -8.3913792 51.8164533, -8.3914076 51.8164709)",,,
