osmid,lanes,ref,highway,oneway,reversed,length,name,geometry,maxspeed,tunnel
5487217,2,R513,secondary,False,True,15.549,,"LINESTRING (-8.2704107 52.2627864, -8.2703641 52.2629233)",,
5487217,2,R513,secondary,False,False,15.549,,"LINESTRING (-8.2703641 52.2629233, -8.2704107 52.2627864)",,
775699589,2,L1418,tertiary,False,True,89.27,,"LINESTRING (-8.2703641 52.2629233, -8.2692834 52.2624683)",,
184841995,2,R513,secondary,False,False,220.201,Upper Cork Street,"LINESTRING (-8.2703641 52.2629233, -8.270306 52.2630677, -8.270136 52.2641982, -8.270108 52.264457, -8.270044 52.2648922)",,
313309923,2,,tertiary,False,True,103.92,Church Street,"LINESTRING (-8.2703641 52.2629233, -8.2706326 52.2630054, -8.2716438 52.2634306)",,
33102556,2,R665,secondary,False,False,67.366,Baldwin Street,"LINESTRING (-8.2704328 52.2691447, -8.2705878 52.2691554, -8.2714165 52.269213)",,
184841996,2,R513,secondary,False,True,43.193,Lower Cork Street,"LINESTRING (-8.2704328 52.2691447, -8.2703868 52.2690341, -8.2703614 52.268973, -8.2702734 52.2687687)",,
313309923,2,,tertiary,False,False,239.845,Church Street,"LINESTRING (-8.2744321 52.2647485, -8.2743417 52.2646982, -8.273402 52.2642273, -8.2716438 52.2634306)",,
415119116,2,R665,secondary,False,False,78.949,George's Street,"LINESTRING (-8.2744321 52.2647485, -8.2744186 52.2648163, -8.2744017 52.2649005, -8.2743704 52.2651223, -8.2743234 52.2654553)",,
415862432,2,R665,secondary,False,True,41.323,,"LINESTRING (-8.2744321 52.2647485, -8.2745164 52.2647017, -8.2747203 52.2646374, -8.274957 52.2645658)",,
775699589,2,L1418,tertiary,False,False,89.27,,"LINESTRING (-8.2692834 52.2624683, -8.2703641 52.2629233)",,
"[316161930, 38497459]",2,,unclassified,False,"[False, True]",182.154,,"LINESTRING (-8.2692834 52.2624683, -8.2692738 52.2625128, -8.2692202 52.2627614, -8.269177 52.2629616, -8.2691544 52.2630771, -8.2692074 52.2631784, -8.269201 52.2634064, -8.2691986 52.263647, -8.2691751 52.263845, -8.2691716 52.263874, -8.2691668 52.2639096, -8.2691542 52.2640043, -8.2691421 52.2640949)",,
775699589,2,L1418,tertiary,False,True,61.071,,"LINESTRING (-8.2692834 52.2624683, -8.2689098 52.2622964, -8.268626 52.2621659, -8.2685642 52.2621399)",,
179855601,,,residential,False,True,23.143,,"LINESTRING (-8.2741193 52.2619234, -8.2744383 52.2619955)",50,
179855601,,,residential,False,False,23.143,,"LINESTRING (-8.2744383 52.2619955, -8.2741193 52.2619234)",50,
179855601,,,residential,False,True,36.362,,"LINESTRING (-8.2744383 52.2619955, -8.2749395 52.2621088)",50,
179855662,,,residential,False,False,14.276,,"LINESTRING (-8.2686721 52.2620298, -8.2685642 52.2621399)",50,
179855663,,,residential,False,True,32.382,,"LINESTRING (-8.2686721 52.2620298, -8.2690636 52.2621953)",50,
179855601,,,residential,False,False,36.362,,"LINESTRING (-8.2749395 52.2621088, -8.2744383 52.2619955)",50,
179855537,2,,residential,False,False,53.092000000000006,,"LINESTRING (-8.2749395 52.2621088, -8.2748194 52.262391, -8.2748121 52.2624279, -8.2747828 52.2625755)",,
179855662,,,residential,False,True,14.276,,"LINESTRING (-8.2685642 52.2621399, -8.2686721 52.2620298)",50,
775699589,2,L1418,tertiary,False,False,61.071,,"LINESTRING (-8.2685642 52.2621399, -8.268626 52.2621659, -8.2689098 52.2622964, -8.2692834 52.2624683)",,
179855663,,,residential,False,False,32.382,,"LINESTRING (-8.2690636 52.2621953, -8.2686721 52.2620298)",50,
179855667,2,,residential,False,True,78.234,,"LINESTRING (-8.2723996 52.2623048, -8.273056 52.2628824)",50,
