osmid,lanes,ref,name,highway,maxspeed,access,oneway,reversed,length,geometry,bridge,junction,width
389440200,2,R522,,secondary,,,False,False,52.017,"LINESTRING (-9.0487562 52.4489663, -9.0488383 52.4489822, -9.0493163 52.4490755, -9.0493994 52.4490996, -9.0494691 52.4491318)",,,
235880405,1,R522,,secondary,,,True,False,22.875,"LINESTRING (-9.0494691 52.4491318, -9.0497862 52.4492023)",,,
389440200,2,R522,,secondary,,,False,True,52.017,"LINESTRING (-9.0494691 52.4491318, -9.0493994 52.4490996, -9.0493163 52.4490755, -9.0488383 52.4489822, -9.0487562 52.4489663)",,,
"[85614625, 386720341, 386720303]",1,R522,Bridge of Tears,secondary,,,True,False,50.363,"LINESTRING (-9.0483967 52.4488707, -9.0483239 52.448773, -9.0482165 52.4485924, -9.0482065 52.4485552, -9.0481758 52.4484409)",yes,,
94346618,2,L1341,Sheehan's Road,tertiary,,,False,False,33.233000000000004,"LINESTRING (-9.0527556 52.4488843, -9.052768 52.4489179, -9.0528029 52.4490084, -9.0528646 52.4491757)",,,
372148621,2,N21,Saint Mary's Road,trunk,50,yes,False,False,64.95400000000001,"LINESTRING (-9.0527556 52.4488843, -9.0523713 52.4489428, -9.0521889 52.4489699, -9.051825 52.4490241)",,,
"[1194768361, 372148620, 372148621]",2,N21,Saint Mary's Road,trunk,50,yes,False,True,230.277,"LINESTRING (-9.0527556 52.4488843, -9.0529843 52.4488478, -9.0532715 52.4488033, -9.0537237 52.4487332, -9.0540335 52.4486851, -9.054112 52.4486799, -9.0541599 52.4486767, -9.0542782 52.4486688, -9.0544027 52.4486605, -9.0548856 52.4486546, -9.0554874 52.448658, -9.055539 52.4486583, -9.0557894 52.448658, -9.05611 52.4486555)",yes,,
1149743134,1,L1340,Maiden Street,tertiary,,,True,False,6.653,"LINESTRING (-9.0601353 52.4507296, -9.0600769 52.4507197, -9.0600407 52.4507136)",,,5.5
94346618,2,L1341,Sheehan's Road,tertiary,,,False,False,211.87300000000002,"LINESTRING (-9.0528646 52.4491757, -9.052915 52.4493087, -9.0529267 52.4494247, -9.052929 52.4495179, -9.0529337 52.4497028, -9.0529437 52.4501001, -9.0529684 52.4510772)",,,
94346618,2,L1341,Sheehan's Road,tertiary,,,False,True,33.233,"LINESTRING (-9.0528646 52.4491757, -9.0528029 52.4490084, -9.052768 52.4489179, -9.0527556 52.4488843)",,,
993733926,2,L1343,Lower Maiden Street,tertiary,,,False,False,78.294,"LINESTRING (-9.0528646 52.4491757, -9.0527724 52.4491722, -9.0526083 52.4491671, -9.0522928 52.4491684, -9.0520747 52.4491671, -9.0519523 52.4491417, -9.0519284 52.449128, -9.0518808 52.4491007, -9.0518606 52.4490729, -9.051825 52.4490241)",,,
207977320,,,Hawthorn Drive,residential,,,False,False,51.731,"LINESTRING (-9.0582082 52.4452149, -9.0583375 52.4447564)",,,
207977316,,,Hawthorn Drive,residential,,,False,True,28.647,"LINESTRING (-9.0560729 52.4444243, -9.0560668 52.4446819)",,,
207977320,,,Hawthorn Drive,residential,,,False,False,25.812,"LINESTRING (-9.0583375 52.4447564, -9.0583118 52.4445248)",,,
207977320,,,Hawthorn Drive,residential,,,False,True,51.731,"LINESTRING (-9.0583375 52.4447564, -9.0582082 52.4452149)",,,
207977321,,,Hawthorn Drive,residential,,,False,True,63.978,"LINESTRING (-9.0583375 52.4447564, -9.059279 52.4447979)",,,
207977300,,,Hawthorn Drive,residential,,,False,True,3.853,"LINESTRING (-9.0570309 52.4445022, -9.0569741 52.4445037)",,,
207977300,,,Hawthorn Drive,residential,,,False,False,3.853,"LINESTRING (-9.0569741 52.4445037, -9.0570309 52.4445022)",,,
207977310,,,Hawthorn Drive,residential,,,False,True,47.403,"LINESTRING (-9.0569741 52.4445037, -9.0569718 52.44493)",,,
207977323,,,Chapel Close,residential,40,,False,True,282.528,"LINESTRING (-9.0547728 52.4455885, -9.0549257 52.4455836, -9.0552476 52.445564, -9.0557998 52.4455251, -9.0561806 52.4455118, -9.0565055 52.4455149, -9.0567145 52.445521, -9.0569308 52.4455365, -9.0576133 52.4456147, -9.0581122 52.4456833, -9.0584394 52.4457046, -9.0586888 52.4457209, -9.0588903 52.4457699)",,,
207977324,,,Hawthorn Drive,residential,,,False,True,17.523,"LINESTRING (-9.0550464 52.4451013, -9.0550223 52.4449444)",,,
1194836493,,,Hawthorn Drive,residential,,,False,True,14.478,"LINESTRING (-9.0571792 52.4445812, -9.0573923 52.4445722)",,,
207977307,,,Hawthorn Drive,residential,,,False,True,74.339,"LINESTRING (-9.0549703 52.4446981, -9.0560668 52.4446819)",,,
1194836739,,,Hawthorn Drive,residential,,,False,False,23.099,"LINESTRING (-9.0549703 52.4446981, -9.0549183 52.4444928)",,,
1194836739,,,Hawthorn Drive,residential,,,False,True,27.613,"LINESTRING (-9.0549703 52.4446981, -9.0550223 52.4449444)",,,
207977321,,,Hawthorn Drive,residential,,,False,False,63.978,"LINESTRING (-9.059279 52.4447979, -9.0583375 52.4447564)",,,
408753213,,,Killeline Road,unclassified,,,False,False,36.263,"LINESTRING (-9.059279 52.4447979, -9.0592696 52.4449085, -9.0592631 52.4450435, -9.0592849 52.4451227)",,,
1194836739,,,Hawthorn Drive,residential,,,False,True,23.099,"LINESTRING (-9.0549183 52.4444928, -9.0549703 52.4446981)",,,
207977310,,,Hawthorn Drive,residential,,,False,False,47.403,"LINESTRING (-9.0569718 52.44493, -9.0569741 52.4445037)",,,
1194836738,,,Hawthorn Drive,residential,,,False,False,60.547,"LINESTRING (-9.0569718 52.44493, -9.0560785 52.4449354)",,,
207977326,,,Hawthorn Drive,residential,,,False,True,62.277,"LINESTRING (-9.0569718 52.44493, -9.0570286 52.4449297, -9.0572238 52.4449271, -9.0573451 52.4448773, -9.0574202 52.4447923, -9.0573923 52.4445722)",,,
207977324,,,Hawthorn Drive,residential,,,False,False,17.523,"LINESTRING (-9.0550223 52.4449444, -9.0550464 52.4451013)",,,
1194836739,,,Hawthorn Drive,residential,,,False,False,27.613,"LINESTRING (-9.0550223 52.4449444, -9.0549703 52.4446981)",,,
1194836504,,,Hawthorn Drive,residential,,,False,True,71.593,"LINESTRING (-9.0550223 52.4449444, -9.0556848 52.4449378, -9.0560785 52.4449354)",,,
207977302,,,Hawthorn Drive,residential,,,False,False,62.543,"LINESTRING (-9.0583118 52.4445248, -9.0573923 52.4445722)",,,
207977320,,,Hawthorn Drive,residential,,,False,True,25.812,"LINESTRING (-9.0583118 52.4445248, -9.0583375 52.4447564)",,,
207977323,,,Chapel Close,residential,40,,False,False,282.528,"LINESTRING (-9.0588903 52.4457699, -9.0586888 52.4457209, -9.0584394 52.4457046, -9.0581122 52.4456833, -9.0576133 52.4456147, -9.0569308 52.4455365, -9.0567145 52.445521, -9.0565055 52.4455149, -9.0561806 52.4455118, -9.0557998 52.4455251, -9.0552476 52.445564, -9.0549257 52.4455836, -9.0547728 52.4455885)",,,
"[1037127160, 117933913]",2,L1315,Bóthar Buí,tertiary,,,False,False,387.4919999999999,"LINESTRING (-9.0588903 52.4457699, -9.0588349 52.4458603, -9.0587689 52.4459666, -9.0584362 52.4465023, -9.0582228 52.4468682, -9.0580722 52.4471265, -9.0580514 52.4471622, -9.0579409 52.4473509, -9.0579097 52.4474043, -9.0578407 52.4475854, -9.0578126 52.4476985, -9.0578089 52.4479642, -9.0578492 52.4482151, -9.057994 52.4486964, -9.0580333 52.4488415, -9.0580459 52.448888, -9.0580588 52.4490002, -9.0580623 52.4490305, -9.058022 52.4491274)",,,
1037127160,2,L1315,Bóthar Buí,tertiary,,,False,True,76.775,"LINESTRING (-9.0588903 52.4457699, -9.0592387 52.445201, -9.0592849 52.4451227)",,,
207977307,,,Hawthorn Drive,residential,,,False,False,74.339,"LINESTRING (-9.0560668 52.4446819, -9.0549703 52.4446981)",,,
207977316,,,Hawthorn Drive,residential,,,False,False,28.647,"LINESTRING (-9.0560668 52.4446819, -9.0560729 52.4444243)",,,
207977316,,,Hawthorn Drive,residential,,,False,True,28.199,"LINESTRING (-9.0560668 52.4446819, -9.0560785 52.4449354)",,,
207977316,,,Hawthorn Drive,residential,,,False,False,28.199,"LINESTRING (-9.0560785 52.4449354, -9.0560668 52.4446819)",,,
1194836738,,,Hawthorn Drive,residential,,,False,True,60.547,"LINESTRING (-9.0560785 52.4449354, -9.0569718 52.44493)",,,
1194836504,,,Hawthorn Drive,residential,,,False,False,71.593,"LINESTRING (-9.0560785 52.4449354, -9.0556848 52.4449378, -9.0550223 52.4449444)",,,
207977302,,,Hawthorn Drive,residential,,,False,True,62.543,"LINESTRING (-9.0573923 52.4445722, -9.0583118 52.4445248)",,,
1194836493,,,Hawthorn Drive,residential,,,False,False,14.478,"LINESTRING (-9.0573923 52.4445722, -9.0571792 52.4445812)",,,
207977326,,,Hawthorn Drive,residential,,,False,False,62.276999999999994,"LINESTRING (-9.0573923 52.4445722, -9.0574202 52.4447923, -9.0573451 52.4448773, -9.0572238 52.4449271, -9.0570286 52.4449297, -9.0569718 52.44493)",,,
408753213,,,Killeline Road,unclassified,,,False,True,36.263,"LINESTRING (-9.0592849 52.4451227, -9.0592631 52.4450435, -9.0592696 52.4449085, -9.059279 52.4447979)",,,
1037127160,2,L1315,Bóthar Buí,tertiary,,,False,False,76.775,"LINESTRING (-9.0592849 52.4451227, -9.0592387 52.445201, -9.0588903 52.4457699)",,,
207978168,,,Meadow Court,residential,,,False,False,33.848,"LINESTRING (-9.0554414 52.4462889, -9.0553558 52.445989)",,,
207978155,,,Meadow Court,residential,,,False,False,153.772,"LINESTRING (-9.0554414 52.4462889, -9.056114 52.4462948, -9.0577085 52.4463401)",,,
207978168,,,Meadow Court,residential,,,False,True,78.487,"LINESTRING (-9.0554414 52.4462889, -9.0554703 52.4464011, -9.0554837 52.4465302, -9.0554354 52.4466381, -9.0553442 52.4467378, -9.0552262 52.4468196, -9.0550974 52.4468735, -9.0550463 52.4468837)",,,
207978165,,,Beechwood Avenue,residential,,,False,False,279.90299999999996,"LINESTRING (-9.0538395 52.4446387, -9.0542445 52.4461002, -9.0543598 52.4465318, -9.0543429 52.4465915, -9.0542866 52.4466422, -9.0541989 52.4466692, -9.0540487 52.4466953, -9.053954 52.4467174, -9.053895 52.4467762, -9.0538843 52.4468416, -9.053919 52.4469642)",,,
207978149,,,Meadow Court,residential,,,False,False,141.84700000000004,"LINESTRING (-9.0550463 52.4468837, -9.0552476 52.4469732, -9.0560764 52.447207, -9.0568939 52.4474157, -9.0569347 52.4474261)",,,
207978168,,,Meadow Court,residential,,,False,False,78.48700000000001,"LINESTRING (-9.0550463 52.4468837, -9.0550974 52.4468735, -9.0552262 52.4468196, -9.0553442 52.4467378, -9.0554354 52.4466381, -9.0554837 52.4465302, -9.0554703 52.4464011, -9.0554414 52.4462889)",,,
207978168,,,Meadow Court,residential,,,False,True,77.148,"LINESTRING (-9.0550463 52.4468837, -9.0549097 52.4469111, -9.053919 52.4469642)",,,
207978151,,,Meadow Court,residential,,,False,True,78.10000000000001,"LINESTRING (-9.055775 52.447725, -9.055945 52.4477677, -9.0560436 52.4477953, -9.0562132 52.4478429, -9.0566209 52.4480097, -9.0567738 52.4480702)",,,
207978155,,,Meadow Court,residential,,,False,True,153.772,"LINESTRING (-9.0577085 52.4463401, -9.056114 52.4462948, -9.0554414 52.4462889)",,,
207978168,,,Meadow Court,residential,,,False,True,33.848,"LINESTRING (-9.0553558 52.445989, -9.0554414 52.4462889)",,,
207978166,,,Meadow Court,residential,,,False,True,72.446,"LINESTRING (-9.0567738 52.4480702, -9.0569347 52.4474261)",,,
207978151,,,Meadow Court,residential,,,False,False,78.1,"LINESTRING (-9.0567738 52.4480702, -9.0566209 52.4480097, -9.0562132 52.4478429, -9.0560436 52.4477953, -9.055945 52.4477677, -9.055775 52.447725)",,,
207978151,,,Meadow Court,residential,,,False,True,33.967999999999996,"LINESTRING (-9.0567738 52.4480702, -9.0568374 52.4481331, -9.0569911 52.4483449)",,,
207978154,,,Meadow Court,residential,,,False,False,11.975,"LINESTRING (-9.0569911 52.4483449, -9.0571225 52.4482729)",,,
207978154,,,Meadow Court,residential,,,False,True,7.591,"LINESTRING (-9.0569911 52.4483449, -9.0569079 52.4483906)",,,
207978151,,,Meadow Court,residential,,,False,False,33.967999999999996,"LINESTRING (-9.0569911 52.4483449, -9.0568374 52.4481331, -9.0567738 52.4480702)",,,
207978154,,,Meadow Court,residential,,,False,False,7.591,"LINESTRING (-9.0569079 52.4483906, -9.0569911 52.4483449)",,,
207978166,,,Meadow Court,residential,,,False,False,72.446,"LINESTRING (-9.0569347 52.4474261, -9.0567738 52.4480702)",,,
207978166,,,Meadow Court,residential,,,False,True,45.917,"LINESTRING (-9.0569347 52.4474261, -9.0570098 52.4470157)",,,
207978149,,,Meadow Court,residential,,,False,True,141.847,"LINESTRING (-9.0569347 52.4474261, -9.0568939 52.4474157, -9.0560764 52.447207, -9.0552476 52.4469732, -9.0550463 52.4468837)",,,
207978165,,,Beechwood Avenue,residential,,,False,False,56.821999999999996,"LINESTRING (-9.053919 52.4469642, -9.0539942 52.4472569, -9.0539808 52.447368, -9.0539468 52.4474097, -9.0539109 52.4474621)",,,
207978165,,,Beechwood Avenue,residential,,,False,True,279.903,"LINESTRING (-9.053919 52.4469642, -9.0538843 52.4468416, -9.053895 52.4467762, -9.053954 52.4467174, -9.0540487 52.4466953, -9.0541989 52.4466692, -9.0542866 52.4466422, -9.0543429 52.4465915, -9.0543598 52.4465318, -9.0542445 52.4461002, -9.0538395 52.4446387)",,,
207978168,,,Meadow Court,residential,,,False,False,77.148,"LINESTRING (-9.053919 52.4469642, -9.0549097 52.4469111, -9.0550463 52.4468837)",,,
1163732947,2,N21,Saint Ita's Road,trunk,50,,False,True,26.164,"LINESTRING (-9.0594411 52.4494849, -9.0598151 52.4495433)",,,
207978164,,,Lower Knockane Road,unclassified,,,False,True,156.80800000000002,"LINESTRING (-9.0594411 52.4494849, -9.0594619 52.4494242, -9.0594713 52.4493967, -9.059541 52.4493117, -9.0597087 52.4491646, -9.0598234 52.4490682, -9.0598562 52.4489987, -9.0598208 52.448796, -9.0598235 52.4486366, -9.0598651 52.4485484, -9.0600582 52.4483898, -9.0602882 52.4482443)",,,
996326739,2,N21,Saint Ita's Road,trunk,50,yes,False,False,105.88499999999999,"LINESTRING (-9.0594411 52.4494849, -9.0590485 52.4494411, -9.0588111 52.4494066, -9.0586381 52.4493691, -9.0584907 52.4493242, -9.0583976 52.4492958, -9.0582412 52.4492334, -9.058022 52.4491274)",,,
29595966,2,R520,Rathina,secondary,,,False,False,390.64200000000005,"LINESTRING (-9.054061 52.4480676, -9.0538641 52.4480795, -9.053604 52.4481075, -9.0531937 52.4481595, -9.0526759 52.448271, -9.0522891 52.4483633, -9.0517923 52.4484485, -9.0515063 52.448478, -9.0511998 52.4484718, -9.049836 52.4484134, -9.049231 52.4483878, -9.0484528 52.4483549, -9.0484037 52.4483654)",,,
29595966,2,R520,Rathina,secondary,,,False,True,161.459,"LINESTRING (-9.054061 52.4480676, -9.0541416 52.4480627, -9.0545034 52.4480808, -9.0549061 52.4481472, -9.054949 52.4481543, -9.0552611 52.4482245, -9.0555887 52.4483509, -9.0558983 52.4484846, -9.0560682 52.4485638, -9.0561137 52.4486106, -9.05611 52.4486555)",,,
207978157,,,Beechwood Gardens,residential,,,False,False,69.27099999999999,"LINESTRING (-9.054061 52.4480676, -9.054053 52.4480273, -9.0540184 52.4478529, -9.0539548 52.4475323, -9.0539521 52.4474849, -9.053928 52.4474637, -9.0539109 52.4474621)",,,
207978154,,,Meadow Court,residential,,,False,True,11.975,"LINESTRING (-9.0571225 52.4482729, -9.0569911 52.4483449)",,,
207978157,,,Beechwood Gardens,residential,,,False,False,217.65699999999998,"LINESTRING (-9.0539109 52.4474621, -9.0538046 52.4474522, -9.0532118 52.4474686, -9.053177 52.4474662, -9.0531421 52.4474637, -9.0530858 52.4474277, -9.0530589 52.4473214, -9.0528041 52.4464713, -9.0526727 52.4460692, -9.052662 52.4460136)",,,
207978157,,,Beechwood Gardens,residential,,,False,True,69.271,"LINESTRING (-9.0539109 52.4474621, -9.053928 52.4474637, -9.0539521 52.4474849, -9.0539548 52.4475323, -9.0540184 52.4478529, -9.054053 52.4480273, -9.054061 52.4480676)",,,
207978165,,,Beechwood Avenue,residential,,,False,True,56.822,"LINESTRING (-9.0539109 52.4474621, -9.0539468 52.4474097, -9.0539808 52.447368, -9.0539942 52.4472569, -9.053919 52.4469642)",,,
207978166,,,Meadow Court,residential,,,False,False,45.917,"LINESTRING (-9.0570098 52.4470157, -9.0569347 52.4474261)",,,
207978157,,,Beechwood Gardens,residential,,,False,True,217.65700000000004,"LINESTRING (-9.052662 52.4460136, -9.0526727 52.4460692, -9.0528041 52.4464713, -9.0530589 52.4473214, -9.0530858 52.4474277, -9.0531421 52.4474637, -9.053177 52.4474662, -9.0532118 52.4474686, -9.0538046 52.4474522, -9.0539109 52.4474621)",,,
1194776715,,,Beechwood Gardens,residential,,,False,False,135.172,"LINESTRING (-9.052662 52.4460136, -9.0527371 52.4459122, -9.0528221 52.4457643, -9.0528256 52.4456686, -9.0527907 52.4456016, -9.0526826 52.4455534, -9.0525654 52.4455509, -9.0524286 52.4455673, -9.0523482 52.4456163, -9.0523106 52.4456932, -9.0523321 52.44577, -9.0524635 52.4458746, -9.0525761 52.4459498, -9.052662 52.4460136)",,,
1194776715,,,Beechwood Gardens,residential,,,False,True,135.17200000000003,"LINESTRING (-9.052662 52.4460136, -9.0525761 52.4459498, -9.0524635 52.4458746, -9.0523321 52.44577, -9.0523106 52.4456932, -9.0523482 52.4456163, -9.0524286 52.4455673, -9.0525654 52.4455509, -9.0526826 52.4455534, -9.0527907 52.4456016, -9.0528256 52.4456686, -9.0528221 52.4457643, -9.0527371 52.4459122, -9.052662 52.4460136)",,,
207983385,,,Castleview,residential,,,False,True,29.31,"LINESTRING (-9.0464151 52.4525704, -9.046586 52.4524732, -9.0467151 52.4523811)",,,
207983396,,,Castleview,residential,,,False,False,69.437,"LINESTRING (-9.0480352 52.4522844, -9.0478367 52.4518806, -9.0477911 52.4517972, -9.0477455 52.4517498, -9.0476733 52.4517089)",,,
207983396,,,Castleview,residential,,,False,True,50.297,"LINESTRING (-9.0480352 52.4522844, -9.0481478 52.4526194, -9.0481792 52.4527281)",,,
207983407,,,Castleview,residential,,,False,False,90.107,"LINESTRING (-9.0480352 52.4522844, -9.0482256 52.4522533, -9.0482953 52.4522271, -9.0483758 52.4521846, -9.0484375 52.4521405, -9.0485287 52.4521144, -9.0492563 52.4520078)",,,
1194779676,2,,Killeline Heights,residential,,,False,False,17.03,"LINESTRING (-9.0460689 52.4460151, -9.0462864 52.4459384)",,,
"[1077114367, 408753143]",2,R522,Cork Road,secondary,50,,False,False,50.882999999999996,"LINESTRING (-9.0460689 52.4460151, -9.0458373 52.4457948, -9.0457851 52.4457451, -9.0456644 52.4456296)",,,
408753143,2,R522,Cork Road,secondary,50,,False,True,88.36699999999999,"LINESTRING (-9.0460689 52.4460151, -9.0464889 52.4464147, -9.046786 52.4466787)",,,
207983386,,,Castleview,residential,,,False,False,93.54400000000001,"LINESTRING (-9.0486762 52.4506563, -9.0482497 52.4507396, -9.0479137 52.4508189, -9.0476704 52.4509047, -9.0474445 52.4510166)",,,
207983395,2,,Killeline Heights,residential,,,False,False,43.575,"LINESTRING (-9.0474826 52.4459008, -9.0474175 52.4458526, -9.0472171 52.4457553, -9.0470607 52.4456106)",,,
507894322,2,,Killeline Heights,residential,,,False,False,76.88000000000001,"LINESTRING (-9.0474826 52.4459008, -9.0475121 52.4458812, -9.0483061 52.4456719, -9.048467 52.4456409, -9.0485226 52.4456336)",,,
507894322,2,,Killeline Heights,residential,,,False,True,32.121,"LINESTRING (-9.0474826 52.4459008, -9.0474746 52.4460447, -9.047496 52.4461444, -9.0475198 52.4461863)",,,
207983385,,,Castleview,residential,,,False,False,29.31,"LINESTRING (-9.0467151 52.4523811, -9.046586 52.4524732, -9.0464151 52.4525704)",,,
207983385,,,Castleview,residential,,,False,True,99.012,"LINESTRING (-9.0467151 52.4523811, -9.0472868 52.4519771, -9.0476733 52.4517089)",,,
207983396,,,Castleview,residential,,,False,False,18.419,"LINESTRING (-9.0467151 52.4523811, -9.0468362 52.4524674, -9.0468763 52.4525134)",,,
207983392,,,The Paddocks,residential,,,False,True,11.326,"LINESTRING (-9.0497169 52.4460823, -9.0495555 52.4461087)",,,
283098156,,,The Paddocks,residential,,,False,True,21.083,"LINESTRING (-9.0497169 52.4460823, -9.0496473 52.4458975)",,,
207983392,,,The Paddocks,residential,,,False,False,24.21,"LINESTRING (-9.0497169 52.4460823, -9.0499717 52.4460757, -9.050071 52.446061)",,,
207983385,,,Castleview,residential,,,False,False,70.881,"LINESTRING (-9.0491402 52.4512153, -9.0484447 52.4513077, -9.0482972 52.4513371, -9.0481425 52.4513919)",,,
207983403,,,Castleview,residential,,,False,False,29.083,"LINESTRING (-9.0471225 52.4508437, -9.0472018 52.4508863, -9.0474445 52.4510166)",,,
"[235880409, 1158998532]",2,N21,,trunk,50,yes,False,True,186.51600000000002,"LINESTRING (-9.0471225 52.4508437, -9.0476653 52.4504842, -9.0481214 52.4501786, -9.0482898 52.4500658, -9.0486232 52.4498603, -9.0490481 52.449649)",,,
1194779676,2,,Killeline Heights,residential,,,False,True,17.03,"LINESTRING (-9.0462864 52.4459384, -9.0460689 52.4460151)",,,
507894321,2,,Killeline Heights,residential,,,False,False,56.56400000000001,"LINESTRING (-9.0462864 52.4459384, -9.0465915 52.4463548, -9.0466693 52.4463319)",,,
1194779676,2,,Killeline Heights,residential,,,False,False,64.90899999999999,"LINESTRING (-9.0462864 52.4459384, -9.0463963 52.4458517, -9.046576 52.4457635, -9.0468818 52.4456539, -9.0470607 52.4456106)",,,
507894322,2,,Killeline Heights,residential,,,False,True,90.45,"LINESTRING (-9.0492172 52.4452199, -9.0492717 52.4454757, -9.0492857 52.4455298, -9.0492556 52.4455755, -9.0491644 52.4455869, -9.0489973 52.4455943, -9.0487164 52.4456082, -9.0485226 52.4456336)",,,
