osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,geometry,name,bridge,width
25617793,2,R380,secondary,50,False,True,60.025000000000006,"LINESTRING (-8.5739944 53.1991765, -8.5740813 53.1990855, -8.5742463 53.1986619)",,,
33399945,,,residential,,False,False,72.515,"LINESTRING (-8.5739944 53.1991765, -8.5738285 53.1992452, -8.5736907 53.1993202, -8.5735456 53.1994451, -8.5734299 53.1995329, -8.5733322 53.1995961, -8.5732293 53.1996285)",,,
386806346,2,L4224,unclassified,,False,True,143.585,"LINESTRING (-8.5739944 53.1991765, -8.5742491 53.1992034, -8.5745241 53.199238, -8.5748752 53.1992498, -8.5752887 53.199245, -8.5761338 53.1993038)",,,
393891282,2,R380,secondary,50,False,True,35.364999999999995,"LINESTRING (-8.5739944 53.1991765, -8.5739849 53.1992216, -8.5739944 53.1992452, -8.5740135 53.1992769, -8.5740406 53.1993233, -8.574114 53.1994234, -8.574152 53.1994747)",,,
442122631,2,R942,secondary,50,False,False,198.801,"LINESTRING (-8.5739944 53.1991765, -8.5738028 53.199091, -8.5733506 53.1989815, -8.5726098 53.1988335, -8.571613 53.1986551, -8.5714032 53.1986163, -8.5711915 53.1985876)",Dunkellin Street,,
23452974,2,R942,secondary,50,False,False,78.247,"LINESTRING (-8.5674984 53.1986597, -8.5671738 53.1986853, -8.5669307 53.1987094, -8.5668007 53.1987218, -8.5666986 53.1987388, -8.5665701 53.1987671, -8.5663634 53.1988224)",Main Street,,
23452974,2,R942,secondary,50,False,True,77.768,"LINESTRING (-8.5674984 53.1986597, -8.567583 53.1986518, -8.5678171 53.1986328, -8.5684513 53.1985714, -8.5686523 53.1985535)",Main Street,,
104715079,2,R942,secondary,50,False,True,40.512,"LINESTRING (-8.5657863 53.1989374, -8.5663634 53.1988224)",Bride Street,,
25753770,,,unclassified,50,False,False,375.54200000000003,"LINESTRING (-8.5657863 53.1989374, -8.5657831 53.1990918, -8.5657489 53.1992514, -8.5656716 53.199462, -8.5656226 53.1996311, -8.5656208 53.1997153, -8.5656403 53.1997797, -8.5657069 53.1999712, -8.5658035 53.2002707, -8.5660822 53.2011348, -8.5665354 53.2022465)",Station Road,,
"[185865778, 185865782, 104715079]",2,R942,secondary,50,False,False,42.997,"LINESTRING (-8.5657863 53.1989374, -8.5657386 53.198944, -8.5655003 53.1989811, -8.5653711 53.1990009, -8.5651609 53.1990331)",Bride Street,yes,
185865782,2,R942,secondary,50,False,False,50.939,"LINESTRING (-8.5651609 53.1990331, -8.5650457 53.1990534, -8.5649331 53.1990775, -8.5648097 53.1991093, -8.5647078 53.1991378, -8.5645616 53.1991844, -8.5644664 53.1992205)",Bride Street,,
"[185865778, 185865782, 104715079]",2,R942,secondary,50,False,True,42.99700000000001,"LINESTRING (-8.5651609 53.1990331, -8.5653711 53.1990009, -8.5655003 53.1989811, -8.5657386 53.198944, -8.5657863 53.1989374)",Bride Street,yes,
109922696,,,residential,,False,False,76.506,"LINESTRING (-8.5759481 53.2001868, -8.5759778 53.2003623, -8.5761189 53.2008669)",Ashlawn Drive,,
393898847,2,R380,secondary,50,False,False,36.775,"LINESTRING (-8.5759481 53.2001868, -8.575851 53.2001837, -8.5757179 53.2001773, -8.5756008 53.2001709, -8.5753986 53.2001558)",,,
393898847,2,R380,secondary,50,False,True,19.115000000000002,"LINESTRING (-8.5759481 53.2001868, -8.5760452 53.20019, -8.5761596 53.2001916, -8.5762349 53.2001908)",,,
25753775,2,,tertiary,50,False,False,267.169,"LINESTRING (-8.574442 53.1998768, -8.5743228 53.1999633, -8.5742306 53.2000402, -8.5740649 53.2002233, -8.5740142 53.2003007, -8.5739622 53.2003932, -8.5739134 53.2005063, -8.5738653 53.200592, -8.57378 53.200682, -8.5736195 53.2007822, -8.5734952 53.2008554, -8.5733468 53.200938, -8.5732213 53.2010025, -8.5730471 53.2010855, -8.5728768 53.2011594, -8.5727207 53.2012163, -8.5725587 53.2012744, -8.5723027 53.2013528, -8.5720395 53.2014189, -8.5718345 53.2014689, -8.5717147 53.2014901)",Mount Carmel Crescent,,
393891282,2,R380,secondary,50,False,False,48.719,"LINESTRING (-8.574442 53.1998768, -8.5743887 53.1998075, -8.5743142 53.199707, -8.5742317 53.1995971, -8.574152 53.1994747)",,,
393898847,2,R380,secondary,50,False,True,74.59400000000001,"LINESTRING (-8.574442 53.1998768, -8.5744805 53.1999151, -8.5745417 53.1999653, -8.5746269 53.2000171, -8.5746921 53.2000474, -8.5747546 53.2000721, -8.5748278 53.200092, -8.5748917 53.2001047, -8.5749608 53.2001175, -8.575046 53.2001279, -8.5751471 53.2001374, -8.5752509 53.2001454, -8.5753986 53.2001558)",,,
25617795,,,unclassified,50,True,False,104.501,"LINESTRING (-8.5711915 53.1985876, -8.5712491 53.1983692, -8.571274 53.1980452, -8.5713226 53.1978172, -8.5713544 53.1976538)",Castle Street,,3
442122631,2,R942,secondary,50,False,False,25.353,"LINESTRING (-8.5711915 53.1985876, -8.5709487 53.1985674, -8.5708136 53.1985612)",Dunkellin Street,,
442122631,2,R942,secondary,50,False,True,198.801,"LINESTRING (-8.5711915 53.1985876, -8.5714032 53.1986163, -8.571613 53.1986551, -8.5726098 53.1988335, -8.5733506 53.1989815, -8.5738028 53.199091, -8.5739944 53.1991765)",Dunkellin Street,,
128469572,,,unclassified,,False,True,73.824,"LINESTRING (-8.576206 53.1986413, -8.5761338 53.1993038)",,,
105417717,2,R380,secondary,50,False,False,130.707,"LINESTRING (-8.576206 53.1986413, -8.5759658 53.1986611, -8.5756358 53.1986627, -8.5753141 53.1986643, -8.57448 53.1986683, -8.5743109 53.1986637, -8.5742463 53.1986619)",,,
25617793,2,R380,secondary,50,False,False,60.025000000000006,"LINESTRING (-8.5742463 53.1986619, -8.5740813 53.1990855, -8.5739944 53.1991765)",,,
25617794,2,R351,secondary,,False,False,92.559,"LINESTRING (-8.5742463 53.1986619, -8.5742884 53.1985095, -8.5742919 53.1984877, -8.5742992 53.1984463, -8.5743161 53.1983502, -8.5743733 53.1981145, -8.5744519 53.1978389)",The Green,,
105417717,2,R380,secondary,50,False,True,130.707,"LINESTRING (-8.5742463 53.1986619, -8.5743109 53.1986637, -8.57448 53.1986683, -8.5753141 53.1986643, -8.5756358 53.1986627, -8.5759658 53.1986611, -8.576206 53.1986413)",,,
25556439,1,,unclassified,50,True,False,140.45600000000002,"LINESTRING (-8.5674614 53.1974055, -8.5674239 53.1978263, -8.5674191 53.1979495, -8.5673787 53.1980535, -8.5673839 53.1981503, -8.5673854 53.1981774, -8.5674156 53.1983054, -8.5674434 53.1983652, -8.567459 53.1984232, -8.5674768 53.1985253, -8.5674984 53.1986597)",Church Street,,4
25965041,2,R351,secondary,50,False,False,95.432,"LINESTRING (-8.5674614 53.1974055, -8.5671778 53.1973931, -8.5668807 53.197379, -8.5667513 53.1973727, -8.5663849 53.197355, -8.5660983 53.1973331, -8.5660349 53.1973283)",Barrack Street,,
25965041,2,R351,secondary,50,False,True,93.04100000000001,"LINESTRING (-8.5674614 53.1974055, -8.5677091 53.1974086, -8.5681237 53.1974237, -8.5684669 53.1974543, -8.5686767 53.197473, -8.5688482 53.1974924)",Barrack Street,,
25556443,1,,tertiary,50,True,False,91.60799999999999,"LINESTRING (-8.5650077 53.1971959, -8.5649689 53.1972988, -8.5649781 53.1977145, -8.564942 53.197924, -8.5649302 53.197978, -8.5649334 53.1980155)",Moore Street,,
25965041,2,R351,secondary,50,False,True,70.083,"LINESTRING (-8.5650077 53.1971959, -8.5655043 53.1972729, -8.5656955 53.1972998, -8.5659387 53.197321, -8.5660349 53.1973283)",Barrack Street,,
28376138,,L4213,tertiary,,False,False,63.809,"LINESTRING (-8.5650077 53.1971959, -8.564896 53.1971557, -8.564803 53.1971229, -8.5646944 53.1970891, -8.5645697 53.1970498, -8.564406 53.1969927, -8.5641861 53.196902)",,,
25617794,2,R351,secondary,,False,True,92.559,"LINESTRING (-8.5744519 53.1978389, -8.5743733 53.1981145, -8.5743161 53.1983502, -8.5742992 53.1984463, -8.5742919 53.1984877, -8.5742884 53.1985095, -8.5742463 53.1986619)",The Green,,
25965041,2,R351,secondary,50,False,False,134.63400000000001,"LINESTRING (-8.5744519 53.1978389, -8.5743436 53.1977992, -8.57427 53.1977863, -8.5741803 53.1977809, -8.5737295 53.1977428, -8.5735724 53.1977328, -8.5733479 53.1977186, -8.5729506 53.197697, -8.5724622 53.1976781)",Barrack Street,,
23452974,2,R942,secondary,50,False,False,86.68699999999998,"LINESTRING (-8.5699517 53.1985592, -8.5697025 53.1985481, -8.5693205 53.1985408, -8.5689978 53.1985372, -8.5686523 53.1985535)",Main Street,,
23452974,2,R942,secondary,50,False,True,57.443,"LINESTRING (-8.5699517 53.1985592, -8.5701598 53.1985666, -8.5703422 53.1985671, -8.5707272 53.1985625, -8.5708136 53.1985612)",Main Street,,
25753775,2,,tertiary,50,False,True,267.16900000000004,"LINESTRING (-8.5717147 53.2014901, -8.5718345 53.2014689, -8.5720395 53.2014189, -8.5723027 53.2013528, -8.5725587 53.2012744, -8.5727207 53.2012163, -8.5728768 53.2011594, -8.5730471 53.2010855, -8.5732213 53.2010025, -8.5733468 53.200938, -8.5734952 53.2008554, -8.5736195 53.2007822, -8.57378 53.200682, -8.5738653 53.200592, -8.5739134 53.2005063, -8.5739622 53.2003932, -8.5740142 53.2003007, -8.5740649 53.2002233, -8.5742306 53.2000402, -8.5743228 53.1999633, -8.574442 53.1998768)",Mount Carmel Crescent,,
128469567,,,residential,,False,True,116.36,"LINESTRING (-8.5717147 53.2014901, -8.571572 53.2010605, -8.5713943 53.2005855, -8.5713872 53.2005631, -8.5713563 53.200466)",Abbey Street,,
25753776,,,residential,50,True,False,68.87,"LINESTRING (-8.5711627 53.1998576, -8.5713234 53.2003626, -8.5713563 53.200466)",Abbey Street,,
"[128469569, 1087559150]",,,residential,50,False,True,140.001,"LINESTRING (-8.5711627 53.1998576, -8.5723487 53.1997333, -8.5728537 53.1996718, -8.5728756 53.1996692, -8.5732293 53.1996285)",Dolphin Street,,
25965041,2,R351,secondary,50,False,False,83.474,"LINESTRING (-8.5713544 53.1976538, -8.5709184 53.19764, -8.570733 53.1976341, -8.570709 53.1976333, -8.5702304 53.1976189, -8.570103 53.1976143)",Barrack Street,,
25965041,2,R351,secondary,50,False,True,73.84400000000001,"LINESTRING (-8.5713544 53.1976538, -8.5719678 53.1976657, -8.5724258 53.1976767, -8.5724622 53.1976781)",Barrack Street,,
