osmid,name,highway,oneway,reversed,length,geometry,lanes,tunnel,maxspeed,bridge,junction
27481073,Via Libertà,tertiary,False,False,282.326,"LINESTRING (14.7476809 38.1598816, 14.7474531 38.1599586, 14.7473684 38.1600142, 14.7473217 38.160084, 14.7472957 38.1601744, 14.7473045 38.1602521, 14.7473571 38.1603264, 14.7474635 38.1603764, 14.7478056 38.1604134, 14.7479461 38.160458, 14.748098 38.16055, 14.748376 38.160703, 14.7484411 38.1607528, 14.748503 38.160832, 14.7485286 38.1610657, 14.7485623 38.1611949, 14.7486922 38.1615065, 14.748723 38.1616629)",,,,,
233134756,Via del Porto,unclassified,False,True,270.41700000000003,"LINESTRING (14.7476809 38.1598816, 14.7475555 38.160033, 14.7475264 38.1600999, 14.7475392 38.1601389, 14.7475777 38.1601833, 14.7476356 38.1602145, 14.7476777 38.1602275, 14.7477618 38.1602406, 14.7480555 38.1602748, 14.7481754 38.1602928, 14.7486486 38.1604337, 14.7490018 38.1605327, 14.7491468 38.1605649, 14.7493802 38.1606039, 14.7494816 38.1606366, 14.7495593 38.1606845, 14.7496916 38.1608282, 14.7498038 38.1609748, 14.7498571 38.161052)",,,,,
27481073,Via Libertà,tertiary,False,False,43.49,"LINESTRING (14.748723 38.1616629, 14.7487146 38.1619161, 14.7486954 38.1620531)",,,,,
27481073,Via Libertà,tertiary,False,True,282.32599999999996,"LINESTRING (14.748723 38.1616629, 14.7486922 38.1615065, 14.7485623 38.1611949, 14.7485286 38.1610657, 14.748503 38.160832, 14.7484411 38.1607528, 14.748376 38.160703, 14.748098 38.16055, 14.7479461 38.160458, 14.7478056 38.1604134, 14.7474635 38.1603764, 14.7473571 38.1603264, 14.7473045 38.1602521, 14.7472957 38.1601744, 14.7473217 38.160084, 14.7473684 38.1600142, 14.7474531 38.1599586, 14.7476809 38.1598816)",,,,,
233134756,Via del Porto,unclassified,False,False,110.225,"LINESTRING (14.748723 38.1616629, 14.7487928 38.1617859, 14.7488819 38.1620106, 14.7489303 38.1622995, 14.7489914 38.1626258)",,,,,
598106897,,residential,False,True,15.61,"LINESTRING (14.7441635 38.1569322, 14.7442495 38.1569535, 14.7443183 38.1569971)",,,,,
602665593,Via Consolare Antica,tertiary,False,False,73.173,"LINESTRING (14.7441635 38.1569322, 14.7441779 38.1568828, 14.7441807 38.1568302, 14.7441702 38.1567752, 14.7441463 38.1567229, 14.7439749 38.156399, 14.7439096 38.1563218)",,,,,
602665593,Via Consolare Antica,tertiary,False,True,64.813,"LINESTRING (14.7441635 38.1569322, 14.7441393 38.1569774, 14.7440971 38.1570267, 14.744049 38.1570643, 14.7436097 38.1573051)",,,,,
601749015,Via Andrea Finocchiaro Aprile,tertiary,False,True,186.255,"LINESTRING (14.7439096 38.1563218, 14.7439943 38.1562867, 14.7450551 38.156448, 14.7457069 38.1565134, 14.7458678 38.1565429, 14.7459947 38.1565706)",2,,,,
602665593,Via Consolare Antica,tertiary,False,False,61.415,"LINESTRING (14.7439096 38.1563218, 14.74382 38.156216, 14.7434324 38.1559195)",,,,,
