osmid,oneway,name,highway,reversed,length,junction,geometry,lanes,maxspeed,bridge,width,tunnel
"[1152281929, 132198570, 75296363, 75296343, 1152281919]",False,Via Martiri della Libertà,"['residential', 'tertiary']",True,115.645,,"LINESTRING (11.9062416 46.0188053, 11.9062056 46.0188543, 11.9062011 46.0188646, 11.9061689 46.0189576, 11.9061605 46.0189758, 11.9060556 46.0192522, 11.905861 46.0198097)",2,30,yes,,
902696607,False,Viale Guglielmo Marconi,tertiary,False,236.45800000000003,,"LINESTRING (11.9062416 46.0188053, 11.9060881 46.0187433, 11.9060631 46.0187348, 11.9051475 46.0184353, 11.9050984 46.0184121, 11.9050592 46.0183902, 11.9049626 46.0183274, 11.9046214 46.0180916, 11.9045058 46.0180165, 11.9042831 46.0177125, 11.904271 46.0176969, 11.9042218 46.0176156, 11.9042015 46.0175498, 11.9041949 46.0174954, 11.9041932 46.0174542, 11.9041786 46.0173964)",2,30,,,
"[1034826085, 275961865, 1172721332, 736755991, 408443295]",False,"['Largo Panfilo Castaldi', 'Via 31 Ottobre']",residential,False,102.13300000000001,,"LINESTRING (11.9044564 46.0166724, 11.9046276 46.0165679, 11.9046541 46.0165545, 11.9049203 46.0165095, 11.9049823 46.0165039, 11.9050076 46.0165034, 11.9050158 46.0165032, 11.9053221 46.0164901, 11.9054628 46.0164961, 11.9057052 46.0165159)",,20,,,
27197183,False,Viale Guglielmo Marconi,tertiary,False,182.235,,"LINESTRING (11.9107064 46.020463, 11.9086743 46.0197563, 11.9086503 46.0197485, 11.9085951 46.0197306)",2,30,,,
"[972258128, 132198571, 972258127]",False,"['Via Bortolo Bellati', 'Via Bellati']",residential,False,38.536,,"LINESTRING (11.9107064 46.020463, 11.9106734 46.0205053, 11.910668 46.0205125, 11.910608 46.0205927, 11.9105063 46.0207285, 11.9104754 46.0207702)",2,30,yes,,
275960313,True,Via Giuseppe Garibaldi,residential,False,55.469,,"LINESTRING (11.9057052 46.0165159, 11.9057824 46.0165011, 11.9058707 46.0164765, 11.9061683 46.0163585, 11.9062364 46.0163421, 11.906291 46.0163375, 11.9063078 46.0163392, 11.9063612 46.0163517)",1,20,,,
"[1034826085, 275961865, 1172721332, 736755991, 408443295]",False,"['Largo Panfilo Castaldi', 'Via 31 Ottobre']",residential,True,102.13300000000001,,"LINESTRING (11.9057052 46.0165159, 11.9054628 46.0164961, 11.9053221 46.0164901, 11.9050158 46.0165032, 11.9050076 46.0165034, 11.9049823 46.0165039, 11.9049203 46.0165095, 11.9046541 46.0165545, 11.9046276 46.0165679, 11.9044564 46.0166724)",,20,,,
27418766,False,Via Roma,residential,False,68.96700000000001,,"LINESTRING (11.907025 46.0169218, 11.9070422 46.0168869, 11.907071 46.0168574, 11.907106 46.0168397, 11.9071599 46.0168362, 11.9073254 46.0168561, 11.9073815 46.0168645, 11.9076629 46.0168825, 11.9078461 46.0168872)",,30,,,
"[328164752, 275960315, 27418757]",False,Via Roma,tertiary,True,99.877,,"LINESTRING (11.907025 46.0169218, 11.9065997 46.0168128, 11.9065218 46.0167918, 11.90642 46.016762, 11.9063573 46.0167396, 11.9063246 46.0167074, 11.9063136 46.0166723, 11.9063088 46.0166274, 11.9063332 46.0164139, 11.9063612 46.0163517)",,30,,,
"[247922408, 689100738, 972263069, 47087215]",False,Via Tezze,tertiary,False,53.852,,"LINESTRING (11.9041786 46.0173964, 11.9040892 46.0174, 11.904005 46.0174166, 11.9038923 46.0174595, 11.9037468 46.0175126, 11.9036013 46.0175696, 11.9035467 46.0175875)",2,30,yes,,
135340018,True,Via 31 Ottobre,residential,False,84.089,,"LINESTRING (11.9041786 46.0173964, 11.9041987 46.0173248, 11.904225 46.0173014, 11.904231 46.017274, 11.9042329 46.0172254, 11.9042447 46.0171882, 11.9043309 46.0169201, 11.9043317 46.016919, 11.9043944 46.0167571, 11.9044118 46.0167221, 11.9044312 46.0167002, 11.9044564 46.0166724)",1,20,,,
902696607,False,Viale Guglielmo Marconi,tertiary,True,236.45799999999997,,"LINESTRING (11.9041786 46.0173964, 11.9041932 46.0174542, 11.9041949 46.0174954, 11.9042015 46.0175498, 11.9042218 46.0176156, 11.904271 46.0176969, 11.9042831 46.0177125, 11.9045058 46.0180165, 11.9046214 46.0180916, 11.9049626 46.0183274, 11.9050592 46.0183902, 11.9050984 46.0184121, 11.9051475 46.0184353, 11.9060631 46.0187348, 11.9060881 46.0187433, 11.9062416 46.0188053)",2,30,,,
27356014,True,Viale Monte Grappa,tertiary,False,44.687,,"LINESTRING (11.9009685 46.0170093, 11.9008215 46.0172401, 11.9007674 46.0173249, 11.9007201 46.0173712)",,,,,
"[976104024, 976104027]",False,Via Bruno Milano,"['unclassified', 'residential']","[False, True]",68.194,,"LINESTRING (11.9009685 46.0170093, 11.9010031 46.017012, 11.9013487 46.0170391, 11.9017362 46.0170703, 11.9018466 46.0170689)",2,30,,,
75296342,False,Viale Monte Grappa,primary,True,10.125,,"LINESTRING (11.9061949 46.0150229, 11.9060903 46.0150778)",2,,,,
"[972275261, 27375262]",True,Via Folli,residential,False,92.86399999999999,,"LINESTRING (11.9061949 46.0150229, 11.9062255 46.0149086, 11.9062374 46.0148643, 11.9062772 46.0147158, 11.906431 46.0142275, 11.9064381 46.0142051)",1,,,4,
75296342,False,Viale Monte Grappa,primary,False,301.671,,"LINESTRING (11.9061949 46.0150229, 11.906466 46.0148775, 11.9069471 46.0145395, 11.9070688 46.014454, 11.9071507 46.0143965, 11.9072552 46.0143231, 11.9076958 46.0140136, 11.9084024 46.0135172, 11.9086448 46.0133487, 11.9087881 46.0132247, 11.9089412 46.0130984)",2,,,,
75296342,False,Viale Monte Grappa,primary,False,35.77,,"LINESTRING (11.9050002 46.0152914, 11.9054525 46.015222)",2,,,,
"[952988332, 75296342]",False,Viale Monte Grappa,primary,True,162.739,,"LINESTRING (11.9050002 46.0152914, 11.9046386 46.0153476, 11.904541 46.0153631, 11.9041769 46.0154227, 11.9040946 46.0154356, 11.9031517 46.0155915, 11.9029483 46.0156251)",2,,,,
"[275960314, 275960317]",True,"['Via Piazza Della Lana', 'Via Monte Valderoa']",residential,False,89.664,,"LINESTRING (11.9050002 46.0152914, 11.9050475 46.0155639, 11.9050709 46.0157831, 11.9046648 46.0157653, 11.9046224 46.0157634)",,30,,3,
75296342,False,Viale Monte Grappa,primary,False,11.205,,"LINESTRING (11.9059615 46.0151242, 11.9060903 46.0150778)",2,,,,
75296342,False,Viale Monte Grappa,primary,True,40.889,,"LINESTRING (11.9059615 46.0151242, 11.9058283 46.0151614, 11.9057328 46.0151801, 11.9056492 46.0151926, 11.9054525 46.015222)",2,,,,
27375261,True,Via Monte Tomatico,residential,False,114.87,,"LINESTRING (11.9068547 46.0160892, 11.9067197 46.015912, 11.9066227 46.0157589, 11.9065589 46.0156887, 11.9064405 46.01559, 11.9062742 46.0154658, 11.906202 46.0153619, 11.9060764 46.0152173)",,30,,,
27375928,False,Via Giuseppe Garibaldi,tertiary,False,23.814999999999998,,"LINESTRING (11.9068547 46.0160892, 11.9067295 46.0161421, 11.9065906 46.0161998)",,30,,,
27375928,False,Via Giuseppe Garibaldi,tertiary,True,148.71200000000002,,"LINESTRING (11.9068547 46.0160892, 11.9070491 46.0160191, 11.9070876 46.0160071, 11.9071732 46.0159747, 11.9073513 46.0159128, 11.9077821 46.0156952, 11.9079174 46.0156366, 11.908147 46.0155689, 11.9082727 46.0155318, 11.9084485 46.0154907, 11.9084636 46.0154872, 11.9085442 46.0154621)",,30,,,
75296338,False,Via Trevigiana,tertiary,True,19.737,,"LINESTRING (11.9120427 46.0139572, 11.9122738 46.0138814)",2,30,,,
75296338,False,Via Trevigiana,tertiary,False,74.024,,"LINESTRING (11.9120427 46.0139572, 11.9119473 46.0139961, 11.9118492 46.0140361, 11.9112162 46.0142944)",2,30,,,
764039602,False,Via Giambattista Scita,residential,True,45.734,,"LINESTRING (11.9120427 46.0139572, 11.9120278 46.014, 11.9119953 46.0140935, 11.9119036 46.014357)",,30,,3,
36741520,False,Via Santa Maria del Prato,residential,False,69.127,,"LINESTRING (11.9112162 46.0142944, 11.9112296 46.014916)",,30,,,
75296338,False,Via Trevigiana,tertiary,False,70.055,,"LINESTRING (11.9112162 46.0142944, 11.9106979 46.0145091, 11.9105919 46.0145542, 11.9104396 46.01462)",2,30,,,
75296338,False,Via Trevigiana,tertiary,True,74.024,,"LINESTRING (11.9112162 46.0142944, 11.9118492 46.0140361, 11.9119473 46.0139961, 11.9120427 46.0139572)",2,30,,,
27418762,False,Via Cornelio Castaldi,residential,False,29.616,,"LINESTRING (11.910411 46.0146715, 11.91048 46.0149335)",,30,,,
838644343,True,,tertiary,False,6.2379999999999995,roundabout,"LINESTRING (11.910411 46.0146715, 11.9103911 46.0146739, 11.9103713 46.0146711, 11.9103545 46.0146633, 11.910343 46.0146518)",1,30,,,
275970721,True,Viale Monte Grappa,primary,False,122.55,,"LINESTRING (11.9111601 46.0133028, 11.9109548 46.0132543, 11.9102917 46.0131014, 11.9098399 46.0129904, 11.909656 46.0129517)",1,,,,
764039602,False,Via Giambattista Scita,residential,False,45.734,,"LINESTRING (11.9119036 46.014357, 11.9119953 46.0140935, 11.9120278 46.014, 11.9120427 46.0139572)",,30,,3,
276042723,True,Via Giambattista Scita,residential,False,54.275,,"LINESTRING (11.9118522 46.0148438, 11.9119036 46.014357)",,30,,3,
736863685,False,Via Cavour,residential,True,48.744,,"LINESTRING (11.9118522 46.0148438, 11.9112296 46.014916)",,30,,,
27376290,False,Via Giambattista Scita,residential,True,89.191,,"LINESTRING (11.9118522 46.0148438, 11.9118361 46.0149202, 11.9115792 46.0156228)",,30,,3,
185269428,False,Via Regina Margherita,residential,True,37.679,,"LINESTRING (11.9115792 46.0156228, 11.9120665 46.0156401)",,30,,,
27376290,False,Via Giambattista Scita,residential,False,89.191,,"LINESTRING (11.9115792 46.0156228, 11.9118361 46.0149202, 11.9118522 46.0148438)",,30,,3,
27376290,False,Via Giambattista Scita,residential,True,123.15899999999999,,"LINESTRING (11.9115792 46.0156228, 11.911445 46.0159048, 11.9113338 46.0163136, 11.9111481 46.0166865)",,30,,3,
27376290,False,Via Giambattista Scita,residential,False,123.15899999999999,,"LINESTRING (11.9111481 46.0166865, 11.9113338 46.0163136, 11.911445 46.0159048, 11.9115792 46.0156228)",,30,,3,
"[408439904, 408439908, 972271365, 972271366, 276042728]",False,Via Nassa,residential,True,95.634,,"LINESTRING (11.9111481 46.0166865, 11.9108111 46.0166335, 11.9106053 46.0166162, 11.9103546 46.0166005, 11.910241 46.0165974, 11.9101907 46.0165788, 11.9101653 46.016568, 11.910023 46.0164777, 11.909993 46.0164586)",,30,,,
"[838644342, 27375926]",False,"['Via Trevigiana', 'Via del Piave']",tertiary,True,165.59799999999998,,"LINESTRING (11.9085442 46.0154621, 11.9087539 46.0153674, 11.9091797 46.0151829, 11.9093697 46.0150945, 11.9095898 46.0149999, 11.9097207 46.0149415, 11.9100246 46.014806, 11.9101256 46.0147571, 11.910343 46.0146518)",2,30,,,
27375928,False,Via Giuseppe Garibaldi,tertiary,False,148.712,,"LINESTRING (11.9085442 46.0154621, 11.9084636 46.0154872, 11.9084485 46.0154907, 11.9082727 46.0155318, 11.908147 46.0155689, 11.9079174 46.0156366, 11.9077821 46.0156952, 11.9073513 46.0159128, 11.9071732 46.0159747, 11.9070876 46.0160071, 11.9070491 46.0160191, 11.9068547 46.0160892)",,30,,,
27418755,False,Via Antonio Vecellio,residential,True,20.298000000000002,,"LINESTRING (11.9085442 46.0154621, 11.9085826 46.0155513, 11.9086195 46.015637)",,30,,,
27418755,False,Via Antonio Vecellio,residential,False,20.298000000000002,,"LINESTRING (11.9086195 46.015637, 11.9085826 46.0155513, 11.9085442 46.0154621)",,30,,,
27418755,False,Via Antonio Vecellio,residential,True,96.767,,"LINESTRING (11.9086195 46.015637, 11.9090371 46.0158986, 11.9094705 46.0162022, 11.9095257 46.0162376)",,30,,,
"[1086497450, 1086497451, 27418756, 275973046]",True,Via Luigi Basso,residential,False,182.798,,"LINESTRING (11.9086195 46.015637, 11.9083632 46.0157824, 11.9083475 46.015793, 11.9081624 46.0159186, 11.908004 46.0159793, 11.9074877 46.0161772, 11.9074554 46.0161912, 11.9074406 46.0161983, 11.9072682 46.0162715, 11.9072585 46.0162756, 11.9071838 46.0163044, 11.9070191 46.0163061, 11.9067354 46.0162705, 11.9065906 46.0161998)",,30,,,building_passage
"[328164752, 275960315, 27418757]",False,Via Roma,tertiary,False,99.877,,"LINESTRING (11.9063612 46.0163517, 11.9063332 46.0164139, 11.9063088 46.0166274, 11.9063136 46.0166723, 11.9063246 46.0167074, 11.9063573 46.0167396, 11.90642 46.016762, 11.9065218 46.0167918, 11.9065997 46.0168128, 11.907025 46.0169218)",,30,,,
132201967,False,Via Giuseppe Garibaldi,tertiary,True,24.537,,"LINESTRING (11.9063612 46.0163517, 11.9064053 46.0163137, 11.9064665 46.0162768, 11.9065906 46.0161998)",,30,,,
"[408439904, 408439908, 972271365, 972271366, 276042728]",False,Via Nassa,residential,False,95.634,,"LINESTRING (11.909993 46.0164586, 11.910023 46.0164777, 11.9101653 46.016568, 11.9101907 46.0165788, 11.910241 46.0165974, 11.9103546 46.0166005, 11.9106053 46.0166162, 11.9108111 46.0166335, 11.9111481 46.0166865)",,30,,,
408439900,True,Piazza Antonio Cambruzzi,residential,False,31.730999999999998,,"LINESTRING (11.909993 46.0164586, 11.9098919 46.0163989, 11.9097552 46.0163045, 11.9097018 46.0162582)",,30,,,
27418762,False,Via Cornelio Castaldi,residential,True,29.616,,"LINESTRING (11.91048 46.0149335, 11.910411 46.0146715)",,30,,,
408439899,False,Via Cornelio Castaldi,residential,False,149.719,,"LINESTRING (11.91048 46.0149335, 11.9104575 46.0154018, 11.9104468 46.0155649, 11.9103961 46.0157882, 11.9103513 46.0158972, 11.9102986 46.0160068, 11.9102533 46.0160745, 11.9102009 46.0161353, 11.9101299 46.0161954, 11.9100957 46.016223)",2,30,,,
736863685,False,Via Cavour,residential,False,57.924,,"LINESTRING (11.91048 46.0149335, 11.9108286 46.0149288, 11.9112296 46.014916)",,30,,,
27375928,False,Via Giuseppe Garibaldi,tertiary,True,23.814999999999998,,"LINESTRING (11.9065906 46.0161998, 11.9067295 46.0161421, 11.9068547 46.0160892)",,30,,,
132201967,False,Via Giuseppe Garibaldi,tertiary,False,24.537,,"LINESTRING (11.9065906 46.0161998, 11.9064665 46.0162768, 11.9064053 46.0163137, 11.9063612 46.0163517)",,30,,,
"[347660880, 28046087]",False,Via Padre Bovio,residential,False,143.60799999999998,,"LINESTRING (11.9038116 46.0200783, 11.9042498 46.0201777, 11.9055214 46.0204448, 11.9055863 46.0204637)",,30,,,
47133797,True,Via Tezze,tertiary,False,75.56,,"LINESTRING (11.902725 46.0179548, 11.9029831 46.017825, 11.9032569 46.0176999, 11.9033966 46.0176415, 11.9034519 46.0176207, 11.9035467 46.0175875)",1,30,,,
132201960,True,Viale Giuseppe Mazzini,tertiary,False,135.365,,"LINESTRING (11.902725 46.0179548, 11.9026407 46.0180181, 11.9026024 46.0180562, 11.9024997 46.0181581, 11.9023591 46.0182853, 11.9016164 46.0188968)",,30,,,
275967873,False,Viale Giuseppe Mazzini,tertiary,True,40.492,,"LINESTRING (11.9016164 46.0188968, 11.9013387 46.0192057)",,30,,,
178584350,True,Via Assaba,tertiary,False,138.20000000000002,,"LINESTRING (11.9016164 46.0188968, 11.9015825 46.0188792, 11.901291 46.0187446, 11.9005228 46.0184008, 11.9002491 46.0182826, 11.9001212 46.0182145)",,30,,,
28046083,True,Via Mario Gaggia,residential,False,84.82000000000001,,"LINESTRING (11.9036266 46.0208292, 11.9037397 46.0204747, 11.9038098 46.0201169, 11.9038116 46.0200783)",,30,,,
275966580,False,Via Vignigole,primary,True,182.899,,"LINESTRING (11.8998619 46.0152498, 11.8998309 46.0152753, 11.8997668 46.0153732, 11.8997571 46.0154334, 11.8997465 46.0155177, 11.8997517 46.0157873, 11.899776 46.0161359, 11.8997954 46.0162677, 11.8998116 46.016325, 11.8998212 46.0163588, 11.8998829 46.0164843, 11.8999512 46.0165862, 11.9000697 46.0167209, 11.9001537 46.0168164)",2,,,,
902367855,True,,primary,False,14.267,roundabout,"LINESTRING (11.8998619 46.0152498, 11.8998262 46.0152294, 11.8997995 46.0152033, 11.8997836 46.0151732, 11.8997795 46.0151412)",,,,,
902367855,True,,primary,False,19.962,roundabout,"LINESTRING (11.8997795 46.0151412, 11.8997894 46.015106, 11.8998137 46.0150743, 11.8998502 46.0150488, 11.8998958 46.015032, 11.8999466 46.0150251)",,,,,
27375923,True,Via Trevigiana,tertiary,False,18.686,,"LINESTRING (11.9122738 46.0138814, 11.912436 46.0137567)",,,,,
75296338,False,Via Trevigiana,tertiary,False,19.737,,"LINESTRING (11.9122738 46.0138814, 11.9120427 46.0139572)",2,30,,,
75296342,False,Viale Monte Grappa,primary,True,3.055,,"LINESTRING (11.9089667 46.0130774, 11.9089412 46.0130984)",2,,,,
441623408,True,Viale Monte Grappa,primary,False,13.07,,"LINESTRING (11.9089667 46.0130774, 11.9090805 46.0129904)",,,,,
178584658,True,Via Tofana Prima,residential,False,261.553,,"LINESTRING (11.9035467 46.0175875, 11.9035749 46.0176223, 11.9035879 46.0176371, 11.9035982 46.0177169, 11.9036068 46.0178384, 11.9035879 46.0180838, 11.903571 46.0182926, 11.9035511 46.0183942, 11.9035148 46.0184958, 11.9034152 46.0186928, 11.9032338 46.0190753, 11.9030201 46.0195253, 11.9029466 46.0196893, 11.9028499 46.0198498)",1,30,,,
"[247922408, 689100738, 972263069, 47087215]",False,Via Tezze,tertiary,True,53.852,,"LINESTRING (11.9035467 46.0175875, 11.9036013 46.0175696, 11.9037468 46.0175126, 11.9038923 46.0174595, 11.904005 46.0174166, 11.9040892 46.0174, 11.9041786 46.0173964)",2,30,yes,,
99235474,True,Vicolo Fornere Pazze,residential,False,75.389,,"LINESTRING (11.9026618 46.0173223, 11.9027305 46.0173495, 11.9028681 46.0173797, 11.9031442 46.0174257, 11.9033884 46.0175026, 11.903461 46.0175336, 11.9035467 46.0175875)",1,30,,,
976104032,True,Via Marco Damello,residential,False,29.747,,"LINESTRING (11.9026618 46.0173223, 11.9026716 46.0172544, 11.9026454 46.0171783, 11.9026031 46.017074, 11.9025981 46.0170618)",1,30,,,
149077944,False,Via Antonio Vecellio,residential,False,13.79,,"LINESTRING (11.9097018 46.0162582, 11.9095257 46.0162376)",,30,,,
408439901,False,Piazza Antonio Cambruzzi,residential,False,31.127000000000002,,"LINESTRING (11.9097018 46.0162582, 11.909787 46.0162612, 11.9098505 46.0162616, 11.9099324 46.0162597, 11.9100075 46.0162484, 11.9100957 46.016223)",,30,,,
99235480,True,Piazza Antonio Cambruzzi,residential,False,27.472,,"LINESTRING (11.9100957 46.016223, 11.9100692 46.0163193, 11.9100438 46.0163673, 11.9100073 46.0164331, 11.909993 46.0164586)",,30,,,
408439899,False,Via Cornelio Castaldi,residential,True,149.719,,"LINESTRING (11.9100957 46.016223, 11.9101299 46.0161954, 11.9102009 46.0161353, 11.9102533 46.0160745, 11.9102986 46.0160068, 11.9103513 46.0158972, 11.9103961 46.0157882, 11.9104468 46.0155649, 11.9104575 46.0154018, 11.91048 46.0149335)",2,30,,,
408439901,False,Piazza Antonio Cambruzzi,residential,True,31.127000000000002,,"LINESTRING (11.9100957 46.016223, 11.9100075 46.0162484, 11.9099324 46.0162597, 11.9098505 46.0162616, 11.909787 46.0162612, 11.9097018 46.0162582)",,30,,,
169327371,True,Via Cesare Battisti,unclassified,False,96.685,,"LINESTRING (11.9010094 46.0178531, 11.9010634 46.0178624, 11.901148 46.0178729, 11.9015878 46.0179084, 11.901901 46.0179281, 11.902254 46.0179379)",,30,,,
99235485,True,Via Monsignore Zannin,residential,False,76.30099999999999,,"LINESTRING (11.902254 46.0179379, 11.9023208 46.017779, 11.9023893 46.0176737, 11.9025419 46.0174187, 11.9026004 46.0173564, 11.9026618 46.0173223)",1,30,,,
169327371,True,Via Cesare Battisti,unclassified,False,36.443,,"LINESTRING (11.902254 46.0179379, 11.902533 46.0179439, 11.9026115 46.0179456, 11.902725 46.0179548)",,30,,,
"[27355538, 275961868]",False,"['Via Liberazione', 'Via San Marco']",residential,False,53.255,,"LINESTRING (11.9029483 46.0156251, 11.9030064 46.0157912, 11.9030618 46.0158692, 11.9031754 46.0159708, 11.9032942 46.0160124)",,30,,3,
"[25444673, 75296345, 902467891]",False,Viale Monte Grappa,primary,True,40.045,,"LINESTRING (11.9029483 46.0156251, 11.9028802 46.0156357, 11.9025581 46.0156824, 11.9024418 46.0157022)",2,50,yes,,
"[952988332, 75296342]",False,Viale Monte Grappa,primary,False,162.739,,"LINESTRING (11.9029483 46.0156251, 11.9031517 46.0155915, 11.9040946 46.0154356, 11.9041769 46.0154227, 11.904541 46.0153631, 11.9046386 46.0153476, 11.9050002 46.0152914)",2,,,,
178584349,True,Via Medaglie D'Oro,residential,False,147.219,,"LINESTRING (11.9005626 46.0200689, 11.9021672 46.020784)",,30,,,
275967873,False,Viale Giuseppe Mazzini,tertiary,False,113.155,,"LINESTRING (11.9005626 46.0200689, 11.9013387 46.0192057)",,30,,,
275967873,False,Viale Giuseppe Mazzini,tertiary,True,56.184,,"LINESTRING (11.9005626 46.0200689, 11.9001933 46.0204824, 11.900178 46.0204978)",,30,,,
337670193,False,Via Pra' del Vescovo,residential,False,52.308,,"LINESTRING (11.9070536 46.0196089, 11.9069801 46.0196973, 11.9068148 46.0198964, 11.906755 46.0199381, 11.9066438 46.0199577)",,30,,,
490743481,True,Piazza Pra del Vescovo,residential,False,137.05,,"LINESTRING (11.9070536 46.0196089, 11.9071697 46.0194598, 11.9072348 46.0194862, 11.9083141 46.0198699, 11.908203 46.0200199)",1,30,,,
132198702,False,Piazzale Prà del Moro,residential,False,20.5,,"LINESTRING (11.9104754 46.0207702, 11.9102387 46.0206867)",,30,,,
"[972258128, 132198571, 972258127]",False,"['Via Bortolo Bellati', 'Via Bellati']",residential,True,38.536,,"LINESTRING (11.9104754 46.0207702, 11.9105063 46.0207285, 11.910608 46.0205927, 11.910668 46.0205125, 11.9106734 46.0205053, 11.9107064 46.020463)",2,30,yes,,
132201977,False,Via Monte Pasubio,residential,True,134.213,,"LINESTRING (11.906758 46.0133736, 11.9050494 46.0135946)",,,,,
302160065,False,Via Folli,residential,True,95.702,,"LINESTRING (11.906758 46.0133736, 11.9064381 46.0142051)",,,,4,
"[302160064, 302160065, 27375265, 302160062]",False,"['Viale Monte Grappa', 'Via Folli']",residential,False,194.748,,"LINESTRING (11.906758 46.0133736, 11.9068673 46.0131457, 11.9069118 46.0130529, 11.9069506 46.012972, 11.9070106 46.012942, 11.9080794 46.0128574, 11.9084689 46.0128403, 11.9085482 46.012853, 11.9086213 46.0128743, 11.9087916 46.0129617)",,,,4,
132201987,False,Via Carso,residential,False,31.033,,"LINESTRING (11.9050193 46.0133163, 11.9050494 46.0135946)",,,,,
75296342,False,Viale Monte Grappa,primary,True,35.77,,"LINESTRING (11.9054525 46.015222, 11.9050002 46.0152914)",2,,,,
75296342,False,Viale Monte Grappa,primary,False,40.889,,"LINESTRING (11.9054525 46.015222, 11.9056492 46.0151926, 11.9057328 46.0151801, 11.9058283 46.0151614, 11.9059615 46.0151242)",2,,,,
132201987,False,Via Carso,residential,True,183.697,,"LINESTRING (11.9054525 46.015222, 11.9054361 46.015168, 11.9052639 46.0146005, 11.9050494 46.0135946)",,,,,
132201977,False,Via Monte Pasubio,residential,False,134.213,,"LINESTRING (11.9050494 46.0135946, 11.906758 46.0133736)",,,,,
132201987,False,Via Carso,residential,True,31.033,,"LINESTRING (11.9050494 46.0135946, 11.9050193 46.0133163)",,,,,
132201987,False,Via Carso,residential,False,183.697,,"LINESTRING (11.9050494 46.0135946, 11.9052639 46.0146005, 11.9054361 46.015168, 11.9054525 46.015222)",,,,,
