osmid,name,highway,oneway,reversed,length,geometry,junction,width,tunnel,access
199166931,Viale Vittorio Veneto,secondary,False,True,81.208,"LINESTRING (12.2429423 43.4559098, 12.2426971 43.4566181)",,,,
133878116,Via Martiri della Libertà,residential,False,False,57.793,"LINESTRING (12.2429423 43.4559098, 12.2432868 43.455967, 12.2436414 43.456022)",,,,
199166931,Viale Vittorio Veneto,secondary,False,False,165.21099999999998,"LINESTRING (12.2429423 43.4559098, 12.2431713 43.455357, 12.2433491 43.4548995, 12.2434549 43.4547053, 12.2435123 43.4545998, 12.2435535 43.454493)",,,,
1122603333,Rotonda Tina Anselmi,secondary,True,False,2.911,"LINESTRING (12.2437682 43.4543064, 12.2437356 43.4543176)",roundabout,,,
134510228,Via delle Santucce,residential,False,False,27.704,"LINESTRING (12.2411899 43.4539657, 12.2411619 43.4539919, 12.2411086 43.4542044)",,,,
60735587,Via Borgo Farinario,residential,True,False,27.491,"LINESTRING (12.2411086 43.4542044, 12.2412067 43.4542113, 12.2414411 43.454255)",,,,
134510228,Via delle Santucce,residential,False,False,67.681,"LINESTRING (12.2411086 43.4542044, 12.2410528 43.4542967, 12.2410391 43.4543233, 12.2408316 43.4546069, 12.2407345 43.4547303, 12.2407234 43.4547444)",,,,
134510228,Via delle Santucce,residential,False,True,27.704,"LINESTRING (12.2411086 43.4542044, 12.2411619 43.4539919, 12.2411899 43.4539657)",,,,
133856727,Corso Vittorio Emanuele,residential,True,False,9.058,"LINESTRING (12.2425068 43.4544869, 12.2425598 43.4544151)",,,,
773852496,Corso Vittorio Emanuele Secondo,living_street,False,True,83.844,"LINESTRING (12.2425068 43.4544869, 12.2422382 43.4548655, 12.2420758 43.4550674, 12.2420129 43.455141, 12.2420075 43.4551477)",,3.5,,
133350649,Via del Popolo,residential,True,False,36.421,"LINESTRING (12.2397607 43.4581521, 12.2394669 43.4580297, 12.2393718 43.4579861)",,,,
133738248,Via Mario Angeloni,residential,True,False,41.654,"LINESTRING (12.2397607 43.4581521, 12.239736 43.4582088, 12.2395422 43.4584908)",,,,
"[133738249, 187374246]",Via Mario Angeloni,living_street,False,True,76.51700000000001,"LINESTRING (12.2397607 43.4581521, 12.2399683 43.4578751, 12.2401623 43.4576114, 12.2401153 43.4575874, 12.2401312 43.4575574)",,,,
60437418,,residential,False,False,7.213,"LINESTRING (12.2411707 43.4586126, 12.2412535 43.458637)",,,,
133750442,Via Albizzini,residential,True,False,98.847,"LINESTRING (12.2411707 43.4586126, 12.2410507 43.4585757, 12.2408448 43.4585123, 12.2405563 43.4584421, 12.2403374 43.4584032, 12.2400966 43.4583349, 12.2400335 43.4582963)",,,,
