osmid,ref,highway,oneway,reversed,length,geometry,name,maxspeed
785617081,SP10,tertiary,False,True,22.131,"LINESTRING (13.5789548 43.3134611, 13.5787878 43.3135384, 13.5787265 43.3135706)",,
785651671,SP10,secondary,False,True,350.323,"LINESTRING (13.5789548 43.3134611, 13.579045 43.3134928, 13.5794257 43.3134072, 13.5795619 43.3134034, 13.5797212 43.3134238, 13.5798753 43.3134836, 13.5799841 43.3135454, 13.5804963 43.3140167, 13.5809076 43.3144296, 13.5809956 43.3145178, 13.5813086 43.314658, 13.5815897 43.3147839, 13.5817622 43.3148505, 13.581827 43.3148748, 13.5821397 43.3149957, 13.5822581 43.3150695, 13.58231 43.3151019)",Via Rossini,50
785651677,SP86,secondary,False,False,66.078,"LINESTRING (13.5789548 43.3134611, 13.5789275 43.3134001, 13.5789671 43.3133269, 13.5793927 43.3131056, 13.5794757 43.3130686)",Via Primo Maggio,50
785651677,SP86,secondary,False,False,18.406,"LINESTRING (13.5800299 43.3128216, 13.580203 43.3127142)",Via Primo Maggio,50
785651673,,unclassified,False,False,186.409,"LINESTRING (13.5800299 43.3128216, 13.5803838 43.313219, 13.5808651 43.3137184, 13.5812704 43.3141025, 13.5813952 43.3141622)",Via Isonzo,
785651677,SP86,secondary,False,True,52.582,"LINESTRING (13.5800299 43.3128216, 13.5795456 43.3130374, 13.5794757 43.3130686)",Via Primo Maggio,50
785651677,SP86,secondary,False,True,18.406,"LINESTRING (13.580203 43.3127142, 13.5800299 43.3128216)",Via Primo Maggio,50
103408374,,residential,False,False,154.94,"LINESTRING (13.580203 43.3127142, 13.5798961 43.3122761, 13.5798932 43.3122096, 13.5798854 43.3120341, 13.5798997 43.3119367, 13.5799342 43.3117023, 13.5799506 43.3115911, 13.5799656 43.3114891, 13.5799819 43.3113783)",Via Arno,
785651677,SP86,secondary,False,False,71.501,"LINESTRING (13.580203 43.3127142, 13.5802394 43.3126813, 13.5804168 43.3124854, 13.5806622 43.3121657)",Via Primo Maggio,50
785651677,SP86,secondary,False,True,62.592,"LINESTRING (13.5815832 43.3106359, 13.5815526 43.3106879, 13.5812785 43.3111533)",Via Primo Maggio,50
249226443,SP10,tertiary,False,False,15.893,"LINESTRING (13.5751007 43.3166474, 13.5752753 43.3167129)",Strada Provinciale Bivio delle Vergini,
249226443,SP10,tertiary,False,True,18.863,"LINESTRING (13.575504 43.3167459, 13.5752753 43.3167129)",Strada Provinciale Bivio delle Vergini,
129241058,,unclassified,True,False,26.274,"LINESTRING (13.575504 43.3167459, 13.5754119 43.3167896, 13.5752935 43.3168171, 13.5752043 43.3168283)",Via Colli Bellavista,
249226443,SP10,tertiary,False,False,460.93899999999996,"LINESTRING (13.575504 43.3167459, 13.5755653 43.3167377, 13.5757179 43.3166958, 13.5764877 43.3163785, 13.5766332 43.3163441, 13.5767874 43.3163292, 13.576943 43.3163377, 13.5772388 43.3163701, 13.5781732 43.3164665, 13.5795039 43.3165689, 13.5796238 43.3165512, 13.579759 43.3165043, 13.5798482 43.3164562, 13.5799162 43.31638, 13.579949 43.3162962, 13.5799553 43.3162011, 13.5799055 43.3160963, 13.5798165 43.3160177, 13.5795473 43.3158547, 13.5794393 43.3157894)",Strada Provinciale Bivio delle Vergini,
103408374,,residential,False,True,154.94,"LINESTRING (13.5799819 43.3113783, 13.5799656 43.3114891, 13.5799506 43.3115911, 13.5799342 43.3117023, 13.5798997 43.3119367, 13.5798854 43.3120341, 13.5798932 43.3122096, 13.5798961 43.3122761, 13.580203 43.3127142)",Via Arno,
150491242,,residential,False,True,64.114,"LINESTRING (13.5799819 43.3113783, 13.5803574 43.3114017, 13.5804183 43.3111026)",Via Piave,50
785617081,SP10,tertiary,False,False,22.131,"LINESTRING (13.5787265 43.3135706, 13.5787878 43.3135384, 13.5789548 43.3134611)",,
785617081,SP10,tertiary,False,True,381.274,"LINESTRING (13.5787265 43.3135706, 13.5784855 43.3136967, 13.5778102 43.313984, 13.5776519 43.314085, 13.5775474 43.3142111, 13.5775007 43.3142916, 13.5774824 43.3143799, 13.5774962 43.3145372, 13.5775649 43.3147632, 13.5776946 43.3149704, 13.5779061 43.3151965, 13.5780435 43.3152981, 13.5781753 43.3153726, 13.5789871 43.3156014, 13.5793441 43.3157498, 13.5794393 43.3157894)",,
785617074,,residential,True,False,43.752,"LINESTRING (13.5786252 43.3138847, 13.578568 43.3137834, 13.5786367 43.3137167, 13.5787718 43.3136367, 13.5787265 43.3135706)",,
776703162,,residential,False,True,102.089,"LINESTRING (13.5802102 43.3142947, 13.580348 43.3144567, 13.5804141 43.3145228, 13.5804836 43.3145761, 13.5806647 43.3146967, 13.5807807 43.3147693, 13.581068 43.3149592)",Via Giuseppe Mazzini,
785617073,,residential,True,False,175.25199999999998,"LINESTRING (13.5802102 43.3142947, 13.5802541 43.3142186, 13.5801279 43.3140725, 13.5799848 43.3139312, 13.5799037 43.3138384, 13.5798187 43.3137465, 13.5797406 43.3137069, 13.5796563 43.3136857, 13.5795434 43.3136801, 13.5794372 43.3136766, 13.5792568 43.3137025, 13.579139 43.3137272, 13.5789742 43.3137975, 13.5787019 43.3138718, 13.5786252 43.3138847)",Via Umbero I,
785627264,,residential,False,False,20.961,"LINESTRING (13.5802102 43.3142947, 13.5801514 43.3143105, 13.579967 43.3143597)",Via Cavour,
129241071,,residential,False,False,54.924,"LINESTRING (13.579967 43.3143597, 13.5798491 43.3143856, 13.5793879 43.3143998, 13.579294 43.3144043)",Via Cavour,
"[129241074, 785629686]",,residential,False,False,70.433,"LINESTRING (13.579967 43.3143597, 13.5799892 43.3144482, 13.5802116 43.3145984, 13.5802729 43.3146359, 13.580226 43.3147357, 13.580145 43.3148833)","['Via Fonti', 'Piazza Vittorio Emanuele']",
785627264,,residential,False,True,20.961,"LINESTRING (13.579967 43.3143597, 13.5801514 43.3143105, 13.5802102 43.3142947)",Via Cavour,
129241071,,residential,False,True,54.924,"LINESTRING (13.579294 43.3144043, 13.5793879 43.3143998, 13.5798491 43.3143856, 13.579967 43.3143597)",Via Cavour,
129243354,,residential,False,True,119.23299999999999,"LINESTRING (13.579294 43.3144043, 13.5791355 43.314336, 13.5788364 43.3143313, 13.5786842 43.3143363, 13.5786137 43.3142039, 13.5784522 43.3143008, 13.5783107 43.3143747, 13.5782417 43.3144546, 13.5782227 43.3145479)",Via Gioacchino Belli,
"[785627262, 785651678]",,residential,False,False,53.579,"LINESTRING (13.579294 43.3144043, 13.5792105 43.3144675, 13.5791284 43.3145129, 13.5789978 43.3145141, 13.5786898 43.3145171)",,
785629684,,residential,False,True,38.694,"LINESTRING (13.5791509 43.3147778, 13.5796284 43.3147975)",,
129241063,,residential,False,True,15.583,"LINESTRING (13.5796284 43.3147975, 13.5794621 43.3148682)",,
785629684,,residential,False,False,38.694,"LINESTRING (13.5796284 43.3147975, 13.5791509 43.3147778)",,
776703161,,residential,False,True,43.363,"LINESTRING (13.5796284 43.3147975, 13.5797934 43.3147972, 13.580145 43.3148833)",Piazzale Pescheria,
129241070,,residential,False,True,87.876,"LINESTRING (13.580145 43.3148833, 13.5801402 43.3149458, 13.5803488 43.3149904, 13.5805732 43.3150217, 13.5808822 43.3150682, 13.581068 43.3149592)",Via Gugliermo Oberdan,
776703161,,residential,False,False,43.363,"LINESTRING (13.580145 43.3148833, 13.5797934 43.3147972, 13.5796284 43.3147975)",Piazzale Pescheria,
"[129241074, 785629686]",,residential,False,True,70.43299999999999,"LINESTRING (13.580145 43.3148833, 13.580226 43.3147357, 13.5802729 43.3146359, 13.5802116 43.3145984, 13.5799892 43.3144482, 13.579967 43.3143597)","['Via Fonti', 'Piazza Vittorio Emanuele']",
129241063,,residential,False,False,15.583,"LINESTRING (13.5794621 43.3148682, 13.5796284 43.3147975)",,
129241063,,residential,False,True,75.195,"LINESTRING (13.5794621 43.3148682, 13.5801561 43.3150049, 13.5801285 43.3151567)",,
785627261,,residential,False,False,72.15299999999999,"LINESTRING (13.5794621 43.3148682, 13.5788789 43.3150129, 13.5786161 43.3149524)",,
129241070,,residential,False,False,87.876,"LINESTRING (13.581068 43.3149592, 13.5808822 43.3150682, 13.5805732 43.3150217, 13.5803488 43.3149904, 13.5801402 43.3149458, 13.580145 43.3148833)",Via Gugliermo Oberdan,
776703162,,residential,False,False,102.089,"LINESTRING (13.581068 43.3149592, 13.5807807 43.3147693, 13.5806647 43.3146967, 13.5804836 43.3145761, 13.5804141 43.3145228, 13.580348 43.3144567, 13.5802102 43.3142947)",Via Giuseppe Mazzini,
776703162,,residential,False,True,51.348,"LINESTRING (13.581068 43.3149592, 13.5811712 43.3150136, 13.581659 43.3151148)",Via Giuseppe Mazzini,
785596518,,residential,False,False,21.331000000000003,"LINESTRING (13.58231 43.3151019, 13.5822855 43.3152149, 13.582269 43.3152914)",Piazza Giacomo Matteotti,
785617082,,residential,False,False,54.911,"LINESTRING (13.58231 43.3151019, 13.5821111 43.3150792, 13.5820537 43.3150724, 13.5818477 43.3150472, 13.581659 43.3151148)",Piazza Giuseppe Garibaldi,
785651671,SP10,secondary,False,False,350.323,"LINESTRING (13.58231 43.3151019, 13.5822581 43.3150695, 13.5821397 43.3149957, 13.581827 43.3148748, 13.5817622 43.3148505, 13.5815897 43.3147839, 13.5813086 43.314658, 13.5809956 43.3145178, 13.5809076 43.3144296, 13.5804963 43.3140167, 13.5799841 43.3135454, 13.5798753 43.3134836, 13.5797212 43.3134238, 13.5795619 43.3134034, 13.5794257 43.3134072, 13.579045 43.3134928, 13.5789548 43.3134611)",Via Rossini,50
785651672,,residential,True,False,72.538,"LINESTRING (13.58231 43.3151019, 13.5824178 43.3149706, 13.582522 43.3147705, 13.5826993 43.3145159)",Via Marconi,
788875029,SP10,secondary,False,True,135.464,"LINESTRING (13.58231 43.3151019, 13.5823703 43.3151394, 13.5839383 43.3153522)",,50
