osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,tunnel,junction
207096724,2,SR3,Via Flaminia,primary,30,False,False,40.538,"LINESTRING (12.4809757 42.2105744, 12.4809587 42.2106799, 12.4808342 42.2109212)",,
207096724,2,SR3,Via Flaminia,primary,30,False,True,82.58699999999999,"LINESTRING (12.4809757 42.2105744, 12.4809674 42.2104851, 12.4809272 42.2103968, 12.4809033 42.2103529, 12.4808683 42.2103068, 12.4807933 42.2102228, 12.4807096 42.2101474, 12.4804634 42.20996)",,
35906381,,,Via della Libertà,residential,,False,True,32.303,"LINESTRING (12.4806891 42.2118627, 12.4810813 42.2118659)",,
724372891,2,SR3,Via Flaminia,primary,50,False,False,250.55900000000003,"LINESTRING (12.4806891 42.2118627, 12.4805722 42.2124034, 12.4804162 42.2126804, 12.4804102 42.2126911, 12.4801582 42.2129748, 12.4800589 42.2131139, 12.4800552 42.2131224, 12.4800325 42.2131741, 12.4799886 42.2132743, 12.4799785 42.2133096, 12.4799543 42.213394, 12.4799295 42.2136327, 12.4799225 42.2137471, 12.479907 42.213999)",,
724372891,2,SR3,Via Flaminia,primary,50,False,True,73.497,"LINESTRING (12.4806891 42.2118627, 12.4807288 42.2115723, 12.4807447 42.2112034)",,
31232321,,,Via Sant'Abbondio,residential,,False,False,16.546,"LINESTRING (12.479907 42.213999, 12.4800874 42.2140645)",,
724372891,2,SR3,Via Flaminia,primary,50,False,True,250.559,"LINESTRING (12.479907 42.213999, 12.4799225 42.2137471, 12.4799295 42.2136327, 12.4799543 42.213394, 12.4799785 42.2133096, 12.4799886 42.2132743, 12.4800325 42.2131741, 12.4800552 42.2131224, 12.4800589 42.2131139, 12.4801582 42.2129748, 12.4804102 42.2126911, 12.4804162 42.2126804, 12.4805722 42.2124034, 12.4806891 42.2118627)",,
31192620,,,Via Moretti,secondary,,False,True,97.345,"LINESTRING (12.4795276 42.2104943, 12.4800124 42.2102307, 12.4800452 42.2102128, 12.4803206 42.2100463, 12.4804634 42.20996)",,
31232237,,,Via Tenente Fazio,residential,,False,False,92.715,"LINESTRING (12.4795276 42.2104943, 12.4792526 42.2096997, 12.4792481 42.2096866)",,
717288821,,,Via Falisca,secondary,,False,False,25.728,"LINESTRING (12.4795276 42.2104943, 12.4794966 42.2105095, 12.4793414 42.2105853, 12.4792684 42.2106234)",,
31192620,,,Via Moretti,secondary,,False,False,97.345,"LINESTRING (12.4804634 42.20996, 12.4803206 42.2100463, 12.4800452 42.2102128, 12.4800124 42.2102307, 12.4795276 42.2104943)",,
