osmid,oneway,lanes,ref,name,highway,reversed,length,geometry,tunnel
491305284,False,2,SP262dir,Via Papa Giovanni XXIII,secondary,True,11.699,"LINESTRING (13.8888071 42.7517846, 13.8887821 42.7518882)",
484422860,False,,,Rione San Carlo,residential,False,34.525,"LINESTRING (13.8888071 42.7517846, 13.8888846 42.7518046, 13.8892239 42.7518272)",
491305284,False,2,SP262dir,Via Papa Giovanni XXIII,secondary,False,35.391000000000005,"LINESTRING (13.8888071 42.7517846, 13.8888274 42.7516798, 13.8888391 42.7516041, 13.8888396 42.7515846, 13.8888417 42.75151, 13.8888429 42.7514679)",
142312352,True,1,,Via S. Rocco,tertiary,False,34.201,"LINESTRING (13.8889066 42.7506373, 13.8887984 42.750619, 13.8884966 42.7505745)",
322213758,False,2,SP262dir,Via Francesco Crispi,secondary,False,15.341000000000001,"LINESTRING (13.8889066 42.7506373, 13.8889369 42.7505712, 13.8889806 42.750511)",
1222362399,False,2,SP262dir,Via Papa Giovanni XXIII,secondary,True,19.736,"LINESTRING (13.8889066 42.7506373, 13.8888938 42.7506927, 13.8888776 42.7507628, 13.8888662 42.7508123)",
1222362395,False,2,SP262dir,Via Francesco Crispi,secondary,False,20.908,"LINESTRING (13.8889806 42.750511, 13.8891131 42.7503501)",
322213758,False,2,SP262dir,Via Francesco Crispi,secondary,True,15.341000000000001,"LINESTRING (13.8889806 42.750511, 13.8889369 42.7505712, 13.8889066 42.7506373)",
1222362397,True,,,Via Nicola Pompizii,tertiary,False,7.849,"LINESTRING (13.888901 42.7502486, 13.8889219 42.7503175)",
"[491291690, 1069916677]",True,1,,"['Via Nicola Pompizii', 'Via San Rocco']",tertiary,False,62.207,"LINESTRING (13.888901 42.7502486, 13.8889039 42.7503851, 13.8888919 42.7504824, 13.8888679 42.750508, 13.8888407 42.7505205, 13.8887751 42.7505413, 13.8886908 42.7505406, 13.8885932 42.750538, 13.8885594 42.7505367, 13.8884966 42.7505745)",
130176600,True,,,Piazza Aurelio Saliceti,tertiary,False,46.649,"LINESTRING (13.8882083 42.7481636, 13.8884426 42.7482007, 13.8885403 42.7484334)",
321617387,False,,,Via Campo dei Fiori,residential,True,87.322,"LINESTRING (13.8882083 42.7481636, 13.8881778 42.7481484, 13.8880453 42.7480968, 13.8879909 42.7480676, 13.8879168 42.7480314, 13.8873415 42.747706)",
321620293,False,,,Via della Stazione,tertiary,True,88.668,"LINESTRING (13.8882083 42.7481636, 13.8881662 42.7480223, 13.8881103 42.7479374, 13.8880211 42.7478022, 13.8880141 42.747394)",
321617382,False,2,,Via Francesco Patella,tertiary,False,59.824000000000005,"LINESTRING (13.8865956 42.7492794, 13.8860159 42.7491912, 13.8858782 42.7491702)",
321617382,False,2,,Via Francesco Patella,tertiary,True,58.475,"LINESTRING (13.8865956 42.7492794, 13.8866868 42.7492986, 13.8872542 42.7494181, 13.8872832 42.7494261)",
491299956,False,,,,residential,True,90.63300000000001,"LINESTRING (13.8865956 42.7492794, 13.8866119 42.7492509, 13.8866496 42.7491851, 13.8866862 42.7491213, 13.8867481 42.7491152, 13.8867798 42.749112, 13.8868646 42.749068, 13.8868779 42.7490372, 13.8869861 42.7485784)",
116934454,False,2,,Via Aldo Moro,residential,True,33.996,"LINESTRING (13.8873508 42.7511019, 13.8873183 42.7514067)",
1070341786,False,2,,Via Aldo Moro,residential,False,14.444,"LINESTRING (13.8873508 42.7511019, 13.8873678 42.7509726)",
130176617,False,2,,Via Michelangelo Buonarroti,residential,False,179.12199999999999,"LINESTRING (13.8873508 42.7511019, 13.887325 42.7511089, 13.8873023 42.7511151, 13.8866548 42.7512913, 13.8864363 42.7513508, 13.8863141 42.751384, 13.8859238 42.7514467, 13.8855152 42.7514556, 13.8852408 42.7514153)",
321620291,False,,,Via Pietro Nenni,residential,False,48.945,"LINESTRING (13.8869154 42.7449918, 13.8875026 42.7450801)",
321617382,False,2,,Via Francesco Patella,tertiary,True,174.543,"LINESTRING (13.8869154 42.7449918, 13.8868502 42.7452468, 13.8867986 42.7454271, 13.8867214 42.745564, 13.8866302 42.7456979, 13.8864849 42.7458422, 13.8863504 42.7459435, 13.8859553 42.74622, 13.8858453 42.7462892)",
1070272567,False,2,,Via Guglielmo Marconi,residential,False,39.647999999999996,"LINESTRING (13.8875921 42.7490355, 13.8878242 42.7487462, 13.8878386 42.7487283)",
1070272570,False,2,,Via Guglielmo Marconi,residential,True,21.686,"LINESTRING (13.8875921 42.7490355, 13.8875832 42.7491333, 13.8875745 42.7492301)",
321617382,False,2,,Via Francesco Patella,tertiary,False,2.837,"LINESTRING (13.8830876 42.7484066, 13.8830822 42.7483814)",
321617382,False,2,,Via Francesco Patella,tertiary,True,255.14200000000002,"LINESTRING (13.8830876 42.7484066, 13.8832157 42.7485857, 13.8832643 42.7486264, 13.8833925 42.7487335, 13.8836548 42.7488589, 13.8839109 42.7489305, 13.8841605 42.7489624, 13.8843317 42.7489843, 13.8844033 42.7489926, 13.8852952 42.7490962, 13.8858782 42.7491702)",
321617384,False,2,,Via Borgo Nuovo,residential,False,119.966,"LINESTRING (13.8830876 42.7484066, 13.8831902 42.7483825, 13.8833443 42.7483463, 13.8838897 42.7483324, 13.8842371 42.7483636, 13.8845388 42.7483907)",
116934451,False,,,Via Leonardo da Vinci,residential,False,37.743,"LINESTRING (13.8852408 42.7514153, 13.88529 42.7510778)",
130176617,False,2,,Via Michelangelo Buonarroti,residential,False,79.885,"LINESTRING (13.8852408 42.7514153, 13.8843017 42.7512138)",
