osmid,lanes,highway,maxspeed,junction,oneway,reversed,length,geometry,name,bridge,ref
921622268,1,secondary,50,roundabout,True,False,5.101,"LINESTRING (14.7104523 42.1262044, 14.7104227 42.1262111, 14.7103918 42.1262115)",,,
921622266,1,secondary,50,roundabout,True,False,7.155,"LINESTRING (14.7104568 42.1260563, 14.7104805 42.1260687, 14.7104991 42.1260851, 14.7105113 42.1261045)",,,
921622264,1,secondary,50,roundabout,True,False,13.201,"LINESTRING (14.7105113 42.1261045, 14.7105166 42.1261279, 14.7105126 42.1261515, 14.7104997 42.1261732, 14.7104791 42.1261913, 14.7104523 42.1262044)",,,
101332387,,residential,,,True,False,136.41,"LINESTRING (14.7035725 42.11986, 14.7042519 42.1202031, 14.7045989 42.1203939, 14.7049391 42.12055)",Via Pitagora,,
"[1160179544, 46792277]",2,residential,,,False,True,309.052,"LINESTRING (14.7035725 42.11986, 14.7035703 42.1199761, 14.7035506 42.1200515, 14.7034923 42.1201584, 14.7033734 42.1203262, 14.7029628 42.120866, 14.7025375 42.1214873, 14.7023756 42.1222836, 14.7023515 42.1223772, 14.7023419 42.1224412)",Via dei Conti Ricci,,
46792334,,residential,,,False,False,42.14,"LINESTRING (14.7066588 42.120574, 14.7062289 42.1203692)",Via Tibullo,,
226388475,,secondary,30,,False,False,9.996,"LINESTRING (14.7066588 42.120574, 14.7067218 42.1204972)",Corso Giuseppe Mazzini,,
226388475,,secondary,30,,False,True,24.667,"LINESTRING (14.7066588 42.120574, 14.7065076 42.1207654)",Corso Giuseppe Mazzini,,
46792334,,residential,,,False,False,12.84,"LINESTRING (14.7062289 42.1203692, 14.706098 42.1203067)",Via Tibullo,,
46792334,,residential,,,False,True,42.14,"LINESTRING (14.7062289 42.1203692, 14.7066588 42.120574)",Via Tibullo,,
46792335,,residential,,,True,False,75.21900000000001,"LINESTRING (14.7062289 42.1203692, 14.7059382 42.1207185, 14.7057498 42.1209448)",Via Tito Livio,,
204515112,,residential,,,False,False,4.63,"LINESTRING (14.7000271 42.124208, 14.7000635 42.1241763)",Via Maddalena,,
909930375,,residential,,,True,False,22.555,"LINESTRING (14.7000271 42.124208, 14.6999988 42.1242489, 14.6999798 42.1242763, 14.6999523 42.1243392, 14.699933 42.1243974)",Via Maddalena,,
909930372,,secondary,50,,False,False,3.559,"LINESTRING (14.700564 42.1283047, 14.7005374 42.1282795)",Circonvallazione Istoniense,,
441622978,,secondary,,,True,False,46.897,"LINESTRING (14.700564 42.1283047, 14.7006819 42.1283686, 14.7007948 42.1284182, 14.7008469 42.1284408, 14.7009554 42.1284822, 14.7010538 42.1285171)",Circonvallazione Istoniense,,
101173416,,tertiary,,,False,False,27.237,"LINESTRING (14.7108899 42.125325, 14.710881 42.1251465, 14.7108787 42.1250802)",Viale Silvio e Francesco Ciccarone,,
361428695,,tertiary,,,True,False,31.409999999999997,"LINESTRING (14.7108899 42.125325, 14.7109155 42.1254316, 14.7109294 42.1255282, 14.7109457 42.1256043)",Viale Ciccarone,,
181424402,,tertiary,,,False,True,55.499,"LINESTRING (14.710841 42.1242621, 14.710172 42.1242082)",Via Giulio Cesare,,
101173416,,tertiary,,,False,True,91.025,"LINESTRING (14.710841 42.1242621, 14.7108695 42.1247865, 14.7108787 42.1250802)",Viale Silvio e Francesco Ciccarone,,
101173419,,tertiary,,,False,False,261.884,"LINESTRING (14.710841 42.1242621, 14.7108264 42.1239491, 14.7108126 42.1237177, 14.7107877 42.1233005, 14.7107774 42.1231056, 14.7107593 42.122716, 14.7107186 42.1219087)",Viale Silvio e Francesco Ciccarone,,
226388475,,secondary,30,,False,False,12.292,"LINESTRING (14.7047725 42.1229926, 14.704843 42.1228952)",Corso Giuseppe Mazzini,,
100971024,,tertiary,,,False,False,80.944,"LINESTRING (14.7047725 42.1229926, 14.7052538 42.1231778, 14.7056437 42.1233278)",Via Giulio Cesare,,
226388475,,secondary,30,,False,True,74.62700000000001,"LINESTRING (14.7047725 42.1229926, 14.704601 42.1232455, 14.7043855 42.1235991)",Corso Giuseppe Mazzini,,
100971028,,residential,,,False,True,21.48,"LINESTRING (14.7113912 42.1220349, 14.7113488 42.1218443)",Via Santa Caterina da Siena,,
100971028,,residential,,,False,False,231.234,"LINESTRING (14.7113912 42.1220349, 14.7114526 42.1223505, 14.7115626 42.1229164, 14.7116658 42.1233789, 14.711721 42.1239679, 14.7117329 42.1240973)",Via Santa Caterina da Siena,,
204406601,,residential,,,False,True,52.467,"LINESTRING (14.7107186 42.1219087, 14.7113488 42.1218443)",,,
100971023,,residential,,,False,True,39.650999999999996,"LINESTRING (14.7107186 42.1219087, 14.7104682 42.1219167, 14.7103498 42.1219178, 14.7102382 42.1219139)",Corso Europa,,
101173419,,tertiary,,,False,False,166.252,"LINESTRING (14.7107186 42.1219087, 14.7106748 42.121029, 14.710637 42.1204148)",Viale Silvio e Francesco Ciccarone,,
101173419,,tertiary,,,False,True,261.884,"LINESTRING (14.7107186 42.1219087, 14.7107593 42.122716, 14.7107774 42.1231056, 14.7107877 42.1233005, 14.7108126 42.1237177, 14.7108264 42.1239491, 14.710841 42.1242621)",Viale Silvio e Francesco Ciccarone,,
100971028,,residential,,,False,False,28.674,"LINESTRING (14.710626 42.1201484, 14.7107718 42.1203825)",Via Santa Caterina da Siena,,
101173419,,tertiary,,,False,False,29.542,"LINESTRING (14.710626 42.1201484, 14.7105456 42.1198895)",Viale Silvio e Francesco Ciccarone,,
101173419,,tertiary,,,False,True,29.636,"LINESTRING (14.710626 42.1201484, 14.710637 42.1204148)",Viale Silvio e Francesco Ciccarone,,
886734769,,residential,,,False,True,130.423,"LINESTRING (14.710626 42.1201484, 14.7097815 42.1202481, 14.7093575 42.1203041, 14.7092728 42.1203045, 14.7092222 42.1202962, 14.7091566 42.1202783, 14.7090775 42.1202479)",Via San Giovanni da Capestrano,,
226388475,,secondary,30,,False,False,24.667,"LINESTRING (14.7065076 42.1207654, 14.7066588 42.120574)",Corso Giuseppe Mazzini,,
100971023,,residential,,,False,False,92.14,"LINESTRING (14.7065076 42.1207654, 14.7066056 42.1208085, 14.7074688 42.1211877)",Corso Europa,,
226388475,,secondary,30,,False,True,49.581,"LINESTRING (14.7065076 42.1207654, 14.7063835 42.120919, 14.7062051 42.1211507)",Corso Giuseppe Mazzini,,
226388475,,secondary,30,,False,False,60.041,"LINESTRING (14.704843 42.1228952, 14.7051997 42.1224245)",Corso Giuseppe Mazzini,,
226388475,,secondary,30,,False,True,12.292,"LINESTRING (14.704843 42.1228952, 14.7047725 42.1229926)",Corso Giuseppe Mazzini,,
204404067,,residential,,,True,False,70.733,"LINESTRING (14.704843 42.1228952, 14.7044683 42.1228734, 14.7043141 42.1228619, 14.7041613 42.1228436, 14.7039932 42.1228165)",Via Sette Dolori,,
100971024,,tertiary,,,False,False,128.819,"LINESTRING (14.7056437 42.1233278, 14.7068092 42.1237733, 14.7069329 42.1238103, 14.7070427 42.1238411)",Via Giulio Cesare,,
100971024,,tertiary,,,False,True,80.944,"LINESTRING (14.7056437 42.1233278, 14.7052538 42.1231778, 14.7047725 42.1229926)",Via Giulio Cesare,,
100971023,,residential,,,False,False,30.496000000000002,"LINESTRING (14.7087371 42.1217692, 14.7088317 42.1218039, 14.7089472 42.1218279, 14.7090902 42.1218421)",Corso Europa,,
100971023,,residential,,,False,True,122.977,"LINESTRING (14.7087371 42.1217692, 14.7086317 42.121719, 14.7081559 42.1215016, 14.7078879 42.1213792, 14.7074688 42.1211877)",Corso Europa,,
100971025,,residential,,,True,False,251.63299999999998,"LINESTRING (14.7087371 42.1217692, 14.7085622 42.1222558, 14.7084767 42.1224936, 14.7082442 42.1230644, 14.7081854 42.1232139, 14.7080902 42.1234557, 14.7079942 42.1237061, 14.7079629 42.1237779, 14.7079252 42.1238818, 14.7079106 42.1239469)",Via Vittorio Bachelet,,
359398906,,residential,,,False,True,40.374,"LINESTRING (14.7057056 42.1256071, 14.7059035 42.1259392)",,,
101259109,,residential,,,True,False,64.30199999999999,"LINESTRING (14.7057056 42.1256071, 14.7056277 42.1257989, 14.7056041 42.125873, 14.7055899 42.1259645, 14.7055873 42.1260228, 14.7055925 42.1260906, 14.7055999 42.1261739)",Via Emilio Alessandrini,,
100971028,,residential,,,False,False,36.758,"LINESTRING (14.7110195 42.1209356, 14.7111349 42.1212549)",Via Santa Caterina da Siena,,
100971028,,residential,,,False,True,64.806,"LINESTRING (14.7110195 42.1209356, 14.7107718 42.1203825)",Via Santa Caterina da Siena,,
101259105,,residential,,,False,False,46.8,"LINESTRING (14.7110195 42.1209356, 14.7115637 42.1208164)",Via Santa Rita da Cascia,,
100971028,,residential,,,False,False,64.806,"LINESTRING (14.7107718 42.1203825, 14.7110195 42.1209356)",Via Santa Caterina da Siena,,
100971028,,residential,,,False,True,28.674,"LINESTRING (14.7107718 42.1203825, 14.710626 42.1201484)",Via Santa Caterina da Siena,,
101259101,,residential,,,False,False,92.209,"LINESTRING (14.7107718 42.1203825, 14.711826 42.1201064)",Via Sant'Agnese,,
359408088,,residential,,,False,True,11.684,"LINESTRING (14.7107718 42.1203825, 14.710637 42.1204148)",,,
100971023,,residential,,,False,False,55.108,"LINESTRING (14.7090902 42.1218421, 14.7093647 42.1218596, 14.7097558 42.1218855)",Corso Europa,,
100971023,,residential,,,False,True,30.496000000000002,"LINESTRING (14.7090902 42.1218421, 14.7089472 42.1218279, 14.7088317 42.1218039, 14.7087371 42.1217692)",Corso Europa,,
"[1202037355, 101259055]",,residential,,,False,True,177.44,"LINESTRING (14.7090902 42.1218421, 14.7091246 42.1209285, 14.7091254 42.1207727, 14.7090775 42.1202479)","['Via della Repubblica', 'Piazza della Repubblica']",,
