osmid,oneway,name,highway,reversed,length,lanes,geometry,junction,bridge,maxspeed,access,tunnel
377176836,False,Via Don Luigi Monza,residential,True,162.004,,"LINESTRING (9.0421413 45.621575, 9.0420371 45.6217467, 9.0417333 45.6222531, 9.0416196 45.6224394, 9.0415933 45.6224844, 9.0415049 45.6226158, 9.0414754 45.6226915, 9.0414599 45.6227739, 9.0414528 45.6229371)",,,,,
273527427,False,Via Nicolò Tommaseo,residential,True,102.854,,"LINESTRING (9.0400346 45.6269951, 9.0399148 45.6269993, 9.0391863 45.6270442, 9.0387486 45.6271666)",,,,permit,
273535719,False,Via Nicolò Tommaseo,residential,False,59.356,,"LINESTRING (9.0400346 45.6269951, 9.040737 45.6269479, 9.0407944 45.626944)",,,,,
273535720,True,Via Nina Biffi Gianetti,residential,False,184.774,,"LINESTRING (9.0400346 45.6269951, 9.040156 45.6278323, 9.0403067 45.6283682, 9.0404795 45.6285647, 9.0404909 45.6285777, 9.0405134 45.628601)",,,,,
560538128,True,Piazza Don Giuseppe Borella,unclassified,False,11.382,,"LINESTRING (9.0405134 45.628601, 9.0406302 45.6285393)",roundabout,,30,,
1193579134,True,Via Alessandro Manzoni,residential,False,83.114,2,"LINESTRING (9.0407944 45.626944, 9.0406448 45.6262039)",,,,,
273535719,False,Via Nicolò Tommaseo,residential,True,59.356,,"LINESTRING (9.0407944 45.626944, 9.040737 45.6269479, 9.0400346 45.6269951)",,,,,
24469438,True,Piazza Unità d'Italia,unclassified,False,69.352,,"LINESTRING (9.0363303 45.6290944, 9.0365917 45.629187, 9.037086 45.6293501, 9.0371331 45.629366)",,,30,,
24469815,True,Piazza Unità d'Italia,unclassified,False,55.558,,"LINESTRING (9.0362266 45.629243, 9.0356137 45.6289862)",,,30,,
273536260,True,Piazza Unità d'Italia,residential,False,18.386,,"LINESTRING (9.0362266 45.629243, 9.0363303 45.6290944)",,,,,
75419643,True,Piazza Don Giuseppe Borella,unclassified,False,24.840000000000003,,"LINESTRING (9.0407773 45.6288992, 9.0407391 45.6289519, 9.0407195 45.628999, 9.0407007 45.6290435, 9.0406821 45.6291111)",,,,,
560538128,True,Piazza Don Giuseppe Borella,unclassified,False,17.070999999999998,,"LINESTRING (9.0407773 45.6288992, 9.040726 45.6289217, 9.0406535 45.6289487, 9.0405813 45.6289671)",roundabout,,30,,
314992881,True,Piazza Unità d'Italia,residential,False,24.738,,"LINESTRING (9.0371331 45.629366, 9.0371361 45.6294297, 9.0371303 45.6294727, 9.0371176 45.6295047, 9.0370894 45.6295266, 9.0370214 45.6295497)",,,30,,
314993137,True,Piazza Unità d'Italia,residential,False,12.934000000000001,,"LINESTRING (9.0371331 45.629366, 9.0371774 45.6294389, 9.0371908 45.6294748)",,,30,,
24469815,True,Piazza Unità d'Italia,unclassified,False,70.597,,"LINESTRING (9.0370214 45.6295497, 9.0364707 45.6293319, 9.0362266 45.629243)",,,30,,
24469815,True,Piazza Unità d'Italia,unclassified,False,6.19,,"LINESTRING (9.037082 45.6295858, 9.0370214 45.6295497)",,,30,,
315464513,False,Piazza Aviatori d'Italia,residential,True,2.253,,"LINESTRING (9.0351815 45.6285269, 9.0351563 45.6285169)",,,30,,
24469438,True,Piazza Unità d'Italia,unclassified,False,53.538000000000004,,"LINESTRING (9.0351815 45.6285269, 9.0353139 45.6286261, 9.0353478 45.6286515, 9.0355698 45.6287593, 9.035715 45.628827)",,,30,,
315464513,False,Piazza Aviatori d'Italia,residential,False,2.31,,"LINESTRING (9.0351305 45.6285066, 9.0351563 45.6285169)",,,30,,
"[315464513, 24469436]",False,"[""Piazza Aviatori d'Italia"", 'Via Giuseppe Verdi']","['residential', 'unclassified']",True,34.516999999999996,,"LINESTRING (9.0351305 45.6285066, 9.0350847 45.6284518, 9.035009 45.6284009, 9.0349143 45.6283796, 9.0348057 45.6283777, 9.0347685 45.628388)",,,30,,
315464513,False,Piazza Aviatori d'Italia,residential,False,2.253,,"LINESTRING (9.0351563 45.6285169, 9.0351815 45.6285269)",,,30,,
315464513,False,Piazza Aviatori d'Italia,residential,True,2.31,,"LINESTRING (9.0351563 45.6285169, 9.0351305 45.6285066)",,,30,,
317870339,False,Via Maestri del Lavoro,residential,True,90.80199999999999,,"LINESTRING (9.0368466 45.6213475, 9.036455 45.6215538, 9.0364282 45.6216439, 9.0360484 45.621918)",,,30,,
1050013822,False,Piazza della Repubblica,residential,True,10.274,,"LINESTRING (9.0370898 45.623607, 9.0370792 45.6235149)",,,,,
1050013821,True,Piazza della Repubblica,residential,False,116.086,,"LINESTRING (9.0370898 45.623607, 9.0367045 45.6236205, 9.0367109 45.6237495, 9.0367193 45.6238681, 9.0371136 45.6238568, 9.0371022 45.6237371, 9.0370898 45.623607)",,,,,
24419857,True,Via Carlo Casati,residential,False,79.687,,"LINESTRING (9.0372468 45.6235057, 9.0372203 45.6227893)",,,,,
318212631,False,Piazza della Repubblica,residential,False,13.074,,"LINESTRING (9.0372468 45.6235057, 9.0370792 45.6235149)",,,,,
318212631,False,Piazza della Repubblica,residential,True,13.074,,"LINESTRING (9.0370792 45.6235149, 9.0372468 45.6235057)",,,,,
1050013822,False,Piazza della Repubblica,residential,False,10.274,,"LINESTRING (9.0370792 45.6235149, 9.0370898 45.623607)",,,,,
1050013822,False,Piazza della Repubblica,residential,True,7.908,,"LINESTRING (9.0370792 45.6235149, 9.0370682 45.6234442)",,,,,
46612731,True,Via Don Luigi Monza,residential,False,13.989999999999998,,"LINESTRING (9.0413945 45.6237815, 9.041409 45.6238758, 9.0414137 45.6239066)",,,,,
377176836,False,Via Don Luigi Monza,residential,False,94.00200000000001,,"LINESTRING (9.0413945 45.6237815, 9.0414455 45.6230422, 9.0414528 45.6229371)",,,,,
"[924825330, 24231730]",True,"['Via Marchese Giulio Antici', 'Via Giacomo Leopardi']",residential,False,158.94299999999998,,"LINESTRING (9.0390716 45.6241897, 9.0382769 45.6247873, 9.0374032 45.6248402)",,,,,
377176830,True,,tertiary,False,9.687000000000001,,"LINESTRING (9.0357191 45.6241526, 9.0357075 45.6241386, 9.0356985 45.6241093, 9.0357083 45.6240689)",roundabout,,,,
562950654,True,Via Guglielmo Marconi,tertiary,False,12.818,,"LINESTRING (9.0412491 45.6239126, 9.0414137 45.6239066)",,,,,
377176835,True,Via Don Luigi Monza,residential,False,18.974,,"LINESTRING (9.0412491 45.6239126, 9.0413058 45.623881, 9.0413415 45.6238587, 9.0413646 45.6238377, 9.0413945 45.6237815)",,,,,
46612861,True,Via don Giosuè Pusterla,residential,False,71.565,,"LINESTRING (9.0338143 45.6259388, 9.0339718 45.6265729)",,,,permit,
46612681,True,Via Quattro Novembre,residential,False,52.335,,"LINESTRING (9.0376846 45.6227939, 9.0383575 45.6228003)",,,,,
"[611483314, 548698434]",False,"['Via Banfi Saul', 'Via Rodolfo Bucco']",residential,"[False, True]",120.481,,"LINESTRING (9.0376846 45.6227939, 9.0376862 45.6224007, 9.037685 45.6221942, 9.0380416 45.6221923, 9.0383767 45.6221884)",,,,,
560538128,True,Piazza Don Giuseppe Borella,unclassified,False,38.199,,"LINESTRING (9.0405813 45.6289671, 9.0405127 45.6289717, 9.040446 45.6289608, 9.0404021 45.6289412, 9.0403551 45.6289004, 9.0403464 45.6288322, 9.040352 45.6287894, 9.0403669 45.6287434)",roundabout,,30,,
560538128,True,Piazza Don Giuseppe Borella,unclassified,False,19.605999999999998,,"LINESTRING (9.0403669 45.6287434, 9.0404017 45.628699, 9.0404461 45.6286524, 9.0405134 45.628601)",roundabout,,30,,
611483315,False,Via Rodolfo Bucco,residential,True,48.015,,"LINESTRING (9.0383796 45.6217566, 9.0383767 45.6221884)",,,,,
611483314,False,Via Rodolfo Bucco,residential,True,49.22,,"LINESTRING (9.0383767 45.6221884, 9.0390096 45.6221891)",,,,,
611483315,False,Via Rodolfo Bucco,residential,False,48.015,,"LINESTRING (9.0383767 45.6221884, 9.0383796 45.6217566)",,,,,
"[611483314, 548698434]",False,"['Via Banfi Saul', 'Via Rodolfo Bucco']",residential,"[False, True]",120.481,,"LINESTRING (9.0383767 45.6221884, 9.0380416 45.6221923, 9.037685 45.6221942, 9.0376862 45.6224007, 9.0376846 45.6227939)",,,,,
"[618228528, 629170944, 629170943]",False,Viale Milano,residential,True,39.14,,"LINESTRING (9.0350787 45.6216889, 9.0350513 45.6215763, 9.034995 45.6213972, 9.0349775 45.6213442)",,,,,
"[46612674, 631275539, 24419854]",False,Viale Milano,residential,False,225.653,2,"LINESTRING (9.0348251 45.6214153, 9.0348472 45.6214824, 9.0351345 45.6223202, 9.0352498 45.6227158, 9.035307 45.6228863, 9.035344 45.6229877, 9.0354892 45.6233905)",,,,,
"[758674844, 758674845, 1061365806, 1061365807]",False,,residential,False,150.384,,"LINESTRING (9.0348251 45.6214153, 9.0347388 45.6214514, 9.0347647 45.6215389, 9.0348668 45.6218858, 9.03507 45.6225762, 9.0351122 45.6227066)",,,,,yes
314993137,True,Piazza Unità d'Italia,residential,False,23.061,,"LINESTRING (9.0371908 45.6294748, 9.0372066 45.6295032, 9.0372337 45.6296791)",,,30,,
314994136,False,Via Giovanni Campi,residential,False,24.277,,"LINESTRING (9.0371908 45.6294748, 9.0372688 45.6294481, 9.0373759 45.6294266, 9.0374832 45.6294534)",,,,,
"[758674844, 758674845, 1061365806, 1061365807]",False,,residential,True,150.38400000000001,,"LINESTRING (9.0351122 45.6227066, 9.03507 45.6225762, 9.0348668 45.6218858, 9.0347647 45.6215389, 9.0347388 45.6214514, 9.0348251 45.6214153)",,,,,yes
980936628,False,Via Filippo Reina,residential,False,111.297,,"LINESTRING (9.0400679 45.6227708, 9.0400597 45.6217699)",,,,,
"[288202968, 288202969, 924825327]",True,Via Quattro Novembre,residential,False,80.03,,"LINESTRING (9.0400679 45.6227708, 9.0395591 45.6227833, 9.0394053 45.6227946, 9.03904 45.6227978)",,yes,,,
1050013822,False,Piazza della Repubblica,residential,False,7.908,,"LINESTRING (9.0370682 45.6234442, 9.0370792 45.6235149)",,,,,
318212632,True,Piazza della Repubblica,residential,False,229.877,,"LINESTRING (9.0370682 45.6234442, 9.0370218 45.6234523, 9.0369641 45.6234588, 9.0365882 45.6234735, 9.0358101 45.6235047, 9.0357425 45.6235023, 9.0357062 45.6234117, 9.0357351 45.6234151, 9.0357634 45.6234142, 9.0358094 45.6234133, 9.0362546 45.623364, 9.0363864 45.6233611, 9.0367503 45.6233693, 9.037029 45.6233425, 9.0370486 45.6233488, 9.0370551 45.6233602, 9.0370682 45.6234442)",,,,,
