osmid,name,highway,oneway,reversed,length,geometry,junction,lanes,ref,maxspeed,bridge,tunnel
200789143,Via Ventiquattro Maggio,residential,False,True,97.90899999999999,"LINESTRING (7.6460242 45.3874221, 7.6456307 45.3870631, 7.6452631 45.3867224)",,,,,,
453122880,,secondary,True,False,7.768,"LINESTRING (7.6460242 45.3874221, 7.6460455 45.3874042, 7.6460736 45.3873919, 7.6461058 45.3873864)",roundabout,,,,,
450027137,Corso Roma,tertiary,False,False,51.848,"LINESTRING (7.6467571 45.3902371, 7.646429 45.3903643, 7.6463922 45.390379, 7.6462625 45.3904202, 7.6461603 45.3904355)",,,,,,
450027137,Corso Roma,tertiary,False,True,40.891000000000005,"LINESTRING (7.6467571 45.3902371, 7.646955 45.3901581, 7.6471848 45.3901187, 7.6472426 45.3901089)",,,,,,
450298213,Via Mazzini,residential,False,True,94.223,"LINESTRING (7.6467571 45.3902371, 7.6467198 45.3901776, 7.6463056 45.3895158, 7.646267 45.3894629)",,,,,,
450033404,Via San Rocco,tertiary,False,False,77.007,"LINESTRING (7.6443633 45.3901784, 7.644163 45.390139, 7.6435954 45.3900193, 7.6434218 45.3899734)",,,,,,
450033411,Via San Rocco,tertiary,True,False,29.583000000000002,"LINESTRING (7.6443633 45.3901784, 7.6444787 45.3901948, 7.6445949 45.3902075, 7.6447368 45.3902225)",,,,,,
449932676,Via Piero Gobetti,tertiary,False,False,122.32999999999998,"LINESTRING (7.6434218 45.3899734, 7.6436658 45.3897934, 7.6441265 45.3893356, 7.6443672 45.3890987)",,2,SP42,,,
450033404,Via San Rocco,tertiary,False,True,77.007,"LINESTRING (7.6434218 45.3899734, 7.6435954 45.3900193, 7.644163 45.390139, 7.6443633 45.3901784)",,,,,,
60356389,Via Pagliotti,residential,False,True,197.533,"LINESTRING (7.6484815 45.3938893, 7.6482336 45.3938665, 7.6461443 45.393226)",,,,,,
318757127,Via Ponte Vecchio,residential,False,False,22.973,"LINESTRING (7.6484815 45.3938893, 7.6485377 45.393946, 7.6486018 45.3939948, 7.6486517 45.3940567)",,,,50,,
328025185,Via Isonzo,residential,False,True,128.54399999999998,"LINESTRING (7.6484815 45.3938893, 7.6485653 45.3938328, 7.6487326 45.3936366, 7.6489201 45.3934047, 7.6491489 45.3930968, 7.6492249 45.3929921, 7.6492988 45.3928903)",,,,,,
449971725,Via Piave,residential,False,False,34.265,"LINESTRING (7.6550944 45.3902959, 7.6554601 45.3901256)",,,,,,
159753293,Via Piave,residential,False,True,257.70300000000003,"LINESTRING (7.6550944 45.3902959, 7.6549073 45.3904174, 7.6541672 45.390862, 7.6530991 45.3915037, 7.6525932 45.3918076)",,,,,,
118701550,Via Torino,secondary,False,False,24.585,"LINESTRING (7.6515137 45.3904737, 7.6512675 45.3906115)",,,,,,
"[328276995, 328276996, 60356381]",Via Giovanni Trione,residential,True,False,283.83400000000006,"LINESTRING (7.6515137 45.3904737, 7.6516451 45.3904663, 7.6517357 45.3904612, 7.6522826 45.3903848, 7.652941 45.3902587, 7.6532908 45.3902113, 7.6536297 45.3901988, 7.6537145 45.3902077, 7.6538051 45.3902172, 7.6539329 45.3902304, 7.6542781 45.3902547, 7.6546363 45.3902655, 7.6548597 45.3902623, 7.6548814 45.3902641, 7.6550049 45.3902741, 7.6550944 45.3902959)",,,,,viaduct,
118701550,Via Torino,secondary,False,True,376.464,"LINESTRING (7.6515137 45.3904737, 7.6533837 45.3893829, 7.6541853 45.3889079, 7.6544785 45.3887341, 7.6545548 45.3886889, 7.6547686 45.3885622, 7.654865 45.3885056, 7.6552122 45.3883021)",,,,,,
189721718,Via Ivrea,secondary,False,True,136.07299999999998,"LINESTRING (7.652517 45.3934914, 7.6523878 45.3933719, 7.6523616 45.3933468, 7.6522815 45.3932699, 7.6521542 45.3931718, 7.6514803 45.3925088)",,,,,,
60356386,Viale Giacomo Matteotti,residential,False,True,68.066,"LINESTRING (7.6512058 45.3883146, 7.6505299 45.3887011)",,,,,,
60356386,Viale Giacomo Matteotti,residential,False,False,467.361,"LINESTRING (7.6512058 45.3883146, 7.652181 45.3877582, 7.6522152 45.3877387, 7.6530132 45.3872835, 7.6533568 45.3870875, 7.6534436 45.387061, 7.6535919 45.3870158, 7.6539981 45.3868333, 7.6540812 45.3868124, 7.6541689 45.3868169, 7.6542835 45.3868711, 7.6546572 45.3871653, 7.6550308 45.3874595, 7.6553713 45.3877276, 7.6556781 45.3879755, 7.6556874 45.387983, 7.6557166 45.3880066)",,,,,,
158099473,Via Giuseppe Giacosa,residential,True,False,83.117,"LINESTRING (7.6512058 45.3883146, 7.6508349 45.3879738, 7.6505597 45.3877206)",,,,,,
60356389,Via Pagliotti,residential,False,False,49.096,"LINESTRING (7.6455736 45.3930407, 7.6461443 45.393226)",,,,,,
78412385,Via Walter Fillak,residential,False,True,8.239,"LINESTRING (7.6455736 45.3930407, 7.6456469 45.3929874)",,,,,,
78412385,Via Walter Fillak,residential,False,False,87.699,"LINESTRING (7.6455736 45.3930407, 7.6454661 45.3930576, 7.6452995 45.3931129, 7.6452191 45.3931449, 7.6450468 45.3932136, 7.6448017 45.3933277, 7.644703 45.3934052, 7.6446442 45.3934585)",,,,,,
60356386,Viale Giacomo Matteotti,residential,False,True,467.36099999999993,"LINESTRING (7.6557166 45.3880066, 7.6556874 45.387983, 7.6556781 45.3879755, 7.6553713 45.3877276, 7.6550308 45.3874595, 7.6546572 45.3871653, 7.6542835 45.3868711, 7.6541689 45.3868169, 7.6540812 45.3868124, 7.6539981 45.3868333, 7.6535919 45.3870158, 7.6534436 45.387061, 7.6533568 45.3870875, 7.6530132 45.3872835, 7.6522152 45.3877387, 7.652181 45.3877582, 7.6512058 45.3883146)",,,,,,
1271192648,Via Torino,secondary,False,False,29.801000000000002,"LINESTRING (7.6557166 45.3880066, 7.6554919 45.3881351, 7.6554232 45.3881779)",,,,,,
450034276,Via San Giuseppe Cottolengo,residential,False,False,9.592,"LINESTRING (7.6445984 45.392206, 7.6447108 45.3921712)",,,,,,
78412384,Via Massimo D'Azeglio,residential,False,False,119.925,"LINESTRING (7.6445984 45.392206, 7.6447532 45.3923784, 7.6450217 45.3925732, 7.6456469 45.3929874)",,,,,,
78412385,Via Walter Fillak,residential,False,False,8.239,"LINESTRING (7.6456469 45.3929874, 7.6455736 45.3930407)",,,,,,
78412384,Via Massimo D'Azeglio,residential,False,True,119.925,"LINESTRING (7.6456469 45.3929874, 7.6450217 45.3925732, 7.6447532 45.3923784, 7.6445984 45.392206)",,,,,,
450034276,Via San Giuseppe Cottolengo,residential,False,True,9.592,"LINESTRING (7.6447108 45.3921712, 7.6445984 45.392206)",,,,,,
"[158087932, 450034276]",Via San Giuseppe Cottolengo,residential,False,False,123.98,"LINESTRING (7.6447108 45.3921712, 7.6451003 45.392099, 7.6455149 45.3920707, 7.6459397 45.3920188, 7.6460681 45.3919849, 7.646137 45.3919517, 7.6462245 45.3918978)",,,,,,
450034277,Via Carlo Forlanini,residential,False,True,45.976,"LINESTRING (7.6447108 45.3921712, 7.6447479 45.391852, 7.6447587 45.3917591)",,,,,,
159753260,Via Cesare Battisti,residential,False,True,46.566,"LINESTRING (7.6448266 45.391257, 7.64486 45.3912369, 7.6450573 45.3911186, 7.6452868 45.3909908)",,,,,,
450034277,Via Carlo Forlanini,residential,False,False,56.12,"LINESTRING (7.6448266 45.391257, 7.6448274 45.391311, 7.6448019 45.3914753, 7.6447587 45.3917591)",,,,,,
450034277,Via Carlo Forlanini,residential,False,True,26.976000000000003,"LINESTRING (7.6448266 45.391257, 7.6447951 45.3911915, 7.6446757 45.3910611, 7.6446707 45.391043)",,,,,,
78412385,Via Walter Fillak,residential,False,True,51.961999999999996,"LINESTRING (7.6442091 45.3938108, 7.6443096 45.393745, 7.6445022 45.3935688, 7.6446442 45.3934585)",,,,,,
449971725,Via Piave,residential,False,True,34.265,"LINESTRING (7.6554601 45.3901256, 7.6550944 45.3902959)",,,,,,
450227774,Via Brigate Partigiane,secondary,True,False,31.557,"LINESTRING (7.6497239 45.3858208, 7.6498256 45.3857667, 7.6498801 45.3857299, 7.6499778 45.3856066)",,,,,,
