osmid,oneway,lanes,ref,name,highway,maxspeed,access,reversed,length,junction,geometry
170527661,True,2,SS7BIS,Via Nazionale,primary,50,yes,False,22.113,,"LINESTRING (14.7161349 40.8917687, 14.7159451 40.891631)"
170527662,True,,SS7BIS,Via Nazionale,primary,50,yes,False,15.825,roundabout,"LINESTRING (14.7161349 40.8917687, 14.7161461 40.8917203, 14.7161785 40.8916776, 14.7162223 40.8916487)"
170527662,True,,SS7BIS,Via Nazionale,primary,50,yes,False,15.365,roundabout,"LINESTRING (14.7164133 40.8918922, 14.7163518 40.8919083, 14.7162868 40.8919075, 14.7162392 40.8918904)"
441641558,True,2,SS7BIS,Via Taverna Campanile,primary,50,yes,False,29.951,,"LINESTRING (14.7167527 40.8918102, 14.7164133 40.8918922)"
170527712,False,2,SS7BIS,Via Taverna Campanile,primary,50,yes,True,233.524,,"LINESTRING (14.7167527 40.8918102, 14.719237 40.8915146, 14.7194994 40.8914987)"
489964302,False,2,SS7BIS,Via Nazionale,primary,50,yes,False,91.151,,"LINESTRING (14.715073 40.8903395, 14.7149405 40.8895259)"
251939016,False,,,Via Legniti,residential,,,True,195.42299999999997,,"LINESTRING (14.715073 40.8903395, 14.7136636 40.8904035, 14.7128616 40.8904117, 14.7127516 40.8904218)"
489964302,False,2,SS7BIS,Via Nazionale,primary,50,yes,True,165.104,,"LINESTRING (14.715073 40.8903395, 14.7151828 40.890781, 14.7152807 40.8909609, 14.7154352 40.8911626, 14.7157732 40.8915024, 14.7159451 40.891631)"
170527662,True,,SS7BIS,Via Nazionale,primary,50,yes,False,8.142,roundabout,"LINESTRING (14.7161601 40.8918394, 14.7161349 40.8917687)"
489964302,False,2,SS7BIS,Via Nazionale,primary,50,yes,False,80.62,,"LINESTRING (14.7149405 40.8895259, 14.7148054 40.8888081)"
489964302,False,2,SS7BIS,Via Nazionale,primary,50,yes,True,91.151,,"LINESTRING (14.7149405 40.8895259, 14.715073 40.8903395)"
157028960,False,,SP251,Via Aldo Moro,unclassified,50,yes,True,65.924,,"LINESTRING (14.7149405 40.8895259, 14.7151136 40.8894809, 14.7150922 40.8890267)"
170527665,True,2,SS7BIS,Via Taverna Campanile,primary,50,yes,False,22.018,,"LINESTRING (14.7165064 40.8917428, 14.7167527 40.8918102)"
170527662,True,,SS7BIS,Via Nazionale,primary,50,yes,False,19.517,roundabout,"LINESTRING (14.7165064 40.8917428, 14.7165069 40.8917919, 14.7164852 40.8918383, 14.7164437 40.8918762, 14.7164133 40.8918922)"
441672450,True,2,SS7BIS,Via Nazionale,primary,50,yes,False,23.384,,"LINESTRING (14.7159451 40.891631, 14.7162223 40.8916487)"
489964302,False,2,SS7BIS,Via Nazionale,primary,50,yes,False,165.104,,"LINESTRING (14.7159451 40.891631, 14.7157732 40.8915024, 14.7154352 40.8911626, 14.7152807 40.8909609, 14.7151828 40.890781, 14.715073 40.8903395)"
170527662,True,,SS7BIS,Via Nazionale,primary,50,yes,False,30.508999999999997,roundabout,"LINESTRING (14.7162223 40.8916487, 14.7162825 40.8916301, 14.7163766 40.891633, 14.7164346 40.8916552, 14.7164837 40.8916967, 14.7165064 40.8917428)"
157028960,False,,SP251,Via Aldo Moro,unclassified,50,yes,False,65.924,,"LINESTRING (14.7150922 40.8890267, 14.7151136 40.8894809, 14.7149405 40.8895259)"
157028960,False,,SP251,Via Aldo Moro,unclassified,50,yes,True,325.524,,"LINESTRING (14.7150922 40.8890267, 14.715237 40.8889253, 14.7155597 40.8890078, 14.7161069 40.8891944, 14.7164609 40.889385, 14.716664 40.889489, 14.7172862 40.8896025, 14.7177959 40.8896796, 14.7182143 40.8896025, 14.7184342 40.8893471, 14.7184675 40.8893088)"
272595934,False,,,,residential,,,False,354.762,,"LINESTRING (14.7150922 40.8890267, 14.7151905 40.888761, 14.7153653 40.8885156, 14.7155002 40.8883721, 14.71567 40.8883495, 14.7160496 40.8884477, 14.7166339 40.8886667, 14.7172433 40.8889121, 14.7176178 40.8890707, 14.7178875 40.8891235, 14.7184675 40.8893088)"
170527667,False,2,SS7BIS,Via Nazionale,primary,50,yes,True,352.408,,"LINESTRING (14.7099507 40.8959641, 14.7099029 40.8958419, 14.7098993 40.8957052, 14.7099745 40.895333, 14.7100318 40.8949756, 14.710005 40.8947577, 14.7099369 40.8944599, 14.7097847 40.8940187, 14.7097435 40.8938047, 14.7097406 40.8934794, 14.7097454 40.8928294)"
251938561,True,,,Corso Vittorio Emanuele II,residential,,,False,44.025,,"LINESTRING (14.7099507 40.8959641, 14.7100479 40.8958881, 14.7102572 40.8956854, 14.7102841 40.8956593)"
251938570,True,,,,residential,,,False,18.36,,"LINESTRING (14.7162392 40.8918904, 14.7160239 40.8919182)"
170527662,True,,SS7BIS,Via Nazionale,primary,50,yes,False,8.931,roundabout,"LINESTRING (14.7162392 40.8918904, 14.716202 40.891877, 14.7161601 40.8918394)"
251938556,False,,,Piazza Umberto I,residential,,,True,12.478,,"LINESTRING (14.7119551 40.8923388, 14.711834 40.8924037)"
"[251939339, 251939015]",True,,,"['Piazza Umberto I', 'Via Roma']",residential,,,False,230.68199999999996,,"LINESTRING (14.7119551 40.8923388, 14.7119174 40.8922872, 14.7120006 40.8922183, 14.7120918 40.8921372, 14.712191 40.8920662, 14.7122608 40.8920054, 14.7123439 40.8918492, 14.7124056 40.8916424, 14.7125451 40.8912977, 14.7126175 40.8911092, 14.7126631 40.8908821, 14.712706 40.8906915, 14.7127436 40.8904542, 14.7127516 40.8904218)"
"[489964299, 251938567]",False,,,"['Via Wenceslao Loffredo', 'Piazza Umberto I']",residential,,,False,46.932,,"LINESTRING (14.7119551 40.8923388, 14.7121539 40.8923476, 14.712513 40.8923541)"
251938556,False,,,Piazza Umberto I,residential,,,False,12.478,,"LINESTRING (14.711834 40.8924037, 14.7119551 40.8923388)"
251938567,False,,,Via Wenceslao Loffredo,residential,,,True,89.972,,"LINESTRING (14.7160239 40.8919182, 14.7149729 40.8920714)"
443238418,True,,,,residential,,,False,14.417,,"LINESTRING (14.7160239 40.8919182, 14.7161601 40.8918394)"
251939016,False,,,Via Legniti,residential,,,False,195.423,,"LINESTRING (14.7127516 40.8904218, 14.7128616 40.8904117, 14.7136636 40.8904035, 14.715073 40.8903395)"
489964300,True,,,Via Roma,residential,,,False,282.69000000000005,,"LINESTRING (14.7127516 40.8904218, 14.7128133 40.8903326, 14.7129206 40.8901521, 14.7130547 40.8900487, 14.7132076 40.8898662, 14.713331 40.8898135, 14.7136448 40.8892539, 14.7136877 40.8890288, 14.7138996 40.8888382, 14.7140632 40.8887997, 14.7144575 40.8888199, 14.7148054 40.8888081)"
489964302,False,2,SS7BIS,Via Nazionale,primary,50,yes,True,80.62,,"LINESTRING (14.7148054 40.8888081, 14.7149405 40.8895259)"
157028960,False,,SP251,Via Aldo Moro,unclassified,50,yes,False,325.524,,"LINESTRING (14.7184675 40.8893088, 14.7184342 40.8893471, 14.7182143 40.8896025, 14.7177959 40.8896796, 14.7172862 40.8896025, 14.716664 40.889489, 14.7164609 40.889385, 14.7161069 40.8891944, 14.7155597 40.8890078, 14.715237 40.8889253, 14.7150922 40.8890267)"
272595934,False,,,,residential,,,True,354.76200000000006,,"LINESTRING (14.7184675 40.8893088, 14.7178875 40.8891235, 14.7176178 40.8890707, 14.7172433 40.8889121, 14.7166339 40.8886667, 14.7160496 40.8884477, 14.71567 40.8883495, 14.7155002 40.8883721, 14.7153653 40.8885156, 14.7151905 40.888761, 14.7150922 40.8890267)"
170527667,False,2,SS7BIS,Via Nazionale,primary,50,yes,False,311.404,,"LINESTRING (14.7117973 40.8906413, 14.7115932 40.8913503, 14.71146 40.8915223, 14.7111771 40.8917109, 14.7099289 40.8925153, 14.7097459 40.8927594, 14.7097454 40.8928294)"
272595937,False,,,,residential,,,False,289.34600000000006,,"LINESTRING (14.7117973 40.8906413, 14.7115452 40.890633, 14.7112605 40.890667, 14.7108959 40.8907048, 14.7104214 40.8907576, 14.7100968 40.890769, 14.7097472 40.8908105, 14.7095274 40.890818, 14.708983 40.8908709, 14.7089031 40.8909615, 14.7088032 40.8910748, 14.7086784 40.891139, 14.7085535 40.8911692)"
272595937,False,,,,residential,,,True,289.346,,"LINESTRING (14.7085535 40.8911692, 14.7086784 40.891139, 14.7088032 40.8910748, 14.7089031 40.8909615, 14.708983 40.8908709, 14.7095274 40.890818, 14.7097472 40.8908105, 14.7100968 40.890769, 14.7104214 40.8907576, 14.7108959 40.8907048, 14.7112605 40.890667, 14.7115452 40.890633, 14.7117973 40.8906413)"
297915661,False,,,,residential,,,False,194.00399999999996,,"LINESTRING (14.7085535 40.8911692, 14.7085292 40.8912623, 14.7085551 40.8913821, 14.7085465 40.891552, 14.7085206 40.8916805, 14.7083707 40.8918874, 14.7082641 40.8920573, 14.7081518 40.8924777, 14.7080509 40.8927412, 14.7080333 40.8928416)"
297915661,False,,,,residential,,,True,472.07000000000005,,"LINESTRING (14.7080019 40.8953549, 14.7080797 40.895283, 14.7081604 40.8952133, 14.7082209 40.8951589, 14.7083045 40.8951741, 14.7083995 40.8950957, 14.7083333 40.8950652, 14.7081114 40.8950565, 14.7079558 40.8950609, 14.7076821 40.895111, 14.7074429 40.8951741, 14.707224 40.8952547, 14.7071721 40.8952177, 14.7071145 40.8951153, 14.7071029 40.8950456, 14.7071548 40.8949149, 14.7072268 40.8947821, 14.7072758 40.8946318, 14.7073824 40.8944924, 14.7075179 40.894316, 14.7076735 40.8941962, 14.7078031 40.8940982, 14.7078896 40.8940481, 14.7078463 40.8939217, 14.7076418 40.8937845, 14.7075265 40.8936212, 14.7075957 40.8935928, 14.7078002 40.893521, 14.7078579 40.8934317, 14.7079616 40.8932378, 14.7080019 40.89302, 14.7080333 40.8928416)"
170527667,False,2,SS7BIS,Via Nazionale,primary,50,yes,False,352.408,,"LINESTRING (14.7097454 40.8928294, 14.7097406 40.8934794, 14.7097435 40.8938047, 14.7097847 40.8940187, 14.7099369 40.8944599, 14.710005 40.8947577, 14.7100318 40.8949756, 14.7099745 40.895333, 14.7098993 40.8957052, 14.7099029 40.8958419, 14.7099507 40.8959641)"
170527667,False,2,SS7BIS,Via Nazionale,primary,50,yes,True,311.404,,"LINESTRING (14.7097454 40.8928294, 14.7097459 40.8927594, 14.7099289 40.8925153, 14.7111771 40.8917109, 14.71146 40.8915223, 14.7115932 40.8913503, 14.7117973 40.8906413)"
297916432,False,,,,residential,,,True,144.23700000000002,,"LINESTRING (14.7097454 40.8928294, 14.7094653 40.8928218, 14.7091067 40.8928264, 14.7087237 40.8928279, 14.7084629 40.8928156, 14.7082449 40.8928141, 14.7080333 40.8928416)"
297915661,False,,,,residential,,,False,472.07,,"LINESTRING (14.7080333 40.8928416, 14.7080019 40.89302, 14.7079616 40.8932378, 14.7078579 40.8934317, 14.7078002 40.893521, 14.7075957 40.8935928, 14.7075265 40.8936212, 14.7076418 40.8937845, 14.7078463 40.8939217, 14.7078896 40.8940481, 14.7078031 40.8940982, 14.7076735 40.8941962, 14.7075179 40.894316, 14.7073824 40.8944924, 14.7072758 40.8946318, 14.7072268 40.8947821, 14.7071548 40.8949149, 14.7071029 40.8950456, 14.7071145 40.8951153, 14.7071721 40.8952177, 14.707224 40.8952547, 14.7074429 40.8951741, 14.7076821 40.895111, 14.7079558 40.8950609, 14.7081114 40.8950565, 14.7083333 40.8950652, 14.7083995 40.8950957, 14.7083045 40.8951741, 14.7082209 40.8951589, 14.7081604 40.8952133, 14.7080797 40.895283, 14.7080019 40.8953549)"
297915661,False,,,,residential,,,True,194.004,,"LINESTRING (14.7080333 40.8928416, 14.7080509 40.8927412, 14.7081518 40.8924777, 14.7082641 40.8920573, 14.7083707 40.8918874, 14.7085206 40.8916805, 14.7085465 40.891552, 14.7085551 40.8913821, 14.7085292 40.8912623, 14.7085535 40.8911692)"
297916432,False,,,,residential,,,False,144.237,,"LINESTRING (14.7080333 40.8928416, 14.7082449 40.8928141, 14.7084629 40.8928156, 14.7087237 40.8928279, 14.7091067 40.8928264, 14.7094653 40.8928218, 14.7097454 40.8928294)"
170527712,False,2,SS7BIS,Via Taverna Campanile,primary,50,yes,False,233.524,,"LINESTRING (14.7194994 40.8914987, 14.719237 40.8915146, 14.7167527 40.8918102)"
251938567,False,,,Via Wenceslao Loffredo,residential,,,False,209.663,,"LINESTRING (14.712513 40.8923541, 14.7128535 40.8923602, 14.7139432 40.8922216, 14.7149729 40.8920714)"
"[489964299, 251938567]",False,,,"['Via Wenceslao Loffredo', 'Piazza Umberto I']",residential,,,True,46.932,,"LINESTRING (14.712513 40.8923541, 14.7121539 40.8923476, 14.7119551 40.8923388)"
376961277,False,,,,unclassified,,,True,122.13600000000001,,"LINESTRING (14.712513 40.8923541, 14.7124993 40.8924215, 14.7124771 40.892547, 14.7125435 40.8926014, 14.7126487 40.8926642, 14.7126985 40.8927688, 14.712668 40.8929256, 14.7126376 40.89307, 14.7126099 40.8932018, 14.712574 40.8933314, 14.712538 40.8933691)"
376961277,False,,,,unclassified,,,False,122.136,,"LINESTRING (14.712538 40.8933691, 14.712574 40.8933314, 14.7126099 40.8932018, 14.7126376 40.89307, 14.712668 40.8929256, 14.7126985 40.8927688, 14.7126487 40.8926642, 14.7125435 40.8926014, 14.7124771 40.892547, 14.7124993 40.8924215, 14.712513 40.8923541)"
376961277,False,,,,unclassified,,,True,149.50900000000001,,"LINESTRING (14.712538 40.8933691, 14.7123775 40.8934151, 14.7122253 40.8934611, 14.7121058 40.893466, 14.712008 40.8934349, 14.7118612 40.8934512, 14.7117595 40.8934704, 14.7116479 40.8934246, 14.7114895 40.8933136, 14.7113603 40.8932249, 14.7111764 40.8930903, 14.7110194 40.8930085)"
"[919351593, 919351594]",False,,,Via Torre,residential,,,"[False, True]",186.756,,"LINESTRING (14.712538 40.8933691, 14.7125784 40.8934426, 14.7126671 40.8934638, 14.7128329 40.8934673, 14.7129473 40.8934673, 14.7130267 40.8934479, 14.7131341 40.8934285, 14.7132648 40.8934003, 14.713426 40.8933561, 14.7135801 40.8933014, 14.7137669 40.8932467, 14.7138906 40.8932043, 14.7141428 40.8931743, 14.7143109 40.893139, 14.7145327 40.8930896, 14.7145958 40.8930596)"
"[251938560, 251938561]",True,,,Corso Vittorio Emanuele II,residential,,,False,96.04400000000001,,"LINESTRING (14.7110194 40.8930085, 14.7110465 40.8929858, 14.7114176 40.892733, 14.711834 40.8924037)"
376961277,False,,,,unclassified,,,False,149.509,,"LINESTRING (14.7110194 40.8930085, 14.7111764 40.8930903, 14.7113603 40.8932249, 14.7114895 40.8933136, 14.7116479 40.8934246, 14.7117595 40.8934704, 14.7118612 40.8934512, 14.712008 40.8934349, 14.7121058 40.893466, 14.7122253 40.8934611, 14.7123775 40.8934151, 14.712538 40.8933691)"
"[919351593, 919351594]",False,,,Via Torre,residential,,,"[False, True]",186.756,,"LINESTRING (14.7145958 40.8930596, 14.7145327 40.8930896, 14.7143109 40.893139, 14.7141428 40.8931743, 14.7138906 40.8932043, 14.7137669 40.8932467, 14.7135801 40.8933014, 14.713426 40.8933561, 14.7132648 40.8934003, 14.7131341 40.8934285, 14.7130267 40.8934479, 14.7129473 40.8934673, 14.7128329 40.8934673, 14.7126671 40.8934638, 14.7125784 40.8934426, 14.712538 40.8933691)"
251938567,False,,,Via Wenceslao Loffredo,residential,,,False,89.972,,"LINESTRING (14.7149729 40.8920714, 14.7160239 40.8919182)"
251938567,False,,,Via Wenceslao Loffredo,residential,,,True,209.66299999999998,,"LINESTRING (14.7149729 40.8920714, 14.7139432 40.8922216, 14.7128535 40.8923602, 14.712513 40.8923541)"
919351595,False,,,Via Annarumma,residential,,,False,60.288000000000004,,"LINESTRING (14.7149729 40.8920714, 14.7150376 40.8922715, 14.7151362 40.8923716, 14.7152822 40.8925519)"
919351595,False,,,Via Annarumma,residential,,,True,105.687,,"LINESTRING (14.717752 40.8933615, 14.7175301 40.8932707, 14.7173299 40.8932334, 14.7170002 40.8932194, 14.7165781 40.8932194, 14.7165317 40.8932218)"
919351596,False,,,Via Annarumma,residential,,,False,139.503,,"LINESTRING (14.7156004 40.892928, 14.717259 40.8929725)"
919351595,False,,,Via Annarumma,residential,,,False,97.319,,"LINESTRING (14.7156004 40.892928, 14.7157462 40.8930913, 14.7158417 40.8932241, 14.7159557 40.893252, 14.7165317 40.8932218)"
919351595,False,,,Via Annarumma,residential,,,True,49.645,,"LINESTRING (14.7156004 40.892928, 14.7155798 40.892905, 14.715321 40.8925999, 14.7152822 40.8925519)"
919351596,False,,,Via Annarumma,residential,,,True,139.503,,"LINESTRING (14.717259 40.8929725, 14.7156004 40.892928)"
919351595,False,,,Via Annarumma,residential,,,False,105.68700000000001,,"LINESTRING (14.7165317 40.8932218, 14.7165781 40.8932194, 14.7170002 40.8932194, 14.7173299 40.8932334, 14.7175301 40.8932707, 14.717752 40.8933615)"
919351595,False,,,Via Annarumma,residential,,,True,97.319,,"LINESTRING (14.7165317 40.8932218, 14.7159557 40.893252, 14.7158417 40.8932241, 14.7157462 40.8930913, 14.7156004 40.892928)"
919351597,False,,,Via Annarumma,residential,,,False,67.017,,"LINESTRING (14.7165317 40.8932218, 14.7165473 40.8937854, 14.7165534 40.8938241)"
919351597,False,,,Via Annarumma,residential,,,True,40.977000000000004,,"LINESTRING (14.7165042 40.8941697, 14.7165565 40.8941394, 14.7165812 40.8940672, 14.7165719 40.8939414, 14.7165534 40.8938241)"
919351597,False,,,Via Annarumma,residential,,,False,40.977000000000004,,"LINESTRING (14.7165534 40.8938241, 14.7165719 40.8939414, 14.7165812 40.8940672, 14.7165565 40.8941394, 14.7165042 40.8941697)"
919351597,False,,,Via Annarumma,residential,,,True,67.017,,"LINESTRING (14.7165534 40.8938241, 14.7165473 40.8937854, 14.7165317 40.8932218)"
919351598,False,,,,residential,,,False,67.493,,"LINESTRING (14.7165534 40.8938241, 14.7160574 40.8939274, 14.7159465 40.8939391, 14.7158202 40.8938459)"
919351598,False,,,,residential,,,True,67.493,,"LINESTRING (14.7158202 40.8938459, 14.7159465 40.8939391, 14.7160574 40.8939274, 14.7165534 40.8938241)"
919351599,False,,,Via Annarumma,residential,,,False,62.128,,"LINESTRING (14.714597 40.8926628, 14.7147079 40.8925859, 14.7147849 40.892558, 14.7148804 40.8925486, 14.7149729 40.8925649, 14.7150992 40.8925673, 14.7152039 40.8925673, 14.7152822 40.8925519)"
919351599,False,,,Via Annarumma,residential,,,True,177.825,,"LINESTRING (14.7172867 40.8922831, 14.7172035 40.8922785, 14.7169355 40.8922878, 14.716803 40.8923018, 14.7166243 40.8923483, 14.7165226 40.892374, 14.7164148 40.8924229, 14.7161622 40.8925417, 14.7160574 40.8925859, 14.7159588 40.8925882, 14.7158417 40.8925812, 14.7155367 40.8925253, 14.7154535 40.8925184, 14.7152822 40.8925519)"
919351595,False,,,Via Annarumma,residential,,,False,49.645,,"LINESTRING (14.7152822 40.8925519, 14.715321 40.8925999, 14.7155798 40.892905, 14.7156004 40.892928)"
919351595,False,,,Via Annarumma,residential,,,True,60.288000000000004,,"LINESTRING (14.7152822 40.8925519, 14.7151362 40.8923716, 14.7150376 40.8922715, 14.7149729 40.8920714)"
919351599,False,,,Via Annarumma,residential,,,False,177.825,,"LINESTRING (14.7152822 40.8925519, 14.7154535 40.8925184, 14.7155367 40.8925253, 14.7158417 40.8925812, 14.7159588 40.8925882, 14.7160574 40.8925859, 14.7161622 40.8925417, 14.7164148 40.8924229, 14.7165226 40.892374, 14.7166243 40.8923483, 14.716803 40.8923018, 14.7169355 40.8922878, 14.7172035 40.8922785, 14.7172867 40.8922831)"
919351599,False,,,Via Annarumma,residential,,,True,62.128,,"LINESTRING (14.7152822 40.8925519, 14.7152039 40.8925673, 14.7150992 40.8925673, 14.7149729 40.8925649, 14.7148804 40.8925486, 14.7147849 40.892558, 14.7147079 40.8925859, 14.714597 40.8926628)"
251938561,True,,,Corso Vittorio Emanuele II,residential,,,False,272.725,,"LINESTRING (14.7106772 40.8952405, 14.7107131 40.8951907, 14.7107292 40.8950852, 14.71074 40.8949636, 14.7106863 40.8947689, 14.7105629 40.8945581, 14.71052 40.8944567, 14.71052 40.8942823, 14.7104878 40.8940958, 14.7103966 40.8935849, 14.7104127 40.8935159, 14.7110194 40.8930085)"
919351600,False,,,Via Nazionale Traversa I,residential,,,False,75.578,,"LINESTRING (14.7106772 40.8952405, 14.7108236 40.8952595, 14.710997 40.8952569, 14.711312 40.8952194, 14.7115668 40.8951873)"
919351600,False,,,Via Nazionale Traversa I,residential,,,False,255.25799999999998,,"LINESTRING (14.7115668 40.8951873, 14.7117508 40.895107, 14.7118428 40.8950348, 14.7119136 40.8949412, 14.7119844 40.8948636, 14.7120658 40.8948529, 14.7121968 40.8948609, 14.7122959 40.8948957, 14.7123631 40.8949519, 14.7124233 40.8950375, 14.7125648 40.8952676, 14.7125542 40.8953291, 14.7125294 40.8954174, 14.7124693 40.8954415, 14.7123773 40.8954281, 14.7122782 40.8954201, 14.7121507 40.8954361, 14.712034 40.8954816, 14.7118464 40.8955645, 14.7116942 40.8956769, 14.7114706 40.8959124)"
919351600,False,,,Via Nazionale Traversa I,residential,,,True,75.578,,"LINESTRING (14.7115668 40.8951873, 14.711312 40.8952194, 14.710997 40.8952569, 14.7108236 40.8952595, 14.7106772 40.8952405)"
919351602,False,,,,residential,,,False,110.844,,"LINESTRING (14.7115668 40.8951873, 14.7115739 40.8952729, 14.7115455 40.8953398, 14.7114783 40.8954361, 14.7113969 40.8954816, 14.7111173 40.8955244, 14.7110359 40.8955672, 14.7109333 40.8956475, 14.7108766 40.8957759, 14.71082 40.8958428, 14.7107873 40.8958722)"
919351602,False,,,,residential,,,True,16.914,,"LINESTRING (14.7106749 40.8959979, 14.7107457 40.8959096, 14.7107873 40.8958722)"
251938561,True,,,Corso Vittorio Emanuele II,residential,,,False,57.198,,"LINESTRING (14.7102841 40.8956593, 14.7105415 40.8954096, 14.7106488 40.8952799, 14.7106772 40.8952405)"
919351603,False,,,,residential,,,False,48.864,,"LINESTRING (14.7102841 40.8956593, 14.710544 40.8957438, 14.710636 40.8958026, 14.7107245 40.8958508, 14.7107873 40.8958722)"
919351600,False,,,Via Nazionale Traversa I,residential,,,True,255.258,,"LINESTRING (14.7114706 40.8959124, 14.7116942 40.8956769, 14.7118464 40.8955645, 14.712034 40.8954816, 14.7121507 40.8954361, 14.7122782 40.8954201, 14.7123773 40.8954281, 14.7124693 40.8954415, 14.7125294 40.8954174, 14.7125542 40.8953291, 14.7125648 40.8952676, 14.7124233 40.8950375, 14.7123631 40.8949519, 14.7122959 40.8948957, 14.7121968 40.8948609, 14.7120658 40.8948529, 14.7119844 40.8948636, 14.7119136 40.8949412, 14.7118428 40.8950348, 14.7117508 40.895107, 14.7115668 40.8951873)"
919351603,False,,,,residential,,,True,57.942,,"LINESTRING (14.7114706 40.8959124, 14.7111739 40.8959043, 14.7110076 40.8959043, 14.7108342 40.8958882, 14.7107873 40.8958722)"
919351602,False,,,,residential,,,False,16.914,,"LINESTRING (14.7107873 40.8958722, 14.7107457 40.8959096, 14.7106749 40.8959979)"
919351602,False,,,,residential,,,True,110.844,,"LINESTRING (14.7107873 40.8958722, 14.71082 40.8958428, 14.7108766 40.8957759, 14.7109333 40.8956475, 14.7110359 40.8955672, 14.7111173 40.8955244, 14.7113969 40.8954816, 14.7114783 40.8954361, 14.7115455 40.8953398, 14.7115739 40.8952729, 14.7115668 40.8951873)"
