osmid,oneway,lanes,name,highway,reversed,length,bridge,maxspeed,geometry,junction,ref,access
134870408,True,1,Via Medaglia d'Oro Briolini,unclassified,False,4.902,,,"LINESTRING (9.7910613 45.7588625, 9.7910834 45.7589038)",,,
1099647182,False,,Via Duca d'Aosta,unclassified,True,13.477,,,"LINESTRING (9.7907338 45.759992, 9.7908849 45.7600518)",,,
26971374,False,2,Viale Carlo Alberto Dalla Chiesa,unclassified,True,12.843,,,"LINESTRING (9.7947698 45.7610992, 9.7946073 45.7611213)",,,
"[689492035, 1017386189, 26971374]",False,2,Viale Carlo Alberto Dalla Chiesa,unclassified,False,102.83500000000001,yes,30,"LINESTRING (9.7947698 45.7610992, 9.7948414 45.761093, 9.7949716 45.761089, 9.7951017 45.761085, 9.7952347 45.7611065, 9.7953431 45.7611254, 9.7958235 45.7613329, 9.7959762 45.7613989)",,,
1033583171,True,1,Viale delle Rimembranze,unclassified,False,15.474,,,"LINESTRING (9.7935828 45.761854, 9.7934262 45.7619402)",,,
26971374,False,2,Viale Carlo Alberto Dalla Chiesa,unclassified,False,120.93199999999999,,,"LINESTRING (9.7935828 45.761854, 9.793659 45.7618034, 9.7937517 45.7617327, 9.7938026 45.7616799, 9.793857 45.7616045, 9.793956 45.7614193, 9.794035 45.7613261, 9.7941098 45.761261, 9.7942189 45.7612044, 9.7943252 45.7611631, 9.7944817 45.7611384, 9.7946073 45.7611213)",,,
1033583173,True,1,Via Padre Leon Dehon,unclassified,False,13.474,,,"LINESTRING (9.7931132 45.761987, 9.7932295 45.761897)",,,
1033583174,True,1,Via Padre Leon Dehon,unclassified,False,22.604999999999997,,,"LINESTRING (9.7931132 45.761987, 9.7931484 45.7620143, 9.7931836 45.7620479, 9.7931939 45.7620993, 9.7931978 45.7621723)",,,
1033583175,True,1,Viale delle Rimembranze,unclassified,False,50.480999999999995,,,"LINESTRING (9.7931132 45.761987, 9.7930004 45.7619893, 9.7929163 45.7619813, 9.7927704 45.7619561, 9.7924746 45.7619112)",,,
67144910,True,1,Via Padre Leon Dehon,unclassified,False,21.692,,,"LINESTRING (9.792867 45.7618945, 9.7931132 45.761987)",,,
1033583179,True,1,Viale delle Rimembranze,unclassified,False,28.122,,,"LINESTRING (9.792867 45.7618945, 9.7932295 45.761897)",,,
67144913,True,1,Viale delle Rimembranze,unclassified,False,30.536,,,"LINESTRING (9.7924746 45.7619112, 9.7926707 45.7618959, 9.792867 45.7618945)",,,
1033583170,False,2,Viale delle Rimembranze,unclassified,True,44.672,,,"LINESTRING (9.7924746 45.7619112, 9.7919844 45.7619452, 9.7919014 45.7619407)",,,
26971376,False,2,Via Monsignore Camillo Carrara,unclassified,True,50.19,,,"LINESTRING (9.7919014 45.7619407, 9.7918238 45.7619045, 9.7915143 45.761695, 9.7914564 45.7616529, 9.7914349 45.7616304)",,,
1004943160,True,,Via Selvino,residential,False,140.012,,,"LINESTRING (9.7919014 45.7619407, 9.7918324 45.7620286, 9.791544 45.7623461, 9.7913692 45.7625142, 9.7912948 45.7625908, 9.7912444 45.7626605, 9.7912038 45.7627367, 9.7911573 45.762856, 9.7911129 45.7628983, 9.7910124 45.763028)",,,
1033583170,False,2,Viale delle Rimembranze,unclassified,False,44.672,,,"LINESTRING (9.7919014 45.7619407, 9.7919844 45.7619452, 9.7924746 45.7619112)",,,
26971376,False,2,Via Monsignore Camillo Carrara,unclassified,False,50.190000000000005,,,"LINESTRING (9.7914349 45.7616304, 9.7914564 45.7616529, 9.7915143 45.761695, 9.7918238 45.7619045, 9.7919014 45.7619407)",,,
67144915,False,2,Via Monsignore Camillo Carrara,unclassified,False,19.124000000000002,,,"LINESTRING (9.7914349 45.7616304, 9.7914237 45.7615903, 9.7914159 45.7614974, 9.7914127 45.7614594)",,,
49335281,False,2,Via Roma,unclassified,True,259.88,,,"LINESTRING (9.7974505 45.7605381, 9.7975403 45.7605924, 9.7977339 45.7607213, 9.7977823 45.7607535, 9.7983339 45.7611207, 9.7983572 45.7611362, 9.7983689 45.761144, 9.7983816 45.7611525, 9.7986118 45.7613057, 9.7988691 45.7614771, 9.7989197 45.7615107, 9.7994283 45.7618493, 9.799715 45.7620365, 9.7997964 45.7620965, 9.7998736 45.7621516)",,,
"[1114738128, 1114738115, 1017580508, 1122902750]",False,2,Viale Aldo Moro,unclassified,False,140.179,,,"LINESTRING (9.7974505 45.7605381, 9.7973337 45.7606319, 9.7970475 45.7608618, 9.7969881 45.7609095, 9.7969677 45.7609259, 9.7968765 45.7609992, 9.7966682 45.7611427, 9.7966228 45.7611662, 9.7965496 45.7612041, 9.7964304 45.7612623, 9.7963129 45.7613363, 9.7962806 45.7613617, 9.7961902 45.7614351)",,,
"[1115070969, 1114738125]",False,2,Viale Libertà,unclassified,True,57.706999999999994,,,"LINESTRING (9.7974505 45.7605381, 9.7975167 45.7604849, 9.7975726 45.7604249, 9.7976194 45.7603685, 9.797674 45.7602691, 9.7977229 45.7601428, 9.7977355 45.7600688)",,,
