osmid,highway,oneway,reversed,length,geometry,ref,name,maxspeed,bridge,lanes,junction
"[1074325523, 228251390]",unclassified,False,True,424.48999999999995,"LINESTRING (15.9450794 39.5148638, 15.9449855 39.5150328, 15.9449034 39.5152319, 15.9448917 39.5153676, 15.9446649 39.5155366, 15.9444811 39.5156935, 15.944266 39.5158051, 15.9440196 39.5159801, 15.9437811 39.5161913, 15.9435738 39.5163783, 15.9433548 39.5164899, 15.9431162 39.5165653, 15.9428987 39.5165634, 15.9427397 39.5165589, 15.9426335 39.5165793, 15.9424943 39.5166347, 15.9422916 39.5167246, 15.9419608 39.5169564, 15.9415294 39.5172242)",,,,,,
1074325521,tertiary,False,True,210.837,"LINESTRING (15.9411197 39.5155571, 15.9415071 39.5154306, 15.9419255 39.5152486, 15.9422259 39.5150913, 15.9424405 39.5150499, 15.9425156 39.5152858, 15.9423762 39.5155175, 15.9421657 39.5157101)",,,,,,
1147125764,tertiary,False,False,241.27900000000002,"LINESTRING (15.9411197 39.5155571, 15.9413645 39.5155571, 15.9414443 39.5155929, 15.9414701 39.5156545, 15.9414443 39.5157518, 15.9413722 39.5158433, 15.9411918 39.5159824, 15.9407487 39.5163361, 15.9406611 39.516358, 15.9405787 39.516358, 15.9403365 39.5166919, 15.9405169 39.5167754, 15.9405066 39.516831, 15.9404602 39.5169284, 15.9404575 39.5169811, 15.9405026 39.5170273)",SP270,Strada Provinciale 270 ex SS533 Cetraro-Fagnano,20,,,
1147125764,tertiary,False,True,407.715,"LINESTRING (15.9411197 39.5155571, 15.9401201 39.5159128, 15.9397131 39.5162805, 15.9393627 39.5163342, 15.9388939 39.5165448, 15.9388217 39.5165428, 15.9387135 39.516509, 15.9386234 39.516364, 15.9384791 39.5162308, 15.9383529 39.5161692, 15.9382807 39.5162368, 15.938255 39.5164733, 15.9381906 39.5166899, 15.9380901 39.5168091, 15.9378325 39.5169403, 15.9377018 39.5169996)",SP270,Strada Provinciale 270 ex SS533 Cetraro-Fagnano,20,,,
222928482,unclassified,False,True,201.251,"LINESTRING (15.9369375 39.517406, 15.9370467 39.5175499, 15.937111 39.5176469, 15.9371987 39.5177304, 15.9372601 39.5177665, 15.9373829 39.5177845, 15.9375567 39.5177664, 15.9378705 39.5177411, 15.9380979 39.5177149, 15.938211 39.5176938, 15.9385181 39.5176718, 15.9389017 39.5175968, 15.9389789 39.5175408)",,,,,,
1147125764,tertiary,False,False,79.81899999999999,"LINESTRING (15.9369375 39.517406, 15.9369713 39.5173913, 15.9370673 39.5173497, 15.9374821 39.5170993, 15.9377018 39.5169996)",SP270,Strada Provinciale 270 ex SS533 Cetraro-Fagnano,20,,,
"[105467619, 1147125764, 228253015]",tertiary,False,True,629.9610000000001,"LINESTRING (15.9369375 39.517406, 15.9367788 39.5174749, 15.9366603 39.5175663, 15.9365624 39.517781, 15.936601 39.5179817, 15.9367608 39.5181208, 15.9370493 39.5182182, 15.9374203 39.5183633, 15.9378428 39.5186077, 15.9381236 39.5186773, 15.9384636 39.5186713, 15.9389067 39.5186435, 15.9392133 39.5186574, 15.9396023 39.5188025, 15.9400789 39.5189217, 15.9407075 39.5189972, 15.9412202 39.5190807, 15.9413155 39.5191244, 15.9413851 39.5191979, 15.9417432 39.5199571, 15.9417901 39.5200914)",SP270,Strada Provinciale 270 ex SS533 Cetraro-Fagnano,20,yes,,
1147125768,unclassified,True,False,11.731,"LINESTRING (15.9409133 39.5170438, 15.9407772 39.5170541)",,,,,,
222928491,unclassified,False,True,56.533,"LINESTRING (15.9409133 39.5170438, 15.9412251 39.5171313, 15.9415294 39.5172242)",,,,,,
105467631,tertiary,False,True,167.38899999999998,"LINESTRING (15.9421657 39.5157101, 15.9414443 39.5161831, 15.9411558 39.5164057, 15.9409548 39.5166125, 15.9408118 39.5167814)",SP270,Strada Provinciale 270 ex SS533 Cetraro-Fagnano,20,,,
