osmid,name,highway,oneway,reversed,length,geometry,maxspeed,tunnel,junction
23652362,Via Antonio Sebastiani,tertiary,False,False,23.79,"LINESTRING (13.743763 41.2613276, 13.7440471 41.2613147)",,,
115244818,Via Romolo Del Balzo,unclassified,False,False,280.267,"LINESTRING (13.743763 41.2613276, 13.7434446 41.2608998, 13.7432566 41.2604318, 13.743147 41.2599284, 13.7431626 41.2594956, 13.743147 41.2590776, 13.7431274 41.258898)",,,
23652362,Via Antonio Sebastiani,tertiary,False,True,23.79,"LINESTRING (13.7440471 41.2613147, 13.743763 41.2613276)",,,
23652362,Via Antonio Sebastiani,tertiary,False,False,335.483,"LINESTRING (13.7440471 41.2613147, 13.744887 41.261081, 13.745872 41.260906, 13.7462875 41.2608782, 13.7466245 41.2608766, 13.7473085 41.2609347, 13.7476503 41.2609787, 13.747848 41.261062, 13.7478879 41.2611226)",,,
288629184,Via Pasquale Ferrara,residential,False,False,191.51799999999997,"LINESTRING (13.7440471 41.2613147, 13.7440608 41.2613912, 13.7445337 41.2619472, 13.7445884 41.2620094, 13.7446099 41.2621143, 13.7445884 41.2623845, 13.7446308 41.2629174)",,,
23652362,Via Antonio Sebastiani,tertiary,False,False,7.94,"LINESTRING (13.7478879 41.2611226, 13.7478344 41.2611816)",,,
23652362,Via Antonio Sebastiani,tertiary,False,True,335.483,"LINESTRING (13.7478879 41.2611226, 13.747848 41.261062, 13.7476503 41.2609787, 13.7473085 41.2609347, 13.7466245 41.2608766, 13.7462875 41.2608782, 13.745872 41.260906, 13.744887 41.261081, 13.7440471 41.2613147)",,,
115244790,Via Sant'Anna,unclassified,False,True,47.08,"LINESTRING (13.7478879 41.2611226, 13.7480456 41.2610825, 13.7483199 41.260867)",,,
23652362,Via Antonio Sebastiani,tertiary,False,True,7.94,"LINESTRING (13.7478344 41.2611816, 13.7478879 41.2611226)",,,
108380692,Via Fontana Perrelli,residential,False,False,5.238,"LINESTRING (13.7478344 41.2611816, 13.747888 41.261206)",,,
162141633,Via dell'Annunziata,tertiary,False,False,287.60999999999996,"LINESTRING (13.7478344 41.2611816, 13.7476233 41.2612211, 13.747285 41.2612644, 13.7468163 41.2612757, 13.7465206 41.2613247, 13.7461497 41.2614396, 13.7457963 41.2616148, 13.7454479 41.2618767, 13.7451572 41.2622893, 13.7450865 41.2624056)",,,
108380692,Via Fontana Perrelli,residential,False,True,282.147,"LINESTRING (13.7512176 41.2614356, 13.7508767 41.2614834, 13.749936 41.261364, 13.749012 41.261338, 13.7480118 41.2612625, 13.747888 41.261206)",,,
115244841,Via Sergio Petruccelli,residential,False,False,151.642,"LINESTRING (13.7443229 41.2655976, 13.7444451 41.2655161, 13.7450354 41.2646003, 13.7451649 41.2643993)",,,
115244841,Via Sergio Petruccelli,residential,False,True,234.779,"LINESTRING (13.7443229 41.2655976, 13.7437356 41.2660006, 13.743297 41.266189, 13.7425999 41.266448, 13.7421966 41.266654, 13.741957 41.2666863)",,,
115244818,Via Romolo Del Balzo,unclassified,False,True,280.267,"LINESTRING (13.7431274 41.258898, 13.743147 41.2590776, 13.7431626 41.2594956, 13.743147 41.2599284, 13.7432566 41.2604318, 13.7434446 41.2608998, 13.743763 41.2613276)",,,
288474022,Via Armando Diaz,unclassified,False,True,53.91,"LINESTRING (13.7523978 41.2664791, 13.7520996 41.2664301, 13.7519216 41.2664376, 13.7517912 41.2665092)",,,
288475710,,residential,False,False,55.052,"LINESTRING (13.7434325 41.2640789, 13.7437933 41.2636647)",,,
1261408039,Via Monte Ducale,residential,False,False,34.966,"LINESTRING (13.7434325 41.2640789, 13.7436513 41.2640296, 13.7438329 41.2640714)",,,
1261408039,Via Monte Ducale,residential,False,True,78.331,"LINESTRING (13.7434325 41.2640789, 13.743113 41.264273, 13.7427892 41.2642894, 13.7425938 41.2642514)",,,
190923324,,residential,False,False,52.102,"LINESTRING (13.752148 41.2648885, 13.7522385 41.2653521)",,,
115244803,Via Canale,unclassified,False,True,392.80899999999997,"LINESTRING (13.752148 41.2648885, 13.7511862 41.2649451, 13.7505158 41.2650369, 13.7493535 41.2650181, 13.7490559 41.2650039, 13.7486705 41.2649568, 13.7481442 41.2649286, 13.7478247 41.2648673, 13.7476837 41.2647849, 13.7475803 41.2647708, 13.7475482 41.26481)",,,
115244792,Via Luigi Cadorna,tertiary,False,False,28.83,"LINESTRING (13.7418613 41.2669354, 13.741957 41.2666863)",,,
190904451,Via Antonio Colacicco,residential,False,False,74.459,"LINESTRING (13.7463953 41.2646009, 13.7466642 41.2648458, 13.7467057 41.2651965)",,,
288414006,Via per Tufo,residential,False,False,49.578,"LINESTRING (13.7463953 41.2646009, 13.7466309 41.2646272, 13.7469767 41.2646875)",,,
288414006,Via per Tufo,residential,False,True,109.347,"LINESTRING (13.7463953 41.2646009, 13.7458263 41.2645971, 13.7455557 41.2645839, 13.7453552 41.2645236, 13.7451649 41.2643993)",,,
604209282,Via Principe di Piemonte,residential,False,True,65.425,"LINESTRING (13.7463953 41.2646009, 13.7462805 41.2643031, 13.7462032 41.2640309)",,,
920153893,,unclassified,False,True,40.074,"LINESTRING (13.7517912 41.2665092, 13.7517754 41.266149)",50,,
288474022,Via Armando Diaz,unclassified,False,False,53.91,"LINESTRING (13.7517912 41.2665092, 13.7519216 41.2664376, 13.7520996 41.2664301, 13.7523978 41.2664791)",,,
288474022,Via Armando Diaz,unclassified,False,True,537.2189999999998,"LINESTRING (13.7517912 41.2665092, 13.7514605 41.2670103, 13.7513427 41.2670951, 13.7512099 41.2671121, 13.751067 41.2670537, 13.7506083 41.2664735, 13.7504404 41.2663792, 13.7502148 41.2663284, 13.7499717 41.2663416, 13.749696 41.266432, 13.749468 41.2664791, 13.7491822 41.266432, 13.7489642 41.2663397, 13.748478 41.265767, 13.7482925 41.2656389, 13.7481096 41.2655654, 13.7479893 41.2654599, 13.7478414 41.2650417, 13.7477161 41.2649004, 13.7475482 41.26481)",,,
115244824,Via Fossa dei Ciucci,residential,False,False,25.913999999999998,"LINESTRING (13.7508573 41.2639929, 13.750822 41.2638441, 13.7507726 41.2637711)",,,
