osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes
103061152,SP64,tertiary,False,False,275.39199999999994,"LINESTRING (13.5113768 41.6410213, 13.5109485 41.641227, 13.510428 41.6415072, 13.5101483 41.6416507, 13.51004 41.6417158, 13.5099971 41.6417727, 13.5099941 41.6418133, 13.5100281 41.6418531, 13.5100749 41.6418797, 13.5101483 41.6418789, 13.5102274 41.6418607, 13.5103766 41.6417817, 13.5107976 41.6415475, 13.5109073 41.6415144, 13.5110191 41.6414993, 13.5111018 41.6415144, 13.5111884 41.6415563, 13.5112367 41.6416005, 13.511252 41.6416446)",,
929254579,Via Valle,secondary,False,False,64.26,"LINESTRING (13.5113768 41.6410213, 13.5116501 41.6408425, 13.511922 41.6406131)",50,
133909627,,residential,False,False,192.74999999999997,"LINESTRING (13.5153401 41.6383171, 13.5154004 41.6383523, 13.5155279 41.6383995, 13.5158886 41.6384486, 13.5164197 41.6384676, 13.5166933 41.6384596, 13.5169159 41.6384235, 13.5175604 41.638218)",,
167484686,Contrada Ripiano,secondary,False,False,676.944,"LINESTRING (13.5153401 41.6383171, 13.5153628 41.6382927, 13.5153674 41.6382537, 13.5153567 41.638218, 13.5153329 41.638186, 13.5152947 41.6381693, 13.5152448 41.6381638, 13.5151301 41.6381739, 13.5137992 41.6384133, 13.5137484 41.638429, 13.5137049 41.6384584, 13.5136651 41.6385201, 13.5134235 41.6389339, 13.513321 41.6390227, 13.513214 41.6390793, 13.5130194 41.6391576, 13.5129358 41.6391888, 13.5122363 41.6394502, 13.5111019 41.640046, 13.5105907 41.6403176, 13.5094449 41.6406826, 13.5086071 41.6409733)",,2
167484686,Contrada Ripiano,secondary,False,True,277.798,"LINESTRING (13.5153401 41.6383171, 13.515297 41.6383361, 13.5150388 41.6384488, 13.5147632 41.6385879, 13.5144746 41.6387701, 13.5141028 41.6391247, 13.5139678 41.6392304, 13.5129284 41.639768, 13.5128122 41.6399086)",,2
"[443251803, 929254575]",,"['residential', 'unclassified']",False,True,1091.2359999999999,"LINESTRING (13.5153401 41.6383171, 13.5155372 41.6383544, 13.5156432 41.6383624, 13.5164103 41.6383243, 13.5174438 41.6379443, 13.5176923 41.6379594, 13.5180928 41.6380848, 13.5189108 41.6382741, 13.519577 41.6383019, 13.5195132 41.6384889, 13.5193968 41.6386885, 13.5192599 41.6387729, 13.5190991 41.6388343, 13.5189142 41.6387985, 13.5187842 41.638778, 13.5186746 41.6388445, 13.5185035 41.6390184, 13.5184624 41.6391336, 13.5184504 41.6392327, 13.5178608 41.6401503, 13.5174853 41.6405431, 13.5174153 41.6406432, 13.5172531 41.6408749, 13.5171794 41.6409264, 13.5168092 41.6410239, 13.5159221 41.6412059, 13.5155225 41.6412408, 13.5153658 41.6412521, 13.5151751 41.6412658, 13.5144389 41.641361, 13.5131204 41.6413869)",,
133909843,,residential,False,True,388.61800000000005,"LINESTRING (13.5131204 41.6413869, 13.5132838 41.6413155, 13.5136089 41.6412208, 13.5140231 41.6411441, 13.5141977 41.6410597, 13.5147658 41.6408934, 13.5158132 41.6405251, 13.5161315 41.6402821, 13.5162335 41.6401652, 13.516458 41.6398126, 13.5166678 41.6395949, 13.5168309 41.6394928)",,
"[443251803, 929254575]",,"['unclassified', 'residential']",False,False,1091.2359999999999,"LINESTRING (13.5131204 41.6413869, 13.5144389 41.641361, 13.5151751 41.6412658, 13.5153658 41.6412521, 13.5155225 41.6412408, 13.5159221 41.6412059, 13.5168092 41.6410239, 13.5171794 41.6409264, 13.5172531 41.6408749, 13.5174153 41.6406432, 13.5174853 41.6405431, 13.5178608 41.6401503, 13.5184504 41.6392327, 13.5184624 41.6391336, 13.5185035 41.6390184, 13.5186746 41.6388445, 13.5187842 41.638778, 13.5189142 41.6387985, 13.5190991 41.6388343, 13.5192599 41.6387729, 13.5193968 41.6386885, 13.5195132 41.6384889, 13.519577 41.6383019, 13.5189108 41.6382741, 13.5180928 41.6380848, 13.5176923 41.6379594, 13.5174438 41.6379443, 13.5164103 41.6383243, 13.5156432 41.6383624, 13.5155372 41.6383544, 13.5153401 41.6383171)",,
443251803,,unclassified,False,True,86.261,"LINESTRING (13.5131204 41.6413869, 13.5122974 41.6414324, 13.5121536 41.6414116, 13.5121087 41.6413751)",,
133909627,,residential,False,True,192.75,"LINESTRING (13.5175604 41.638218, 13.5169159 41.6384235, 13.5166933 41.6384596, 13.5164197 41.6384676, 13.5158886 41.6384486, 13.5155279 41.6383995, 13.5154004 41.6383523, 13.5153401 41.6383171)",,
133909843,,residential,False,False,388.61799999999994,"LINESTRING (13.5168309 41.6394928, 13.5166678 41.6395949, 13.516458 41.6398126, 13.5162335 41.6401652, 13.5161315 41.6402821, 13.5158132 41.6405251, 13.5147658 41.6408934, 13.5141977 41.6410597, 13.5140231 41.6411441, 13.5136089 41.6412208, 13.5132838 41.6413155, 13.5131204 41.6413869)",,
929254578,,residential,False,False,25.971,"LINESTRING (13.5121087 41.6413751, 13.5118262 41.641475)",,
443251803,,unclassified,False,False,86.261,"LINESTRING (13.5121087 41.6413751, 13.5121536 41.6414116, 13.5122974 41.6414324, 13.5131204 41.6413869)",,
929254578,,residential,False,True,277.4100000000001,"LINESTRING (13.5121087 41.6413751, 13.5130341 41.641091, 13.5130356 41.6410239, 13.512974 41.6410111, 13.5128303 41.6409996, 13.5127036 41.640974, 13.5126095 41.640864, 13.5125838 41.6408065, 13.5125951 41.6407878, 13.5126393 41.6408514, 13.5127427 41.640898, 13.5128394 41.6408986, 13.5132081 41.6407552, 13.5140682 41.6405673)",,
103061152,SP64,tertiary,False,False,52.56099999999999,"LINESTRING (13.511252 41.6416446, 13.5112419 41.6416883, 13.5112126 41.6417286, 13.5110697 41.6418179, 13.5108458 41.6419945)",,
