osmid,oneway,ref,name,highway,maxspeed,reversed,length,junction,geometry,lanes,access,tunnel,width
365953401,True,,Via Paolo Giovio,residential,,False,241.38199999999995,,"LINESTRING (9.0406053 45.699636, 9.0406061 45.6996693, 9.0406108 45.699728, 9.0406176 45.6998118, 9.0406266 45.6999358, 9.0405881 45.7000264, 9.0402885 45.7002952, 9.0402111 45.7003663, 9.0401423 45.7004543, 9.0400334 45.7006356, 9.0399772 45.7007004, 9.0398992 45.7007498, 9.0398028 45.7007858, 9.0397301 45.7008082, 9.0395382 45.700832, 9.0388635 45.7008894, 9.0386391 45.700903)",,,,
25848380,False,,Via del Ronco,residential,,False,115.05,,"LINESTRING (9.0321001 45.6969066, 9.0335813 45.6969223)",,,,
41423551,False,,Via Sempione,residential,,True,94.25,,"LINESTRING (9.0321001 45.6969066, 9.0320119 45.6969054, 9.0315213 45.6968899, 9.0308875 45.6968735)",,,,
276872278,False,SP30,Via Monte Generoso,secondary,,False,253.48699999999997,,"LINESTRING (9.0321001 45.6969066, 9.0321026 45.6968305, 9.0321413 45.6956773, 9.0321933 45.6946279)",2,,,
"[1094483522, 276872278]",False,SP30,Via Monte Generoso,secondary,,True,156.919,,"LINESTRING (9.0321001 45.6969066, 9.0320814 45.6977526, 9.0320735 45.6981099, 9.0320808 45.6983176)",2,,,
25741313,False,,Via Monte Cervino,residential,,True,100.684,,"LINESTRING (9.0307234 45.6988924, 9.0306955 45.6985096, 9.0306325 45.6984756, 9.0299658 45.6984463)",,,,
"[276872281, 976658377]",False,,Via del Seprio,residential,50,True,69.747,,"LINESTRING (9.0307234 45.6988924, 9.0312847 45.6988473, 9.0316156 45.6988207)",,,,
433337018,True,,,secondary,,False,23.764,roundabout,"LINESTRING (9.0326221 45.7027998, 9.0326392 45.7027687, 9.032644 45.7027511, 9.0326446 45.7027325, 9.0326476 45.7027008, 9.0326476 45.702678, 9.0326544 45.7026412, 9.0326831 45.702593)",,,,
25849310,True,,Via Friuli,residential,,False,77.813,,"LINESTRING (9.0329622 45.7027293, 9.0337821 45.7026302, 9.0339518 45.7026241)",,,,
976658379,True,,,secondary,,False,17.031,roundabout,"LINESTRING (9.0329622 45.7027293, 9.0329539 45.702745, 9.0329487 45.7027567, 9.0329454 45.7027729, 9.032938 45.7028023, 9.0329357 45.7028284, 9.0329379 45.7028802)",,,,
276872279,False,,Viale Trento,unclassified,,True,115.471,,"LINESTRING (9.0340553 45.6986264, 9.0337607 45.6986523, 9.0328992 45.698728, 9.0325801 45.6987561)",2,,,
284794799,False,,Viale Somaini,residential,,True,93.10900000000001,,"LINESTRING (9.0340553 45.6986264, 9.0340205 45.6988128, 9.0340019 45.6989307, 9.0339231 45.6994586)",,,,
"[1136847980, 433337007]",False,,Viale Trento,unclassified,,False,115.90599999999999,,"LINESTRING (9.0340553 45.6986264, 9.0341104 45.6986216, 9.0355088 45.6984986, 9.0355361 45.6984965)",2,,,
"[25741584, 284794797, 284794799]",False,,Viale Somaini,residential,,False,98.49699999999999,,"LINESTRING (9.0335774 45.7020181, 9.0336154 45.7017428, 9.0336224 45.7016716, 9.0336275 45.7015991, 9.0336543 45.7011342)",,,building_passage,
276981709,False,,Via Graffignana,unclassified,,False,64.611,,"LINESTRING (9.0335774 45.7020181, 9.0334741 45.7021164, 9.0333111 45.702269, 9.0330835 45.7024857)",,,,
276981709,False,,Via Graffignana,unclassified,,True,54.513,,"LINESTRING (9.0335774 45.7020181, 9.0339491 45.7018031, 9.0341349 45.7017217)",,,,
25741589,False,,Via Graffignana,unclassified,,False,34.938,,"LINESTRING (9.0336543 45.7011342, 9.0341036 45.7011503)",,,,
284794799,False,,Viale Somaini,residential,,False,187.484,,"LINESTRING (9.0336543 45.7011342, 9.0339231 45.6994586)",,,,
"[25741584, 284794797, 284794799]",False,,Viale Somaini,residential,,True,98.497,,"LINESTRING (9.0336543 45.7011342, 9.0336275 45.7015991, 9.0336224 45.7016716, 9.0336154 45.7017428, 9.0335774 45.7020181)",,,building_passage,
25741589,False,,Via Graffignana,unclassified,,False,63.583,,"LINESTRING (9.0341036 45.7011503, 9.0341349 45.7017217)",,,,
25741589,False,,Via Graffignana,unclassified,,True,34.938,,"LINESTRING (9.0341036 45.7011503, 9.0336543 45.7011342)",,,,
48747594,False,,Via Graffignana,unclassified,,False,21.106,,"LINESTRING (9.0341036 45.7011503, 9.0341011 45.7009605)",,,,
25741589,False,,Via Graffignana,unclassified,,True,63.583,,"LINESTRING (9.0341349 45.7017217, 9.0341036 45.7011503)",,,,
276981709,False,,Via Graffignana,unclassified,,False,54.513,,"LINESTRING (9.0341349 45.7017217, 9.0339491 45.7018031, 9.0335774 45.7020181)",,,,
276981709,False,,Via Graffignana,unclassified,,True,49.412,,"LINESTRING (9.0341349 45.7017217, 9.0343749 45.7016551, 9.0347457 45.7016037)",,,,
25742058,False,,Via Monte Cristallo,residential,,True,124.583,,"LINESTRING (9.0307478 45.6946679, 9.030825 45.695787)",,,,
285189460,False,,Via Asiago,residential,,False,112.357,,"LINESTRING (9.0307478 45.6946679, 9.0321933 45.6946279)",,,,
285189460,False,,Via Asiago,residential,,True,112.357,,"LINESTRING (9.0321933 45.6946279, 9.0307478 45.6946679)",,,,
276872278,False,SP30,Via Monte Generoso,secondary,,False,48.431,,"LINESTRING (9.0321933 45.6946279, 9.0322614 45.6944069, 9.0323511 45.694207)",2,,,
276872278,False,SP30,Via Monte Generoso,secondary,,True,253.48699999999997,,"LINESTRING (9.0321933 45.6946279, 9.0321413 45.6956773, 9.0321026 45.6968305, 9.0321001 45.6969066)",2,,,
25742058,False,,Via Monte Cristallo,residential,,False,120.911,,"LINESTRING (9.0308875 45.6968735, 9.030886 45.6968406, 9.030825 45.695787)",,,,
41423551,False,,Via Sempione,residential,,False,94.25,,"LINESTRING (9.0308875 45.6968735, 9.0315213 45.6968899, 9.0320119 45.6969054, 9.0321001 45.6969066)",,,,
25742114,False,,Via Aristotele,unclassified,,False,88.073,,"LINESTRING (9.0311623 45.7005245, 9.0322938 45.700471)",,,,
25742114,False,,Via Aristotele,unclassified,,True,88.073,,"LINESTRING (9.0322938 45.700471, 9.0311623 45.7005245)",,,,
23633424,True,SP30,Via Monte Bisbino,secondary,50,False,172.79500000000002,,"LINESTRING (9.0322938 45.700471, 9.0322021 45.6998405, 9.0321308 45.699319, 9.0321147 45.6991946, 9.0320972 45.6991503, 9.0320226 45.6989309)",,,,
25742175,False,,"Via Camillo Benso, conte di Cavour",unclassified,,True,91.88,,"LINESTRING (9.0362876 45.6976024, 9.0364652 45.6983735, 9.0364799 45.6984176)",,,,
233610404,False,,Via Cavour,unclassified,,False,73.90899999999999,,"LINESTRING (9.0362876 45.6976024, 9.0362714 45.6975566, 9.0360938 45.6970039, 9.0360777 45.6969541)",,,,
44950110,True,,Via dei tre ponti,unclassified,30,False,241.895,,"LINESTRING (9.0360777 45.6969541, 9.0374222 45.6970083, 9.037953 45.6970134, 9.0382781 45.6970321, 9.0390318 45.6970585, 9.0391876 45.6970662)",,yes,,2.50
233610404,False,,Via Cavour,unclassified,,False,235.19099999999997,,"LINESTRING (9.0360777 45.6969541, 9.0359357 45.6964688, 9.0357172 45.6955153, 9.0357562 45.6950475, 9.0358559 45.6948755)",,,,
233610404,False,,Via Cavour,unclassified,,True,73.90899999999999,,"LINESTRING (9.0360777 45.6969541, 9.0360938 45.6970039, 9.0362714 45.6975566, 9.0362876 45.6976024)",,,,
25742184,False,,Via G. Rezzonico Della Torre,unclassified,,False,38.967,,"LINESTRING (9.0395453 45.6971018, 9.0396182 45.6973922, 9.0396735 45.6974322)",,,,
25848233,True,,Via Rosales,residential,,False,56.42,,"LINESTRING (9.0395453 45.6971018, 9.0396232 45.6970994, 9.0399458 45.6970549, 9.0401767 45.6970144, 9.040249 45.696988)",,,,
89668193,True,,Via Unione,residential,,False,14.516,,"LINESTRING (9.0404696 45.6969501, 9.0406399 45.6968963)",,,,
25848137,False,,Via del rampanone,unclassified,,False,103.19800000000001,,"LINESTRING (9.0423408 45.6976028, 9.0422462 45.6979072, 9.0421857 45.6981326, 9.0421709 45.6981868, 9.0421087 45.6984277, 9.042091 45.6984683, 9.0420431 45.6984982)",,,,
25848137,False,,Via del rampanone,unclassified,,True,128.64600000000002,,"LINESTRING (9.0423408 45.6976028, 9.0425289 45.6968766, 9.0426466 45.6964658)",,,,
25740942,False,,Via Beato Michele Carcano,unclassified,,False,49.688,,"LINESTRING (9.0425319 45.6944763, 9.0425736 45.6949222)",,,,
25848326,False,,Via Rocchetta,residential,,True,99.24600000000001,,"LINESTRING (9.0399092 45.6986402, 9.0398792 45.6986999, 9.0398553 45.698731, 9.0392482 45.6993158, 9.0392241 45.6993443, 9.0391961 45.6993775)",,,,
"[25849536, 233369322]",False,,Piazza Quattro Novembre,unclassified,,False,48.677,,"LINESTRING (9.0399092 45.6986402, 9.039991 45.6986536, 9.0401121 45.6986575, 9.0403144 45.6986641, 9.0404437 45.6986832, 9.0405101 45.6987223)",,,,
621774041,False,,Piazza Quattro Novembre,residential,,False,39.193000000000005,,"LINESTRING (9.0399092 45.6986402, 9.0399427 45.6985301, 9.0399527 45.6984166, 9.0399496 45.698323, 9.0399487 45.6983137, 9.0399466 45.6982905)",,,,
"[25849536, 233369322]",False,,Piazza Quattro Novembre,unclassified,,True,48.677,,"LINESTRING (9.0405101 45.6987223, 9.0404437 45.6986832, 9.0403144 45.6986641, 9.0401121 45.6986575, 9.039991 45.6986536, 9.0399092 45.6986402)",,,,
231194542,False,,Via Friuli,unclassified,,False,173.595,,"LINESTRING (9.0351524 45.7024706, 9.0355468 45.7024498, 9.0359826 45.7024269, 9.0360388 45.7024018, 9.036048 45.7023552, 9.0358671 45.7017611, 9.0357599 45.7016581, 9.0357249 45.7015087)",,,,
306556486,False,,Via Beato Michele Carcano,unclassified,,False,87.666,,"LINESTRING (9.0426465 45.6956774, 9.0426466 45.6964658)",,,,
306556486,False,,Via Beato Michele Carcano,unclassified,,True,84.165,,"LINESTRING (9.0426465 45.6956774, 9.0425736 45.6949222)",,,,
25742201,True,,Via Giuseppe Mazzini,unclassified,,False,52.741,,"LINESTRING (9.0408448 45.6968535, 9.0414921 45.6967101)",,,,
25849614,False,,Via Paolo da Lomazzo,residential,,False,114.086,,"LINESTRING (9.0408448 45.6968535, 9.04097 45.6972167, 9.0410445 45.6974304, 9.0411002 45.6976096, 9.0411234 45.6976528, 9.0412359 45.6976571, 9.0412752 45.6976853, 9.0413209 45.697764)",,,,
39428253,False,,Via Giuseppe Parini,residential,,True,155.14,,"LINESTRING (9.0388838 45.7022794, 9.0386801 45.702287, 9.0375999 45.7023788, 9.0371009 45.70244, 9.0369057 45.7024669)",,,,
53193408,False,,Via Bernardino Luini,residential,,False,154.99300000000002,,"LINESTRING (9.0388838 45.7022794, 9.0387197 45.7016001, 9.0386099 45.7010757, 9.0386146 45.7009666, 9.0386391 45.700903)",,,,
25848380,False,,Via del Ronco,residential,,True,97.03999999999999,,"LINESTRING (9.0347644 45.696859, 9.0347557 45.696911, 9.0336476 45.6969226, 9.0335813 45.6969223)",,,,
25848233,True,,Via Rosales,residential,,False,28.061,,"LINESTRING (9.0391876 45.6970662, 9.0395453 45.6971018)",,,,
25742193,True,,Via Volonté,unclassified,30,False,258.167,,"LINESTRING (9.0391876 45.6970662, 9.0391661 45.6969608, 9.0391338 45.6968331, 9.039116 45.6967426, 9.039098 45.6965578, 9.0390737 45.6964831, 9.0390131 45.6963569, 9.0388098 45.6959404, 9.0388025 45.6958712, 9.038828 45.6957042, 9.0388982 45.6953635, 9.0389159 45.6952351, 9.0389055 45.6950897, 9.038828 45.6947914)",,yes,,2
25740942,False,,Via Beato Michele Carcano,unclassified,,True,49.688,,"LINESTRING (9.0425736 45.6949222, 9.0425319 45.6944763)",,,,
25740973,True,,Via Giuditta Pasta,unclassified,,False,173.719,,"LINESTRING (9.0425736 45.6949222, 9.0403482 45.6950791)",,,,
306556486,False,,Via Beato Michele Carcano,unclassified,,False,84.165,,"LINESTRING (9.0425736 45.6949222, 9.0426465 45.6956774)",,,,
25742058,False,,Via Monte Cristallo,residential,,False,124.583,,"LINESTRING (9.030825 45.695787, 9.0307478 45.6946679)",,,,
25742058,False,,Via Monte Cristallo,residential,,True,120.911,,"LINESTRING (9.030825 45.695787, 9.030886 45.6968406, 9.0308875 45.6968735)",,,,
48747594,False,,Via Graffignana,unclassified,,True,21.106,,"LINESTRING (9.0341011 45.7009605, 9.0341036 45.7011503)",,,,
53193374,False,,Vicolo Carcano,residential,,True,102.155,,"LINESTRING (9.0417415 45.696025, 9.0414676 45.6960394, 9.0411033 45.696041, 9.0407577 45.6960426, 9.0404272 45.696034)",,,,
93734488,False,,,unclassified,,False,73.968,,"LINESTRING (9.0299658 45.6984463, 9.0299617 45.6977811)",,,,
25741313,False,,Via Monte Cervino,residential,,False,100.684,,"LINESTRING (9.0299658 45.6984463, 9.0306325 45.6984756, 9.0306955 45.6985096, 9.0307234 45.6988924)",,,,
93734488,False,,,unclassified,,True,73.968,,"LINESTRING (9.0299617 45.6977811, 9.0299658 45.6984463)",,,,
25742149,False,,Via Antonio Stoppani,unclassified,,False,9.414,,"LINESTRING (9.0399466 45.6982905, 9.0398291 45.6982697)",,,,
25742149,False,,Via Antonio Stoppani,unclassified,,True,168.082,,"LINESTRING (9.0399466 45.6982905, 9.0404394 45.6982589, 9.0405218 45.6982497, 9.0408251 45.6982384, 9.0409339 45.6982438, 9.0410559 45.6982672, 9.0419482 45.6984941, 9.0419917 45.6985027, 9.0420431 45.6984982)",,,,
621774041,False,,Piazza Quattro Novembre,residential,,True,39.193,,"LINESTRING (9.0399466 45.6982905, 9.0399487 45.6983137, 9.0399496 45.698323, 9.0399527 45.6984166, 9.0399427 45.6985301, 9.0399092 45.6986402)",,,,
99200869,True,,Via del Seprio,residential,50,False,31.53,,"LINESTRING (9.0316156 45.6988207, 9.0319116 45.6987836, 9.0320111 45.6987596)",,,,
"[276872281, 976658377]",False,,Via del Seprio,residential,50,False,69.747,,"LINESTRING (9.0316156 45.6988207, 9.0312847 45.6988473, 9.0307234 45.6988924)",,,,
25739204,True,,Viale Trento,unclassified,,False,27.1,,"LINESTRING (9.0325801 45.6987561, 9.0324343 45.6988032, 9.0322599 45.6988528)",,,,
276872279,False,,Viale Trento,unclassified,,False,115.471,,"LINESTRING (9.0325801 45.6987561, 9.0328992 45.698728, 9.0337607 45.6986523, 9.0340553 45.6986264)",2,,,
433457702,True,SP30,Via Monte Generoso,secondary,,False,49.003,,"LINESTRING (9.0320808 45.6983176, 9.032125 45.6984368, 9.0321522 45.6985805, 9.0321879 45.6987513)",,,,
"[1094483522, 276872278]",False,SP30,Via Monte Generoso,secondary,,False,156.91899999999998,,"LINESTRING (9.0320808 45.6983176, 9.0320735 45.6981099, 9.0320814 45.6977526, 9.0321001 45.6969066)",2,,,
433337020,True,,Via Graffignana,unclassified,,False,17.609,,"LINESTRING (9.0330835 45.7024857, 9.0329778 45.7026258)",,,,
276981709,False,,Via Graffignana,unclassified,,True,64.61099999999999,,"LINESTRING (9.0330835 45.7024857, 9.0333111 45.702269, 9.0334741 45.7021164, 9.0335774 45.7020181)",,,,
222807401,True,,Via Graffignana,unclassified,,False,16.354,,"LINESTRING (9.0329184 45.702577, 9.0330835 45.7024857)",,,,
976658380,True,,,secondary,,False,7.146,roundabout,"LINESTRING (9.0329184 45.702577, 9.0329329 45.7025856, 9.0329778 45.7026258)",,,,
433337007,False,,Viale Trento,unclassified,,True,38.999,,"LINESTRING (9.0360352 45.6984578, 9.0355361 45.6984965)",2,,,
234802204,False,,Viale Trento,unclassified,,False,34.83,,"LINESTRING (9.0360352 45.6984578, 9.0360877 45.6984536, 9.03613 45.6984503, 9.0361789 45.6984464, 9.0362402 45.6984415, 9.0362798 45.6984384, 9.0364799 45.6984176)",,,,
1007389840,True,,Via Belvedere,residential,,False,173.093,,"LINESTRING (9.0360352 45.6984578, 9.0359242 45.6997168, 9.035846 45.6999486, 9.0358188 45.6999737, 9.0357824 45.6999771)",,,,
231194542,False,,Via Friuli,unclassified,,True,173.595,,"LINESTRING (9.0357249 45.7015087, 9.0357599 45.7016581, 9.0358671 45.7017611, 9.036048 45.7023552, 9.0360388 45.7024018, 9.0359826 45.7024269, 9.0355468 45.7024498, 9.0351524 45.7024706)",,,,
276981709,False,,Via Graffignana,unclassified,,False,76.788,,"LINESTRING (9.0357249 45.7015087, 9.035662 45.7015157, 9.0352345 45.7015631, 9.0347457 45.7016037)",,,,
276981709,False,,Via Graffignana,unclassified,,True,6.838,,"LINESTRING (9.0357249 45.7015087, 9.035768 45.7015026, 9.0358112 45.7014965)",,,,
233403087,False,,Via Belvedere,residential,,True,257.98199999999997,,"LINESTRING (9.0347457 45.7016037, 9.0346486 45.7000842, 9.0357824 45.6999771)",,,,
276981709,False,,Via Graffignana,unclassified,,False,49.412,,"LINESTRING (9.0347457 45.7016037, 9.0343749 45.7016551, 9.0341349 45.7017217)",,,,
276981709,False,,Via Graffignana,unclassified,,True,76.788,,"LINESTRING (9.0347457 45.7016037, 9.0352345 45.7015631, 9.035662 45.7015157, 9.0357249 45.7015087)",,,,
433337018,True,,,secondary,,False,11.745999999999999,roundabout,"LINESTRING (9.0326255 45.7029036, 9.0326134 45.7028736, 9.0326127 45.7028526, 9.0326135 45.7028273, 9.0326221 45.7027998)",,,,
50495152,False,,Viale Como,unclassified,,False,48.987,,"LINESTRING (9.0360651 45.7013787, 9.0360788 45.7010106, 9.0360815 45.7009383)",2,,,
50495152,False,,Viale Como,unclassified,,True,22.944000000000003,,"LINESTRING (9.0360651 45.7013787, 9.0360891 45.7014664, 9.0361002 45.7015832)",2,,,
276981710,False,,Via Graffignana,unclassified,,True,23.804,,"LINESTRING (9.0360651 45.7013787, 9.0360448 45.7013962, 9.0359477 45.7014363, 9.0359029 45.7014548, 9.0358112 45.7014965)",,,,
