osmid,oneway,ref,name,highway,reversed,length,geometry,maxspeed,junction
223990836,True,SP68,Via Armando Diaz,residential,False,160.564,"LINESTRING (14.2091939 40.9104409, 14.2091006 40.9103532, 14.2090436 40.9102954, 14.2090111 40.9102415, 14.208981 40.9101825, 14.208784 40.9095982, 14.2084063 40.9092415, 14.2083092 40.9092179)",,
224483741,True,SP68,Strada Provinciale Mugnano-Melito,residential,False,49.82,"LINESTRING (14.2091939 40.9104409, 14.2092996 40.9104471, 14.2093698 40.9104648, 14.2094237 40.9104893, 14.2097172 40.9106333)",,
223990836,True,SP68,Via Armando Diaz,residential,False,72.997,"LINESTRING (14.208161 40.9091818, 14.2078871 40.9092386, 14.2075807 40.9092741, 14.2074177 40.9092915, 14.2073078 40.9092954)",,
"[29702688, 520977824, 29702679]",True,SP18,"['Piazza Dante', 'Via Chiesa', 'Piazza Municipio']","['unclassified', 'residential']",False,158.52899999999997,"LINESTRING (14.2068543 40.9093088, 14.2068402 40.9092681, 14.2068298 40.909237, 14.2068229 40.9091724, 14.2067496 40.9082984, 14.2067354 40.9081294, 14.2067284 40.9080852, 14.2067152 40.9080009, 14.2067179 40.9078887)",50,
444018891,True,SP18,Piazza Municipio,residential,False,38.313,"LINESTRING (14.2068543 40.9093088, 14.206602 40.9093013, 14.2063987 40.9092962)",,
520977815,True,SP18,Via dei Quattro Martiri,residential,False,48.764,"LINESTRING (14.2060802 40.9118602, 14.2060885 40.9114217)",,
520654773,True,,Via Gioacchino Rossini,residential,False,64.87100000000001,"LINESTRING (14.2060802 40.9118602, 14.2062856 40.911863, 14.2063093 40.9118667, 14.2063237 40.911876, 14.2063624 40.9119008, 14.2063734 40.9119074, 14.2063878 40.9119135, 14.2068299 40.9119112)",,
"[520977820, 29702679]",True,SP18,"['Via Napoli', 'Piazza Dante']",residential,False,29.63,"LINESTRING (14.2067179 40.9078887, 14.2067416 40.9078712, 14.2068329 40.9078059, 14.2069643 40.9076983)",50,
223982868,False,SP68,Strada Provinciale Mugnano-Melito,unclassified,False,76.057,"LINESTRING (14.2108269 40.9111778, 14.2115916 40.9115437)",,
223982869,True,,Via Salvo D'Acquisto,residential,False,82.667,"LINESTRING (14.2108269 40.9111778, 14.2108045 40.9112504, 14.2106706 40.9115275, 14.2105242 40.9118303, 14.2105088 40.9118529, 14.2104876 40.9118735)",,
223982871,False,SP422,Via Mercato,residential,False,103.231,"LINESTRING (14.2108269 40.9111778, 14.2108403 40.9111333, 14.210864 40.9110793, 14.2111915 40.9105899, 14.2112734 40.9104676, 14.2113192 40.9104031, 14.2113672 40.9103466)",,
223982870,False,,Via Salvatore Quasimodo,residential,False,38.191,"LINESTRING (14.2122519 40.909214, 14.2120557 40.9089042)",,
223985130,True,,Via Salvatore Quasimodo,residential,False,18.423000000000002,"LINESTRING (14.2122519 40.909214, 14.2123255 40.9092866, 14.2123995 40.9093354)",,
223982871,False,SP422,Via Mercato,residential,True,62.161,"LINESTRING (14.21186 40.9099297, 14.2113672 40.9103466)",,
223982871,False,SP422,Via Mercato,residential,False,45.86,"LINESTRING (14.21186 40.9099297, 14.2120649 40.909769, 14.2121337 40.9097055, 14.212216 40.9096182)",,
"[252135953, 252135946, 252135925]",False,,Via Andrea Doria,residential,"[False, True]",310.952,"LINESTRING (14.21186 40.9099297, 14.2104423 40.9096441, 14.2104046 40.9096332, 14.2103817 40.9096156, 14.2103733 40.90959, 14.210372 40.9095626, 14.2103648 40.9093734, 14.2104177 40.9092375, 14.2104235 40.90918, 14.2104183 40.9090537, 14.2104638 40.9089508, 14.2105048 40.9088877, 14.2105765 40.9088019, 14.2105833 40.9087787, 14.2106212 40.9086494, 14.2108396 40.9080443)",,
223982871,False,SP422,Via Mercato,residential,False,62.161,"LINESTRING (14.2113672 40.9103466, 14.21186 40.9099297)",,
252136307,False,,Via Giuseppe Romita,residential,False,78.924,"LINESTRING (14.2113672 40.9103466, 14.212286 40.9104937)",,
223982871,False,SP422,Via Mercato,residential,True,103.231,"LINESTRING (14.2113672 40.9103466, 14.2113192 40.9104031, 14.2112734 40.9104676, 14.2111915 40.9105899, 14.210864 40.9110793, 14.2108403 40.9111333, 14.2108269 40.9111778)",,
521598291,False,SP68,Via dei Fiori,residential,False,12.115,"LINESTRING (14.2027493 40.9062908, 14.2028261 40.906383)",,
29702724,False,SP68,Via Mugnano - Calvizzano,residential,True,55.85,"LINESTRING (14.2027493 40.9062908, 14.2025904 40.9060649, 14.2024861 40.9059197, 14.2024576 40.90588, 14.2024298 40.9058507)",,
520977820,True,SP18,Via Napoli,residential,False,66.979,"LINESTRING (14.2071555 40.907281, 14.2072026 40.9070433, 14.2072736 40.9066853)",50,
204060666,True,,Via Alessandro Manzoni,residential,False,61.67400000000001,"LINESTRING (14.2108721 40.9072772, 14.2107784 40.907288, 14.2101393 40.9072898)",,
204060668,True,,Via Salvatore Quasimodo,residential,False,54.745000000000005,"LINESTRING (14.2108721 40.9072772, 14.2108993 40.9073118, 14.2112555 40.907675)",,
252135921,False,,Via Alessandro Manzoni,residential,False,94.004,"LINESTRING (14.2108721 40.9072772, 14.2109947 40.9072676, 14.21199 40.9072736)",,
204060669,False,,Viale De Magistris,residential,True,118.584,"LINESTRING (14.2083659 40.9076944, 14.2081026 40.9077153, 14.2077288 40.9077335, 14.2072098 40.9077384, 14.2071255 40.9077331, 14.2070406 40.9077198, 14.2069643 40.9076983)",,
204060669,False,,Viale De Magistris,residential,False,118.584,"LINESTRING (14.2069643 40.9076983, 14.2070406 40.9077198, 14.2071255 40.9077331, 14.2072098 40.9077384, 14.2077288 40.9077335, 14.2081026 40.9077153, 14.2083659 40.9076944)",,
520977820,True,SP18,Via Napoli,residential,False,50.152,"LINESTRING (14.2069643 40.9076983, 14.2070383 40.9076291, 14.2070738 40.9075838, 14.2071004 40.9075168, 14.2071555 40.907281)",50,
252135949,False,,Via Bernardo Cavallino,residential,False,72.141,"LINESTRING (14.2020602 40.9123173, 14.2029185 40.9123312)",,
521311097,False,,Via Luca Giordano,residential,False,48.64,"LINESTRING (14.2020602 40.9123173, 14.2020463 40.9127546)",,
521311097,False,,Via Luca Giordano,residential,True,60.141,"LINESTRING (14.2020602 40.9123173, 14.2020774 40.9117766)",,
521059917,True,,Via Luca Giordano,residential,False,96.189,"LINESTRING (14.2029121 40.9103905, 14.202839 40.9104345, 14.2022554 40.9108681, 14.2021021 40.9110005)",,
521311102,False,,Via Marchese Venusio,residential,True,48.135000000000005,"LINESTRING (14.2029121 40.9103905, 14.2029475 40.9104377, 14.2029609 40.9104871, 14.2029632 40.9105448, 14.2029547 40.9108152)",,
520584666,True,,Via San Giovanni,residential,False,84.928,"LINESTRING (14.2093637 40.9111907, 14.2093353 40.9110697, 14.2092965 40.9108962, 14.2092363 40.9105181, 14.2092263 40.9104894, 14.2092125 40.9104653, 14.2091939 40.9104409)",,
553611911,False,,,residential,False,50.482,"LINESTRING (14.2093637 40.9111907, 14.2094743 40.9112004, 14.2099604 40.9112433)",,
521314917,False,,Via Sacro Cuore,residential,False,29.554,"LINESTRING (14.2016916 40.908117, 14.2017194 40.9081206, 14.201753 40.9081223, 14.2020428 40.9081237)",,
521314921,False,,Via Anna Frank,residential,True,102.02400000000002,"LINESTRING (14.2016916 40.908117, 14.2016883 40.9081737, 14.2016934 40.9088895, 14.2016971 40.908903, 14.2017039 40.9089114, 14.2017157 40.9089159, 14.201863 40.9089165)",,
224003697,True,,Via Sacro Cuore,residential,False,70.49,"LINESTRING (14.2043121 40.9081154, 14.2034733 40.9081147)",,
521311097,False,,Via Luca Giordano,residential,False,86.323,"LINESTRING (14.2021021 40.9110005, 14.2020774 40.9117766)",,
223990846,True,,Via Salvator Rosa,residential,False,12.545000000000002,"LINESTRING (14.2021021 40.9110005, 14.2020783 40.9109453, 14.2020533 40.9108939)",,
521059911,True,,Piazza Suor Maria Pia Brando,residential,False,23.405,"LINESTRING (14.2046396 40.9092638, 14.2046025 40.9092889, 14.2044777 40.9093682, 14.204431 40.9094031)",,
223991480,True,,Via Giuseppe Di Vittorio,residential,False,29.412,"LINESTRING (14.201821 40.9051713, 14.2018364 40.9052953, 14.2018401 40.9053674, 14.2018416 40.9054352)",,
222929255,False,,,residential,False,11.197,"LINESTRING (14.2077062 40.9049439, 14.2076136 40.9049374, 14.2075954 40.9049323, 14.2075805 40.9049213)",,
512829479,True,,Via Papa,residential,False,19.418,"LINESTRING (14.2123884 40.9069184, 14.2123767 40.9069858, 14.2123702 40.9070289, 14.2123664 40.9070921)",,
