osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,ref,bridge,width,junction
126895075,Via Riviera,residential,False,True,53.022,"LINESTRING (7.7810362 45.200708, 7.7811695 45.2007876, 7.7815792 45.200992)",,,,,,
885846359,Via Brandizzo,tertiary,False,False,108.61699999999999,"LINESTRING (7.7810362 45.200708, 7.7808791 45.2007542, 7.7806807 45.2007878, 7.7799809 45.2008874, 7.7798998 45.2008989, 7.7798656 45.2009038, 7.7796899 45.2009328)",2,50,,,,
885846359,Via Brandizzo,tertiary,False,True,59.995000000000005,"LINESTRING (7.7810362 45.200708, 7.7815178 45.2004347, 7.7816361 45.2003728)",2,50,,,,
675472717,Corso Regina Margherita,tertiary,False,False,23.643,"LINESTRING (7.7796899 45.2009328, 7.7795774 45.2007355)",2,50,,,,
26132441,Corso Regina Margherita,tertiary,False,False,342.706,"LINESTRING (7.7796899 45.2009328, 7.779675 45.201086, 7.7796393 45.2014543, 7.7795968 45.2018928, 7.7795497 45.2023785, 7.7795057 45.202832, 7.7794393 45.2033805, 7.7794411 45.203604, 7.7795083 45.2038201, 7.7795615 45.2039251, 7.7795957 45.2039926)",2,50,,,,
70097330,Via Umberto Primo,residential,False,False,40.149,"LINESTRING (7.7796899 45.2009328, 7.7795177 45.2009565, 7.779187 45.2010021)",2,50,,,,
885846359,Via Brandizzo,tertiary,False,True,108.61699999999999,"LINESTRING (7.7796899 45.2009328, 7.7798656 45.2009038, 7.7798998 45.2008989, 7.7799809 45.2008874, 7.7806807 45.2007878, 7.7808791 45.2007542, 7.7810362 45.200708)",2,50,,,,
375208344,Via Sottoripa,unclassified,False,True,75.94,"LINESTRING (7.7721817 45.1995096, 7.7721375 45.1995596, 7.7721347 45.1995769, 7.772066 45.2000021, 7.771952 45.2001617)",,,,,,
46695013,Corso Regina Margherita,tertiary,False,True,44.852000000000004,"LINESTRING (7.7741467 45.199378, 7.7745797 45.199416, 7.7747139 45.1994001)",2,50,,,,
223598038,Via Ciriè,tertiary,True,False,155.303,"LINESTRING (7.7741467 45.199378, 7.7739985 45.19942, 7.7732082 45.199478, 7.7723424 45.1994981, 7.7721817 45.1995096)",1,,SP17dir2,,,
"[885844894, 885844895]",Corso Regina Margherita,tertiary,False,False,139.504,"LINESTRING (7.7741467 45.199378, 7.7739695 45.1993282, 7.7735517 45.1991902, 7.7731092 45.1990491, 7.772664 45.1989123, 7.7725255 45.1988604)",2,50,,yes,,
48516038,Via Olmo,residential,False,False,39.026,"LINESTRING (7.7842837 45.2041755, 7.7837953 45.2041065)",,,,,,
48516037,Via Riviera,residential,False,False,244.298,"LINESTRING (7.7842837 45.2041755, 7.7832099 45.2026185, 7.7829546 45.2021887)",,,,,,
48516038,Via Olmo,residential,False,True,39.026,"LINESTRING (7.7837953 45.2041065, 7.7842837 45.2041755)",,,,,,
494194951,,residential,False,True,190.223,"LINESTRING (7.7837953 45.2041065, 7.7835409 45.2058078)",,,,,,
"[125383896, 48516038]","['Via Olmo', 'Via Piave']",residential,False,"[False, True]",326.788,"LINESTRING (7.7837953 45.2041065, 7.7804339 45.2036391, 7.7805468 45.2034178, 7.7806604 45.2032762, 7.7807806 45.2031816)",,,,,,
48516037,Via Riviera,residential,False,True,30.893,"LINESTRING (7.782778 45.2019403, 7.7829546 45.2021887)",,,,,,
126895075,Via Riviera,residential,False,False,74.164,"LINESTRING (7.782778 45.2019403, 7.7826538 45.2017225, 7.782277 45.2013814)",,,,,,
126895076,Via Gerolamo Savonarola,residential,False,False,121.34800000000001,"LINESTRING (7.782778 45.2019403, 7.7825838 45.2019846, 7.7818931 45.2020644, 7.7812578 45.202142)",,,,,,
91029112,Via Circonvallazione,residential,True,False,221.64,"LINESTRING (7.7790046 45.2039786, 7.7790087 45.2039376, 7.7791085 45.2029283, 7.7791308 45.202703, 7.7792132 45.2019908)",,,,,,
125336531,Via Roma,residential,True,False,55.059,"LINESTRING (7.7790046 45.2039786, 7.7789414 45.2039573, 7.7783708 45.2037647)",,,,,,
662860093,Via Roma,residential,False,True,26.528000000000002,"LINESTRING (7.7790046 45.2039786, 7.7791236 45.2040237, 7.7792482 45.2040962, 7.7792805 45.204115)",,,,,,
304324599,Corso Arnaud,tertiary,False,False,193.70100000000002,"LINESTRING (7.7793712 45.2044832, 7.7791368 45.2045916, 7.7789678 45.2046047, 7.7787662 45.2045772, 7.7784933 45.2045283, 7.7782383 45.2044851, 7.7778254 45.2044187, 7.7774677 45.2043736, 7.7772957 45.2043554, 7.77723 45.2043488, 7.7769864 45.2043708)",2,50,,,,
662860095,Corso Arnaud,tertiary,True,False,22.246,"LINESTRING (7.7793712 45.2044832, 7.7794643 45.2044149, 7.7795517 45.2043294)",1,50,,,,
125336531,Via Roma,residential,True,False,36.191,"LINESTRING (7.777736 45.2035461, 7.7772971 45.2034446)",,,,,,
125336531,Via Roma,residential,True,False,105.917,"LINESTRING (7.7772971 45.2034446, 7.7771469 45.2033157, 7.7769739 45.2031841, 7.7765754 45.2029377, 7.7763207 45.2027894)",,,,,,
126895070,Via Lamarmora,residential,True,False,62.262,"LINESTRING (7.7772971 45.2034446, 7.7769671 45.2038168, 7.7769065 45.2039301)",,,,,,
662884388,Via Umberto Primo,residential,True,False,42.091,"LINESTRING (7.7782093 45.2011862, 7.7776763 45.2012335)",,30,,,,
70097355,Via G. Raimondo,residential,True,False,94.85,"LINESTRING (7.7782093 45.2011862, 7.7782154 45.2012289, 7.778261 45.2015458, 7.7782499 45.2018628, 7.778211 45.2020351)",,,,,,
124905407,Via Braia,residential,False,False,95.147,"LINESTRING (7.776574 45.2049512, 7.7766238 45.2050537, 7.7767001 45.2052802, 7.7768635 45.2057817)",,,,,,
"[314428372, 304324599]",Corso Arnaud,tertiary,False,"[False, True]",76.772,"LINESTRING (7.776574 45.2049512, 7.7765197 45.2050909, 7.7764137 45.2052177, 7.7762512 45.2052921, 7.7758911 45.205357)",2,50,,,,
304324599,Corso Arnaud,tertiary,False,True,45.553,"LINESTRING (7.776574 45.2049512, 7.7765691 45.2047888, 7.7765813 45.2047159, 7.7766104 45.2046323, 7.7766683 45.2045546)",2,50,,,,
