osmid,ref,name,highway,oneway,reversed,length,lanes,maxspeed,geometry,width,junction,bridge,access
"[39540217, 450641921]",,Via Adriano Ghione,residential,True,False,229.22699999999995,,,"LINESTRING (7.7155343 45.3817122, 7.7152567 45.38172, 7.71518 45.3817221, 7.7151112 45.3817241, 7.7149849 45.3817276, 7.7144945 45.3817707, 7.7141711 45.3817992, 7.7138533 45.3818597, 7.7136658 45.3818954, 7.7135237 45.3819224, 7.7134431 45.3819199, 7.7133799 45.3819332, 7.713343 45.3819678, 7.7133096 45.382026, 7.7132832 45.3820791, 7.7132356 45.3821751, 7.7132118 45.3822407, 7.7131099 45.3824205)",,,,
38543792,,Strada Masero,residential,False,False,93.411,2,,"LINESTRING (7.7156488 45.3817242, 7.7157376 45.3815885, 7.7157748 45.3815316, 7.7158186 45.3814338, 7.7158429 45.3813501, 7.7158453 45.3811501, 7.7158422 45.3809859, 7.7158391 45.38091)",5,,,
262195692,,Via Andrea Brezzi,residential,True,False,54.115,,,"LINESTRING (7.7156488 45.3817242, 7.7156856 45.3817323, 7.7158062 45.3817543, 7.7163171 45.3818526)",,,,
205485514,,Strada Masero,unclassified,True,False,20.395,1,,"LINESTRING (7.7158391 45.38091, 7.715775 45.3807322)",5,,,
38543792,,Strada Masero,residential,False,True,93.411,2,,"LINESTRING (7.7158391 45.38091, 7.7158422 45.3809859, 7.7158453 45.3811501, 7.7158429 45.3813501, 7.7158186 45.3814338, 7.7157748 45.3815316, 7.7157376 45.3815885, 7.7156488 45.3817242)",5,,,
38532097,SP59,Via Marcello Piccoli,secondary,False,False,43.866,,,"LINESTRING (7.7074903 45.3812702, 7.7077332 45.3809145)",,,,
212873368,,Via Marcello Piccoli,secondary,True,False,36.027,,,"LINESTRING (7.7074903 45.3812702, 7.7075065 45.381594)",,,,
38484088,,Via Giuseppe Romana,secondary,False,True,6.639,,,"LINESTRING (7.7131005 45.3817209, 7.7131011 45.3817806)",,,,
38484088,,Via Giuseppe Romana,secondary,False,False,162.957,,,"LINESTRING (7.7131005 45.3817209, 7.7131061 45.3810674, 7.7131183 45.3804977, 7.7131239 45.3802555)",,,,
39673288,,Via Giacomo Buffa,residential,False,False,136.013,,,"LINESTRING (7.7131005 45.3817209, 7.7136197 45.3815351, 7.7146188 45.3811228)",,,,
38532107,,,secondary,True,False,5.874,,,"LINESTRING (7.7075065 45.381594, 7.707509 45.3816468)",,roundabout,,
39827995,,Via Caneva,tertiary,True,False,29.281,,,"LINESTRING (7.707509 45.3816468, 7.7077946 45.3818174)",,,,
38532107,,,secondary,True,False,18.793,,,"LINESTRING (7.707509 45.3816468, 7.7074857 45.3817007, 7.7074384 45.3817462, 7.7073723 45.3817781)",,roundabout,,
39581958,,Via Angelo Barengo,tertiary,True,False,31.014,,,"LINESTRING (7.7072884 45.3817932, 7.707024 45.3820013)",,,,
38532107,,,secondary,True,False,20.603,,,"LINESTRING (7.7072884 45.3817932, 7.7072226 45.38179, 7.7071605 45.3817743, 7.707107 45.3817473, 7.707066 45.381711)",,roundabout,,
38532107,,,secondary,True,False,10.172,,,"LINESTRING (7.707066 45.381711, 7.7070409 45.3816688, 7.7070329 45.3816234)",,roundabout,,
39827994,,Strada per Cuorgnè,secondary,True,False,27.903,,,"LINESTRING (7.7070329 45.3816234, 7.706788 45.3814407)",,,,
38532107,,,secondary,True,False,20.17,,,"LINESTRING (7.7070329 45.3816234, 7.7070426 45.3815786, 7.7070689 45.3815372, 7.7071101 45.3815023, 7.7071631 45.3814763)",,roundabout,,
38532107,,,secondary,True,False,7.4559999999999995,,,"LINESTRING (7.7071631 45.3814763, 7.7072076 45.3814641, 7.7072546 45.3814584)",,roundabout,,
38532108,,Via Marcello Piccoli,secondary,True,False,27.871,,,"LINESTRING (7.7072546 45.3814584, 7.7074903 45.3812702)",,,,
38532107,,,secondary,True,False,27.017,,,"LINESTRING (7.7072546 45.3814584, 7.7073236 45.3814619, 7.7073883 45.3814792, 7.7074432 45.3815088, 7.7074838 45.3815481, 7.7075065 45.381594)",,roundabout,,
38484088,,Via Giuseppe Romana,secondary,False,True,26.038,,,"LINESTRING (7.7131099 45.3824205, 7.7131257 45.3826544)",,,,
38484088,,Via Giuseppe Romana,secondary,False,False,71.157,,,"LINESTRING (7.7131099 45.3824205, 7.7131072 45.3822263, 7.7131052 45.3820766, 7.7131011 45.3817806)",,,,
450641903,,,secondary,True,False,4.221,,,"LINESTRING (7.7130312 45.3829114, 7.7130335 45.3828925, 7.713044 45.382875)",,roundabout,,
38543791,,Via Giraudo,secondary,False,False,73.388,,,"LINESTRING (7.7154947 45.3828926, 7.7145554 45.3829113)",,,,
38543791,,Via Giraudo,secondary,False,True,76.408,,,"LINESTRING (7.7154947 45.3828926, 7.7159122 45.3828765, 7.7164723 45.3828686)",,,,
41467871,,Via Giacinto Pullino,residential,True,False,131.332,,,"LINESTRING (7.7154947 45.3828926, 7.7155161 45.3825739, 7.7155276 45.3822219, 7.7155417 45.381817, 7.7155343 45.3817122)",,,,
41467872,,Via Giacinto Pullino,unclassified,True,False,181.223,,,"LINESTRING (7.7154947 45.3828926, 7.7154821 45.3830536, 7.7154708 45.3832373, 7.7154684 45.3833528, 7.7154651 45.3835088, 7.7154336 45.3835779, 7.7153741 45.3837085, 7.7153059 45.3838163, 7.7151808 45.383992, 7.7151286 45.3840551, 7.7150387 45.3841637, 7.7149364 45.3842675, 7.7148681 45.3843513, 7.7148158 45.3844081)",,,,
38543791,,Via Giraudo,secondary,False,False,77.351,,,"LINESTRING (7.7174627 45.3828658, 7.717357 45.3828671, 7.7164723 45.3828686)",,,,
39705443,SP222,Via Cesare Balbo,secondary,False,False,71.849,2,,"LINESTRING (7.7174627 45.3828658, 7.7174659 45.3829422, 7.7174539 45.3833529, 7.7174492 45.3835118)",,,,
39827982,,Via Casari,unclassified,False,False,139.56600000000003,1,,"LINESTRING (7.7138878 45.3799775, 7.7139459 45.3800715, 7.71404 45.380216, 7.7141333 45.3803621, 7.7143203 45.3806551, 7.7145112 45.3809543, 7.7145887 45.3810757, 7.7146188 45.3811228)",,,,
262195707,,Via Giovanni Casari,unclassified,False,False,172.055,2,,"LINESTRING (7.7138878 45.3799775, 7.7140418 45.3799114, 7.7141088 45.3798684, 7.7142549 45.379734, 7.7144024 45.3795644, 7.7144828 45.3794714, 7.7146638 45.3793477, 7.7147107 45.3793106, 7.7148696 45.3792154, 7.7150698 45.3790853, 7.7152595 45.3789702, 7.715427 45.3788965)",,,,
"[39581954, 262195707]",,Via Giovanni Casari,unclassified,False,True,64.065,2,30,"LINESTRING (7.7138878 45.3799775, 7.7137435 45.3800209, 7.7135526 45.3800783, 7.71335 45.3801389, 7.7132103 45.3801643, 7.7131293 45.3801936)",,,,
262195707,,Via Giovanni Casari,unclassified,False,True,172.05499999999998,2,,"LINESTRING (7.715427 45.3788965, 7.7152595 45.3789702, 7.7150698 45.3790853, 7.7148696 45.3792154, 7.7147107 45.3793106, 7.7146638 45.3793477, 7.7144828 45.3794714, 7.7144024 45.3795644, 7.7142549 45.379734, 7.7141088 45.3798684, 7.7140418 45.3799114, 7.7138878 45.3799775)",,,,
"[328820433, 39581956]",,Via Giovanni Casari,unclassified,False,False,169.609,2,,"LINESTRING (7.715427 45.3788965, 7.7154819 45.3789278, 7.7155366 45.3792604, 7.7155436 45.3793026, 7.7155576 45.3793877, 7.715593 45.3796027, 7.7156505 45.379747, 7.7157107 45.3799005, 7.7157205 45.3800524, 7.7157256 45.3801061, 7.7157315 45.3801691, 7.7157353 45.3802296, 7.7157345 45.3803288, 7.7157376 45.3803872)",,,,
"[59567216, 39581955]",,Via Andrea Brezzi,unclassified,False,False,38.292,,,"LINESTRING (7.7151683 45.3809351, 7.7151949 45.3809603, 7.7152267 45.3809905, 7.7154064 45.381161, 7.7154674 45.3812076)",,,,
39673288,,Via Giacomo Buffa,residential,False,True,47.725,,,"LINESTRING (7.7151683 45.3809351, 7.7149261 45.3810159, 7.7146188 45.3811228)",,,,
"[39705449, 262195706]",,Via Giacomo Buffa,unclassified,False,False,44.536,2,,"LINESTRING (7.7151683 45.3809351, 7.715238 45.3808885, 7.7152496 45.3808063, 7.7152594 45.3807228, 7.7153299 45.3806896, 7.7153964 45.3806683, 7.715473 45.3806543)",,,,
39673280,,Via San Sebastiano,unclassified,True,False,33.711,,,"LINESTRING (7.7065739 45.3826772, 7.7066915 45.3829689)",,,,
328820424,SP59,Via Angelo Barengo,tertiary,False,True,40.353,,,"LINESTRING (7.7065739 45.3826772, 7.7063608 45.3830078)",,,,
328820424,SP59,Via Angelo Barengo,tertiary,False,False,82.99700000000001,,,"LINESTRING (7.7065739 45.3826772, 7.7066619 45.3825616, 7.707024 45.3820013)",,,,
39581959,,Via Angelo Barengo,tertiary,True,False,32.446,,,"LINESTRING (7.707024 45.3820013, 7.707066 45.381711)",,,,
328820424,SP59,Via Angelo Barengo,tertiary,False,True,82.99700000000001,,,"LINESTRING (7.707024 45.3820013, 7.7066619 45.3825616, 7.7065739 45.3826772)",,,,
38532097,SP59,Via Marcello Piccoli,secondary,False,False,61.838,,,"LINESTRING (7.7097487 45.3780755, 7.7098377 45.377967, 7.7101852 45.3776119)",,,,
38532097,SP59,Via Marcello Piccoli,secondary,False,True,352.884,,,"LINESTRING (7.7097487 45.3780755, 7.7095452 45.3783128, 7.7089315 45.3791586, 7.7086878 45.3795217, 7.7083426 45.3800231, 7.7079452 45.380604, 7.7077332 45.3809145)",,,,
39673277,,Via Carlo Trabucco,residential,False,False,25.048000000000002,,,"LINESTRING (7.7097487 45.3780755, 7.7097336 45.3782248, 7.709726 45.3783002)",,,,
39673289,,Via Ex Internati,residential,False,True,188.133,,,"LINESTRING (7.7094208 45.3819184, 7.7094106 45.3818556, 7.7094065 45.3818198, 7.7094158 45.381784, 7.7095753 45.3815025, 7.7096189 45.3814253, 7.7096796 45.3812344, 7.7096908 45.3811378, 7.7097052 45.3810204, 7.7096614 45.3803654, 7.7096808 45.380262)",,,,
42400220,,Via Saint Amand en Puisaye,residential,False,False,163.69,,,"LINESTRING (7.7094208 45.3819184, 7.7096808 45.3818392, 7.7098975 45.381769, 7.7102708 45.3816564, 7.7105727 45.3815841, 7.7107931 45.3815328, 7.7108605 45.3815247, 7.7110622 45.3815106, 7.7114074 45.3815171)",,,,
59567215,,,residential,False,False,43.739000000000004,,,"LINESTRING (7.7094208 45.3819184, 7.70937 45.3819363, 7.7093353 45.3819542, 7.709266 45.3819993, 7.7091024 45.382229)",,,,
328820424,SP59,Via Angelo Barengo,tertiary,False,False,40.353,,,"LINESTRING (7.7063608 45.3830078, 7.7065739 45.3826772)",,,,
38484088,,Via Giuseppe Romana,secondary,False,False,6.639,,,"LINESTRING (7.7131011 45.3817806, 7.7131005 45.3817209)",,,,
38484088,,Via Giuseppe Romana,secondary,False,True,71.157,,,"LINESTRING (7.7131011 45.3817806, 7.7131052 45.3820766, 7.7131072 45.3822263, 7.7131099 45.3824205)",,,,
39673278,,Via Saint Amand en Puisaye,residential,False,False,117.492,,,"LINESTRING (7.7131011 45.3817806, 7.712976 45.3817963, 7.7128931 45.3817973, 7.7126426 45.3818002, 7.7122314 45.3818041, 7.7117991 45.3817997, 7.7116352 45.3817189)",,,,
39705457,,Via Cesare Battisti,residential,False,True,98.06700000000001,,,"LINESTRING (7.7070917 45.3853108, 7.7065181 45.385519, 7.7059736 45.3857122)",,,,
39705458,,Via Cesare Battisti,residential,False,True,114.45400000000001,,,"LINESTRING (7.7070917 45.3853108, 7.7071669 45.3854698, 7.7072572 45.3857235, 7.7073874 45.3861195, 7.7074145 45.3863124)",,,,
609838388,,Via Cesare Battisti,residential,False,False,116.50200000000001,,,"LINESTRING (7.7070917 45.3853108, 7.7072829 45.3852103, 7.7076142 45.3850275, 7.7081926 45.3848579, 7.7082349 45.3848013, 7.7082165 45.3847224)",,,,
39673284,,Via Roma,residential,False,False,137.582,,,"LINESTRING (7.7096808 45.380262, 7.7101476 45.3802624, 7.7109978 45.3802624, 7.7114423 45.3802663)",,,,
39673289,,Via Ex Internati,residential,False,False,188.13299999999998,,,"LINESTRING (7.7096808 45.380262, 7.7096614 45.3803654, 7.7097052 45.3810204, 7.7096908 45.3811378, 7.7096796 45.3812344, 7.7096189 45.3814253, 7.7095753 45.3815025, 7.7094158 45.381784, 7.7094065 45.3818198, 7.7094106 45.3818556, 7.7094208 45.3819184)",,,,
39673291,,Via San Sebastiano,unclassified,True,False,26.186999999999998,,,"LINESTRING (7.7066915 45.3829689, 7.7063965 45.3830036, 7.7063608 45.3830078)",,,,
39705459,,Via Bianchetti,unclassified,False,False,192.185,,,"LINESTRING (7.7066915 45.3829689, 7.706741 45.3829631, 7.7077939 45.3828391, 7.707835 45.3828232, 7.7079428 45.3822363, 7.7080943 45.382015, 7.7081325 45.3819617, 7.7081416 45.38195)",,,,
"[328820440, 911333713, 39673282, 911333714]",,Via San Sebastiano,unclassified,False,True,229.65200000000002,,,"LINESTRING (7.7066915 45.3829689, 7.7067066 45.3829983, 7.706806 45.3831923, 7.7074751 45.3840249, 7.7076526 45.3842005, 7.7078637 45.3844113, 7.7080813 45.3846234, 7.7081063 45.3846388, 7.708178 45.384695, 7.7082165 45.3847224)",,,yes,
"[40795291, 39827991]",,Via Costantino Nigra,unclassified,True,False,187.323,,,"LINESTRING (7.712548 45.3836007, 7.7125203 45.3835957, 7.7122973 45.3835522, 7.7121555 45.3835275, 7.71182 45.38346, 7.7117231 45.3834458, 7.7115053 45.3834286, 7.7112928 45.3834191, 7.7111717 45.383426, 7.7110451 45.3834332, 7.7106881 45.3834591, 7.710536 45.3835001, 7.7103278 45.3835563, 7.7102242 45.3835973)",,,,
39673279,,Via M. Nubola,residential,False,False,135.716,,,"LINESTRING (7.7114423 45.3802663, 7.7114479 45.380883, 7.7114475 45.3811505, 7.7114504 45.3814868)",,,,
39673284,,Via Roma,residential,False,False,131.35,,,"LINESTRING (7.7114423 45.3802663, 7.7123092 45.3802663, 7.7131239 45.3802555)",,,,
39673284,,Via Roma,residential,False,True,137.582,,,"LINESTRING (7.7114423 45.3802663, 7.7109978 45.3802624, 7.7101476 45.3802624, 7.7096808 45.380262)",,,,
38532097,SP59,Via Marcello Piccoli,secondary,False,True,61.838,,,"LINESTRING (7.7101852 45.3776119, 7.7098377 45.377967, 7.7097487 45.3780755)",,,,
39827992,,Via Cesare Battisti,unclassified,False,True,35.684,,,"LINESTRING (7.7086594 45.3848013, 7.7082165 45.3847224)",,,,
40795290,,Via Massimo d'Azeglio,unclassified,True,False,155.05399999999997,,,"LINESTRING (7.7086594 45.3848013, 7.7086203 45.3848991, 7.7086013 45.3849668, 7.7086047 45.3850472, 7.7086127 45.3851277, 7.7087057 45.3854106, 7.7087117 45.3855365, 7.708724 45.3856912, 7.7087542 45.3858953, 7.7087629 45.3861815)",,,,
328820435,SP222,Via Giuseppe Romana,secondary,False,False,6.896,,,"LINESTRING (7.7131239 45.3802555, 7.7131293 45.3801936)",,,,
38484088,,Via Giuseppe Romana,secondary,False,True,162.957,,,"LINESTRING (7.7131239 45.3802555, 7.7131183 45.3804977, 7.7131061 45.3810674, 7.7131005 45.3817209)",,,,
39673284,,Via Roma,residential,False,True,131.35,,,"LINESTRING (7.7131239 45.3802555, 7.7123092 45.3802663, 7.7114423 45.3802663)",,,,
39705458,,Via Cesare Battisti,residential,False,False,114.454,,,"LINESTRING (7.7074145 45.3863124, 7.7073874 45.3861195, 7.7072572 45.3857235, 7.7071669 45.3854698, 7.7070917 45.3853108)",,,,
39827981,,Via San Marino,unclassified,False,True,61.089,,,"LINESTRING (7.7074145 45.3863124, 7.707822 45.386286, 7.7081791 45.3862103)",,,,
39705459,,Via Bianchetti,unclassified,False,True,192.18500000000003,,,"LINESTRING (7.7081416 45.38195, 7.7081325 45.3819617, 7.7080943 45.382015, 7.7079428 45.3822363, 7.707835 45.3828232, 7.7077939 45.3828391, 7.706741 45.3829631, 7.7066915 45.3829689)",,,,
328820426,,Via Caneva,tertiary,False,False,30.852999999999998,,,"LINESTRING (7.7081416 45.38195, 7.7080367 45.3819099, 7.7077946 45.3818174)",,,,
"[328820426, 328820463]",,Via Caneva,tertiary,False,"[False, True]",71.45100000000001,,,"LINESTRING (7.7081416 45.38195, 7.7088294 45.3822109, 7.7089478 45.3822537)",,,,
212873367,,Via Caneva,tertiary,True,False,33.27,,,"LINESTRING (7.7077946 45.3818174, 7.7073723 45.3817781)",,,,
328820426,,Via Caneva,tertiary,False,True,30.852999999999998,,,"LINESTRING (7.7077946 45.3818174, 7.7080367 45.3819099, 7.7081416 45.38195)",,,,
39673279,,Via M. Nubola,residential,False,True,135.716,,,"LINESTRING (7.7114504 45.3814868, 7.7114475 45.3811505, 7.7114479 45.380883, 7.7114423 45.3802663)",,,,
39705440,,,residential,True,False,49.986999999999995,,,"LINESTRING (7.7114504 45.3814868, 7.7115078 45.381467, 7.7115713 45.3814616, 7.7116338 45.3814713, 7.7116883 45.3814949, 7.7117285 45.3815299, 7.7117499 45.3815723, 7.7117501 45.3816173, 7.7117291 45.3816598, 7.7116893 45.381695, 7.7116352 45.3817189)",,roundabout,,
39827992,,Via Cesare Battisti,unclassified,False,False,35.684,,,"LINESTRING (7.7082165 45.3847224, 7.7086594 45.3848013)",,,,
609838388,,Via Cesare Battisti,residential,False,True,116.502,,,"LINESTRING (7.7082165 45.3847224, 7.7082349 45.3848013, 7.7081926 45.3848579, 7.7076142 45.3850275, 7.7072829 45.3852103, 7.7070917 45.3853108)",,,,
"[911333713, 39673282, 911333714, 328820440]",,Via San Sebastiano,unclassified,False,False,229.652,,,"LINESTRING (7.7082165 45.3847224, 7.708178 45.384695, 7.7081063 45.3846388, 7.7080813 45.3846234, 7.7078637 45.3844113, 7.7076526 45.3842005, 7.7074751 45.3840249, 7.706806 45.3831923, 7.7067066 45.3829983, 7.7066915 45.3829689)",,,yes,
39705440,,,residential,True,False,4.773,,,"LINESTRING (7.7114074 45.3815171, 7.7114272 45.3815007, 7.7114504 45.3814868)",,roundabout,,
42400220,,Via Saint Amand en Puisaye,residential,False,True,163.69,,,"LINESTRING (7.7114074 45.3815171, 7.7110622 45.3815106, 7.7108605 45.3815247, 7.7107931 45.3815328, 7.7105727 45.3815841, 7.7102708 45.3816564, 7.7098975 45.381769, 7.7096808 45.3818392, 7.7094208 45.3819184)",,,,
39673277,,Via Carlo Trabucco,residential,False,True,25.048000000000002,,,"LINESTRING (7.709726 45.3783002, 7.7097336 45.3782248, 7.7097487 45.3780755)",,,,
41576669,,Via Carlo Trabucco,residential,True,False,218.482,,,"LINESTRING (7.709726 45.3783002, 7.7096803 45.3790949, 7.709656 45.3801751, 7.7096613 45.3802185, 7.7096808 45.380262)",,,,
39827990,,Via Quattro Novembre,unclassified,False,True,81.68,,,"LINESTRING (7.7140013 45.3844416, 7.7143498 45.3846376, 7.7143821 45.3846624, 7.7144797 45.3847374, 7.7146022 45.3848169, 7.7146465 45.3848465, 7.7147762 45.3849331)",,,,
41474748,,Via Quattro Novembre,unclassified,True,False,25.511,,,"LINESTRING (7.7140013 45.3844416, 7.7137827 45.3843172, 7.7137517 45.384294)",,,,
39705448,,Via Don Severino Bertola,unclassified,False,True,92.721,,,"LINESTRING (7.7173172 45.3849426, 7.7170735 45.3848484, 7.7167531 45.3847894, 7.7163908 45.3848185, 7.7161789 45.384835)",,,,
"[262195701, 262195702, 262195703]",SP222,Via Cesare Balbo,secondary,False,False,68.382,"['2', '3']",,"LINESTRING (7.7173172 45.3849426, 7.7172998 45.3849822, 7.717296 45.3849908, 7.717287 45.3850113, 7.7172415 45.3851147, 7.7172014 45.385206, 7.7171266 45.3853784, 7.7171061 45.385454, 7.7171035 45.3854973, 7.7171139 45.3855354)",,,,
262195701,SP222,Via Cesare Balbo,secondary,False,True,104.905,2,,"LINESTRING (7.7173172 45.3849426, 7.7173379 45.3848493, 7.7173555 45.3847697, 7.7174208 45.3844751, 7.7174315 45.3841114, 7.7174346 45.3840049)",,,,
39827990,,Via Quattro Novembre,unclassified,False,False,5.195,,,"LINESTRING (7.7148244 45.3849653, 7.7147762 45.3849331)",,,,
39705448,,Via Don Severino Bertola,unclassified,False,False,108.184,,,"LINESTRING (7.7148244 45.3849653, 7.7150703 45.3849308, 7.7154286 45.3849251, 7.7157584 45.3849322, 7.7159581 45.3848655, 7.7161789 45.384835)",,,,
39705434,,Via Tenente Giovanni Raverdino,unclassified,True,False,197.959,,,"LINESTRING (7.7161725 45.3846251, 7.7161473 45.3844392, 7.71617 45.3843194, 7.7162269 45.3840558, 7.7162724 45.3838043, 7.7163406 45.3835727, 7.7164145 45.383393, 7.7164543 45.3832892, 7.7164713 45.3831335, 7.7164827 45.3829937, 7.7164723 45.3828686)",,,,
38543791,,Via Giraudo,secondary,False,False,76.408,,,"LINESTRING (7.7164723 45.3828686, 7.7159122 45.3828765, 7.7154947 45.3828926)",,,,
38543791,,Via Giraudo,secondary,False,True,77.351,,,"LINESTRING (7.7164723 45.3828686, 7.717357 45.3828671, 7.7174627 45.3828658)",,,,
39673278,,Via Saint Amand en Puisaye,residential,False,True,117.492,,,"LINESTRING (7.7116352 45.3817189, 7.7117991 45.3817997, 7.7122314 45.3818041, 7.7126426 45.3818002, 7.7128931 45.3817973, 7.712976 45.3817963, 7.7131011 45.3817806)",,,,
39705440,,,residential,True,False,38.363,,,"LINESTRING (7.7116352 45.3817189, 7.7115754 45.3817288, 7.7115143 45.3817249, 7.7114581 45.3817075, 7.7114127 45.3816784, 7.7113828 45.3816408, 7.7113715 45.3815984, 7.71138 45.3815557, 7.7114074 45.3815171)",,roundabout,,
38543791,,Via Giraudo,secondary,False,True,73.388,,,"LINESTRING (7.7145554 45.3829113, 7.7154947 45.3828926)",,,,
39705460,,Via Giraudo,secondary,False,False,37.302,,,"LINESTRING (7.7145554 45.3829113, 7.7141878 45.382926, 7.7140784 45.3829278)",,,,
38505367,,Vicolo Braida,unclassified,True,False,109.007,,,"LINESTRING (7.7148158 45.3844081, 7.7149136 45.3844352, 7.7150387 45.3844551, 7.7152434 45.3844911, 7.7154139 45.384515, 7.715539 45.384543, 7.7156527 45.384551, 7.7158403 45.3845789, 7.7159369 45.3846029, 7.7160279 45.3846109, 7.7161725 45.3846251)",,,,
39705451,,Vicolo Braida,unclassified,True,False,178.649,,,"LINESTRING (7.7148158 45.3844081, 7.7147328 45.3843753, 7.7146578 45.3843433, 7.7146237 45.3843034, 7.7145592 45.384244, 7.7145389 45.3842019, 7.7145424 45.3841218, 7.714568 45.3839203, 7.7146114 45.3836191, 7.7146002 45.3835074, 7.7145165 45.3834229, 7.7145554 45.3829113)",,,,
39705452,,Via Carlo Botta,residential,True,False,174.429,,,"LINESTRING (7.7171139 45.3855354, 7.7170167 45.3855634, 7.7169921 45.3855596, 7.7166716 45.3855099, 7.7163528 45.3854414, 7.7159986 45.3853391, 7.7155923 45.3852436, 7.715278 45.3851847, 7.7150173 45.3850736)",,,,
"[262195698, 39827963]",SP222,Via Carlo Botta,secondary,False,False,54.631,2,,"LINESTRING (7.7171139 45.3855354, 7.7171519 45.3855512, 7.7172054 45.3855687, 7.7172801 45.3855812, 7.717507 45.3856116, 7.7177933 45.385637)",,,,
262195684,,Via Carlo Botta,residential,False,False,17.505,,,"LINESTRING (7.7171139 45.3855354, 7.7170712 45.3856307, 7.7170497 45.3856862)",,,,
"[262195701, 262195702, 262195703]",SP222,Via Cesare Balbo,secondary,False,True,68.38199999999999,"['2', '3']",,"LINESTRING (7.7171139 45.3855354, 7.7171035 45.3854973, 7.7171061 45.385454, 7.7171266 45.3853784, 7.7172014 45.385206, 7.7172415 45.3851147, 7.717287 45.3850113, 7.717296 45.3849908, 7.7172998 45.3849822, 7.7173172 45.3849426)",,,,
39705434,,Via Tenente Giovanni Raverdino,unclassified,True,False,23.396,,,"LINESTRING (7.7161789 45.384835, 7.7161659 45.3847323, 7.7161725 45.3846251)",,,,
