osmid,oneway,name,highway,reversed,length,geometry,lanes,junction,access,maxspeed
117034320,True,Piazzale Lazzaro Giovannacci,tertiary,False,43.949000000000005,"LINESTRING (12.2298327 45.4785404, 12.2298933 45.4785552, 12.2299465 45.4785779, 12.2299875 45.4786023, 12.2300244 45.4786291, 12.2300541 45.4786586, 12.2300769 45.4786912, 12.2300954 45.4787321, 12.2301065 45.4787648, 12.2301132 45.478798, 12.2301166 45.4788471)",,roundabout,,
444466175,True,Piazzale Lazzaro Giovannacci,tertiary,False,9.690999999999999,"LINESTRING (12.2301166 45.4788471, 12.23011 45.4788788, 12.2301007 45.4789067, 12.2300879 45.4789316)",2,roundabout,,
812929881,False,Piazzale Sant'Antonio,tertiary,True,13.907,"LINESTRING (12.2257938 45.477422, 12.225745 45.4773017)",2,,,
24236632,False,Via Giorgio Rizzardi,residential,True,41.275,"LINESTRING (12.2257938 45.477422, 12.2261257 45.4775525, 12.2262555 45.4776036)",,,,
24236635,True,Via Padre Egidio Gelain,tertiary,False,55.24,"LINESTRING (12.2257938 45.477422, 12.2258109 45.4774643, 12.2258629 45.4775926, 12.2259878 45.4778998)",1,,,
"[1176644131, 389106422]",True,Via Girolamo Ulloa,residential,False,154.41,"LINESTRING (12.2307027 45.4802018, 12.2301303 45.4793647, 12.2300726 45.4792803, 12.2300579 45.4792621, 12.2300424 45.4792458, 12.2300266 45.4792311, 12.2300017 45.4792109, 12.2299826 45.4791966, 12.2299574 45.4791824, 12.229923 45.4791657, 12.2298864 45.4791514, 12.2298349 45.4791352, 12.2296441 45.4790922)",,,,
37448792,True,Piazzale del Municipio,tertiary,False,29.532,"LINESTRING (12.2246615 45.4762672, 12.2245622 45.4760109)",1,,,
109400992,True,Piazzale del Municipio,residential,False,36.86,"LINESTRING (12.2246615 45.4762672, 12.2246378 45.4762715, 12.224586 45.4762808, 12.2244434 45.4763065, 12.224315 45.4763075, 12.2241979 45.4762921)",,,,
743807726,True,Via Mariuccia Lavelli,tertiary,False,107.204,"LINESTRING (12.2258546 45.4792323, 12.2254859 45.4783035)",2,,designated,
30943840,True,Via Jacopo Castelli,residential,False,72.668,"LINESTRING (12.2273337 45.474994, 12.2270666 45.4743679)",,,,
30943139,True,Piazzale Cesare Rossarol,residential,False,26.042,"LINESTRING (12.2273337 45.474994, 12.2274439 45.474983, 12.2275545 45.4749919, 12.2276584 45.47502)",,roundabout,,
30943582,False,Via Pietro Zerman,residential,False,106.85,"LINESTRING (12.2276584 45.47502, 12.228257 45.4741556)",,,,
30943139,True,Piazzale Cesare Rossarol,residential,False,23.447999999999997,"LINESTRING (12.2276584 45.47502, 12.2277153 45.4750459, 12.2277659 45.4750775, 12.227809 45.4751143, 12.2278345 45.4751433, 12.2278554 45.4751741)",,roundabout,,
30944655,False,Via Cesare Rossarol,residential,False,92.431,"LINESTRING (12.2278554 45.4751741, 12.2289586 45.4748699)",,,,
30944655,False,Via Cesare Rossarol,residential,True,68.253,"LINESTRING (12.2278554 45.4751741, 12.2270346 45.4753874)",,,,
30943139,True,Piazzale Cesare Rossarol,residential,False,30.767,"LINESTRING (12.2278554 45.4751741, 12.2278785 45.475227, 12.2278877 45.475282, 12.2278826 45.4753372, 12.2278636 45.4753909, 12.227831 45.4754413)",,roundabout,,
30943229,False,Via Enrico Cosenz,residential,False,91.873,"LINESTRING (12.227831 45.4754413, 12.2289051 45.475781)",,,,
30943139,True,Piazzale Cesare Rossarol,residential,False,21.223,"LINESTRING (12.227831 45.4754413, 12.2277784 45.4754931, 12.2277117 45.4755362, 12.2276337 45.4755688)",,roundabout,,
30943265,False,Via Angelo Toffoli,residential,False,88.899,"LINESTRING (12.2276337 45.4755688, 12.2281018 45.4762978)",,,,
30943139,True,Piazzale Cesare Rossarol,residential,False,57.316,"LINESTRING (12.2276337 45.4755688, 12.2275472 45.4755895, 12.2274565 45.4755971, 12.2273655 45.4755914, 12.2272781 45.4755725, 12.2271983 45.4755414, 12.2271294 45.4754993, 12.2270744 45.4754481, 12.2270522 45.4754185, 12.2270346 45.4753874)",,roundabout,,
30944655,False,Via Cesare Rossarol,residential,False,68.253,"LINESTRING (12.2270346 45.4753874, 12.2278554 45.4751741)",,,,
30944655,False,Via Cesare Rossarol,residential,True,110.91,"LINESTRING (12.2270346 45.4753874, 12.2257008 45.475734)",,,,
30943139,True,Piazzale Cesare Rossarol,residential,False,25.853,"LINESTRING (12.2270346 45.4753874, 12.2270131 45.4753114, 12.2270194 45.475234, 12.2270531 45.4751602)",,roundabout,,
30943265,False,Via Angelo Toffoli,residential,True,137.36700000000002,"LINESTRING (12.2295956 45.4785361, 12.2295694 45.4784853, 12.2295448 45.4784411, 12.22952 45.4784048, 12.228853 45.4774162)",,,,
117034320,True,Piazzale Lazzaro Giovannacci,tertiary,False,18.675,"LINESTRING (12.2295956 45.4785361, 12.2296495 45.4785292, 12.2297214 45.478528, 12.2297734 45.478532, 12.2298327 45.4785404)",,roundabout,,
30943265,False,Via Angelo Toffoli,residential,False,137.36700000000002,"LINESTRING (12.228853 45.4774162, 12.22952 45.4784048, 12.2295448 45.4784411, 12.2295694 45.4784853, 12.2295956 45.4785361)",,,,
30943265,False,Via Angelo Toffoli,residential,True,137.463,"LINESTRING (12.228853 45.4774162, 12.2281292 45.4763386, 12.2281018 45.4762978)",,,,
30943326,True,Via Carlo Mezzacapo,residential,False,102.89,"LINESTRING (12.228853 45.4774162, 12.2289144 45.4773991, 12.2300793 45.4770744)",,,,
30945630,True,Via Francesco Da Mula,residential,False,51.626,"LINESTRING (12.228853 45.4774162, 12.2287868 45.4774347, 12.2282342 45.4775814)",,,,
30943265,False,Via Angelo Toffoli,residential,True,88.899,"LINESTRING (12.2281018 45.4762978, 12.2276337 45.4755688)",,,,
30943265,False,Via Angelo Toffoli,residential,False,137.463,"LINESTRING (12.2281018 45.4762978, 12.2281292 45.4763386, 12.228853 45.4774162)",,,,
30943407,False,Via Leone Serena,residential,False,50.568000000000005,"LINESTRING (12.2281018 45.4762978, 12.2281667 45.4762745, 12.2286792 45.4760907)",,,,
30944938,True,Via Bernardo Mazzucchetto,residential,False,74.432,"LINESTRING (12.2281018 45.4762978, 12.2273196 45.4765463, 12.2272541 45.4765954)",,,,
93134517,False,Via Giacomo Antonini,residential,True,157.394,"LINESTRING (12.2286792 45.4760907, 12.2301613 45.4770517)",,,,
30943407,False,Via Leone Serena,residential,False,38.764,"LINESTRING (12.2286792 45.4760907, 12.2287324 45.4760374, 12.2289051 45.475781)",,,,
30943407,False,Via Leone Serena,residential,True,50.568000000000005,"LINESTRING (12.2286792 45.4760907, 12.2281667 45.4762745, 12.2281018 45.4762978)",,,,
30943229,False,Via Enrico Cosenz,residential,False,197.092,"LINESTRING (12.2289051 45.475781, 12.2311896 45.4765397)",,,,
30943229,False,Via Enrico Cosenz,residential,True,91.873,"LINESTRING (12.2289051 45.475781, 12.227831 45.4754413)",,,,
30943407,False,Via Leone Serena,residential,False,50.292,"LINESTRING (12.2289051 45.475781, 12.2291328 45.4754485, 12.2291743 45.4753703)",,,,
30943407,False,Via Leone Serena,residential,True,38.764,"LINESTRING (12.2289051 45.475781, 12.2287324 45.4760374, 12.2286792 45.4760907)",,,,
30943407,False,Via Leone Serena,residential,False,58.544,"LINESTRING (12.2291743 45.4753703, 12.2291753 45.4753081, 12.2291529 45.4752394, 12.2289586 45.4748699)",,,,
30943407,False,Via Leone Serena,residential,True,50.292,"LINESTRING (12.2291743 45.4753703, 12.2291328 45.4754485, 12.2289051 45.475781)",,,,
30943460,False,Via Livio Zambeccari,residential,False,164.63799999999998,"LINESTRING (12.2291743 45.4753703, 12.2301129 45.475612, 12.2302251 45.4756335, 12.230351 45.4756179, 12.2311551 45.4753897)",,,,
93134264,True,Piazzale Carlo Alberto Radaelli,residential,False,6.936,"LINESTRING (12.2284892 45.4739144, 12.2285261 45.4739343, 12.2285497 45.473959)",,roundabout,,
93134464,False,Via Pietro Zerman,residential,False,109.43,"LINESTRING (12.2284892 45.4739144, 12.2284986 45.4738499, 12.2291151 45.4730386)",,,,
30943460,False,Via Livio Zambeccari,residential,True,164.63799999999998,"LINESTRING (12.2311551 45.4753897, 12.230351 45.4756179, 12.2302251 45.4756335, 12.2301129 45.475612, 12.2291743 45.4753703)",,,,
30944655,False,Via Cesare Rossarol,residential,False,72.69,"LINESTRING (12.2289586 45.4748699, 12.2298306 45.4746387)",,,,
30944655,False,Via Cesare Rossarol,residential,True,92.431,"LINESTRING (12.2289586 45.4748699, 12.2278554 45.4751741)",,,,
93134494,True,Via Alberto Zanetti,residential,False,94.339,"LINESTRING (12.2289586 45.4748699, 12.2285274 45.4740772)",,,,
30943407,False,Via Leone Serena,residential,True,58.544,"LINESTRING (12.2289586 45.4748699, 12.2291529 45.4752394, 12.2291753 45.4753081, 12.2291743 45.4753703)",,,,
30944655,False,Via Cesare Rossarol,residential,True,18.471,"LINESTRING (12.2306126 45.4744312, 12.2303943 45.4744957)",,,,
48964842,True,Via Fratelli Bandiera,residential,False,114.668,"LINESTRING (12.2306126 45.4744312, 12.2311551 45.4753897)",,,,
30944655,False,Via Cesare Rossarol,residential,False,9.885,"LINESTRING (12.2306126 45.4744312, 12.2306866 45.4744116, 12.2307312 45.4743998)",,,,
30943538,False,Via Cesare Rossarol,residential,False,64.711,"LINESTRING (12.2301209 45.4751839, 12.2298306 45.4746387)",,,,
30943538,False,Via Cesare Rossarol,residential,True,64.711,"LINESTRING (12.2298306 45.4746387, 12.2301209 45.4751839)",,,,
30944655,False,Via Cesare Rossarol,residential,False,46.741,"LINESTRING (12.2298306 45.4746387, 12.2303943 45.4744957)",,,,
30944655,False,Via Cesare Rossarol,residential,True,72.69,"LINESTRING (12.2298306 45.4746387, 12.2289586 45.4748699)",,,,
30943717,False,Via Generale Antonio Cantore,residential,False,32.084,"LINESTRING (12.2291151 45.4730386, 12.229494 45.4729261)",,,,
30943717,False,Via Generale Antonio Cantore,residential,True,142.534,"LINESTRING (12.2291151 45.4730386, 12.227419 45.4735166)",,,,
93134464,False,Via Pietro Zerman,residential,True,109.43,"LINESTRING (12.2291151 45.4730386, 12.2284986 45.4738499, 12.2284892 45.4739144)",,,,
30944655,False,Via Cesare Rossarol,residential,False,18.471,"LINESTRING (12.2303943 45.4744957, 12.2306126 45.4744312)",,,,
30944655,False,Via Cesare Rossarol,residential,True,46.741,"LINESTRING (12.2303943 45.4744957, 12.2298306 45.4746387)",,,,
30943659,False,Via Fratelli Bandiera,residential,False,105.89500000000001,"LINESTRING (12.2303943 45.4744957, 12.2300199 45.4738314, 12.2298952 45.47361)",,,,
30943717,False,Via Generale Antonio Cantore,residential,False,29.632,"LINESTRING (12.2268157 45.4736866, 12.2271683 45.4735872)",,,,
30943840,True,Via Jacopo Castelli,residential,False,155.90300000000002,"LINESTRING (12.2268157 45.4736866, 12.2263161 45.4724903, 12.226198 45.4724053, 12.2261615 45.4723788)",,,,
30943659,False,Via Fratelli Bandiera,residential,False,163.085,"LINESTRING (12.229494 45.4729261, 12.2286857 45.4715734)",,,,
30943659,False,Via Fratelli Bandiera,residential,True,82.23,"LINESTRING (12.229494 45.4729261, 12.2298952 45.47361)",,,,
30943717,False,Via Generale Antonio Cantore,residential,True,32.084,"LINESTRING (12.229494 45.4729261, 12.2291151 45.4730386)",,,,
30943717,False,Via Generale Antonio Cantore,residential,False,27.52,"LINESTRING (12.229494 45.4729261, 12.229781 45.4728501, 12.2298242 45.4728387)",,,,
30943794,True,Piazzale Tommaso Gar,residential,False,8.766,"LINESTRING (12.2262441 45.4721125, 12.2262972 45.4721255, 12.2263427 45.4721486)",,roundabout,,
30943794,True,Piazzale Tommaso Gar,residential,False,14.354,"LINESTRING (12.2263427 45.4721486, 12.2263794 45.4721831, 12.226399 45.4722239, 12.2263994 45.4722669)",,roundabout,,
93134387,True,,residential,False,14.886,"LINESTRING (12.2263427 45.4721486, 12.2264112 45.4721647, 12.2264671 45.4721709, 12.2265286 45.4721768)",,,,
30943794,True,Piazzale Tommaso Gar,residential,False,5.753,"LINESTRING (12.2261466 45.4723758, 12.2261128 45.4723655, 12.2260824 45.4723508)",,roundabout,,
30944290,False,Via Ippolito Caffi,residential,True,111.429,"LINESTRING (12.2261466 45.4723758, 12.2261032 45.4724111, 12.225503 45.4732689)",,,,
30943933,False,Via Bartolomeo Benvenuto,residential,True,11.155,"LINESTRING (12.2288083 45.4715217, 12.2286857 45.4715734)",2,,,
93134540,False,Via Bartolomeo Benvenuto,residential,False,17.968,"LINESTRING (12.2288083 45.4715217, 12.2289304 45.4714887, 12.2290238 45.4714645)",,,,
1096244592,True,Piazzale della Concordia,tertiary,False,16.71,"LINESTRING (12.2242977 45.4724796, 12.224335 45.4724925, 12.224374 45.4725095, 12.2244128 45.4725291, 12.224446 45.4725479, 12.2244718 45.4725658)",,roundabout,,
93207579,True,Piazzale della Concordia,residential,False,20.351,"LINESTRING (12.2244718 45.4725658, 12.2246145 45.4726134, 12.2247131 45.4726342)",,,,
1096244595,True,Piazzale della Concordia,tertiary,False,27.064,"LINESTRING (12.2244718 45.4725658, 12.2244882 45.4725832, 12.2245074 45.4726101, 12.2245234 45.4726335, 12.2245378 45.4726607, 12.2245525 45.4726905, 12.2245692 45.4727299, 12.2245761 45.4727538, 12.224579 45.4727686, 12.2245771 45.4727941)",,roundabout,,
1096244594,True,Piazzale della Concordia,tertiary,False,20.833,"LINESTRING (12.2245771 45.4727941, 12.2245701 45.4728305, 12.22456 45.4728668, 12.224548 45.4729027, 12.2245377 45.4729258, 12.2245224 45.4729481, 12.2245007 45.4729714)",,roundabout,,
30944251,True,Via Antonio Canini,residential,False,77.203,"LINESTRING (12.2245007 45.4729714, 12.2246123 45.4730131, 12.2253748 45.4732975)",,,,
1096244594,True,Piazzale della Concordia,tertiary,False,34.081,"LINESTRING (12.2245007 45.4729714, 12.2244732 45.4729955, 12.2244456 45.4730158, 12.2243769 45.4730568, 12.2243104 45.4730891, 12.2242241 45.4731278, 12.2241555 45.473156)",,roundabout,,
30944391,True,Piazza del Mercato,tertiary,False,282.866,"LINESTRING (12.2241555 45.473156, 12.2241412 45.4731755, 12.2241324 45.4731945, 12.2241262 45.4732152, 12.2241242 45.4732328, 12.2241267 45.4732548, 12.224132 45.4732741, 12.2246511 45.4746194, 12.2249395 45.475345, 12.2249992 45.4754771, 12.2250577 45.4756067)",,,,
1096244594,True,Piazzale della Concordia,tertiary,False,65.55600000000001,"LINESTRING (12.2241555 45.473156, 12.2240858 45.4731802, 12.2240019 45.4732044, 12.2239202 45.4732236, 12.2235229 45.4733027, 12.2234738 45.4733126, 12.2234094 45.4733229, 12.2233782 45.4733268, 12.2233544 45.4733299)",,roundabout,,
93207580,False,Via Alvise Zorzi,residential,False,95.408,"LINESTRING (12.2229429 45.4733088, 12.2229052 45.4733643, 12.2223883 45.4740736)",,,,
1096244596,True,Piazzale della Concordia,tertiary,False,15.854,"LINESTRING (12.2229429 45.4733088, 12.2229069 45.4732958, 12.2228768 45.4732829, 12.2228472 45.4732687, 12.2228096 45.47325, 12.2227746 45.4732295)",,roundabout,,
93207573,True,Piazzale della Concordia,residential,False,23.707,"LINESTRING (12.2227746 45.4732295, 12.2227358 45.4732105, 12.2227097 45.4731998, 12.2226746 45.4731891, 12.2226407 45.473182, 12.2225949 45.4731754, 12.2225598 45.4731733, 12.2225337 45.4731723, 12.222489 45.4731727)",,,,
1096244587,True,Piazzale della Concordia,tertiary,False,24.134,"LINESTRING (12.2227746 45.4732295, 12.2227428 45.4731983, 12.2227156 45.4731691, 12.2226931 45.4731419, 12.2226789 45.4731223, 12.2226583 45.4730832, 12.2226359 45.4730371)",,roundabout,,
1096244586,True,Piazzale della Concordia,tertiary,False,40.449,"LINESTRING (12.2226359 45.4730371, 12.2226364 45.4729504, 12.2226645 45.4728494, 12.2227173 45.4727697, 12.2227906 45.4727004)",,roundabout,,
1234004118,True,Piazzale della Concordia,tertiary,False,20.145,"LINESTRING (12.2230064 45.4725944, 12.2232116 45.4725281, 12.2232415 45.4725193)",,roundabout,,
93207595,True,Via Federico Seismit Doda,residential,False,182.618,"LINESTRING (12.225503 45.4732689, 12.2261365 45.47485)",,,,
30944290,False,Via Ippolito Caffi,residential,False,111.429,"LINESTRING (12.225503 45.4732689, 12.2261032 45.4724111, 12.2261466 45.4723758)",,,,
93207524,True,Via Francesco Dall'Ongaro,residential,False,79.358,"LINESTRING (12.2261365 45.47485, 12.2270531 45.4751602)",,,,
93207595,True,Via Federico Seismit Doda,residential,False,11.34,"LINESTRING (12.2261365 45.47485, 12.2259975 45.47488)",,,,
30943139,True,Piazzale Cesare Rossarol,residential,False,29.451,"LINESTRING (12.2270531 45.4751602, 12.2271222 45.4750864, 12.2272184 45.4750294, 12.2273337 45.474994)",,roundabout,,
93134408,True,Piazzale del Municipio,tertiary,False,30.278000000000002,"LINESTRING (12.2250577 45.4756067, 12.2251437 45.475773, 12.2251781 45.4758653)",,,,
30944655,False,Via Cesare Rossarol,residential,False,110.91,"LINESTRING (12.2257008 45.475734, 12.2270346 45.4753874)",,,,
30944580,True,Piazzale del Municipio,residential,False,27.277,"LINESTRING (12.2257008 45.475734, 12.2256301 45.4756359, 12.2255527 45.4755873, 12.225475 45.4755566)",,,,
109401006,True,Piazzale del Municipio,residential,False,27.935000000000002,"LINESTRING (12.2257008 45.475734, 12.2257323 45.4757982, 12.2257312 45.4758928, 12.2257006 45.4759789)",,,,
109401006,True,Piazzale del Municipio,residential,False,37.638999999999996,"LINESTRING (12.2257006 45.4759789, 12.2255989 45.4760623, 12.2254894 45.4760952, 12.2254123 45.4761113, 12.2253687 45.4761204, 12.2252916 45.4761382)",,,,
30944591,True,Piazzale Sant'Antonio,tertiary,False,114.42699999999999,"LINESTRING (12.2252916 45.4761382, 12.2253239 45.4762138, 12.2253913 45.4763793, 12.2256695 45.4771156, 12.2256759 45.4771313)",,,,
92965376,False,Via Canal Bernardo,residential,False,46.502,"LINESTRING (12.2239931 45.4761359, 12.2243589 45.4760538, 12.2245422 45.4760157, 12.2245622 45.4760109)",,,,
92965376,False,Via Canal Bernardo,residential,True,174.352,"LINESTRING (12.2239931 45.4761359, 12.2238927 45.4761605, 12.2230922 45.476357, 12.2226348 45.4764692, 12.2218825 45.4766539)",,,,
30944736,False,Via Giuseppe Revere,residential,True,85.557,"LINESTRING (12.225475 45.4755566, 12.2259975 45.47488)",,,,
30944580,True,Piazzale del Municipio,residential,False,33.653999999999996,"LINESTRING (12.225475 45.4755566, 12.2253397 45.4755476, 12.2252177 45.4755629, 12.2251616 45.4755775, 12.2250577 45.4756067)",,,,
30944828,True,Via Alessandro Gavazzi,residential,False,112.405,"LINESTRING (12.2268601 45.4765786, 12.2267859 45.4765314, 12.2262616 45.4762522, 12.2257446 45.4759996, 12.2257006 45.4759789)",,,,
52098391,True,Piazzale Ugo Bassi,residential,False,34.451,"LINESTRING (12.2268601 45.4765786, 12.2269017 45.4765474, 12.2272111 45.476559, 12.2272403 45.4765713, 12.2272541 45.4765954)",,roundabout,,
39503009,True,Piazzale Carlo Mezzacapo,residential,False,38.336,"LINESTRING (12.2302848 45.4774588, 12.2302759 45.4774422, 12.2301121 45.477136)",,,,
30943326,True,Via Carlo Mezzacapo,residential,False,4.057,"LINESTRING (12.2301613 45.4770517, 12.2302097 45.4770383)",,,,
93134517,False,Via Giacomo Antonini,residential,False,157.394,"LINESTRING (12.2301613 45.4770517, 12.2286792 45.4760907)",,,,
52098391,True,Piazzale Ugo Bassi,residential,False,15.004,"LINESTRING (12.2272541 45.4765954, 12.2272458 45.4766977, 12.2272226 45.4767258)",,roundabout,,
93134426,True,Via Francesco Da Mula,residential,False,11.74,"LINESTRING (12.2282342 45.4775814, 12.2281206 45.4776507)",,,,
24236632,False,Via Giorgio Rizzardi,residential,True,99.152,"LINESTRING (12.2276981 45.4781769, 12.2288034 45.4786179)",,,,
24236632,False,Via Giorgio Rizzardi,residential,False,96.365,"LINESTRING (12.2276981 45.4781769, 12.2271305 45.4779419, 12.2266259 45.477746)",,,,
24236632,False,Via Giorgio Rizzardi,residential,True,32.936,"LINESTRING (12.2262555 45.4776036, 12.2266259 45.477746)",,,,
24236632,False,Via Giorgio Rizzardi,residential,False,41.275,"LINESTRING (12.2262555 45.4776036, 12.2261257 45.4775525, 12.2257938 45.477422)",,,,
30945667,True,Via Antonio Torniello,residential,False,104.594,"LINESTRING (12.2262555 45.4776036, 12.2262948 45.4775547, 12.2263339 45.477506, 12.2268521 45.4768825, 12.2268608 45.4767757)",,,,
52098391,True,Piazzale Ugo Bassi,residential,False,21.958,"LINESTRING (12.2268608 45.4767757, 12.2268531 45.4766222, 12.2268601 45.4765786)",,roundabout,,
52098391,True,Piazzale Ugo Bassi,residential,False,19.045,"LINESTRING (12.2270904 45.4768025, 12.2270508 45.4768086, 12.2269742 45.4768088, 12.2269058 45.4768012, 12.2268608 45.4767757)",,roundabout,,
30945718,True,Via Ugo Bassi,residential,False,123.884,"LINESTRING (12.2281206 45.4776507, 12.2270904 45.4768025)",,,,
93134426,True,Via Francesco Da Mula,residential,False,67.209,"LINESTRING (12.2281206 45.4776507, 12.228026 45.4777476, 12.227773 45.4780789, 12.2277355 45.4781279, 12.2276981 45.4781769)",,,,
93183216,True,Via Giacomo Mattei,residential,False,65.541,"LINESTRING (12.2241979 45.4762921, 12.2241669 45.4763277, 12.2241516 45.4763489, 12.2238159 45.476817)",,,,
109400992,True,Piazzale del Municipio,residential,False,23.977999999999998,"LINESTRING (12.2241979 45.4762921, 12.2241034 45.4762448, 12.2240322 45.4761858, 12.2239931 45.4761359)",,,,
109400997,True,Piazzale del Municipio,residential,False,70.975,"LINESTRING (12.224451 45.4757087, 12.2244307 45.4757129, 12.2243366 45.4757334, 12.2241426 45.4757748, 12.2240503 45.4758303, 12.2239976 45.4758796, 12.2239629 45.4759407, 12.2239504 45.4759932, 12.2239653 45.476072, 12.2239931 45.4761359)",,,,
203722312,True,Piazza del Mercato,tertiary,False,140.765,"LINESTRING (12.224451 45.4757087, 12.2244023 45.4755858, 12.2243516 45.4754592, 12.2240842 45.4748, 12.2239605 45.4744904)",1,,,
444737288,True,Piazzale della Concordia,tertiary,False,32.689,"LINESTRING (12.2233544 45.4733299, 12.2233197 45.4733334, 12.2232868 45.4733366, 12.223258 45.4733394, 12.2232293 45.4733414, 12.2232014 45.4733424, 12.2231656 45.4733428, 12.2231248 45.4733411, 12.2230775 45.4733369, 12.223032 45.4733298, 12.223 45.4733236, 12.2229746 45.4733179, 12.2229429 45.4733088)",,roundabout,,
92965352,False,Via Pietro Paleocapa,residential,True,32.661,"LINESTRING (12.2210334 45.476819, 12.2206229 45.4768775)",,,,
331712554,True,Via Pietro Paleocapa,residential,False,30.171999999999997,"LINESTRING (12.2210334 45.476819, 12.2211702 45.4767816, 12.2212964 45.4767334, 12.221385 45.4767067)",,,,
30944875,True,Via Leone Graziani,residential,False,71.977,"LINESTRING (12.2300224 45.4780794, 12.2302848 45.4774588)",,,,
92965376,False,Via Canal Bernardo,residential,False,174.352,"LINESTRING (12.2218825 45.4766539, 12.2226348 45.4764692, 12.2230922 45.476357, 12.2238927 45.4761605, 12.2239931 45.4761359)",,,,
331712552,True,Via Canal Bernardo,residential,False,28.871,"LINESTRING (12.2218825 45.4766539, 12.2218469 45.4766918, 12.2217481 45.4767399, 12.2216797 45.4767739, 12.2215886 45.4768052)",,,,
92965376,False,Via Canal Bernardo,residential,True,46.501999999999995,"LINESTRING (12.2245622 45.4760109, 12.2245422 45.4760157, 12.2243589 45.4760538, 12.2239931 45.4761359)",,,,
444466183,True,Piazzale del Municipio,residential,False,50.68300000000001,"LINESTRING (12.2245622 45.4760109, 12.2245841 45.476006, 12.2248699 45.4759415, 12.2251781 45.4758653)",,,,
1176637715,True,Piazzale del Municipio,tertiary,False,34.708,"LINESTRING (12.2245622 45.4760109, 12.2245207 45.4759073, 12.224451 45.4757087)",1,,,
236595929,False,Via della Fonte,residential,True,80.313,"LINESTRING (12.2194649 45.4735007, 12.2184364 45.4734618)",,,,
89178736,True,Via Cesare Beccaria,tertiary,False,60.995,"LINESTRING (12.2194649 45.4735007, 12.2194866 45.4733742, 12.2196047 45.4729613)",,,,
89178736,True,Via Cesare Beccaria,tertiary,False,56.533,"LINESTRING (12.2192095 45.4753478, 12.2192739 45.4748414)",,,,
115834647,True,Via Fratelli Bandiera,secondary,False,32.191,"LINESTRING (12.229394 45.4717282, 12.2295466 45.4719972)",2,,,
442612693,True,Via Alessandro Volta,unclassified,False,42.701,"LINESTRING (12.229394 45.4717282, 12.2299167 45.4718427)",,,,
30944655,False,Via Cesare Rossarol,residential,True,9.885,"LINESTRING (12.2307312 45.4743998, 12.2306866 45.4744116, 12.2306126 45.4744312)",,,,
198561129,True,Via Fratelli Bandiera,secondary,False,187.441,"LINESTRING (12.2307312 45.4743998, 12.2303586 45.4737584, 12.2301446 45.4733902, 12.2298242 45.4728387)",2,,,
30943794,True,Piazzale Tommaso Gar,residential,False,24.997999999999998,"LINESTRING (12.2263994 45.4722669, 12.2263794 45.4723096, 12.2263407 45.4723455, 12.2262874 45.4723705, 12.2262255 45.472382, 12.2261615 45.4723788)",,roundabout,,
30943794,True,Piazzale Tommaso Gar,residential,False,12.496,"LINESTRING (12.2260824 45.4723508, 12.2260466 45.472323, 12.2260229 45.4722894, 12.2260131 45.4722526)",,roundabout,,
93134419,True,,residential,False,17.451999999999998,"LINESTRING (12.2260824 45.4723508, 12.2260027 45.4723461, 12.2258589 45.4723444)",,,,
