osmid,bridge,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,junction,tunnel
"[169006552, 24236565]",yes,2,"['Ponte Trento Trieste', 'Via Vittorio Emanuele II']",tertiary,30,False,"[False, True]",163.47999999999996,"LINESTRING (9.7785424 45.1862732, 9.779358 45.1864241, 9.7801871 45.1865467, 9.7802628 45.1865599, 9.7803574 45.1865764, 9.7805711 45.1866137)",,
596147710,,,Lungo Adda Giuseppe Mazzini,tertiary,50,False,True,230.94300000000004,"LINESTRING (9.7785424 45.1862732, 9.7785257 45.1862524, 9.7785305 45.1862349, 9.7785358 45.1862165, 9.7786238 45.1860203, 9.7786354 45.1859944, 9.7786693 45.1859189, 9.7787219 45.1857934, 9.7787832 45.1856281, 9.7790322 45.1849235, 9.7791026 45.1847036, 9.7792001 45.1844008, 9.7792209 45.1843323, 9.7792419 45.1842634)",,
"[1268039344, 1222984635]",,2,,unclassified,50,False,True,66.832,"LINESTRING (9.7785424 45.1862732, 9.778518 45.1862829, 9.7785116 45.1862894, 9.7785021 45.186299, 9.7784938 45.186314, 9.7784867 45.1863355, 9.778464 45.1864296, 9.7784518 45.1864681, 9.7784475 45.1864798, 9.778389 45.1866376, 9.7783305 45.1867953, 9.7783214 45.1868136, 9.7783085 45.1868259, 9.7782903 45.186835)",,
141504393,,,Via Municipio,residential,50,False,False,61.613,"LINESTRING (9.7831775 45.1869965, 9.7832957 45.1864487)",,
692047105,,,Via Vittorio Emanuele II,tertiary,50,True,False,37.821000000000005,"LINESTRING (9.7831775 45.1869965, 9.7833108 45.1870119, 9.7834379 45.1870205, 9.7835242 45.187023, 9.7836239 45.1870235, 9.7836576 45.1870222)",,
141504009,,,Via Castello,residential,50,False,False,56.480000000000004,"LINESTRING (9.7812176 45.1867213, 9.7813044 45.1863165, 9.781319 45.1862498, 9.7813256 45.1862191)",,
554304213,,,Via Vittorio Emanuele II,tertiary,30,True,False,101.274,"LINESTRING (9.7812176 45.1867213, 9.7812903 45.1867313, 9.782486 45.1868955)",,
554304214,,,Largo della Vittoria,tertiary,30,False,False,52.065999999999995,"LINESTRING (9.7812176 45.1867213, 9.7806914 45.1866365, 9.7805711 45.1866137)",,
24236566,,,Via Guglielmo Marconi,tertiary,50,False,True,122.755,"LINESTRING (9.7846484 45.1868616, 9.786155 45.1865596)",,
24236519,,,Via Piave,residential,50,False,True,75.756,"LINESTRING (9.7846484 45.1868616, 9.7848159 45.1871708, 9.7847032 45.187512)",,
"[142576872, 169006014]",,,"['Via Guglielmo Marconi', 'Via Vittorio Emanuele II']",tertiary,,False,False,45.056,"LINESTRING (9.7846484 45.1868616, 9.7843999 45.1869138, 9.7840973 45.186977)",,
24236566,,,Via Guglielmo Marconi,tertiary,50,False,False,122.755,"LINESTRING (9.786155 45.1865596, 9.7846484 45.1868616)",,
24236566,,,Via Guglielmo Marconi,tertiary,50,False,True,139.249,"LINESTRING (9.786155 45.1865596, 9.7878632 45.186215)",,
37806352,,,Via Pisacane,residential,,True,False,108.36500000000001,"LINESTRING (9.786155 45.1865596, 9.7861813 45.1866156, 9.7861847 45.1866716, 9.7861896 45.1874815, 9.7861899 45.1875311)",,
1148219074,,,Via Guglielmo Marconi,tertiary,50,True,False,10.293999999999999,"LINESTRING (9.7882469 45.18624, 9.7882305 45.1862555, 9.788209 45.1862658, 9.788184 45.1862708, 9.788158 45.18627, 9.7881338 45.1862635)",roundabout,
1148219079,,,Viale Risorgimento,residential,50,True,False,139.297,"LINESTRING (9.7882469 45.18624, 9.78825 45.1862975, 9.7882557 45.1864315, 9.7882669 45.1874926)",,
37806350,,,Via Porta Soccorso,residential,50,False,False,54.644999999999996,"LINESTRING (9.7805711 45.1866137, 9.7806831 45.186242, 9.7807221 45.186134)",,
142492270,,,Largo della Vittoria,residential,,False,False,86.031,"LINESTRING (9.7805711 45.1866137, 9.7805341 45.1867767, 9.7805328 45.1870762, 9.7805274 45.1873853)",,
"[169006552, 24236565]",yes,2,"['Ponte Trento Trieste', 'Via Vittorio Emanuele II']",tertiary,30,False,"[False, True]",163.48,"LINESTRING (9.7805711 45.1866137, 9.7803574 45.1865764, 9.7802628 45.1865599, 9.7801871 45.1865467, 9.779358 45.1864241, 9.7785424 45.1862732)",,
554304214,,,Largo della Vittoria,tertiary,30,False,True,52.065999999999995,"LINESTRING (9.7805711 45.1866137, 9.7806914 45.1866365, 9.7812176 45.1867213)",,
37806351,,,Via Luigi Mazza,residential,50,True,False,129.914,"LINESTRING (9.7810279 45.1856074, 9.781096 45.1856311, 9.7821111 45.1857689, 9.7826512 45.1858341)",,
