osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,bridge,ref,access,area,est_width,junction
26154721,Sankt Lorenzner Straße - Via San Lorenzo,secondary,40,False,True,57.864000000000004,"LINESTRING (11.9316324 46.7933652, 11.9314761 46.793278, 11.9310423 46.7930372)",,,,,,,
113850452,Michael-Pacher-Straße - Via Michael Pacher,secondary,40,False,False,34.587,"LINESTRING (11.9316324 46.7933652, 11.931808 46.7934566, 11.9319864 46.79356)",2,,,,,,
113852355,Guglielmo-Marconi-Straße - Via Guglielmo Marconi,tertiary,40,False,True,144.212,"LINESTRING (11.9316324 46.7933652, 11.931517 46.7934503, 11.9304469 46.7941963, 11.9304213 46.7942133, 11.9302962 46.7942836)",,,,,,,
"[29187762, 26153695, 168101983, 82976999]","['Graben - Bastioni', 'Kapuzinerplatz - Piazza Cappuccini']",secondary,,False,False,71.355,"LINESTRING (11.9389711 46.7966141, 11.939191 46.796643, 11.9392897 46.7966574, 11.9396028 46.7967018, 11.939808 46.7967319, 11.9398883 46.7967461)",2,yes,,,,,
29187762,Graben - Bastioni,secondary,,False,True,65.098,"LINESTRING (11.9389711 46.7966141, 11.9383872 46.796533, 11.9381331 46.7964974)",2,,,,,,
32477953,Groß-Gerau-Promenade - Passeggiata Gross Gerau,residential,,True,False,182.748,"LINESTRING (11.9389711 46.7966141, 11.9389531 46.7966493, 11.9389082 46.7967624, 11.9388536 46.7968788, 11.9387041 46.797108, 11.9386689 46.7972308, 11.9385933 46.7974291, 11.9384671 46.7977255, 11.9384047 46.7978012, 11.9382689 46.7978965, 11.9381734 46.7979451, 11.938039 46.7979945, 11.938003 46.7980065, 11.9379487 46.7980292)",,,,,,,
29187761,Graben - Bastioni,secondary,,False,False,21.093,"LINESTRING (11.9352359 46.7953591, 11.9354518 46.795478)",,,,,,,
113850452,Michael-Pacher-Straße - Via Michael Pacher,secondary,40,False,True,81.966,"LINESTRING (11.9352359 46.7953591, 11.9351335 46.7953021, 11.9344014 46.7948933)",2,,,,,,
271519133,Reischacher Straße - Via Riscone,secondary,,False,True,24.519,"LINESTRING (11.9352359 46.7953591, 11.9353061 46.7953004, 11.9353223 46.7952879, 11.9354431 46.7951903)",,,LS/SP66,,,,
29189185,Stegener Straße - Via Stegona,tertiary,,True,False,96.225,"LINESTRING (11.935531 46.7970919, 11.9355812 46.7970722, 11.9356433 46.7970533, 11.9357548 46.7970225, 11.9358594 46.7969998, 11.936064 46.7969664, 11.9364397 46.7969354, 11.9367572 46.7969107)",,,,,,,
41428131,Stegener Straße - Via Stegona,tertiary,,False,False,189.397,"LINESTRING (11.935531 46.7970919, 11.9351213 46.7970934, 11.9349232 46.7970805, 11.9347502 46.7970585, 11.9345289 46.7970055, 11.9343502 46.796963, 11.9341946 46.7969288, 11.9339784 46.7969043, 11.9337437 46.7968992, 11.9330827 46.7969285)",,,,,,,
105510360,Althingstraße - Via Althing,residential,,False,False,102.43,"LINESTRING (11.9328368 46.7993207, 11.9328565 46.7987765, 11.9328606 46.7983997)",,,,,,,
373587249,Via Anton Steger - Anton Steger Straße,tertiary,,False,False,25.229,"LINESTRING (11.9328368 46.7993207, 11.932784 46.7993378, 11.93272 46.7993664, 11.932629 46.7994204, 11.9325715 46.7994546)",2,,,,,,
373587261,Via Anton Steger - Anton Steger Straße,tertiary,,False,True,98.59899999999999,"LINESTRING (11.9328368 46.7993207, 11.9329508 46.7992902, 11.9330586 46.799277, 11.9332122 46.7992655, 11.933379 46.7992598, 11.9334874 46.7992655, 11.9335736 46.7992731, 11.9336487 46.7992883, 11.9337098 46.7993112, 11.9337766 46.7993511, 11.9338655 46.799433, 11.93391 46.7994653, 11.9339346 46.7994777, 11.9339517 46.7994863, 11.9339934 46.7994958)",,,,,,,
25992685,Andreas-Hofer-Straße - Via Andreas Hofer,secondary,,False,True,26.316000000000003,"LINESTRING (11.939942 46.7969904, 11.9400642 46.7969252, 11.9401092 46.7969001, 11.9401412 46.7968852, 11.9402202 46.7968503)",,,SS621,,,,
111470624,Andreas-Hofer-Straße - Via Andreas Hofer,secondary,,True,False,28.252999999999997,"LINESTRING (11.939942 46.7969904, 11.9399377 46.7969388, 11.9399459 46.7968508, 11.9399361 46.7968006, 11.9398883 46.7967461)",,,SS621,,,,
271520720,Andreas-Hofer-Straße - Via Andreas Hofer,secondary,,False,False,55.439,"LINESTRING (11.939942 46.7969904, 11.9399229 46.7970306, 11.9396887 46.7974578)",2,,SS621,,,,
"[134149193, 49915839]",Spitalstraße - Via Ospedale,residential,,False,False,75.815,"LINESTRING (11.9385631 46.7996537, 11.9384258 46.7996752, 11.9380497 46.7997341, 11.9380395 46.7997004, 11.9379544 46.7994195)",,,,,,,
722858720,Andreas-Hofer-Straße - Via Andreas Hofer,secondary,,False,False,77.477,"LINESTRING (11.9385631 46.7996537, 11.938547 46.7995292, 11.9384563 46.7989608)",2,,SS621,,,,
722858720,Andreas-Hofer-Straße - Via Andreas Hofer,secondary,,False,True,120.539,"LINESTRING (11.9385631 46.7996537, 11.9385406 46.7997675, 11.9385233 46.8000015, 11.9384675 46.8007354)",2,,SS621,,,,
272836971,Josef-Seeber-Straße - Via Josef Seeber,tertiary,,False,True,8.527,"LINESTRING (11.9378665 46.7979771, 11.9379487 46.7980292)",2,,,,,,
109289277,Josef-Seeber-Straße - Via Josef Seeber,tertiary,,True,False,132.998,"LINESTRING (11.9378665 46.7979771, 11.9378238 46.7979647, 11.9373705 46.7978941, 11.9369166 46.7977616, 11.9365306 46.7976265, 11.9362739 46.7975088)",,,,,,,
30924359,Stegener Straße - Via Stegona,residential,,False,False,232.151,"LINESTRING (11.9330827 46.7969285, 11.9329073 46.7969352, 11.932764 46.7969407, 11.9325719 46.7969384, 11.932429 46.7969153, 11.9322732 46.7968652, 11.9308164 46.7961838, 11.9307111 46.7961174, 11.9305046 46.7959574)",,,,,,,
30924832,Josef-Schweighofer-Straße - Via Josef Schweighofer,tertiary,,False,False,167.01600000000002,"LINESTRING (11.9330827 46.7969285, 11.9330664 46.7968712, 11.9329868 46.7966327, 11.9329675 46.7964016, 11.9329442 46.7963643, 11.9329075 46.7963311, 11.9328519 46.7962915, 11.9323959 46.795977, 11.9322143 46.7958455, 11.9321415 46.7957444, 11.9320963 46.7956561)",2,,,,,,
41428131,Stegener Straße - Via Stegona,tertiary,,False,True,189.397,"LINESTRING (11.9330827 46.7969285, 11.9337437 46.7968992, 11.9339784 46.7969043, 11.9341946 46.7969288, 11.9343502 46.796963, 11.9345289 46.7970055, 11.9347502 46.7970585, 11.9349232 46.7970805, 11.9351213 46.7970934, 11.935531 46.7970919)",,,,,,,
"[272836971, 272836973, 30325887]",Josef-Seeber-Straße - Via Josef Seeber,tertiary,,False,False,86.752,"LINESTRING (11.938545 46.7986905, 11.9382501 46.7983048, 11.9382104 46.7982593, 11.9381861 46.7982428, 11.9380131 46.7980851, 11.9379854 46.7980617, 11.9379487 46.7980292)",2,yes,,,,,
108742374,Carl-Toldt-Straße - Via Carl Toldt,tertiary,,False,False,45.797000000000004,"LINESTRING (11.938545 46.7986905, 11.9383134 46.7987048, 11.9381111 46.7987449, 11.9379768 46.7988025)",,,,,,,
271520720,Andreas-Hofer-Straße - Via Andreas Hofer,secondary,,False,True,166.205,"LINESTRING (11.938545 46.7986905, 11.9386072 46.798647, 11.9386802 46.7986018, 11.9389108 46.7984641, 11.9390243 46.7983923, 11.9391378 46.7983095, 11.9392384 46.798225, 11.9393149 46.798135, 11.9393942 46.7980216, 11.9394521 46.7979101, 11.9396129 46.7975975, 11.9396887 46.7974578)",2,,SS621,,,,
722858720,Andreas-Hofer-Straße - Via Andreas Hofer,secondary,,False,True,31.444,"LINESTRING (11.938545 46.7986905, 11.9385067 46.7987486, 11.9384675 46.7988047, 11.9384583 46.7988356, 11.9384535 46.798901, 11.9384563 46.7989608)",2,,SS621,,,,
29189185,Stegener Straße - Via Stegona,tertiary,,True,False,40.753,"LINESTRING (11.9375069 46.7968185, 11.9375928 46.7968148, 11.9376132 46.7968172, 11.9379873 46.7968627, 11.9380359 46.7968638)",,,,,,,
82972411,Herzog-Sigmund-Straße - Via Duca Sigismondo,tertiary,,True,False,66.566,"LINESTRING (11.9380359 46.7968638, 11.938047 46.796959, 11.9380431 46.7972265, 11.9380279 46.7974619)",,,,,,,
30325963,Stuckstraße - Via Stuck,tertiary,,False,True,81.294,"LINESTRING (11.9405015 46.7961599, 11.9404336 46.7965353, 11.9404102 46.7966149, 11.9403642 46.7966963, 11.9403327 46.7967406, 11.9402778 46.7968085, 11.9402202 46.7968503)",,,,,,,
"[82977000, 291991089, 82976998]",Stuckstraße - Via Stuck,residential,,False,True,53.741,"LINESTRING (11.9405015 46.7961599, 11.9404757 46.7960731, 11.9404247 46.796014, 11.9403721 46.7959586, 11.9401548 46.7957752, 11.940133 46.7957566)",,yes,,,,,
"[82977000, 291991089, 82976998]",Stuckstraße - Via Stuck,residential,,False,False,53.74100000000001,"LINESTRING (11.940133 46.7957566, 11.9401548 46.7957752, 11.9403721 46.7959586, 11.9404247 46.796014, 11.9404757 46.7960731, 11.9405015 46.7961599)",,yes,,,,,
1137113260,Europastraße - Via Europa,residential,40,False,False,104.08099999999999,"LINESTRING (11.9351627 46.7967647, 11.9350514 46.7967464, 11.9349338 46.7967153, 11.9347581 46.7966456, 11.9342708 46.7964362, 11.9340361 46.7963412, 11.9339695 46.7963166)",,,,,,,
32478016,Stegener Straße - Via Stegona,unclassified,,False,False,22.212,"LINESTRING (11.9305046 46.7959574, 11.9303395 46.7957927)",,,,,,,
30924359,Stegener Straße - Via Stegona,residential,,False,True,232.15099999999998,"LINESTRING (11.9305046 46.7959574, 11.9307111 46.7961174, 11.9308164 46.7961838, 11.9322732 46.7968652, 11.932429 46.7969153, 11.9325719 46.7969384, 11.932764 46.7969407, 11.9329073 46.7969352, 11.9330827 46.7969285)",,,,,,,
123565333,Stegener Straße - Via Stegona,unclassified,,True,False,19.555,"LINESTRING (11.9305046 46.7959574, 11.9303654 46.7959427, 11.9302494 46.7959407)",,,,,,,
317954296,Sankt-Nikolaus-Straße - Via San Nicolò,residential,30,False,False,15.969000000000001,"LINESTRING (11.9292828 46.7962431, 11.9292165 46.7962527, 11.9290761 46.7962673)",,,,,,,
1114872991,Marco-Polo-Straße - Via Marco Polo,residential,,False,True,186.433,"LINESTRING (11.9292828 46.7962431, 11.9292936 46.7962694, 11.9293625 46.7963891, 11.9294534 46.7965206, 11.9295319 46.7966039, 11.9296521 46.7967177, 11.9298538 46.796856, 11.9299792 46.7969361, 11.9304235 46.7972057, 11.9305991 46.7973141, 11.9306982 46.7973798, 11.9307297 46.7974046, 11.9307596 46.7974348, 11.9307848 46.7974665, 11.9308033 46.7974898, 11.9308227 46.7975145)",,,,,,,
