osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,access,junction,tunnel
86305596,0,SS7,Via Nazionale Appia,primary,30,False,True,28.244,,"LINESTRING (14.2087422 41.1079966, 14.2086445 41.1082397)",,,
932919309,2,SS7,Via Nazionale Appia,primary,30,False,False,34.094,,"LINESTRING (14.2087422 41.1079966, 14.2088197 41.1077777, 14.2088442 41.1076998)",,,
1099879903,2,SS7,Via Riva Volturno,primary,20,True,False,46.452,,"LINESTRING (14.2087422 41.1079966, 14.2087621 41.1081031, 14.2087905 41.1082055, 14.208823 41.1082891, 14.2088897 41.1083964)",,,
30596988,2,SS7,Via Riva Volturno,primary,30,False,False,96.32300000000001,,"LINESTRING (14.2088897 41.1083964, 14.2092179 41.1086369, 14.2096928 41.109016)",,,
1099879902,2,SS7,Via Riva Volturno,primary,20,True,False,27.762999999999998,,"LINESTRING (14.2088897 41.1083964, 14.2087951 41.1083456, 14.208732 41.1083186, 14.2086898 41.1082977, 14.2086613 41.1082778, 14.2086445 41.1082397)",,,
179658995,,,Via Conte Landone,residential,,False,False,26.375,,"LINESTRING (14.2096928 41.109016, 14.2099289 41.1091729)",,,
30596988,2,SS7,Via Riva Volturno,primary,30,False,True,96.32300000000001,,"LINESTRING (14.2096928 41.109016, 14.2092179 41.1086369, 14.2088897 41.1083964)",,,
"[86305593, 1267750642, 86305597, 30596991]",2,SS7,Via Ponte Romano,primary,"['30', '50']",False,"[False, True]",322.97200000000004,"['viaduct', 'yes']","LINESTRING (14.2096928 41.109016, 14.2095476 41.1091283, 14.2095093 41.1091569, 14.2087848 41.1096653, 14.2086421 41.1097694, 14.2085123 41.1098618, 14.2081946 41.1100985, 14.2080465 41.110194, 14.2078099 41.110345, 14.2076069 41.110427, 14.207389 41.110486, 14.2068171 41.110584, 14.2065925 41.1105995)",,,
179658990,,,Corso Appio,residential,30,True,False,32.926,,"LINESTRING (14.2096928 41.109016, 14.2097723 41.1089616, 14.2099837 41.1088169)",,,
378022717,,,Via Napoli,residential,,True,False,20.084,,"LINESTRING (14.2140766 41.1058584, 14.214093 41.1060386)",,,
"[248874169, 346916124, 346916125]",,,Via Napoli,residential,30,False,False,149.93,yes,"LINESTRING (14.2140766 41.1058584, 14.2141073 41.1057054, 14.214138 41.1055523, 14.2141793 41.1054614, 14.2141985 41.105419, 14.2143502 41.1050765, 14.2144335 41.1049009, 14.2145839 41.1045694)",,,
179661359,,,Via Giardini,residential,,False,False,21.081,,"LINESTRING (14.2037604 41.1075649, 14.203982 41.1076547)",,,
"[179659002, 179659006, 222825655]",,,Viale Ferrovia,residential,,False,False,156.627,yes,"LINESTRING (14.2116126 41.1044552, 14.212471 41.1049931, 14.2127115 41.1051469, 14.2130063 41.105283, 14.2130678 41.1053343)",,,
248874129,,,,primary,,True,False,9.632,,"LINESTRING (14.2116126 41.1044552, 14.2116004 41.1044825, 14.211578 41.104506, 14.2115473 41.1045233)",,roundabout,
"[179659002, 179659006, 222825655]",,,Viale Ferrovia,residential,,False,True,156.627,yes,"LINESTRING (14.2130678 41.1053343, 14.2130063 41.105283, 14.2127115 41.1051469, 14.212471 41.1049931, 14.2116126 41.1044552)",,,
378022714,,,Via Napoli,residential,,True,False,18.788,,"LINESTRING (14.2136975 41.1060819, 14.2139003 41.1060098)",,,
"[180282312, 30596979]",,,Via Edoardo Palasciano,residential,30,False,True,144.37699999999998,,"LINESTRING (14.2136975 41.1060819, 14.2135059 41.106086, 14.2134454 41.1060854, 14.2133131 41.1060841, 14.2131007 41.1060821, 14.2129784 41.106081, 14.2128708 41.1061175, 14.2128189 41.1061473, 14.212476 41.1063443, 14.2121662 41.1065222)",,,
378022720,,,Largo Porta Napoli,residential,,True,False,15.851,,"LINESTRING (14.2138668 41.1062619, 14.2138908 41.1061205)",,,
179658990,,,Corso Appio,residential,30,True,False,4.747,,"LINESTRING (14.2112304 41.1080327, 14.2112685 41.1080011)",,,
"[665576353, 179658998]",,,Via Duomo,residential,,False,False,54.873999999999995,,"LINESTRING (14.2112304 41.1080327, 14.2113306 41.1082168, 14.2114739 41.1084908)",,,
179658998,,,Via Duomo,residential,,False,False,58.68,,"LINESTRING (14.2116198 41.1087738, 14.2117349 41.1090459, 14.2118325 41.1092766)",,,
179658998,,,Via Duomo,residential,,False,True,33.759,,"LINESTRING (14.2116198 41.1087738, 14.211611 41.1087567, 14.2114739 41.1084908)",,,
"[581171858, 581171860, 581171854]",,,"['Via F. Granata', 'Piazza De Renzis']",residential,,False,False,97.443,,"LINESTRING (14.2116198 41.1087738, 14.2117239 41.1087475, 14.2120913 41.1086548, 14.2121369 41.1087741, 14.212338 41.1087316, 14.2123927 41.1087209, 14.2126208 41.1086763)",,,building_passage
179658991,,,Corso Gran Priorato di Malta,residential,,True,False,45.919,,"LINESTRING (14.2129742 41.1090657, 14.2124422 41.109165)",,,
179658998,,,Via Duomo,residential,,False,False,46.884,,"LINESTRING (14.2118325 41.1092766, 14.211969 41.1096855)",,,
179658998,,,Via Duomo,residential,,False,True,58.68,,"LINESTRING (14.2118325 41.1092766, 14.2117349 41.1090459, 14.2116198 41.1087738)",,,
248874144,1,,Via Ottavio Rinaldi,residential,,True,False,57.702,,"LINESTRING (14.2150472 41.1102023, 14.2148679 41.1097216, 14.214861 41.1097027)",,,
1197084329,,,,residential,,False,True,81.749,,"LINESTRING (14.2124494 41.1107529, 14.2115615 41.1110578)",,,
"[1197279692, 1220300253, 581168750]",,,Via Duomo,residential,,True,False,41.071999999999996,,"LINESTRING (14.2124494 41.1107529, 14.212519 41.1108992, 14.2125805 41.1110837, 14.2125848 41.1111072)",,,building_passage
581168751,,,Via Roma,residential,,True,False,56.67,,"LINESTRING (14.2125848 41.1111072, 14.2131931 41.1108843)",,,
581168752,,,Via Duomo,residential,,False,False,105.935,,"LINESTRING (14.2125848 41.1111072, 14.2129397 41.1120216)",,,
180841505,,,Via Oreste Salomone,residential,,False,True,43.708,,"LINESTRING (14.2117866 41.1114124, 14.2115615 41.1110578)",,,
581179110,,,Via Roma,residential,,True,False,74.99,,"LINESTRING (14.2117866 41.1114124, 14.2125848 41.1111072)",,,
346916125,,,Via Napoli,residential,30,False,False,57.099,,"LINESTRING (14.2145839 41.1045694, 14.2147647 41.1040743)",,,
180811773,,,Via Raffaele Mariani,unclassified,,False,True,101.744,,"LINESTRING (14.2145839 41.1045694, 14.2137766 41.1043567, 14.213444 41.1042547)",,,
"[248874169, 346916124, 346916125]",,,Via Napoli,residential,30,False,True,149.92999999999998,yes,"LINESTRING (14.2145839 41.1045694, 14.2144335 41.1049009, 14.2143502 41.1050765, 14.2141985 41.105419, 14.2141793 41.1054614, 14.214138 41.1055523, 14.2141073 41.1057054, 14.2140766 41.1058584)",,,
885552833,,,Via Porta Fluviale,residential,,False,False,157.921,,"LINESTRING (14.2091044 41.1115149, 14.2073773 41.1120839)",,,
180811794,,,Via Riviera Casilina,residential,,False,True,73.011,,"LINESTRING (14.2091044 41.1115149, 14.2092544 41.1114291, 14.2095819 41.1112238, 14.209714 41.111133, 14.2097718 41.1110932)",,,
581179116,,,Via G. Albamonte,residential,,True,False,92.91,,"LINESTRING (14.2091044 41.1115149, 14.2092546 41.1119895, 14.2093231 41.1123333)",,,
248874086,2,SS7,Via Nazionale Appia,primary,30,False,True,28.676,,"LINESTRING (14.2125081 41.1036907, 14.2122764 41.1038805)",,,
180811773,,,Via Raffaele Mariani,unclassified,,False,False,100.65199999999999,,"LINESTRING (14.2125081 41.1036907, 14.2128036 41.103884, 14.21283 41.1039012, 14.2131865 41.1041344, 14.2132038 41.1041425, 14.213444 41.1042547)",,,
581179111,,,Via Francesco Gianfrotta,residential,,False,False,77.42500000000001,,"LINESTRING (14.2120439 41.1120839, 14.2118751 41.1116378, 14.2117602 41.1114221)",,,
885553562,,,Via Pomerio,residential,,False,False,75.539,,"LINESTRING (14.2120439 41.1120839, 14.2128056 41.1120475, 14.2129397 41.1120216)",,,
885553562,,,Via Pomerio,residential,,False,True,77.386,,"LINESTRING (14.2120439 41.1120839, 14.2118639 41.1121581, 14.2117596 41.1122011, 14.2112657 41.1124573)",,,
346916125,,,Via Napoli,residential,30,False,True,57.099,,"LINESTRING (14.2147647 41.1040743, 14.2145839 41.1045694)",,,
1197084343,,,,unclassified,,False,False,22.263,,"LINESTRING (14.2147647 41.1040743, 14.2150256 41.1041122)",,,
180811781,,,Via Antonazzo Romano,unclassified,,False,True,85.749,,"LINESTRING (14.2147647 41.1040743, 14.2143345 41.1039727, 14.213838 41.1037578)",,,
346916125,,,Via Napoli,residential,30,False,False,55.708,,"LINESTRING (14.2147647 41.1040743, 14.2149287 41.103721, 14.2149842 41.1036014)",,,
180811790,,,Via Giuseppe Garibaldi,unclassified,,False,False,15.495,,"LINESTRING (14.213838 41.1037578, 14.2137431 41.1038774)",,,
180811790,,,Via Giuseppe Garibaldi,unclassified,,False,True,23.287,,"LINESTRING (14.213838 41.1037578, 14.2139805 41.103578)",,,
180811781,,,Via Antonazzo Romano,unclassified,,False,False,85.749,,"LINESTRING (14.213838 41.1037578, 14.2143345 41.1039727, 14.2147647 41.1040743)",,,
180811794,,,Via Riviera Casilina,residential,,False,False,30.951,,"LINESTRING (14.2100483 41.1109086, 14.2097718 41.1110932)",,,
581178238,,,Largo Sanità,residential,,False,False,23.676,,"LINESTRING (14.2100483 41.1109086, 14.210255 41.1110538)",,,
180811794,,,Via Riviera Casilina,residential,,False,True,59.17999999999999,,"LINESTRING (14.2100483 41.1109086, 14.2104068 41.1105955, 14.2105097 41.1105056)",,,
180811786,,,Via Raffaele Mariani,unclassified,,False,False,22.831,,"LINESTRING (14.2135137 41.1037666, 14.2137431 41.1038774)",,,
180811790,,,Via Giuseppe Garibaldi,unclassified,,False,False,23.287,,"LINESTRING (14.2139805 41.103578, 14.213838 41.1037578)",,,
180811790,,,Via Giuseppe Garibaldi,unclassified,,False,True,48.869,,"LINESTRING (14.213444 41.1042547, 14.2137431 41.1038774)",,,
180811773,,,Via Raffaele Mariani,unclassified,,False,False,101.744,,"LINESTRING (14.213444 41.1042547, 14.2137766 41.1043567, 14.2145839 41.1045694)",,,
180811773,,,Via Raffaele Mariani,unclassified,,False,True,100.65200000000002,,"LINESTRING (14.213444 41.1042547, 14.2132038 41.1041425, 14.2131865 41.1041344, 14.21283 41.1039012, 14.2128036 41.103884, 14.2125081 41.1036907)",,,
346916125,,,Via Napoli,residential,30,False,True,55.708,,"LINESTRING (14.2149842 41.1036014, 14.2149287 41.103721, 14.2147647 41.1040743)",,,
180811786,,,Via Raffaele Mariani,unclassified,,False,True,22.831,,"LINESTRING (14.2137431 41.1038774, 14.2135137 41.1037666)",,,
180811790,,,Via Giuseppe Garibaldi,unclassified,,False,False,48.869,,"LINESTRING (14.2137431 41.1038774, 14.213444 41.1042547)",,,
180811790,,,Via Giuseppe Garibaldi,unclassified,,False,True,15.495,,"LINESTRING (14.2137431 41.1038774, 14.213838 41.1037578)",,,
581167596,,,Corso Appio,residential,30,True,False,41.726,,"LINESTRING (14.2134934 41.1065102, 14.2138668 41.1062619)",,,
665576343,,,,residential,,True,False,27.029,,"LINESTRING (14.2134934 41.1065102, 14.2136956 41.1066996)",,,
581168752,,,Via Duomo,residential,,False,True,105.935,,"LINESTRING (14.2129397 41.1120216, 14.2125848 41.1111072)",,,
885553562,,,Via Pomerio,residential,,False,False,270.577,,"LINESTRING (14.2129397 41.1120216, 14.2130524 41.1119998, 14.2131296 41.1119748, 14.2131834 41.111934, 14.2132126 41.1118853, 14.2132548 41.1115669, 14.2132942 41.1114965, 14.2133428 41.1114361, 14.213418 41.1113889, 14.2152782 41.1105554)",,,
885553562,,,Via Pomerio,residential,,False,True,75.539,,"LINESTRING (14.2129397 41.1120216, 14.2128056 41.1120475, 14.2120439 41.1120839)",,,
665576356,,,Piazza San Roberto Bellarmino,residential,,False,True,63.461,,"LINESTRING (14.2105097 41.1105056, 14.2112265 41.1103211)",,,
180811794,,,Via Riviera Casilina,residential,,False,False,59.17999999999999,,"LINESTRING (14.2105097 41.1105056, 14.2104068 41.1105955, 14.2100483 41.1109086)",,,
"[581178236, 581178237]",,,Via Bartolomeo da Capua,residential,,False,False,140.477,,"LINESTRING (14.2105097 41.1105056, 14.2106493 41.1110619, 14.2107244 41.1112013, 14.2108076 41.111361, 14.210888 41.1116015, 14.2109625 41.1117156)",,,building_passage
"[665576360, 179658995]",,,Via Conte Landone,residential,,False,True,170.093,,"LINESTRING (14.2105097 41.1105056, 14.2106974 41.1103467, 14.2104822 41.1099615, 14.2102603 41.1095973, 14.2100244 41.1092363, 14.2099289 41.1091729)",,,
180841507,,,Via Ettore Fieramosca,residential,,True,False,21.047,,"LINESTRING (14.2117469 41.1077094, 14.2118884 41.1078658)",,,
"[581167598, 581167596, 179658990]",,,Corso Appio,residential,30,True,False,153.799,,"LINESTRING (14.2117469 41.1077094, 14.211862 41.1076332, 14.212381 41.1072728, 14.21251 41.1071812, 14.2125656 41.1071418, 14.2130919 41.1067682)",,,building_passage
180841505,,,Via Oreste Salomone,residential,,False,False,86.592,,"LINESTRING (14.2112265 41.1103211, 14.2115615 41.1110578)",,,
665576356,,,Piazza San Roberto Bellarmino,residential,,False,False,63.461,,"LINESTRING (14.2112265 41.1103211, 14.2105097 41.1105056)",,,
1220300254,,,Via Seminario Campano,residential,,False,True,31.771,,"LINESTRING (14.2112265 41.1103211, 14.2115756 41.1102095)",,,
180841506,,,Via Asilo Infantile,residential,,False,False,85.724,,"LINESTRING (14.2112657 41.1124573, 14.2109185 41.1117321)",,,
885553562,,,Via Pomerio,residential,,False,False,77.386,,"LINESTRING (14.2112657 41.1124573, 14.2117596 41.1122011, 14.2118639 41.1121581, 14.2120439 41.1120839)",,,
179658998,,,Via Duomo,residential,,False,True,41.47,,"LINESTRING (14.2121178 41.1100412, 14.211969 41.1096855)",,,
180841508,,,Via Seminario Campano,residential,,True,False,49.129,,"LINESTRING (14.2121178 41.1100412, 14.2115756 41.1102095)",,,
1220300253,,,Via Duomo,residential,,True,False,83.952,,"LINESTRING (14.2121178 41.1100412, 14.2121744 41.1102041, 14.2124494 41.1107529)",,,
180841506,,,Via Asilo Infantile,residential,,False,True,85.724,,"LINESTRING (14.2109185 41.1117321, 14.2112657 41.1124573)",,,
300114041,,,Via Roma,residential,,True,False,4.118,,"LINESTRING (14.2109185 41.1117321, 14.2109625 41.1117156)",,,
248874086,2,SS7,Via Nazionale Appia,primary,30,False,False,63.182,,"LINESTRING (14.2117659 41.1042987, 14.2122764 41.1038805)",,,
378022253,2,SS7,Via Nazionale Appia,primary,30,True,False,20.128,,"LINESTRING (14.2117659 41.1042987, 14.2116146 41.1044393)",,,
1158427099,,,,primary,,True,False,5.741,,"LINESTRING (14.2114799 41.1043421, 14.2115141 41.1043442, 14.2115462 41.1043531)",,roundabout,
248874139,2,SS7,Via Nazionale Appia,primary,30,True,False,19.376,,"LINESTRING (14.2115462 41.1043531, 14.2117659 41.1042987)",,,
1167540711,,,,primary,,True,False,11.709,,"LINESTRING (14.2115462 41.1043531, 14.2115746 41.1043684, 14.2115965 41.104389, 14.2116101 41.1044132, 14.2116146 41.1044393)",,roundabout,
790204586,,,Viale Ferrovia,residential,,True,False,13.191,,"LINESTRING (14.2113968 41.1043696, 14.2113895 41.1042511)",,,
1158427097,,,,primary,,True,False,7.757999999999999,,"LINESTRING (14.2113968 41.1043696, 14.2114213 41.1043554, 14.2114495 41.104346, 14.2114799 41.1043421)",,roundabout,
1158427098,,,,primary,,True,False,0.855,,"LINESTRING (14.2113898 41.1043752, 14.2113968 41.1043696)",,roundabout,
1167540711,,,,primary,,True,False,1.776,,"LINESTRING (14.2116146 41.1044393, 14.2116126 41.1044552)",,roundabout,
251686612,,SP333,Strada Provinciale 333 ex Strada Statale 264,secondary,,True,False,19.967,,"LINESTRING (14.2113613 41.1044585, 14.2112741 41.1044062, 14.2111674 41.1043545)",,,
1158427096,,,,primary,,True,False,9.875,,"LINESTRING (14.2113613 41.1044585, 14.2113591 41.104429, 14.2113689 41.1044003, 14.2113898 41.1043752)",,roundabout,
1158427096,,,,primary,,True,False,5.384,,"LINESTRING (14.2113897 41.1045015, 14.2113719 41.1044814, 14.2113613 41.1044585)",,roundabout,
248874161,2,SS7,Via Nazionale Appia,primary,40,True,False,31.533,,"LINESTRING (14.2115473 41.1045233, 14.211358 41.1047684)",,,
"[1158427096, 248874129]",,,,primary,,True,False,14.466000000000001,,"LINESTRING (14.2115473 41.1045233, 14.211515 41.1045325, 14.2114806 41.1045348, 14.2114467 41.1045301, 14.2114156 41.1045187, 14.2113897 41.1045015)",,roundabout,
378022714,,,Via Napoli,residential,,True,False,22.397,,"LINESTRING (14.2139003 41.1060098, 14.2140766 41.1058584)",,,
248874126,,,Largo Porta Napoli,residential,,True,False,19.485999999999997,,"LINESTRING (14.2139003 41.1060098, 14.213955 41.1059852, 14.2139942 41.1059826, 14.214043 41.1059942, 14.2140669 41.1060081, 14.214093 41.1060386)",,roundabout,
778602837,,,,residential,,True,False,17.098,,"LINESTRING (14.214093 41.1060386, 14.2142508 41.1061361)",,,
248874126,,,Largo Porta Napoli,residential,,True,False,11.408999999999999,,"LINESTRING (14.214093 41.1060386, 14.2140998 41.1060597, 14.2140992 41.1060826, 14.2140919 41.1061025, 14.2140842 41.1061143, 14.214064 41.1061331)",,roundabout,
378022720,,,Largo Porta Napoli,residential,,True,False,16.755,,"LINESTRING (14.2138908 41.1061205, 14.2136975 41.1060819)",,,
248874126,,,Largo Porta Napoli,residential,,True,False,13.325,,"LINESTRING (14.2138908 41.1061205, 14.2138767 41.106101, 14.2138703 41.1060829, 14.2138725 41.106048, 14.2138769 41.1060377, 14.2138851 41.1060251, 14.2139003 41.1060098)",,roundabout,
248874126,,,Largo Porta Napoli,residential,,True,False,2.342,,"LINESTRING (14.214064 41.1061331, 14.2140415 41.1061456)",,roundabout,
248874175,,,Corso Appio,residential,,True,False,19.532,,"LINESTRING (14.2140415 41.1061456, 14.2138668 41.1062619)",,,
248874126,,,Largo Porta Napoli,residential,,True,False,14.094000000000001,,"LINESTRING (14.2140415 41.1061456, 14.2140176 41.1061532, 14.2139989 41.1061561, 14.2139589 41.1061546, 14.213922 41.1061429, 14.2138908 41.1061205)",,roundabout,
581167596,,,Corso Appio,residential,30,True,False,44.211,,"LINESTRING (14.2130919 41.1067682, 14.2134934 41.1065102)",,,
248874150,,,,residential,,False,True,77.703,,"LINESTRING (14.2155233 41.1071694, 14.2149022 41.1072759, 14.2146593 41.1073959)",,,
180841510,,,Via Principi Normanni,residential,,True,False,89.756,,"LINESTRING (14.2146593 41.1073959, 14.2153027 41.1080413)",,,
248874150,,,,residential,,False,False,77.703,,"LINESTRING (14.2146593 41.1073959, 14.2149022 41.1072759, 14.2155233 41.1071694)",,,
179658991,,,Corso Gran Priorato di Malta,residential,,True,False,23.829,,"LINESTRING (14.2148033 41.1087313, 14.2147742 41.1087362, 14.2145268 41.1087815)",,,
248874155,,,Via Pier della Vigna,residential,,True,False,235.10000000000002,,"LINESTRING (14.2148033 41.1087313, 14.214443 41.1082978, 14.2138387 41.1075795, 14.2132696 41.1069613)",,,
179658991,,,Corso Gran Priorato di Malta,residential,,True,False,52.602,,"LINESTRING (14.2145268 41.1087815, 14.2139167 41.1088932)",,,
179658991,,,Corso Gran Priorato di Malta,residential,,True,False,30.822,,"LINESTRING (14.2133317 41.1090003, 14.2129742 41.1090657)",,,
364935641,,,,residential,,False,False,16.034,,"LINESTRING (14.2124422 41.109165, 14.2123894 41.1090264)",,,
"[364927956, 364927957, 179658991]",,,Corso Gran Priorato di Malta,residential,,True,False,52.567,,"LINESTRING (14.2124422 41.109165, 14.212388 41.1091751, 14.2122319 41.1092043, 14.2118325 41.1092766)",,,building_passage
248874115,,,Via Principi Longobardi,residential,,True,False,155.833,,"LINESTRING (14.2124422 41.109165, 14.2127374 41.1098552, 14.2128217 41.1100523, 14.2130127 41.1104989)",,,
885542136,,,Via Luca Censio,residential,,True,False,43.774,,"LINESTRING (14.2152782 41.1105554, 14.2150472 41.1102023)",,,
885553562,,,Via Pomerio,residential,,False,True,270.577,,"LINESTRING (14.2152782 41.1105554, 14.213418 41.1113889, 14.2133428 41.1114361, 14.2132942 41.1114965, 14.2132548 41.1115669, 14.2132126 41.1118853, 14.2131834 41.111934, 14.2131296 41.1119748, 14.2130524 41.1119998, 14.2129397 41.1120216)",,,
248874116,,,Via San Michele a Corte,residential,,True,False,64.374,,"LINESTRING (14.2139947 41.1105823, 14.213761 41.1100308)",,,
581168751,,,Via Roma,residential,,True,False,97.779,,"LINESTRING (14.2139947 41.1105823, 14.2142067 41.1105065, 14.2150472 41.1102023)",,,
581168751,,,Via Roma,residential,,True,False,75.08500000000001,,"LINESTRING (14.2131931 41.1108843, 14.2138241 41.1106462, 14.2139947 41.1105823)",,,
179658993,2,SS7,Via Fuori Porta Roma,primary,50,False,True,131.409,,"LINESTRING (14.2076775 41.1097659, 14.2076301 41.1098257, 14.2076021 41.1098609, 14.2074978 41.1099854, 14.207355 41.1101211, 14.2071118 41.1103156, 14.2069295 41.1104196, 14.2065925 41.1105995)",,,
614921434,,,Via Giardini,residential,,True,False,106.856,,"LINESTRING (14.2076775 41.1097659, 14.2075889 41.1097019, 14.2074771 41.1096448, 14.2071912 41.109463, 14.2068947 41.1091719, 14.2068197 41.1091403, 14.2067515 41.1091266)",,,
180282313,2,SS7,Via Fuori Porta Roma,primary,40,False,True,16.016,,"LINESTRING (14.2042829 41.1110176, 14.2041054 41.1110711)",,,
180282313,2,SS7,Via Fuori Porta Roma,primary,40,False,False,37.537,,"LINESTRING (14.2042829 41.1110176, 14.2046651 41.1109352, 14.2047144 41.1109269)",,,
1099873915,,,Via Mezza Appia,residential,,True,False,43.019999999999996,,"LINESTRING (14.2042829 41.1110176, 14.2044415 41.1109349, 14.2045813 41.1108695, 14.2047181 41.1108129)",,,
86305596,0,SS7,Via Nazionale Appia,primary,30,False,False,28.244,,"LINESTRING (14.2086445 41.1082397, 14.2087422 41.1079966)",,,
"[86305595, 1099880070]",,SS7,Ponte Nuovo,primary,,False,True,124.888,yes,"LINESTRING (14.2086445 41.1082397, 14.2086103 41.1083499, 14.208019 41.1092563)",no,,
1220300271,,,Via Giovanni Alviani,residential,,False,False,32.225,,"LINESTRING (14.2088442 41.1076998, 14.2092196 41.1077629)",,,
932919309,2,SS7,Via Nazionale Appia,primary,30,False,False,62.67700000000001,,"LINESTRING (14.2088442 41.1076998, 14.2089587 41.107413, 14.2089764 41.1073849, 14.2090032 41.1073578, 14.2090924 41.1073141, 14.2092037 41.1072733, 14.2092348 41.1072624)",,,
932919309,2,SS7,Via Nazionale Appia,primary,30,False,True,34.094,,"LINESTRING (14.2088442 41.1076998, 14.2088197 41.1077777, 14.2087422 41.1079966)",,,
1220300271,,,Via Giovanni Alviani,residential,,False,True,32.225,,"LINESTRING (14.2092196 41.1077629, 14.2088442 41.1076998)",,,
179658990,,,Corso Appio,residential,30,True,False,51.562,,"LINESTRING (14.2112685 41.1080011, 14.2117469 41.1077094)",,,
"[346557741, 346557742]",,,Via Alessio Mazzocchi,residential,,True,False,102.491,,"LINESTRING (14.2112685 41.1080011, 14.2112171 41.1079568, 14.211139 41.1078895, 14.2110127 41.107862, 14.2104198 41.1078274, 14.2101217 41.1077994)",,,building_passage
179658990,,,Corso Appio,residential,30,True,False,82.78399999999999,,"LINESTRING (14.2104562 41.1084953, 14.2105913 41.1084145, 14.2108059 41.1082863, 14.2112304 41.1080327)",,,
346557853,,,Via Giovanni Alviani,residential,,True,False,86.979,,"LINESTRING (14.2104562 41.1084953, 14.2103081 41.1084003, 14.2101777 41.1083167, 14.2100113 41.1082618, 14.2099805 41.1082517, 14.2098368 41.1081759, 14.2096108 41.1080567, 14.2096061 41.108054)",,,
180841507,,,Via Ettore Fieramosca,residential,,True,False,109.035,,"LINESTRING (14.2118884 41.1078658, 14.2119156 41.1078994, 14.2124979 41.1085408, 14.2126208 41.1086763)",,,
346557854,,,Via Monte dei Pegni,residential,,True,False,75.204,,"LINESTRING (14.2125747 41.1074299, 14.2118884 41.1078658)",,,
248874155,,,Via Pier della Vigna,residential,,True,False,26.129,,"LINESTRING (14.2132696 41.1069613, 14.2130919 41.1067682)",,,
346557854,,,Via Monte dei Pegni,residential,,True,False,78.133,,"LINESTRING (14.2132696 41.1069613, 14.2125747 41.1074299)",,,
179658991,,,Corso Gran Priorato di Malta,residential,,True,False,50.438,,"LINESTRING (14.2139167 41.1088932, 14.2133317 41.1090003)",,,
"[346557856, 346557855]",,,Via Seggio dei Cavalieri,residential,,True,False,197.78,,"LINESTRING (14.2139167 41.1088932, 14.2137271 41.1086881, 14.2125747 41.1074299)",,,building_passage
364924314,,,Via C. Landolfo,residential,,True,False,42.061,,"LINESTRING (14.2115756 41.1102095, 14.2114104 41.1098523)",,,
1220300254,,,Via Seminario Campano,residential,,False,False,31.771,,"LINESTRING (14.2115756 41.1102095, 14.2112265 41.1103211)",,,
364924854,,,Via C. Landolfo,residential,,False,False,50.341,,"LINESTRING (14.2114104 41.1098523, 14.211969 41.1096855)",,,
364924314,,,Via C. Landolfo,residential,,True,False,97.27,,"LINESTRING (14.2114104 41.1098523, 14.2112818 41.1094603, 14.2113014 41.1094193, 14.2113562 41.1093886, 14.2117103 41.1093053, 14.2117629 41.109293, 14.2118325 41.1092766)",,,
