osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed,width,tunnel,junction
1257608918,False,2,Viale Primo Maggio,secondary,False,107.41099999999997,"LINESTRING (11.7840361 43.0950807, 11.7840926 43.0950991, 11.7841584 43.0951156, 11.7842229 43.0951263, 11.7842915 43.0951349, 11.7843701 43.0951425, 11.7846523 43.0951579, 11.7847589 43.095163, 11.7848897 43.095174, 11.7849581 43.095184, 11.7850047 43.0951923, 11.7850452 43.0952025, 11.785075 43.0952119, 11.7851071 43.0952247, 11.7851559 43.0952482, 11.7851909 43.0952679, 11.7852223 43.0952876, 11.7852528 43.0953086, 11.7852796 43.0953296)",,,,
1257608918,False,2,Viale Primo Maggio,secondary,True,164.68999999999994,"LINESTRING (11.7840361 43.0950807, 11.7839844 43.095061, 11.7839398 43.0950413, 11.7838831 43.0950121, 11.7838305 43.0949811, 11.7837743 43.0949405, 11.7837235 43.0948977, 11.7836499 43.0948255, 11.783561 43.0947346, 11.7834804 43.0946421, 11.7834273 43.0945756, 11.7833782 43.0945083, 11.7833447 43.0944564, 11.7833112 43.0944028, 11.783288 43.0943542, 11.7832111 43.0941603, 11.7831971 43.0941157, 11.7831878 43.0940788, 11.7831832 43.0940395, 11.7831838 43.0939876, 11.7831922 43.0939289, 11.7832023 43.0938982, 11.7832145 43.093871, 11.7832292 43.0938462, 11.78325 43.0938192)",,,,
33904321,True,1,Via delle Lettere,residential,False,217.74200000000002,"LINESTRING (11.7852796 43.0953296, 11.7853573 43.0953415, 11.7853895 43.0953489, 11.7854225 43.0953602, 11.7854576 43.0953763, 11.7854926 43.0953963, 11.7855137 43.0954112, 11.7855536 43.0954394, 11.7856065 43.0954825, 11.7858839 43.0957415, 11.7862193 43.0960893, 11.7862887 43.0961543, 11.7863608 43.0962192, 11.7864315 43.0962812, 11.7865143 43.0963491, 11.7866808 43.0964884, 11.7867774 43.0965698, 11.7868687 43.0966512, 11.787019 43.0967898)",,,,
159992699,False,2,Viale Primo Maggio,secondary,False,407.694,"LINESTRING (11.7852796 43.0953296, 11.7853166 43.095362, 11.7853872 43.0954293, 11.7854136 43.0954538, 11.7854476 43.0954847, 11.7855334 43.0955616, 11.7856017 43.0956253, 11.7856341 43.0956573, 11.7856649 43.0956887, 11.7856896 43.0957163, 11.7857099 43.0957405, 11.7857272 43.0957641, 11.785775 43.0958275, 11.7858558 43.0959401, 11.7858809 43.0959726, 11.7859061 43.0960036, 11.7860827 43.0962154, 11.7862534 43.096419, 11.7863626 43.0965463, 11.7865309 43.096755, 11.7866267 43.0968797, 11.7866497 43.0969128, 11.7866648 43.0969367, 11.7866765 43.0969606, 11.7866874 43.0969908, 11.7867078 43.0970756, 11.7867157 43.0971147, 11.7867215 43.0971537, 11.7867253 43.0971972, 11.7867261 43.0972436, 11.7867243 43.0972766, 11.7867194 43.0973257, 11.7867094 43.097374, 11.7866945 43.0974305, 11.786682 43.0974759, 11.7866664 43.0975197, 11.7866463 43.0975615, 11.786624 43.0975967, 11.7865923 43.0976428, 11.7865613 43.0976813, 11.7865267 43.0977185, 11.7864897 43.0977536, 11.7864439 43.0977911, 11.7863972 43.097826, 11.7863404 43.097867, 11.7862986 43.0978937, 11.7862398 43.0979292, 11.7861983 43.0979497, 11.7861412 43.0979748, 11.7860823 43.097996, 11.7860302 43.0980104, 11.7859803 43.0980204, 11.7859365 43.098027, 11.7858901 43.0980322, 11.7858312 43.0980368, 11.7857653 43.0980386, 11.7856959 43.0980365, 11.78561 43.0980291, 11.785541 43.0980191, 11.7853878 43.0979945)",,,,
1257608918,False,2,Viale Primo Maggio,secondary,True,107.411,"LINESTRING (11.7852796 43.0953296, 11.7852528 43.0953086, 11.7852223 43.0952876, 11.7851909 43.0952679, 11.7851559 43.0952482, 11.7851071 43.0952247, 11.785075 43.0952119, 11.7850452 43.0952025, 11.7850047 43.0951923, 11.7849581 43.095184, 11.7848897 43.095174, 11.7847589 43.095163, 11.7846523 43.0951579, 11.7843701 43.0951425, 11.7842915 43.0951349, 11.7842229 43.0951263, 11.7841584 43.0951156, 11.7840926 43.0950991, 11.7840361 43.0950807)",,,,
1256884565,False,2,Viale Piero Calamandrei,secondary,True,9.637,"LINESTRING (11.7853878 43.0979945, 11.7853435 43.0980749)",50,6,,
159992699,False,2,Viale Primo Maggio,secondary,True,407.69399999999996,"LINESTRING (11.7853878 43.0979945, 11.785541 43.0980191, 11.78561 43.0980291, 11.7856959 43.0980365, 11.7857653 43.0980386, 11.7858312 43.0980368, 11.7858901 43.0980322, 11.7859365 43.098027, 11.7859803 43.0980204, 11.7860302 43.0980104, 11.7860823 43.097996, 11.7861412 43.0979748, 11.7861983 43.0979497, 11.7862398 43.0979292, 11.7862986 43.0978937, 11.7863404 43.097867, 11.7863972 43.097826, 11.7864439 43.0977911, 11.7864897 43.0977536, 11.7865267 43.0977185, 11.7865613 43.0976813, 11.7865923 43.0976428, 11.786624 43.0975967, 11.7866463 43.0975615, 11.7866664 43.0975197, 11.786682 43.0974759, 11.7866945 43.0974305, 11.7867094 43.097374, 11.7867194 43.0973257, 11.7867243 43.0972766, 11.7867261 43.0972436, 11.7867253 43.0971972, 11.7867215 43.0971537, 11.7867157 43.0971147, 11.7867078 43.0970756, 11.7866874 43.0969908, 11.7866765 43.0969606, 11.7866648 43.0969367, 11.7866497 43.0969128, 11.7866267 43.0968797, 11.7865309 43.096755, 11.7863626 43.0965463, 11.7862534 43.096419, 11.7860827 43.0962154, 11.7859061 43.0960036, 11.7858809 43.0959726, 11.7858558 43.0959401, 11.785775 43.0958275, 11.7857272 43.0957641, 11.7857099 43.0957405, 11.7856896 43.0957163, 11.7856649 43.0956887, 11.7856341 43.0956573, 11.7856017 43.0956253, 11.7855334 43.0955616, 11.7854476 43.0954847, 11.7854136 43.0954538, 11.7853872 43.0954293, 11.7853166 43.095362, 11.7852796 43.0953296)",,,,
1212604745,True,1,Piazzale Don Giovanni Minzoni,residential,False,26.617000000000004,"LINESTRING (11.7853878 43.0979945, 11.7852698 43.0980371, 11.7852263 43.0980455, 11.7851586 43.0980454, 11.7851218 43.09804, 11.7850809 43.0980247)",,,,
"[1212604746, 1256884564]",True,1,Via Elio Bernabei,tertiary,False,33.509,"LINESTRING (11.7853878 43.0979945, 11.7854461 43.098041, 11.7854902 43.0980682, 11.7855504 43.0980938, 11.7856252 43.0981216, 11.7857242 43.0981644)",30,,,
1212604750,True,1,Viale di Sangallo,residential,False,33.47,"LINESTRING (11.7853878 43.0979945, 11.785326 43.0979506, 11.7853066 43.0979299, 11.7852933 43.0979048, 11.7852708 43.0978396, 11.7852467 43.0977221)",30,,,
