osmid,name,highway,oneway,reversed,length,geometry,lanes,junction,ref,bridge,tunnel
61566393,Via San Rocco,unclassified,False,True,153.802,"LINESTRING (12.709426 46.1724034, 12.7096083 46.1722363, 12.7097047 46.1721479, 12.7104535 46.171521, 12.7106673 46.1713203)",,,,,
129008282,Via Colle,unclassified,True,False,27.465,"LINESTRING (12.709426 46.1724034, 12.709619 46.1725345, 12.709672 46.1725817)",,,,,
26954959,Via Dante Alighieri,unclassified,False,True,216.46,"LINESTRING (12.7064235 46.1684914, 12.7064452 46.1684648, 12.7064724 46.1684315, 12.7064988 46.1683899, 12.7065193 46.1683497, 12.7065413 46.1682922, 12.7065657 46.1682285, 12.7066596 46.1677853, 12.7066859 46.1676757, 12.7068104 46.1670552, 12.7068666 46.1667753, 12.7068542 46.1666536, 12.7068529 46.1665793)",2,,,,
128357988,Rotonda,unclassified,True,False,13.13,"LINESTRING (12.7064235 46.1684914, 12.7064364 46.1684987, 12.7064582 46.16852, 12.7064681 46.1685529, 12.7064575 46.1685825, 12.7064449 46.1685963)",,roundabout,,,
128357987,Via della Vittoria,unclassified,False,False,76.55799999999999,"LINESTRING (12.7064449 46.1685963, 12.70655 46.1686301, 12.7067965 46.168676, 12.707016 46.1686963, 12.7074171 46.16871)",,,,,
128357988,Rotonda,unclassified,True,False,15.625000000000002,"LINESTRING (12.7064449 46.1685963, 12.7064334 46.1686047, 12.7063992 46.1686189, 12.7063586 46.1686232, 12.7063181 46.1686162, 12.7062883 46.1686013, 12.7062722 46.1685865)",,roundabout,,,
128357987,Via della Vittoria,unclassified,False,False,22.502,"LINESTRING (12.7074171 46.16871, 12.7077078 46.1686895)",,,,,
128357987,Via della Vittoria,unclassified,False,True,76.55799999999999,"LINESTRING (12.7074171 46.16871, 12.707016 46.1686963, 12.7067965 46.168676, 12.70655 46.1686301, 12.7064449 46.1685963)",,,,,
128913380,Viale della Vittoria,residential,False,False,143.745,"LINESTRING (12.7074171 46.16871, 12.7070777 46.1692888, 12.7068028 46.169362, 12.7066064 46.169379, 12.7063019 46.1696289)",,,,,
743592938,Via Regina Elena,unclassified,True,False,147.393,"LINESTRING (12.7101825 46.1685777, 12.7098477 46.1698828)",,,,,
128357987,Via della Vittoria,unclassified,False,False,94.13900000000001,"LINESTRING (12.7101825 46.1685777, 12.7104898 46.1686049, 12.7109217 46.1686431, 12.7112264 46.1686957, 12.7112683 46.1687084, 12.7113759 46.1687411)",,,,,
128357987,Via della Vittoria,unclassified,False,True,191.77799999999996,"LINESTRING (12.7101825 46.1685777, 12.7099314 46.1685651, 12.7094711 46.1685421, 12.7093238 46.1685489, 12.708939 46.1685718, 12.7088297 46.1685814, 12.7084795 46.1686123, 12.7082929 46.1686384, 12.7077078 46.1686895)",,,,,
128357987,Via della Vittoria,unclassified,False,True,94.13900000000001,"LINESTRING (12.7113759 46.1687411, 12.7112683 46.1687084, 12.7112264 46.1686957, 12.7109217 46.1686431, 12.7104898 46.1686049, 12.7101825 46.1685777)",,,,,
129170849,Via della Vittoria,unclassified,True,False,44.917,"LINESTRING (12.7113759 46.1687411, 12.7116477 46.1688205, 12.7119259 46.1688729)",,,,,
176019055,Via Vittorio Emanuele,secondary,False,False,149.127,"LINESTRING (12.7113759 46.1687411, 12.7109317 46.1698313, 12.710854 46.1700326)",2,,SR464,,
"[1078922500, 183856878, 176019055]",Via Vittorio Emanuele,secondary,False,True,96.304,"LINESTRING (12.7113759 46.1687411, 12.7114364 46.168519, 12.7114623 46.1683602, 12.7114623 46.1682873, 12.7114505 46.1681954, 12.7114249 46.1680892, 12.7113717 46.1679763, 12.7113311 46.1678922)",2,,SR464,yes,
129170848,Via della Stazione,unclassified,False,False,93.16900000000001,"LINESTRING (12.711773 46.1708458, 12.7121182 46.170733, 12.7124117 46.170657, 12.7128966 46.1705371)",2,,,,
485613594,Via Unità d'Italia,secondary,False,True,14.5,"LINESTRING (12.711773 46.1708458, 12.7116745 46.1708425, 12.7115849 46.1708452)",,,SR464,,
"[26948465, 128936566]","['Via Fabio di Maniago', 'Piazza Italia']",unclassified,False,True,161.839,"LINESTRING (12.7075975 46.1713632, 12.7077974 46.1712598, 12.7079241 46.1712034, 12.7080119 46.1711644, 12.7082511 46.1710685, 12.7082795 46.1710608, 12.7083126 46.1710526, 12.7083278 46.1710488, 12.7083777 46.1710431, 12.7084074 46.1710413, 12.7084397 46.1710412, 12.7088834 46.1710239, 12.7095637 46.1709908)",,,,,
818671993,Piazza Italia,unclassified,True,False,11.978,"LINESTRING (12.7075975 46.1713632, 12.7075814 46.1713867, 12.7075561 46.1714111, 12.7074964 46.1714421)",,,,,
61566393,Via San Rocco,unclassified,False,False,153.80200000000002,"LINESTRING (12.7106673 46.1713203, 12.7104535 46.171521, 12.7097047 46.1721479, 12.7096083 46.1722363, 12.709426 46.1724034)",,,,,
61566393,Via San Rocco,unclassified,False,True,43.565,"LINESTRING (12.7106673 46.1713203, 12.7105801 46.1709952, 12.710564 46.1709351)",,,,,
128970394,Via Umberto Primo,unclassified,False,True,132.248,"LINESTRING (12.7049064 46.1694594, 12.7049453 46.1695162, 12.7049881 46.1695669, 12.7050009 46.1695821, 12.7050611 46.169639, 12.7052388 46.1697883, 12.7055495 46.1700427, 12.7055947 46.1700739, 12.7060131 46.1703622)",,,,,
743592934,Via Umberto Primo,unclassified,True,False,32.209999999999994,"LINESTRING (12.7049064 46.1694594, 12.7048726 46.169407, 12.7047673 46.1692672, 12.7047409 46.1692374, 12.7047204 46.1692004)",,,,,
61566393,Via San Rocco,unclassified,False,False,43.565,"LINESTRING (12.710564 46.1709351, 12.7105801 46.1709952, 12.7106673 46.1713203)",,,,,
485613594,Via Unità d'Italia,secondary,False,False,79.283,"LINESTRING (12.710564 46.1709351, 12.7107651 46.170912, 12.7111143 46.1708798, 12.7114957 46.1708478, 12.7115849 46.1708452)",,,SR464,,
743592937,Via Fabio di Maniago,unclassified,False,False,77.27700000000002,"LINESTRING (12.710564 46.1709351, 12.7102558 46.1709511, 12.7102181 46.170953, 12.7096289 46.1709879, 12.7095637 46.1709908)",,,,,
743592940,Via Vittorio Emanuele,secondary,False,True,92.869,"LINESTRING (12.710564 46.1709351, 12.7105629 46.1708538, 12.7105673 46.1708042, 12.710579 46.1707483, 12.7106003 46.1706895, 12.7108011 46.1701716, 12.7108201 46.1701225)",2,,SR464,,
35592475,Via Trieste,unclassified,False,False,179.609,"LINESTRING (12.7088025 46.1726679, 12.7087637 46.1726922, 12.7086991 46.1727326, 12.7083896 46.1729747, 12.7083087 46.1730905, 12.7082428 46.1732609, 12.7081938 46.1733616, 12.7079022 46.1737172, 12.707767 46.1738951, 12.7076654 46.1740544)",,,,,
"[902049392, 129008291]","['Piazza Trento', 'Via San Rocco']",unclassified,True,False,56.316,"LINESTRING (12.7088025 46.1726679, 12.7090205 46.1725815, 12.7093177 46.172451, 12.709426 46.1724034)",,,,,
