osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,access,tunnel
96933811,2,Corso Calatafimi,secondary,False,True,67.487,"LINESTRING (13.3498048 38.1109532, 13.3496511 38.1108911, 13.3491186 38.110676)",,,
"[963390259, 96933813, 389888078]",2,Piazza Indipendenza,secondary,True,False,130.069,"LINESTRING (13.3498048 38.1109532, 13.3499445 38.1107727, 13.3499672 38.1107433, 13.3500892 38.1105809, 13.3501943 38.1104498, 13.350353 38.11025, 13.3505273 38.1100304, 13.3505521 38.1099992, 13.3505851 38.1099576)",,,
82513960,2,Corso Alberto Amedeo,secondary,False,False,10.618,"LINESTRING (13.3519802 38.1122008, 13.3519532 38.1121077)",30,,
82513960,2,Corso Alberto Amedeo,secondary,False,True,95.957,"LINESTRING (13.3519802 38.1122008, 13.3520171 38.1123275, 13.352246 38.113038)",30,,
"[86412018, 1250788333]",,"['Vicolo a Porta Nuova', 'Piazzetta Luigi La Porta']",residential,False,True,96.38499999999999,"LINESTRING (13.3519802 38.1122008, 13.3523408 38.1125048, 13.35256 38.1120881)",,,
82513960,2,Corso Alberto Amedeo,secondary,False,True,10.618,"LINESTRING (13.3519532 38.1121077, 13.3519802 38.1122008)",30,,
86250741,,Via Colonna Rotta,tertiary,False,True,107.248,"LINESTRING (13.3519532 38.1121077, 13.3515934 38.111952, 13.3514738 38.1119123, 13.3513194 38.1118913, 13.3511685 38.1118976, 13.3510362 38.111913, 13.3509216 38.1119321, 13.3508019 38.1119648)",,,
"[43119824, 97203289]",2,"['Corso Calatafimi', 'Corso Alberto Amedeo']",secondary,False,"[False, True]",130.107,"LINESTRING (13.3519532 38.1121077, 13.3521102 38.1119028, 13.3516149 38.1116988, 13.351581 38.1116848, 13.3511207 38.1114952, 13.3510621 38.1114711)","['30', '50']",,
86264830,,Via Matteo Bonello,tertiary,True,False,60.590999999999994,"LINESTRING (13.3552726 38.1142428, 13.3551022 38.1144427, 13.3548689 38.1146853)",,yes,
86623902,,Via Gioeni,residential,True,False,52.248,"LINESTRING (13.3548689 38.1146853, 13.3550861 38.115123)",,,
82513950,,Via Matteo Bonello,residential,False,False,45.118,"LINESTRING (13.3548689 38.1146853, 13.3547618 38.1147848, 13.3545646 38.1150123)",,,
"[1084510636, 86264828]",,Piazza Papireto,tertiary,False,True,148.392,"LINESTRING (13.3548689 38.1146853, 13.3547796 38.1147303, 13.3546791 38.1147719, 13.3543808 38.1148528, 13.3537685 38.1149881, 13.3535892 38.1150466, 13.3533681 38.1151853, 13.3533304 38.1152089)",,,
153558222,,Via dei Benedettini,residential,False,False,16.816,"LINESTRING (13.355866 38.1084963, 13.3557337 38.108606)",50,,
1153808219,,Via dei Benedettini,secondary,False,True,10.714,"LINESTRING (13.355866 38.1084963, 13.3559074 38.1084608, 13.3559488 38.1084253)",,,
361705664,2,Corso Tukory,secondary,True,False,64.988,"LINESTRING (13.3573533 38.1083718, 13.3580589 38.1085544)",,,
35672251,,Via D'Ossuna,residential,True,False,105.635,"LINESTRING (13.3482867 38.115124, 13.3494567 38.1153588)",,,
86250723,,Via Marco Polo,residential,False,False,63.418,"LINESTRING (13.3482867 38.115124, 13.3481124 38.1156776)",,,
193366077,2,Via Ernesto Basile,secondary,True,False,68.853,"LINESTRING (13.3543525 38.1072608, 13.3550131 38.1075973)",50,,
33374182,,Via Francesco Porcelli,residential,True,False,40.313,"LINESTRING (13.3543525 38.1072608, 13.3544077 38.10726, 13.3544568 38.1072638, 13.3545138 38.1072505, 13.3545968 38.107223, 13.3547755 38.1071413)",50,,
33473306,,Via Monfenera,residential,False,True,42.785,"LINESTRING (13.3556769 38.1068542, 13.35587 38.1072077)",,,
33473306,,Via Monfenera,residential,False,False,42.785,"LINESTRING (13.35587 38.1072077, 13.3556769 38.1068542)",,,
33473305,,Via Gaetano Lodato,secondary,True,False,22.454,"LINESTRING (13.3552829 38.107688, 13.3554619 38.1075433)",50,,
280704221,2,Corso Tukory,secondary,True,False,16.592,"LINESTRING (13.3552829 38.107688, 13.3554573 38.1077466)",,,
86123046,,Via Giovanni di Cristina,tertiary,True,False,36.361000000000004,"LINESTRING (13.3580589 38.1085544, 13.3579 38.1088217, 13.3578828 38.1088506)",,,
652471253,2,Corso Alberto Amedeo,secondary,True,False,21.807,"LINESTRING (13.3517612 38.1149626, 13.3518868 38.1147932)",,,
86412010,,Largo Siviglia,residential,False,False,96.607,"LINESTRING (13.3517612 38.1149626, 13.3515737 38.1149752, 13.3513479 38.1149595, 13.3511415 38.1148419, 13.3510278 38.1148302, 13.3507752 38.1148587, 13.3507105 38.1148595)",,,
35542276,,Via Cappuccini,secondary,False,True,39.407,"LINESTRING (13.3493609 38.1112612, 13.3492287 38.1112668, 13.3490972 38.1112626, 13.3489109 38.1112572)",,,
48918381,,Via Danisinni,residential,False,False,115.73400000000001,"LINESTRING (13.3493609 38.1112612, 13.3493384 38.1113456, 13.3492033 38.1114856, 13.3489474 38.1116307, 13.348779 38.1116869, 13.3483737 38.1117607, 13.3483004 38.1117748)",,,
1106273174,,Via Cappuccini,secondary,False,False,34.739,"LINESTRING (13.3493609 38.1112612, 13.3496411 38.1112439, 13.3497495 38.1112114)",20,,
48738520,,,secondary,True,False,29.271,"LINESTRING (13.3497495 38.1112114, 13.3497628 38.1110682, 13.3497798 38.1110217, 13.3498048 38.1109532)",20,,
1106273174,,Via Cappuccini,secondary,False,True,34.739,"LINESTRING (13.3497495 38.1112114, 13.3496411 38.1112439, 13.3493609 38.1112612)",20,,
521842171,,,residential,False,False,114.45,"LINESTRING (13.3485893 38.1078843, 13.3475195 38.1084766)",,,
35672240,2,Corso Pisani,secondary,False,False,257.923,"LINESTRING (13.3485893 38.1078843, 13.349266 38.1086263, 13.3499157 38.1092866, 13.3500147 38.1093677, 13.3504901 38.1096333)",50,,
35672240,2,Corso Pisani,secondary,False,True,45.538,"LINESTRING (13.3485893 38.1078843, 13.3484493 38.1077466, 13.3482447 38.1075779)",50,,
43055727,,,residential,False,False,20.225,"LINESTRING (13.3498639 38.1142563, 13.3498567 38.1140745)",,,
521858699,,Via Imera,residential,False,True,13.768,"LINESTRING (13.3498639 38.1142563, 13.3498227 38.1143758)",,,
521858699,,Via Imera,residential,False,False,124.323,"LINESTRING (13.3498639 38.1142563, 13.3499952 38.1141306, 13.3503367 38.1132138)",,,
35672253,,Via Colonna Rotta,tertiary,True,False,48.035999999999994,"LINESTRING (13.3486985 38.1130538, 13.3483173 38.113258, 13.3482533 38.1133054)",,,
48918386,,Via Gaetano Calandra,residential,False,True,49.363,"LINESTRING (13.3486985 38.1130538, 13.3486659 38.1130095, 13.348457 38.1130974, 13.3483529 38.112908)",,,
845944171,,Via Imera,residential,True,False,144.723,"LINESTRING (13.3508019 38.1119648, 13.3503367 38.1132138)",,,
35672253,,Via Colonna Rotta,tertiary,True,False,12.050999999999998,"LINESTRING (13.3508019 38.1119648, 13.3507039 38.111994, 13.350676 38.1120078)",,,
86250741,,Via Colonna Rotta,tertiary,False,False,107.248,"LINESTRING (13.3508019 38.1119648, 13.3509216 38.1119321, 13.3510362 38.111913, 13.3511685 38.1118976, 13.3513194 38.1118913, 13.3514738 38.1119123, 13.3515934 38.111952, 13.3519532 38.1121077)",,,
35675165,,Via D'Ossuna,residential,True,False,68.492,"LINESTRING (13.3494567 38.1153588, 13.3502167 38.1155067)",,,
86250711,,Via Imera,residential,False,False,49.359,"LINESTRING (13.3494567 38.1153588, 13.3496153 38.1149328)",,,
86250711,,Via Imera,residential,False,True,36.014,"LINESTRING (13.3494567 38.1153588, 13.3493409 38.1156696)",,,
86264818,2,Corso Alberto Amedeo,secondary,True,False,23.349,"LINESTRING (13.3513066 38.115714, 13.3513476 38.1156577, 13.3514395 38.1155319)",,,
35675165,,Via D'Ossuna,residential,True,False,72.078,"LINESTRING (13.3505054 38.1155629, 13.351233 38.1157001, 13.3513066 38.115714)",,,
1028610589,,Vicolo II D'Ossuna,living_street,False,False,60.077,"LINESTRING (13.3505054 38.1155629, 13.3505419 38.1153054, 13.3503998 38.1152104, 13.3502844 38.1151112)",,,
86250711,,Via Imera,residential,False,False,36.014,"LINESTRING (13.3493409 38.1156696, 13.3494567 38.1153588)",,,
43055723,,Via Corrado Lancia,residential,False,False,69.587,"LINESTRING (13.347346 38.1155101, 13.3481124 38.1156776)",,,
43055724,,Via Filippo Orioles,residential,False,False,72.852,"LINESTRING (13.3496153 38.1149328, 13.3488196 38.1147396)",,,
86250711,,Via Imera,residential,False,False,48.898,"LINESTRING (13.3496153 38.1149328, 13.3497725 38.1145108)",,,
