osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,junction,tunnel
"[38034556, 212492647]",2,Via Emilia,primary,50,False,False,37.108000000000004,"LINESTRING (9.6547357 45.1766965, 9.6545082 45.1769068, 9.6544487 45.1769619)",,,
212492646,2,Via Emilia,primary,50,False,True,52.261,"LINESTRING (9.6522584 45.1796398, 9.6523242 45.1791721)",,,
39927867,,Via Fugazza,tertiary,50,True,False,112.82400000000001,"LINESTRING (9.6522584 45.1796398, 9.6535334 45.1797818, 9.6536802 45.1797982)",,,
239390809,2,Via Vittorio Emanuele,primary,50,False,False,180.715,"LINESTRING (9.6522584 45.1796398, 9.6521967 45.1797656, 9.6521157 45.1798981, 9.6517262 45.180272, 9.6513381 45.1806446, 9.650984 45.1809845)",,,
226273499,2,Via Vittorio Emanuele,primary,50,False,False,12.421,"LINESTRING (9.6481682 45.1836, 9.6480715 45.1836885)",,,
226273499,2,Via Vittorio Emanuele,primary,50,False,True,126.699,"LINESTRING (9.6481682 45.1836, 9.6491287 45.1826835)",,,
71771333,,Via Adda,residential,50,False,True,144.39800000000002,"LINESTRING (9.6481682 45.1836, 9.6484659 45.1836718, 9.6487201 45.1836947, 9.6493534 45.1837255, 9.6499875 45.183766)",,,
71771339,,Via Oldani,residential,50,False,False,63.753,"LINESTRING (9.6481682 45.1836, 9.6481165 45.183546, 9.6480594 45.1834894, 9.6474971 45.1833012)",,,
"[72101449, 677861338, 72101453]",2,Viale Mantova,primary,50,False,True,211.972,"LINESTRING (9.6547342 45.1757019, 9.6546013 45.1756808, 9.6539846 45.1755775, 9.6539818 45.1755773, 9.653784 45.175544, 9.6524528 45.1753197, 9.6522274 45.1752792, 9.6521047 45.1752571)",yes,,
226273499,2,Via Vittorio Emanuele,primary,50,False,True,12.421,"LINESTRING (9.6480715 45.1836885, 9.6481682 45.1836)",,,
1204416435,,Via Monte Bianco,residential,50,True,False,10.556,"LINESTRING (9.6459328 45.1828362, 9.6460324 45.1827723)",,,
71790057,,Via Monte Bianco,residential,50,True,False,66.64200000000001,"LINESTRING (9.6459328 45.1828362, 9.6458552 45.1828812, 9.6455823 45.1830553, 9.6454731 45.1831377, 9.6453272 45.1832554)",,,
301593506,,Via Oldani,residential,50,True,False,15.088,"LINESTRING (9.6463143 45.1829028, 9.6464234 45.182791)",,roundabout,
301593506,,Via Oldani,residential,50,True,False,13.485,"LINESTRING (9.6464234 45.182791, 9.6464699 45.1827713, 9.6465134 45.1827672, 9.6465804 45.1827892)",,roundabout,
1014012093,,,residential,,True,False,31.835,"LINESTRING (9.6464234 45.182791, 9.646456 45.1827411, 9.6466368 45.182548)",,,
301593506,,Via Oldani,residential,50,True,False,18.794999999999998,"LINESTRING (9.6465804 45.1827892, 9.6465976 45.1828268, 9.6466624 45.182948)",,roundabout,
71771337,,Via Trieste,residential,50,True,False,151.897,"LINESTRING (9.6476543 45.1817969, 9.6491287 45.1826835)",,,
739933143,,Via Trento,residential,50,True,False,75.809,"LINESTRING (9.6476543 45.1817969, 9.6474926 45.181956, 9.6473859 45.1820188, 9.6472052 45.1821035, 9.646954 45.1822582)",,,
739933143,,Via Trento,residential,50,True,False,164.435,"LINESTRING (9.6491719 45.1807776, 9.6488197 45.1810036, 9.648602 45.1811451, 9.6483408 45.181345, 9.6480031 45.1815507, 9.647837 45.1816637, 9.6476543 45.1817969)",,,
71762718,,Via Giuseppe Garibaldi,unclassified,50,True,False,143.298,"LINESTRING (9.6494941 45.1802376, 9.650984 45.1809845)",,,
71413707,,Via Cavour,residential,50,True,False,65.222,"LINESTRING (9.6494941 45.1802376, 9.6494626 45.1802832, 9.6493281 45.180478, 9.6491719 45.1807776)",,,
73557221,,Vicolo Marianna Moro,residential,50,False,False,32.771,"LINESTRING (9.6501055 45.1795498, 9.6504966 45.179654)",,,
77167694,,Via Antonio Gramsci,residential,50,True,False,76.471,"LINESTRING (9.6501055 45.1795498, 9.6498601 45.1798246, 9.6495873 45.1801325)",,,
71413704,,Piazza Dante,residential,50,True,False,11.614,"LINESTRING (9.6523496 45.1790255, 9.6522163 45.1790711)",,,
212492646,2,Via Emilia,primary,50,False,False,16.422,"LINESTRING (9.6523496 45.1790255, 9.6523242 45.1791721)",,,
212492646,2,Via Emilia,primary,50,False,True,22.358,"LINESTRING (9.6523496 45.1790255, 9.6524192 45.1788959, 9.6524613 45.1788409)",,,
45109722,,Via Don Giuseppe Mazza,residential,50,True,False,9.413,"LINESTRING (9.645729 45.1750225, 9.645781 45.1750988)",,,
677861338,2,Viale Mantova,primary,50,False,False,32.382,"LINESTRING (9.645729 45.1750225, 9.6458298 45.1749931, 9.6461108 45.1749113)",,,
677861338,2,Viale Mantova,primary,50,False,True,69.17099999999999,"LINESTRING (9.645729 45.1750225, 9.6456426 45.1750491, 9.6449153 45.1752632)",,,
1148308347,,Via Palmiro Togliatti,residential,50,True,False,13.135,"LINESTRING (9.6450545 45.1753495, 9.6452008 45.1752919)",,,
