osmid,name,highway,oneway,reversed,length,geometry,maxspeed,bridge,junction,tunnel
203374407,Corso Vittorio Emanuele,secondary,False,False,7.034,"LINESTRING (14.6128581 36.9488106, 14.6128459 36.9487481)",,,,
238835475,Via Canicarao,secondary,False,False,66.894,"LINESTRING (14.6128581 36.9488106, 14.6128839 36.9488811, 14.6129694 36.9494048)",,,,
813591457,Via Principe di Piemonte,secondary,False,False,31.708,"LINESTRING (14.6128581 36.9488106, 14.6127713 36.9488457, 14.6125274 36.9489166)",,,,
31510215,Via Generale Emanuele Girlando,secondary,False,False,33.153999999999996,"LINESTRING (14.6062816 36.9507603, 14.6061898 36.9508051, 14.6059808 36.950936)",,,,
31510215,Via Generale Emanuele Girlando,secondary,False,True,63.721,"LINESTRING (14.6062816 36.9507603, 14.6063762 36.9507272, 14.6069557 36.9505655)",,,,
89017139,Via Giovanbattista Vico,residential,True,False,55.217999999999996,"LINESTRING (14.6062816 36.9507603, 14.6063272 36.9507991, 14.6066758 36.951144)",,,,
31510215,Via Generale Emanuele Girlando,secondary,False,True,78.53,"LINESTRING (14.6041633 36.9513091, 14.6050455 36.9513507)",,,,
61317910,Via Albert Einstein,secondary,True,False,37.764,"LINESTRING (14.6041633 36.9513091, 14.604152 36.9516486)",,,,
31510215,Via Generale Emanuele Girlando,secondary,False,False,65.755,"LINESTRING (14.6041633 36.9513091, 14.603523 36.9512785, 14.6034247 36.9512731)",,,,
31510215,Via Generale Emanuele Girlando,secondary,False,True,65.755,"LINESTRING (14.6034247 36.9512731, 14.603523 36.9512785, 14.6041633 36.9513091)",,,,
1156171623,,secondary,True,False,20.149,"LINESTRING (14.6034247 36.9512731, 14.6032924 36.9512694, 14.6031981 36.9512668)",,,,
1156171620,,secondary,True,False,4.396,"LINESTRING (14.603083 36.9510096, 14.6031183 36.9510373)",,,,
473457550,Corso Ho Chi Min,secondary,False,False,16.275,"LINESTRING (14.603083 36.9510096, 14.6030341 36.9509621, 14.6029666 36.9508966)",50,,,
473457559,Via San Biagio,tertiary,False,True,43.816,"LINESTRING (14.6029175 36.9494273, 14.6027574 36.9498)",50,,,
90203890,Via San Biagio,tertiary,False,False,28.58,"LINESTRING (14.6029175 36.9494273, 14.6029889 36.9492387, 14.6030107 36.9491813)",50,,,
473457560,Via Generale Giuseppe Amato,tertiary,False,True,31.709,"LINESTRING (14.6029175 36.9494273, 14.6029632 36.9493973, 14.6031732 36.9492592, 14.6031925 36.9492456)",50,,,
90019868,Corso Umberto Primo,residential,True,False,25.997,"LINESTRING (14.6056244 36.9465961, 14.6057966 36.9467851)",,,,
"[473905330, 473905331]",Via Conte di Torino,residential,True,False,72.588,"LINESTRING (14.6056244 36.9465961, 14.6055595 36.9466443, 14.60542 36.9467805, 14.6053577 36.9467815, 14.605304 36.9467815, 14.6052463 36.9467804, 14.6052101 36.9467931, 14.6050713 36.9469509, 14.6050406 36.9469858)",,,,
31510215,Via Generale Emanuele Girlando,secondary,False,False,10.08,"LINESTRING (14.6051589 36.9513531, 14.6050455 36.9513507)",,,,
88719958,Via Forlanini,residential,False,False,13.41,"LINESTRING (14.6051589 36.9513531, 14.6052224 36.9514625)",50,,,
31510215,Via Generale Emanuele Girlando,secondary,False,True,23.842,"LINESTRING (14.6051589 36.9513531, 14.6052684 36.9513424, 14.6054163 36.951298)",,,,
66941413,Via Carlo Alberto Dalla Chiesa,secondary,False,False,72.186,"LINESTRING (14.6115069 36.9551492, 14.6120261 36.9546499)",,,,
90203781,Viale della Resistenza,tertiary,False,True,60.208,"LINESTRING (14.6115069 36.9551492, 14.6110858 36.954725)",,,,
31510401,Via Generale Giuseppe Amato,tertiary,True,False,40.336,"LINESTRING (14.6039145 36.9487749, 14.6042626 36.9485421)",,,,
90203873,Via Giacomo Matteotti,residential,True,False,50.072,"LINESTRING (14.6039145 36.9487749, 14.6035563 36.9484273)",,,,
31510401,Via Generale Giuseppe Amato,tertiary,True,False,39.701,"LINESTRING (14.6046785 36.9482623, 14.60502 36.9480321)",,,,
32056216,Viale della Resistenza,tertiary,False,True,47.471,"LINESTRING (14.6046785 36.9482623, 14.6043472 36.9479274)",,,,
473905352,Viale della Resistenza,residential,False,True,46.739,"LINESTRING (14.6046785 36.9482623, 14.6050049 36.9485919)",,,,
90019859,Via Dottor Ferdinando Adamo,residential,False,True,96.791,"LINESTRING (14.6072166 36.9464796, 14.6069886 36.9463048, 14.6068083 36.9464581, 14.6067409 36.946403, 14.6064165 36.946608)",,,,
473905479,Via Novella Parigini,tertiary,True,False,25.377000000000002,"LINESTRING (14.602673 36.9544196, 14.6025554 36.9544268, 14.6025138 36.9544397, 14.6024669 36.9544665, 14.60242 36.9545029)",,,,
859333432,Via Gandhi,secondary,False,False,22.762,"LINESTRING (14.602673 36.9544196, 14.6025688 36.9543861, 14.6024446 36.9543281)",30,,,
"[859333432, 32005846, 243688382]",Via Gandhi,secondary,False,True,46.899,"LINESTRING (14.602673 36.9544196, 14.6027559 36.9544309, 14.6029214 36.9544517, 14.6031942 36.954486)","['30', '50']",yes,,
89006456,Via Johannes Keplero,residential,False,False,45.234,"LINESTRING (14.6129441 36.9538551, 14.6126501 36.953523)",,,,
66941413,Via Carlo Alberto Dalla Chiesa,secondary,False,True,47.455,"LINESTRING (14.6129441 36.9538551, 14.6127123 36.9540672, 14.6125799 36.9541666)",,,,
31510215,Via Generale Emanuele Girlando,secondary,False,True,41.167,"LINESTRING (14.6069557 36.9505655, 14.6073898 36.9504362)",,,,
90203781,Viale della Resistenza,tertiary,False,False,53.82,"LINESTRING (14.6069557 36.9505655, 14.6073324 36.9509445)",,,,
31510215,Via Generale Emanuele Girlando,secondary,False,False,63.721,"LINESTRING (14.6069557 36.9505655, 14.6063762 36.9507272, 14.6062816 36.9507603)",,,,
"[90203741, 90203727]","['Via Primo Maggio', 'Viale della Resistenza']",residential,True,False,232.366,"LINESTRING (14.6069557 36.9505655, 14.6064564 36.9500626, 14.6061552 36.9502433, 14.6060726 36.9502928, 14.6058912 36.9504016, 14.6058563 36.9504895, 14.6055445 36.9506804, 14.6050708 36.9509704)",,,,
90203781,Viale della Resistenza,tertiary,False,False,37.543,"LINESTRING (14.6098476 36.9534778, 14.6101102 36.9537423)",,,,
90203781,Viale della Resistenza,tertiary,False,True,8.245,"LINESTRING (14.6098476 36.9534778, 14.6097909 36.9534191)",,,,
91281001,Via Augusto Righi,secondary,False,True,61.84,"LINESTRING (14.6025011 36.9487653, 14.6024809 36.9488104, 14.6022669 36.949289)",,,,
296726707,Via Vecchia Stazione,residential,False,False,37.727,"LINESTRING (14.6025011 36.9487653, 14.6023817 36.9487321, 14.6021177 36.9486214)",,,,
473457555,Via Giuseppe Luigi Lagrange,secondary,False,False,103.98,"LINESTRING (14.6025011 36.9487653, 14.6023938 36.9481684, 14.6023565 36.9480661, 14.6022534 36.9479574, 14.6021846 36.947924, 14.6021561 36.9479142)",,,,
23396504,Via Giuseppe Luigi Lagrange,residential,True,False,9.276,"LINESTRING (14.6027574 36.9498, 14.6026571 36.9497769)",50,,,
