osmid,name,highway,width,oneway,reversed,length,bridge,geometry,lanes,ref,maxspeed,junction,tunnel
25409022,Lungomare Madonna del Loreto,unclassified,,False,True,113.439,,"LINESTRING (8.2626259 44.132183, 8.2626567 44.1324229, 8.2626923 44.1325317, 8.2627152 44.132586, 8.2628426 44.1327592, 8.2631288 44.1331197)",,,,,
141516803,Lungomare Nazario Sauro,unclassified,,False,False,314.079,,"LINESTRING (8.2626259 44.132183, 8.2626186 44.1321086, 8.2626155 44.1319907, 8.2626904 44.1316828, 8.2627334 44.1315258, 8.2627446 44.1314724, 8.2628989 44.1308515, 8.2629733 44.1304969, 8.2631455 44.1296763, 8.2631537 44.1295905, 8.2631447 44.1295278, 8.2631008 44.1294357, 8.2630819 44.1293981)",3,,,,
25409024,Via Martiri della Libertà,residential,6,True,False,173.48200000000003,,"LINESTRING (8.2630819 44.1293981, 8.2628587 44.1294384, 8.2626169 44.1295131, 8.2622514 44.1296627, 8.2615069 44.1300073, 8.2613164 44.1300988, 8.2612037 44.1301636)",,,,,
"[27704544, 324121604]","['Corso Roma', 'Lungomare Nazario Sauro']",unclassified,7,False,False,32.888,yes,"LINESTRING (8.2630819 44.1293981, 8.2630382 44.1293126, 8.2629489 44.1291182)",,,,,
141516803,Lungomare Nazario Sauro,unclassified,,False,True,314.079,,"LINESTRING (8.2630819 44.1293981, 8.2631008 44.1294357, 8.2631447 44.1295278, 8.2631537 44.1295905, 8.2631455 44.1296763, 8.2629733 44.1304969, 8.2628989 44.1308515, 8.2627446 44.1314724, 8.2627334 44.1315258, 8.2626904 44.1316828, 8.2626155 44.1319907, 8.2626186 44.1321086, 8.2626259 44.132183)",3,,,,
25409023,Via delle Peschiere,residential,,True,False,253.13799999999998,,"LINESTRING (8.2612037 44.1301636, 8.2615552 44.1305671, 8.2617635 44.1308204, 8.2621023 44.1312323, 8.2623609 44.131666, 8.2625188 44.1320609, 8.2625465 44.1321101, 8.2626259 44.132183)",,,,,
1232171627,Via Martiri della Libertà,residential,6,True,False,129.49099999999999,,"LINESTRING (8.2612037 44.1301636, 8.2611072 44.1302037, 8.2601903 44.1305534, 8.2597729 44.1307126)",,,,,
1238128217,Strada Statale 1 Via Aurelia,primary,,False,False,21.341,,"LINESTRING (8.2584248 44.1289906, 8.2582973 44.1288219)",2,SS1,50,,
1238128218,Strada Statale 1 Via Aurelia,primary,,False,True,10.85,,"LINESTRING (8.2584248 44.1289906, 8.2584935 44.1290748)",2,SS1,50,,
25780646,Via Felice Isnardi,residential,,False,False,16.793,,"LINESTRING (8.2590541 44.1289515, 8.2588489 44.1289849)",,,,,
"[1232171633, 25780650, 539292459]","['Via Felice Isnardi', 'Via Doria', 'Piazza Italia']",living_street,"['7', '8']",False,False,118.067,,"LINESTRING (8.2590541 44.1289515, 8.2594125 44.1288982, 8.2595503 44.1288777, 8.259927 44.1288242, 8.2604144 44.1287384, 8.2604942 44.1287141)",,,,,
25780651,Corso Europa,unclassified,12,True,False,162.76,,"LINESTRING (8.2569928 44.1254412, 8.2570651 44.1254858, 8.2572279 44.12566, 8.2581196 44.1266579)",,,,,
38634038,Via Giuseppe Cesarea,residential,,True,False,118.326,,"LINESTRING (8.2569928 44.1254412, 8.2562442 44.1257891, 8.2558342 44.125981, 8.2557975 44.1260487)",,SP25,,,
27704599,Borgo Castello,unclassified,,False,False,65.281,,"LINESTRING (8.2586691 44.1328326, 8.2588449 44.132936, 8.2588739 44.1329531, 8.2592637 44.1331824, 8.2593017 44.1332048)",,,,,
27779720,Via Costino Monte Carmelo,residential,4,False,False,52.337,,"LINESTRING (8.2586691 44.1328326, 8.2582748 44.1331702, 8.2582694 44.1332001)",,,,,
"[27704344, 1232171619, 201961573, 27704606]",Borgo Castello,unclassified,"['5', '6']",False,True,180.119,yes,"LINESTRING (8.2586691 44.1328326, 8.2585657 44.1327728, 8.2573116 44.1320027, 8.2572896 44.1319903, 8.2572246 44.1319536, 8.2569761 44.1317637)",,,,,
27704599,Borgo Castello,unclassified,,False,True,65.28099999999999,,"LINESTRING (8.2593017 44.1332048, 8.2592637 44.1331824, 8.2588739 44.1329531, 8.2588449 44.132936, 8.2586691 44.1328326)",,,,,
38691768,Via Azzurri d'Italia,tertiary,,False,True,163.336,,"LINESTRING (8.2560043 44.1290458, 8.2560321 44.1290757, 8.2564738 44.1295498, 8.2566082 44.1297846, 8.2566584 44.1299741, 8.2567725 44.130158, 8.256923 44.1303434)",2,,,,
"[222036802, 1268984950]",Via Giacomo Matteotti,tertiary,"['4', '6']",False,False,177.301,,"LINESTRING (8.2560043 44.1290458, 8.2558756 44.1290871, 8.2555928 44.1291539, 8.2555014 44.1291901, 8.2554513 44.1292251, 8.2551734 44.1294387, 8.255061 44.1295081, 8.2547557 44.1296771, 8.2542315 44.1299737)",,,,,
854166233,Via Giacomo Matteotti,tertiary,6,False,True,27.175,,"LINESTRING (8.2560043 44.1290458, 8.2560566 44.1290101, 8.2561277 44.128935, 8.2562352 44.1288686)",,,,,
25780646,Via Felice Isnardi,residential,,False,True,16.793,,"LINESTRING (8.2588489 44.1289849, 8.2590541 44.1289515)",,,,,
"[1238128219, 25780646]",Via Felice Isnardi,residential,,False,False,30.29,,"LINESTRING (8.2588489 44.1289849, 8.258715 44.129005, 8.2586317 44.1290238, 8.2586169 44.1290293, 8.2585384 44.1290587, 8.2584935 44.1290748)",2,,,,
"[29976528, 141516808]",Viale Libia,residential,,True,False,242.30799999999996,,"LINESTRING (8.2588489 44.1289849, 8.2590591 44.1291428, 8.2592532 44.1292076, 8.259883 44.1294226, 8.2602413 44.129573, 8.2602987 44.1295971, 8.2608596 44.1298325, 8.2610031 44.1298955, 8.2610415 44.1298909, 8.2610975 44.1298725, 8.2612316 44.1298008, 8.261348 44.1297191, 8.2614124 44.1296738)",,,,,
222036801,Via delle Caselle,unclassified,15,False,True,280.885,,"LINESTRING (8.2553501 44.1263933, 8.255356 44.1264099, 8.2553807 44.1264677, 8.2555335 44.1267149, 8.2556109 44.126926, 8.2556596 44.1270299, 8.2559222 44.1273262, 8.2561503 44.1275365, 8.2563092 44.1276515, 8.2563519 44.1276824, 8.2564555 44.1277573, 8.2565744 44.1278433, 8.2567006 44.1279346, 8.2567674 44.1279829, 8.2568712 44.1280596, 8.256969 44.1281319, 8.2570335 44.1281796, 8.2570953 44.1282303, 8.2571828 44.1283026, 8.2572507 44.1283587, 8.2572692 44.128385, 8.2573083 44.1284408)",,,,,
713048211,,secondary,,True,False,8.334,,"LINESTRING (8.2553501 44.1263933, 8.2553245 44.1263969, 8.2552987 44.1263939, 8.255276 44.1263847, 8.2552591 44.1263704)",,,,roundabout,
27786946,Via Damiano Chiesa,residential,,True,False,126.02799999999999,,"LINESTRING (8.2586743 44.1278514, 8.2586945 44.1279078, 8.2588233 44.1282785, 8.2589604 44.1286706, 8.2590541 44.1289515)",,,,,
27786965,Via Simone Stella,unclassified,6,True,False,68.07000000000001,,"LINESTRING (8.2586743 44.1278514, 8.2580188 44.1281908, 8.2579827 44.1282096)",,,,,
29131723,Via Sant'Agostino,residential,8,True,False,86.62200000000001,,"LINESTRING (8.2574721 44.1293631, 8.2579261 44.1291756, 8.2581313 44.1290943, 8.2583394 44.1290216, 8.2584248 44.1289906)",,,,,
1238128216,Via Monte Pasubio,residential,4,True,False,9.46,,"LINESTRING (8.2574721 44.1293631, 8.2574417 44.1293166, 8.2574303 44.1292839)",,,,,
25409022,Lungomare Madonna del Loreto,unclassified,,False,False,113.43899999999998,,"LINESTRING (8.2631288 44.1331197, 8.2628426 44.1327592, 8.2627152 44.132586, 8.2626923 44.1325317, 8.2626567 44.1324229, 8.2626259 44.132183)",,,,,
38691768,Via Azzurri d'Italia,tertiary,,False,False,11.596,,"LINESTRING (8.2574394 44.131033, 8.257381 44.1309574, 8.2573719 44.1309408)",2,,,,
282418321,Via Pollupice,residential,3,False,True,102.69,,"LINESTRING (8.2574394 44.131033, 8.2574059 44.1310917, 8.2572732 44.1313225, 8.2572505 44.1313591, 8.2572108 44.1314006, 8.2571692 44.1314488, 8.2570404 44.1315166, 8.2568243 44.1316018, 8.2566924 44.1316342, 8.256598 44.1316574)",,,,,
"[854166235, 27704477, 38691767]",Via Azzurri d'Italia,tertiary,,False,True,53.76,yes,"LINESTRING (8.2574394 44.131033, 8.2576125 44.1312891, 8.2577028 44.1314202, 8.2577348 44.1314675)",2,,,,
854166232,Via dei Gazzi,secondary,,False,True,98.408,,"LINESTRING (8.2540664 44.1267873, 8.2541375 44.1267546, 8.2545438 44.1265765, 8.2549132 44.126405, 8.2550475 44.1263647, 8.2551323 44.126351)",2,SP25,50,,
"[1268730748, 1268730709]",Via dei Fei,residential,"['2', '1.6']",False,False,60.464,,"LINESTRING (8.2542315 44.1299737, 8.2543633 44.1300981, 8.2544898 44.1302175, 8.2546894 44.1304069)",,,,,
"[222036802, 1268984950]",Via Giacomo Matteotti,tertiary,"['4', '6']",False,True,177.30100000000002,,"LINESTRING (8.2542315 44.1299737, 8.2547557 44.1296771, 8.255061 44.1295081, 8.2551734 44.1294387, 8.2554513 44.1292251, 8.2555014 44.1291901, 8.2555928 44.1291539, 8.2558756 44.1290871, 8.2560043 44.1290458)",,,,,
60517470,Via dei Fei,residential,2.5,False,True,173.44599999999997,,"LINESTRING (8.2556647 44.1317647, 8.2556246 44.1316358, 8.2552 44.1308641, 8.254937 44.1306935, 8.2548354 44.1305138, 8.2546894 44.1304069)",,,,,
201980275,Via Pollupice,residential,3,False,False,76.448,,"LINESTRING (8.2556647 44.1317647, 8.2553692 44.1317991, 8.2547364 44.1319299)",,,,,
1268574204,Via Pollupice,residential,3.5,False,True,75.452,,"LINESTRING (8.2556647 44.1317647, 8.256264 44.1317028, 8.256598 44.1316574)",,,,,
282418321,Via Pollupice,residential,3,False,False,102.69,,"LINESTRING (8.256598 44.1316574, 8.2566924 44.1316342, 8.2568243 44.1316018, 8.2570404 44.1315166, 8.2571692 44.1314488, 8.2572108 44.1314006, 8.2572505 44.1313591, 8.2572732 44.1313225, 8.2574059 44.1310917, 8.2574394 44.131033)",,,,,
"[96728506, 854166236, 96728342]",Bulasce,residential,,False,"[False, True]",21.608,yes,"LINESTRING (8.256598 44.1316574, 8.2566141 44.1316887, 8.2566674 44.1318034, 8.2566781 44.1318427)",,,,,
1268574204,Via Pollupice,residential,3.5,False,False,75.452,,"LINESTRING (8.256598 44.1316574, 8.256264 44.1317028, 8.2556647 44.1317647)",,,,,
"[96728506, 854166236, 96728342]",Bulasce,residential,,False,"[False, True]",21.608,yes,"LINESTRING (8.2566781 44.1318427, 8.2566674 44.1318034, 8.2566141 44.1316887, 8.256598 44.1316574)",,,,,
"[1232171626, 854166237]",Via Bulasce,tertiary,5,False,False,25.497,,"LINESTRING (8.2566781 44.1318427, 8.2567362 44.1318361, 8.2567923 44.1318239, 8.2569761 44.1317637)",,,,,
222113854,Via Francesco Petrarca,residential,,True,False,104.34199999999998,,"LINESTRING (8.2532329 44.1260897, 8.2533663 44.1261472, 8.2535903 44.1262551, 8.2536539 44.1263186, 8.2536942 44.126357, 8.2538477 44.1265217, 8.2539838 44.126693, 8.2540664 44.1267873)",,,,,
222035516,,secondary,,True,False,25.927,,"LINESTRING (8.2553422 44.1262922, 8.255373 44.1262865, 8.2554045 44.1262738, 8.2554576 44.1262467, 8.2555507 44.1261868, 8.2555913 44.1261488)",,,,,
713048211,,secondary,,True,False,8.55,,"LINESTRING (8.2553422 44.1262922, 8.2553664 44.1263004, 8.255385 44.1263142, 8.2553956 44.1263319, 8.2553967 44.1263511)",,,,roundabout,
141516806,Piazza Luigi Cadorna,residential,4,True,False,125.601,,"LINESTRING (8.2614124 44.1296738, 8.2614116 44.1296434, 8.2614368 44.1296168, 8.2614658 44.1295976, 8.2614881 44.1295829, 8.261677 44.1294583, 8.2617864 44.1293901, 8.2620417 44.129231, 8.2624129 44.1290279, 8.2625106 44.1290333, 8.2625641 44.1290403, 8.2626219 44.1290445)",1,,,,
222114725,Piazza Luigi Cadorna,residential,4,True,False,121.126,,"LINESTRING (8.2626219 44.1290445, 8.2625474 44.1291198, 8.262229 44.1292909, 8.2618793 44.1294816, 8.2618314 44.1295077, 8.261539 44.129656, 8.2614747 44.1296781, 8.2614124 44.1296738)",,,,,
222114730,Piazza Luigi Cadorna,residential,,False,False,19.051000000000002,,"LINESTRING (8.2626219 44.1290445, 8.2627064 44.1290072, 8.2628184 44.1289475)",2,,,,
141518070,,primary,,True,False,1.194,,"LINESTRING (8.2578076 44.1282533, 8.2578064 44.128264)",2,SS1,,roundabout,
141518069,Via Aurelia,primary,,True,False,21.689999999999998,,"LINESTRING (8.2556768 44.1260486, 8.2556937 44.125958, 8.2556858 44.1258545)",2,SS1,,,
201976589,,primary,,True,False,9.913,,"LINESTRING (8.2556768 44.1260486, 8.2557063 44.1260416, 8.2557372 44.1260393, 8.255768 44.1260417, 8.2557975 44.1260487)",2,SS1,,roundabout,
201976589,,primary,,True,False,12.623,,"LINESTRING (8.2557975 44.1260487, 8.2558309 44.1260638, 8.2558575 44.1260849, 8.2558752 44.1261102, 8.2558827 44.1261381)",2,SS1,,roundabout,
141518070,,primary,,True,False,11.915,,"LINESTRING (8.2575802 44.1281603, 8.257614 44.128149, 8.2576507 44.1281441, 8.257688 44.1281459, 8.2577234 44.1281543)",2,SS1,,roundabout,
201959702,Via Aurelia,primary,,True,False,32.739,,"LINESTRING (8.2575802 44.1281603, 8.2576036 44.1280922, 8.2576036 44.1280201, 8.2575508 44.1278727)",2,SS1,,,
141518070,,primary,,True,False,9.09,,"LINESTRING (8.2578064 44.128264, 8.2577884 44.1283027, 8.2577513 44.1283338)",2,SS1,,roundabout,
222039438,,primary,,True,False,15.554,,"LINESTRING (8.2578064 44.128264, 8.2578506 44.1282861, 8.257902 44.1283247, 8.2579465 44.1283603)",2,SS1,50,,
201976589,,primary,,True,False,8.924,,"LINESTRING (8.2558028 44.1262375, 8.2557676 44.1262464, 8.2557305 44.1262486, 8.2556938 44.126244)",2,SS1,,roundabout,
141518070,,primary,,True,False,13.591,,"LINESTRING (8.2577234 44.1281543, 8.2577587 44.1281713, 8.2577859 44.1281948, 8.2578026 44.1282229, 8.2578076 44.1282533)",2,SS1,,roundabout,
"[25780651, 27786965]","['Corso Europa', 'Via Simone Stella']",unclassified,"['12', '6']",True,False,79.11500000000001,,"LINESTRING (8.2587162 44.1273205, 8.259013 44.1276654, 8.2589721 44.1276878, 8.2586743 44.1278514)",,,,,
156750219,,unclassified,3,True,False,104.48500000000001,,"LINESTRING (8.2587162 44.1273205, 8.2590979 44.1271428, 8.2588548 44.1268942, 8.2585023 44.1270722)",,,,,
25780651,Corso Europa,unclassified,12,True,False,32.462,,"LINESTRING (8.2585023 44.1270722, 8.2587162 44.1273205)",,,,,
156750221,,unclassified,,False,True,42.133,,"LINESTRING (8.2587921 44.1266977, 8.258379 44.1269336)",,,,,
25780651,Corso Europa,unclassified,12,True,False,36.993,,"LINESTRING (8.2581196 44.1266579, 8.258379 44.1269336)",,,,,
"[201961585, 156750218, 1269867941, 201961567]",Corso Europa,unclassified,6,True,False,202.81700000000004,,"LINESTRING (8.2581196 44.1266579, 8.2575091 44.1269668, 8.2572699 44.126729, 8.2570799 44.1268345, 8.2570345 44.1268769, 8.2569695 44.1269213, 8.2569518 44.1269476, 8.2569508 44.1269635, 8.2569612 44.1269808, 8.2570952 44.127127, 8.2573046 44.127409, 8.2572919 44.1274846, 8.2572686 44.1275521)",,,,,yes
25780651,Corso Europa,unclassified,12,True,False,18.286,,"LINESTRING (8.258379 44.1269336, 8.2585023 44.1270722)",,,,,
156750221,,unclassified,,False,False,42.133,,"LINESTRING (8.258379 44.1269336, 8.2587921 44.1266977)",,,,,
"[1232171633, 25780650, 539292459]","['Via Felice Isnardi', 'Via Doria', 'Piazza Italia']",living_street,"['7', '8']",False,True,118.06700000000001,,"LINESTRING (8.2604942 44.1287141, 8.2604144 44.1287384, 8.259927 44.1288242, 8.2595503 44.1288777, 8.2594125 44.1288982, 8.2590541 44.1289515)",,,,,
141518071,Via Aurelia,primary,,True,False,34.45,,"LINESTRING (8.2575508 44.1278727, 8.2575893 44.1279164, 8.2576663 44.1280165, 8.2577234 44.1281543)",2,SS1,,,
283764079,Via Aurelia,primary,,False,False,42.168,,"LINESTRING (8.2575508 44.1278727, 8.257324 44.1276151, 8.2572686 44.1275521)",2,SS1,50,,
141518070,,primary,,True,False,19.226,,"LINESTRING (8.257539 44.1283125, 8.2575176 44.1282815, 8.2575111 44.1282472, 8.2575203 44.1282133, 8.2575442 44.1281833, 8.2575802 44.1281603)",2,SS1,,roundabout,
141518070,,primary,,True,False,5.545,,"LINESTRING (8.2577513 44.1283338, 8.2577217 44.1283469, 8.2576887 44.1283546)",2,SS1,,roundabout,
222039438,,primary,,True,False,58.538,,"LINESTRING (8.2579465 44.1283603, 8.2579592 44.1283752, 8.2581382 44.1285855, 8.2582973 44.1288219)",2,SS1,50,,
27704824,Via Matteotti,tertiary,3,True,False,27.962999999999997,,"LINESTRING (8.2576887 44.1283546, 8.2576767 44.1283757, 8.2576661 44.1283857, 8.2576438 44.1283983, 8.2575895 44.12842, 8.2575192 44.128445, 8.2574413 44.1284712, 8.2573996 44.1284853)",,,,,
141518070,,primary,,True,False,13.517999999999999,,"LINESTRING (8.2576887 44.1283546, 8.2576464 44.1283563, 8.2576052 44.1283494, 8.2575684 44.1283344, 8.257539 44.1283125)",2,SS1,,roundabout,
1238128217,Strada Statale 1 Via Aurelia,primary,,False,True,21.341,,"LINESTRING (8.2582973 44.1288219, 8.2584248 44.1289906)",2,SS1,50,,
201959703,,primary,,True,False,70.816,,"LINESTRING (8.2582973 44.1288219, 8.2581679 44.128708, 8.2580758 44.1286187, 8.2580635 44.1286067, 8.2578925 44.1284022, 8.2578584 44.1283704, 8.257809 44.1283512, 8.2577513 44.1283338)",2,SS1,50,,
222035623,Via Aurelia,primary,,True,False,23.676,,"LINESTRING (8.2556858 44.1258545, 8.2557453 44.1259195, 8.2557752 44.1259709, 8.2557854 44.1260031, 8.2557975 44.1260487)",2,SS1,,,
"[425050400, 222035622]",Via Aurelia,primary,,False,False,175.24200000000002,,"LINESTRING (8.2556858 44.1258545, 8.2555136 44.1256222, 8.2553975 44.1254658, 8.2549684 44.1248878, 8.2548838 44.1247725, 8.2546545 44.1244632)",2,SS1,"['30', '50']",,
201976589,,primary,,True,False,5.904,,"LINESTRING (8.2556197 44.1260817, 8.2556453 44.1260626, 8.2556768 44.1260486)",2,SS1,,roundabout,
201976589,,primary,,True,False,13.458,,"LINESTRING (8.2558827 44.1261381, 8.255879 44.1261682, 8.2558634 44.1261964, 8.2558373 44.1262201, 8.2558028 44.1262375)",2,SS1,,roundabout,
222035150,Via Aurelia,primary,,True,False,24.532000000000004,,"LINESTRING (8.2558827 44.1261381, 8.255949 44.1262125, 8.2559983 44.1262603, 8.2560209 44.1263313)",2,SS1,,,
201976589,,primary,,True,False,7.911,,"LINESTRING (8.2555913 44.1261488, 8.2555975 44.1261135, 8.2556197 44.1260817)",2,SS1,,roundabout,
201976589,,primary,,True,False,14.196,,"LINESTRING (8.2556938 44.126244, 8.2556538 44.12623, 8.2556216 44.126208, 8.2556001 44.1261801, 8.2555913 44.1261488)",2,SS1,,roundabout,
222035515,,secondary,,True,False,27.479,,"LINESTRING (8.2556938 44.126244, 8.25561 44.1262502, 8.2555658 44.1262593, 8.2554931 44.1262891, 8.2554276 44.1263241, 8.2553967 44.1263511)",,,,,
60517470,Via dei Fei,residential,2.5,False,False,173.446,,"LINESTRING (8.2546894 44.1304069, 8.2548354 44.1305138, 8.254937 44.1306935, 8.2552 44.1308641, 8.2556246 44.1316358, 8.2556647 44.1317647)",,,,,
"[539286332, 282418310]","['Via dei Fei', 'Via dei Mazzocchi']",unclassified,,False,False,199.91400000000002,,"LINESTRING (8.2546894 44.1304069, 8.2546147 44.1304709, 8.2544002 44.1305813, 8.2542768 44.1306438, 8.2542626 44.1306801, 8.2543375 44.1308079, 8.2543921 44.1309168, 8.25438 44.1310097, 8.2542606 44.1313205, 8.2542635 44.1313559, 8.2542828 44.1313985, 8.2545854 44.1316832, 8.2546269 44.1317286, 8.2547364 44.1319299)",,,,,
"[1268730748, 1268730709]",Via dei Fei,residential,"['2', '1.6']",False,True,60.464,,"LINESTRING (8.2546894 44.1304069, 8.2544898 44.1302175, 8.2543633 44.1300981, 8.2542315 44.1299737)",,,,,
"[282418320, 201980275, 282418311]",Via Pollupice,residential,"['2', '3']",False,False,181.35799999999998,yes,"LINESTRING (8.2547364 44.1319299, 8.254479 44.132008, 8.2544419 44.1320374, 8.2544254 44.132057, 8.2543539 44.1321521, 8.2543117 44.1321624, 8.2542066 44.1321713, 8.2536451 44.1322988, 8.253255 44.1324017, 8.2532363 44.1324205, 8.2532248 44.1324362, 8.2532244 44.1324675, 8.2532376 44.1324792, 8.2532499 44.1324879, 8.2532849 44.1324996, 8.2536367 44.1325075, 8.2536808 44.1325474)",,,,,
201980275,Via Pollupice,residential,3,False,True,76.448,,"LINESTRING (8.2547364 44.1319299, 8.2553692 44.1317991, 8.2556647 44.1317647)",,,,,
"[539286332, 282418310]","['Via dei Mazzocchi', 'Via dei Fei']",unclassified,,False,True,199.914,,"LINESTRING (8.2547364 44.1319299, 8.2546269 44.1317286, 8.2545854 44.1316832, 8.2542828 44.1313985, 8.2542635 44.1313559, 8.2542606 44.1313205, 8.25438 44.1310097, 8.2543921 44.1309168, 8.2543375 44.1308079, 8.2542626 44.1306801, 8.2542768 44.1306438, 8.2544002 44.1305813, 8.2546147 44.1304709, 8.2546894 44.1304069)",,,,,
"[282418320, 201980275, 282418311]",Via Pollupice,residential,"['2', '3']",False,True,181.35799999999998,yes,"LINESTRING (8.2536808 44.1325474, 8.2536367 44.1325075, 8.2532849 44.1324996, 8.2532499 44.1324879, 8.2532376 44.1324792, 8.2532244 44.1324675, 8.2532248 44.1324362, 8.2532363 44.1324205, 8.253255 44.1324017, 8.2536451 44.1322988, 8.2542066 44.1321713, 8.2543117 44.1321624, 8.2543539 44.1321521, 8.2544254 44.132057, 8.2544419 44.1320374, 8.254479 44.132008, 8.2547364 44.1319299)",,,,,
222036799,,tertiary,5,True,False,5.316,,"LINESTRING (8.2573083 44.1284408, 8.2573407 44.1284354, 8.2573724 44.1284428)",,,,roundabout,
222036801,Via delle Caselle,unclassified,15,False,False,280.885,,"LINESTRING (8.2573083 44.1284408, 8.2572692 44.128385, 8.2572507 44.1283587, 8.2571828 44.1283026, 8.2570953 44.1282303, 8.2570335 44.1281796, 8.256969 44.1281319, 8.2568712 44.1280596, 8.2567674 44.1279829, 8.2567006 44.1279346, 8.2565744 44.1278433, 8.2564555 44.1277573, 8.2563519 44.1276824, 8.2563092 44.1276515, 8.2561503 44.1275365, 8.2559222 44.1273262, 8.2556596 44.1270299, 8.2556109 44.126926, 8.2555335 44.1267149, 8.2553807 44.1264677, 8.255356 44.1264099, 8.2553501 44.1263933)",,,,,
222036799,,tertiary,5,True,False,5.406000000000001,,"LINESTRING (8.2573724 44.1284428, 8.2573944 44.1284613, 8.2573996 44.1284853)",,,,roundabout,
222036800,Monsignore Valerga,tertiary,3,True,False,21.009999999999998,,"LINESTRING (8.2573724 44.1284428, 8.2574186 44.1284256, 8.2574831 44.1284015, 8.257509 44.1283776, 8.2575247 44.1283566, 8.257539 44.1283125)",,,,,
222036799,,tertiary,5,True,False,6.013,,"LINESTRING (8.2573996 44.1284853, 8.2573839 44.1285099, 8.2573513 44.1285234)",,,,roundabout,
29131733,Via Monte Pasubio,residential,4,True,False,85.336,,"LINESTRING (8.2573513 44.1285234, 8.2573691 44.1285547, 8.2573779 44.1285926, 8.2574133 44.1288367, 8.2574023 44.129096, 8.2574023 44.1292037, 8.2574303 44.1292839)",,,,,
222036799,,tertiary,5,True,False,7.680999999999999,,"LINESTRING (8.2573513 44.1285234, 8.2573192 44.1285223, 8.2572922 44.1285099, 8.2572774 44.1284895)",,,,roundabout,
222036799,,tertiary,5,True,False,6.333,,"LINESTRING (8.2572774 44.1284895, 8.2572774 44.1284705, 8.2572883 44.1284532, 8.2573083 44.1284408)",,,,roundabout,
854166234,Via Giacomo Matteotti,tertiary,,False,False,93.29400000000001,,"LINESTRING (8.2572774 44.1284895, 8.2571823 44.1285302, 8.2565854 44.1287376, 8.2563141 44.1288358, 8.2562352 44.1288686)",,,,,
