osmid,oneway,ref,name,highway,reversed,length,geometry,lanes,maxspeed,tunnel,bridge,junction
147971154,True,SS18,Strada statale 18 Tirrena Inferiore,secondary,False,138.36,"LINESTRING (15.2620355 40.2273322, 15.2617745 40.2271661, 15.2616297 40.2270821, 15.2614419 40.2270063, 15.2612488 40.2269387, 15.2608947 40.2268855, 15.260656 40.2268794, 15.2605739 40.2268912)",,,,,
297509687,False,SS18,Via Angelo Rubino,secondary,True,128.21099999999998,"LINESTRING (15.2620355 40.2273322, 15.2623461 40.2276161, 15.2629993 40.2282199)",2,50,,,
297509687,False,SS18,Via Angelo Rubino,secondary,True,194.886,"LINESTRING (15.265269 40.2304942, 15.2661107 40.2321248)",2,50,,,
107801764,False,,,residential,False,188.256,"LINESTRING (15.265269 40.2304942, 15.2651321 40.2305515, 15.2648601 40.2307047, 15.264823 40.230729, 15.2647721 40.2307622, 15.2646244 40.2308586, 15.2645049 40.2309897, 15.2644638 40.2310792, 15.2644308 40.2311511, 15.2644182 40.2311944, 15.2643774 40.231334, 15.2642598 40.2314714, 15.264225 40.2315873, 15.2640522 40.2317932, 15.2640167 40.2318125)",,,,,
297509687,False,SS18,Via Angelo Rubino,secondary,False,106.338,"LINESTRING (15.265269 40.2304942, 15.264932 40.2299887, 15.2646383 40.2296707)",2,50,,,
70119248,False,,Via De Hippolitys,residential,False,99.005,"LINESTRING (15.2662689 40.2254844, 15.2666197 40.2261052, 15.266686 40.2262191, 15.2667299 40.2263022)",,,,,
70119252,False,,Via Ferruccio Parri,residential,False,112.38199999999999,"LINESTRING (15.2662689 40.2254844, 15.266081 40.2255747, 15.2658419 40.2257117, 15.2655975 40.2258517, 15.2651706 40.2259387, 15.2651171 40.2259496)",,,,,
"[70119226, 70119245]",True,,"['Via Raffaele Stasi', 'Via Santa Maria di Loreto']",residential,False,165.567,"LINESTRING (15.2698949 40.2268525, 15.2697547 40.2269981, 15.2688807 40.2274606, 15.2682338 40.2275101)",,,,,
70119246,False,,,residential,True,167.279,"LINESTRING (15.2698949 40.2268525, 15.2702999 40.2275281, 15.2711984 40.2271978)",,,,,
"[70119225, 70119254]",True,,Via Nicola Battagliese,residential,False,100.548,"LINESTRING (15.2703356 40.229538, 15.2702226 40.2293914, 15.2698933 40.2288646, 15.269847 40.2287655, 15.2698807 40.2287283)",,,,,
70119231,False,,Via Raffaele Passarelli,residential,False,25.792,"LINESTRING (15.2703356 40.229538, 15.2705045 40.2295065, 15.2706322 40.2295249)",,,,,
70119231,False,,Via Raffaele Passarelli,residential,True,56.527,"LINESTRING (15.2703356 40.229538, 15.2702578 40.2296091, 15.270172 40.2296707, 15.2700701 40.2297992, 15.2699245 40.2299351)",,,,,
70119254,True,,,residential,False,105.648,"LINESTRING (15.2703371 40.2290162, 15.2704257 40.2289542, 15.271166 40.2285975, 15.2714109 40.2285637)",,,,,
70119236,True,,,unclassified,False,74.89699999999999,"LINESTRING (15.2628788 40.2265206, 15.2625706 40.2268196, 15.2622092 40.2269184)",,,,,
222318502,False,,Via Francesco Cammarota,residential,False,173.947,"LINESTRING (15.2628788 40.2265206, 15.2634777 40.2268086, 15.2641431 40.2271325, 15.2646198 40.227345)",,,,,
284790574,False,SS18,,secondary,False,9.003,"LINESTRING (15.2714109 40.2285637, 15.2713984 40.2284833)",,,,,
284790574,False,SS18,,secondary,True,143.946,"LINESTRING (15.2711984 40.2271978, 15.2713984 40.2284833)",,,,,
70119246,False,,,residential,False,167.279,"LINESTRING (15.2711984 40.2271978, 15.2702999 40.2275281, 15.2698949 40.2268525)",,,,,
284790574,False,SS18,,secondary,False,87.44500000000001,"LINESTRING (15.2711984 40.2271978, 15.2710992 40.2265935, 15.2710887 40.2264163)",,,,,
70119213,True,,,residential,False,25.196,"LINESTRING (15.2632679 40.2281095, 15.2631084 40.2282286, 15.2630521 40.2282649)",,,,,
70119245,True,,Via Santa Maria di Loreto,residential,False,112.75999999999999,"LINESTRING (15.2710887 40.2264163, 15.2705673 40.2265601, 15.2698949 40.2268525)",,,,,
284790574,False,SS18,,secondary,True,87.44500000000001,"LINESTRING (15.2710887 40.2264163, 15.2710992 40.2265935, 15.2711984 40.2271978)",,,,,
371527790,False,SP406,,tertiary,True,7.44,"LINESTRING (15.2646198 40.227345, 15.2646431 40.2272805)",,,,,
222318502,False,,Via Francesco Cammarota,residential,False,42.506,"LINESTRING (15.2646198 40.227345, 15.2646898 40.2273747, 15.2650575 40.2275306)",,,,,
222318502,False,,Via Francesco Cammarota,residential,True,173.947,"LINESTRING (15.2646198 40.227345, 15.2641431 40.2271325, 15.2634777 40.2268086, 15.2628788 40.2265206)",,,,,
70119242,True,,Via Valenzani,residential,False,160.062,"LINESTRING (15.2622092 40.2269184, 15.262676 40.2274409, 15.2632679 40.2281095)",,,,,
