osmid,ref,name,highway,oneway,reversed,length,geometry,width,maxspeed,lanes,junction,access,bridge
855785299,SP67,Via Nuova Trevigiana Casale,secondary,False,True,13.157,"LINESTRING (12.3264001 45.6007424, 12.3263621 45.6006271)",,,,,,
8156546,SP67,Via Nuova Trevigiana Casale,secondary,False,False,162.439,"LINESTRING (12.3264001 45.6007424, 12.3264274 45.6008867, 12.3264583 45.6010256, 12.3265951 45.6016413, 12.3267249 45.6021854)",,,,,,
364408755,,Via Giuseppe Garibaldi,residential,False,True,80.762,"LINESTRING (12.3264001 45.6007424, 12.3266009 45.6007165, 12.3271339 45.6006064, 12.3274034 45.6005582)",4,,,,,
27736954,SP64,Via Trento e Trieste,secondary,False,True,58.832,"LINESTRING (12.3218307 45.5969715, 12.3223835 45.5973325)",,,,,,
27736954,SP64,Via Trento e Trieste,secondary,False,False,102.539,"LINESTRING (12.3218307 45.5969715, 12.3210958 45.5964858, 12.3208698 45.5963404)",,,,,,
"[52490185, 52490187]",,Via Podgora,residential,False,False,75.579,"LINESTRING (12.3218307 45.5969715, 12.321872 45.5969388, 12.322425 45.5965009, 12.322474 45.5964622)",,30,,,,
24173387,SP64,Via Piave,secondary,True,False,41.733000000000004,"LINESTRING (12.3252358 45.599446, 12.3254184 45.5995959, 12.3254492 45.5996185, 12.3256382 45.599683)",,,,,,
27736908,SP64,Via Piave,secondary,False,False,165.004,"LINESTRING (12.3252358 45.599446, 12.3250454 45.5991183, 12.3248788 45.5989397, 12.3244763 45.5986708, 12.3243562 45.598599, 12.324115 45.5984548, 12.3240195 45.5983977, 12.3239019 45.5983291)",,,,,,
45407538,SP67,Via Nuova Trevigiana Casale,secondary,True,False,50.519000000000005,"LINESTRING (12.326056 45.5993087, 12.3260901 45.599433, 12.3260773 45.5994939, 12.3260584 45.5995836, 12.3260518 45.5995985, 12.3260262 45.5996558, 12.3260174 45.5997555)",,,,,,
"[888398866, 295377989, 364408741, 295377988]",SP67,"[""Piazza all'arma dei Carabinieri"", 'Via Nuova Trevigiana Casale']",secondary,False,True,183.34900000000002,"LINESTRING (12.326056 45.5993087, 12.3259707 45.5989333, 12.3258282 45.5983061, 12.3257628 45.5980457, 12.3256852 45.59773, 12.3256765 45.5976814)",,,,,,
45407467,SP64,Via Belvedere,secondary,True,False,50.47,"LINESTRING (12.3267225 45.6000504, 12.3265385 45.6000001, 12.3263953 45.6000151, 12.3263437 45.6000267, 12.3262944 45.6000495, 12.3261688 45.6001521)",,,,,,
"[364408737, 45407482]",SP64,Via Belvedere,secondary,False,False,59.142,"LINESTRING (12.3267225 45.6000504, 12.32705 45.600243, 12.3271856 45.6003373, 12.3272876 45.6004056)",,,,,,
364408736,SP64,Via Belvedere,secondary,False,True,33.513,"LINESTRING (12.3298214 45.6019321, 12.3294944 45.6017359)",,,,,,
117408022,,Via Giovanni Falcone,residential,False,False,60.172,"LINESTRING (12.3298214 45.6019321, 12.3299288 45.6018411, 12.3303198 45.6015183)",,,,,,
8062118,SP64,Via Nuova Trevigiana Casale,secondary,True,False,29.779000000000003,"LINESTRING (12.3254676 45.5999125, 12.325483 45.5998422, 12.3255194 45.5997709, 12.3256382 45.599683)",,,2,roundabout,,
45407543,SP64,Via Piave,secondary,True,False,55.108000000000004,"LINESTRING (12.3254676 45.5999125, 12.3254069 45.5998376, 12.325345 45.5996942, 12.3252358 45.599446)",,,,,,
888262757,,Via Torcelle,residential,False,False,57.349000000000004,"LINESTRING (12.3259763 45.5944995, 12.3261125 45.5948554, 12.3261858 45.5949318, 12.326244 45.5949692)",,,,,,
888262757,,Via Torcelle,residential,False,True,117.424,"LINESTRING (12.3259763 45.5944995, 12.3258819 45.5941572, 12.325693 45.5938929, 12.3255806 45.5937589, 12.3254207 45.5936487, 12.3252932 45.5936047)",,,,,,
49687760,SP67,Via Roma,secondary,False,False,33.463,"LINESTRING (12.326244 45.5949692, 12.3261654 45.5950597, 12.3260316 45.5952308)",,,,,,
49687760,SP67,Via Roma,secondary,False,True,171.938,"LINESTRING (12.326244 45.5949692, 12.3268848 45.5942476, 12.3269628 45.5941597, 12.327213 45.5938777, 12.3274072 45.5936545)",,,,,,
888262757,,Via Torcelle,residential,False,True,57.349000000000004,"LINESTRING (12.326244 45.5949692, 12.3261858 45.5949318, 12.3261125 45.5948554, 12.3259763 45.5944995)",,,,,,
27737017,,Via Guglielmo Marconi,secondary,False,False,111.457,"LINESTRING (12.3228407 45.5981774, 12.3221522 45.5983417, 12.3214859 45.5985032)",,50,,,,
27737018,,Via Guglielmo Marconi,secondary,True,False,28.070999999999998,"LINESTRING (12.3228407 45.5981774, 12.3229967 45.5980996, 12.3231041 45.5980081)",,,,,,
27737001,SP64,Via Trento e Trieste,secondary,True,False,37.784,"LINESTRING (12.3229526 45.5977249, 12.3233488 45.5979214)",,,1,,,
27736954,SP64,Via Trento e Trieste,secondary,False,False,62.17,"LINESTRING (12.3229526 45.5977249, 12.3225044 45.5974114, 12.3223835 45.5973325)",,,,,,
27737030,SP64,Via Piave,secondary,True,False,37.313,"LINESTRING (12.3239019 45.5983291, 12.3234941 45.5981525)",,,1,,,
27736908,SP64,Via Piave,secondary,False,True,165.00400000000002,"LINESTRING (12.3239019 45.5983291, 12.3240195 45.5983977, 12.324115 45.5984548, 12.3243562 45.598599, 12.3244763 45.5986708, 12.3248788 45.5989397, 12.3250454 45.5991183, 12.3252358 45.599446)",,,,,,
27736966,SP64,Via Piave,secondary,True,False,32.669,"LINESTRING (12.3236597 45.5980891, 12.3239019 45.5983291)",,,1,,,
364394451,SP64,Via Guglielmo Marconi,secondary,True,False,16.035,"LINESTRING (12.3236597 45.5980891, 12.3236388 45.5981164, 12.3235988 45.5981417, 12.323548 45.5981544, 12.3234941 45.5981525)",,,,roundabout,,
30920026,,Via Guglielmo Marconi,unclassified,True,False,31.558999999999997,"LINESTRING (12.3235493 45.5979624, 12.3237945 45.5979307, 12.3239482 45.5979109)",,,1,,,
364394451,SP64,Via Guglielmo Marconi,secondary,True,False,16.645000000000003,"LINESTRING (12.3235493 45.5979624, 12.3235615 45.5979648, 12.3236103 45.5979809, 12.3236465 45.5980089, 12.3236646 45.5980445, 12.3236627 45.598072)",,,,roundabout,,
364394451,SP64,Via Guglielmo Marconi,secondary,True,False,16.256,"LINESTRING (12.3233488 45.5979214, 12.3234184 45.597934, 12.3235493 45.5979624)",,,,roundabout,,
27736970,SP64,Via Trento e Trieste,secondary,True,False,30.99,"LINESTRING (12.323106 45.5979821, 12.3229526 45.5977249)",,,1,,,
364394451,SP64,Via Guglielmo Marconi,secondary,True,False,22.726,"LINESTRING (12.323106 45.5979821, 12.3231291 45.597948, 12.3231691 45.5979226, 12.32322 45.5979099, 12.3232739 45.5979118, 12.3233488 45.5979214)",,,,roundabout,,
364394451,SP64,Via Guglielmo Marconi,secondary,True,False,2.895,"LINESTRING (12.3231041 45.5980081, 12.323106 45.5979821)",,,,roundabout,,
27123004,,Via Guglielmo Marconi,secondary,True,False,36.004999999999995,"LINESTRING (12.3232964 45.5981217, 12.3230792 45.5981436, 12.3228407 45.5981774)",,,1,,,
364394451,SP64,Via Guglielmo Marconi,secondary,True,False,21.32,"LINESTRING (12.3232964 45.5981217, 12.3232065 45.5980996, 12.3231577 45.5980834, 12.3231215 45.5980554, 12.3231033 45.5980198, 12.3231041 45.5980081)",,,,roundabout,,
364394451,SP64,Via Guglielmo Marconi,secondary,True,False,15.76,"LINESTRING (12.3234941 45.5981525, 12.3233509 45.5981313, 12.3232964 45.5981217)",,,,roundabout,,
364408742,SP67,Piazza all'arma dei Carabinieri,secondary,False,True,23.123,"LINESTRING (12.3256765 45.5976814, 12.3256369 45.5974753)",,,,,,
"[888398866, 295377988, 295377989, 364408741]",SP67,"[""Piazza all'arma dei Carabinieri"", 'Via Nuova Trevigiana Casale']",secondary,False,False,183.349,"LINESTRING (12.3256765 45.5976814, 12.3256852 45.59773, 12.3257628 45.5980457, 12.3258282 45.5983061, 12.3259707 45.5989333, 12.326056 45.5993087)",,,,,,
364397094,,Piazza all'arma dei Carabinieri,unclassified,True,False,34.566,"LINESTRING (12.3256765 45.5976814, 12.3255536 45.597612, 12.3254878 45.5975978, 12.3253981 45.5975998, 12.3252707 45.5976065)",,,1,,,
364408738,SP64,Via Belvedere,secondary,False,False,18.396,"LINESTRING (12.3272876 45.6004056, 12.3274628 45.6005167)",,,,,,
