osmid,oneway,name,highway,maxspeed,width,reversed,length,geometry,lanes,bridge,tunnel,access
40195103,True,Piazza del Patriarcato,tertiary,50,5,False,23.39,"LINESTRING (13.2406297 46.0629978, 13.2405919 46.0630211, 13.2403976 46.0631331)",,,,
256074014,True,Piazza del Patriarcato,tertiary_link,50,,False,8.735,"LINESTRING (13.2406297 46.0629978, 13.2406102 46.0629952, 13.2405883 46.0629915, 13.2405699 46.0629867, 13.2405509 46.0629779, 13.2405309 46.062964)",,,,
39814084,True,Piazza del Patriarcato,tertiary,50,,False,7.642,"LINESTRING (13.2402523 46.0631993, 13.2403115 46.0631442)",,,,
"[182544281, 40195935]",False,Piazza del Patriarcato,tertiary,50,,False,68.237,"LINESTRING (13.2402523 46.0631993, 13.240042 46.0633864, 13.2399382 46.0634746, 13.2397131 46.0636856)",2,,,
40195936,True,Piazza del Patriarcato,residential,,,False,80.42,"LINESTRING (13.2386391 46.0642315, 13.2386517 46.0641406, 13.2386598 46.0641117, 13.2386992 46.0639971, 13.2388565 46.0635249)",,,,
"[52834906, 52834907, 247082836]",False,Piazza del Patriarcato,tertiary,50,,True,21.086000000000002,"LINESTRING (13.2386391 46.0642315, 13.2387462 46.0642318, 13.2388477 46.064232, 13.2389124 46.0642321)",2,yes,,
442644929,True,Piazza I Maggio,tertiary,50,5,False,12.318999999999999,"LINESTRING (13.2386391 46.0642315, 13.2385803 46.0642458, 13.2385288 46.0642621, 13.2384933 46.064276)",,,,
40195937,True,Piazza I Maggio,tertiary,,5,False,57.105000000000004,"LINESTRING (13.237907 46.0646629, 13.2379759 46.0645837, 13.2381114 46.0644404, 13.2382004 46.0643566, 13.2382687 46.064294, 13.2383277 46.0642409)",,,,
588745342,True,Piazza I Maggio,tertiary,,5,False,16.13,"LINESTRING (13.237907 46.0646629, 13.2379396 46.0646399, 13.237963 46.0646288, 13.2379894 46.0646229, 13.2380217 46.0646212, 13.2380527 46.0646238, 13.2380943 46.064631)",,,,
"[40195933, 182544271]",True,Piazza Primo Maggio,tertiary,50,7,False,131.13899999999998,"LINESTRING (13.2368497 46.0655833, 13.2369873 46.0654745, 13.2371021 46.0653899, 13.2372384 46.0652811, 13.2373788 46.065169, 13.2376588 46.0649279, 13.2377266 46.0648584, 13.237809 46.0647739, 13.237907 46.0646629)",,,,
"[40195126, 1001184374]",False,Largo delle Grazie,unclassified,,,False,95.134,"LINESTRING (13.2387172 46.0677634, 13.238708 46.0677287, 13.2386954 46.0676997, 13.2386799 46.0676722, 13.2386601 46.0676471, 13.2385117 46.067539, 13.2384673 46.0674974, 13.2384221 46.0674424, 13.2383117 46.0672628, 13.2382708 46.0671793, 13.2382376 46.0670966, 13.2382078 46.0670006)",2,,,
"[1001184374, 40195126]",False,Largo delle Grazie,unclassified,,,True,95.13399999999999,"LINESTRING (13.2382078 46.0670006, 13.2382376 46.0670966, 13.2382708 46.0671793, 13.2383117 46.0672628, 13.2384221 46.0674424, 13.2384673 46.0674974, 13.2385117 46.067539, 13.2386601 46.0676471, 13.2386799 46.0676722, 13.2386954 46.0676997, 13.238708 46.0677287, 13.2387172 46.0677634)",2,,,
95645665,True,Largo delle Grazie,unclassified,,,False,55.279,"LINESTRING (13.2382078 46.0670006, 13.238145 46.066947, 13.2380837 46.0669082, 13.2379772 46.0668635, 13.2378838 46.0668386, 13.2377863 46.0668187, 13.2375815 46.0667942)",,,,
26542216,False,Via del Gelso,tertiary,,,False,185.77099999999993,"LINESTRING (13.232839 46.0617162, 13.2328562 46.0616602, 13.2328794 46.0615865, 13.2329211 46.0614523, 13.232967 46.0613002, 13.2330061 46.061184, 13.2330218 46.0611375, 13.2330387 46.0610873, 13.2331089 46.060879, 13.2331499 46.0607617, 13.2333149 46.060512, 13.2333498 46.0604465, 13.2333543 46.0603636, 13.2333645 46.0603221, 13.2333784 46.060293, 13.2334005 46.0602695, 13.2334413 46.0602485, 13.2335009 46.060227, 13.2335278 46.0602191, 13.2336098 46.0601955)",,,,
"[157522632, 437887786, 40527927, 106292502, 40196247]",True,"['Via Paolo Canciani', 'Piazza XX Settembre 1870', 'Via Poscolle', 'Via Cesare Battisti']",residential,,"['4', '5']",False,291.45500000000004,"LINESTRING (13.232839 46.0617162, 13.2329731 46.0617164, 13.2333776 46.0617391, 13.2335466 46.0617513, 13.2336195 46.0617645, 13.2336955 46.0617845, 13.2337516 46.0618063, 13.2338252 46.0618433, 13.2338747 46.0618688, 13.2339088 46.0617875, 13.23399 46.0615942, 13.2340645 46.0613971, 13.2340999 46.0612907, 13.2341145 46.0612543, 13.2342335 46.0610426, 13.2342971 46.0609709, 13.2342533 46.0609539, 13.2341791 46.0609118, 13.2341271 46.0608718, 13.2340477 46.0607828, 13.2339795 46.0606945, 13.233939 46.060642, 13.2337854 46.0604217, 13.2336772 46.0602829, 13.2336098 46.0601955)",1,,,
106292506,False,Via Poscolle,tertiary,,4,False,18.823,"LINESTRING (13.232839 46.0617162, 13.23271 46.0617544, 13.2326106 46.0617749)",,,,
26542216,False,Via del Gelso,tertiary,,,True,185.77100000000002,"LINESTRING (13.2336098 46.0601955, 13.2335278 46.0602191, 13.2335009 46.060227, 13.2334413 46.0602485, 13.2334005 46.0602695, 13.2333784 46.060293, 13.2333645 46.0603221, 13.2333543 46.0603636, 13.2333498 46.0604465, 13.2333149 46.060512, 13.2331499 46.0607617, 13.2331089 46.060879, 13.2330387 46.0610873, 13.2330218 46.0611375, 13.2330061 46.061184, 13.232967 46.0613002, 13.2329211 46.0614523, 13.2328794 46.0615865, 13.2328562 46.0616602, 13.232839 46.0617162)",,,,
26542234,False,Piazza Giuseppe Garibaldi,tertiary,,,False,37.91,"LINESTRING (13.2336098 46.0601955, 13.2335195 46.0600406, 13.2334851 46.0599861, 13.2334586 46.0599377, 13.2334255 46.0598795)",2,,,
98854760,False,Via Francesco Crispi,tertiary,,,True,45.991,"LINESTRING (13.2360182 46.0593472, 13.2354231 46.0593238)",2,,,
48868640,True,Largo Ospedale Vecchio,unclassified,,6,False,21.128,"LINESTRING (13.2360182 46.0593472, 13.2359103 46.0594179, 13.2358862 46.0594348, 13.2358717 46.0594478, 13.2358579 46.0594617, 13.2358368 46.0594878)",1,,,
98854760,False,Via Francesco Crispi,tertiary,,,False,94.22300000000001,"LINESTRING (13.2360182 46.0593472, 13.2362489 46.0593543, 13.2362631 46.0593547, 13.2365151 46.059362, 13.2366421 46.0593708, 13.236731 46.0593821, 13.2368046 46.0593976, 13.2369183 46.0594322, 13.237095 46.059502, 13.2371835 46.0595363)",2,,,
"[585438768, 112686446]",True,Via Poscolle,tertiary,30,,False,34.806,"LINESTRING (13.2298205 46.0607152, 13.2296932 46.0606735, 13.2294899 46.0606068, 13.2294112 46.0605837)","['2', '3']",,,
38874705,True,Via Grazzano,unclassified,30,5,False,46.638,"LINESTRING (13.2323191 46.0590521, 13.2324071 46.0590988, 13.2326789 46.0592431, 13.2327904 46.0593142)",,,,
47047798,True,Via Rivis,unclassified,,,False,80.195,"LINESTRING (13.2323191 46.0590521, 13.2322911 46.0590758, 13.232258 46.0591036, 13.232104 46.0592066, 13.2318776 46.0593447, 13.2315306 46.0595184)",,,,
38875786,False,Via Quintino Sella,unclassified,,,False,40.163000000000004,"LINESTRING (13.2315306 46.0595184, 13.2315105 46.0595012, 13.2312023 46.0592381)",,,,
"[1226798552, 663767854]",True,Via Rivis,unclassified,,,False,188.52,"LINESTRING (13.2315306 46.0595184, 13.2314699 46.0595538, 13.2313739 46.0596096, 13.2311995 46.0597002, 13.2309459 46.0598519, 13.2307671 46.0599798, 13.2303607 46.0602583, 13.2302226 46.0603523, 13.2301105 46.0604213, 13.2300312 46.0604825, 13.2299814 46.0605323, 13.2299124 46.0606081, 13.2298497 46.0606811, 13.2298205 46.0607152)",,,,
38875786,False,Via Quintino Sella,unclassified,,,False,38.053,"LINESTRING (13.2312023 46.0592381, 13.2311739 46.0592188, 13.231139 46.0592054, 13.2310985 46.0591977, 13.2307303 46.0591632)",,,,
38875786,False,Via Quintino Sella,unclassified,,,True,40.163000000000004,"LINESTRING (13.2312023 46.0592381, 13.2315105 46.0595012, 13.2315306 46.0595184)",,,,
"[462437128, 38876339]",False,Via del Freddo,"['residential', 'unclassified']",30,,False,127.83000000000001,"LINESTRING (13.2305917 46.0610029, 13.2306306 46.060961, 13.2307862 46.0607933, 13.2309496 46.0606501, 13.2311754 46.0604686, 13.2313311 46.0603272, 13.231474 46.0601878, 13.2315775 46.0600808)",,,,
112686446,True,Via Poscolle,tertiary,30,,False,67.563,"LINESTRING (13.2305917 46.0610029, 13.230488 46.0609621, 13.2301194 46.0608276, 13.2299802 46.0607759, 13.2298205 46.0607152)",2,,,
"[462437128, 38876339]",False,Via del Freddo,"['unclassified', 'residential']",30,,True,127.83,"LINESTRING (13.2315775 46.0600808, 13.231474 46.0601878, 13.2313311 46.0603272, 13.2311754 46.0604686, 13.2309496 46.0606501, 13.2307862 46.0607933, 13.2306306 46.060961, 13.2305917 46.0610029)",,,,
38876754,True,Via Aquileia,unclassified,,9,False,23.904000000000003,"LINESTRING (13.2396905 46.0615721, 13.2397863 46.0615157, 13.2399208 46.0614284)",,,,
40195101,False,Via Piave,tertiary,,,False,80.68700000000001,"LINESTRING (13.2396905 46.0615721, 13.2397832 46.0617042, 13.2398311 46.0617726, 13.2399108 46.061884, 13.2400513 46.0620786, 13.2401102 46.0621631, 13.2401521 46.0622232)",2,,,
98854759,False,Via Gorghi,tertiary,,,True,27.377,"LINESTRING (13.2396905 46.0615721, 13.2396522 46.0615262, 13.2395187 46.0613567)",3,,,
431146589,True,Viale Ungheria,tertiary,50,,False,127.047,"LINESTRING (13.2406702 46.0628765, 13.2408905 46.0627275, 13.2409732 46.06266, 13.2410298 46.0626127, 13.2410979 46.0625483, 13.241169 46.0624768, 13.2412242 46.0624214, 13.2413156 46.0623198, 13.2413853 46.0622422, 13.2414738 46.0621415, 13.2416334 46.0619563)",,,,
