osmid,oneway,lanes,name,highway,reversed,length,geometry,ref,maxspeed,junction,access
68903076,True,1,Via Artena,primary,False,56.107000000000006,"LINESTRING (12.9189269 41.7733004, 12.918954 41.7732746, 12.9189688 41.7732627, 12.9189842 41.7732518, 12.9190058 41.7732412, 12.9190273 41.7732326, 12.9190503 41.7732261, 12.9190774 41.7732208, 12.919107 41.773218, 12.9191396 41.7732167, 12.9191726 41.7732168, 12.9191987 41.7732184, 12.9192354 41.773223, 12.9192783 41.7732319, 12.9193153 41.7732403, 12.9193484 41.7732487, 12.9193885 41.7732631, 12.9194247 41.7732776, 12.9195321 41.773324)",,,,
"[188824195, 66074567]",True,1,Via Artena,secondary,False,87.55799999999999,"LINESTRING (12.9189269 41.7733004, 12.9189294 41.7732763, 12.9189334 41.7732527, 12.9189399 41.773229, 12.9189473 41.7732076, 12.9189568 41.773184, 12.9189742 41.7731487, 12.9189916 41.7731165, 12.9190174 41.7730773, 12.9190328 41.7730595, 12.9190511 41.7730417, 12.9190731 41.7730246, 12.9190981 41.7730074, 12.919575 41.7727159)",SP600,,,
"[64377259, 66072916]",True,1,Via del Caravone,secondary,False,72.82799999999997,"LINESTRING (12.919575 41.7727159, 12.9194711 41.7729185, 12.9194405 41.772985, 12.9194238 41.7730309, 12.9194179 41.7730616, 12.9194131 41.7730961, 12.9194113 41.7731183, 12.9194106 41.7731442, 12.9194143 41.7731686, 12.919419 41.7731908, 12.9194288 41.7732123, 12.9194397 41.7732315, 12.9194525 41.7732492, 12.9194714 41.77327, 12.9194845 41.7732833, 12.9195321 41.773324)",,,,
66091493,False,2,,tertiary,True,6.523,"LINESTRING (12.9166264 41.7778347, 12.9165788 41.777788)",SP55a1,,,
"[66210360, 66091493]",False,2,Via Prenestina,tertiary,False,120.67899999999997,"LINESTRING (12.9166264 41.7778347, 12.9166433 41.7778551, 12.9166537 41.7778754, 12.9166612 41.7778983, 12.9166683 41.7779267, 12.916674 41.777955, 12.9166746 41.7779713, 12.9166735 41.7779959, 12.9166705 41.7780208, 12.916666 41.7780449, 12.9166597 41.7780693, 12.9166546 41.778084, 12.9166288 41.7781425, 12.9166139 41.7781723, 12.916595 41.778206, 12.9165703 41.7782444, 12.9165141 41.7783274, 12.9164829 41.7783718, 12.9164526 41.7784082, 12.9164183 41.7784465, 12.9163911 41.7784717, 12.9163587 41.778498, 12.9163389 41.7785144, 12.9163178 41.7785298, 12.9160193 41.7787478)",SP55a1,40,,
"[66210451, 1167877036]",False,2,"['Via Porta Romana', 'Via Nuova']",unclassified,False,62.666000000000004,"LINESTRING (12.9166264 41.7778347, 12.9168299 41.7779349, 12.9168276 41.7778961, 12.9168222 41.7778753, 12.9168107 41.7778485, 12.9167945 41.7778276, 12.9167751 41.7778104, 12.9165931 41.7776977, 12.9165595 41.777673, 12.9165264 41.7776477)",,,,
64377340,True,,Via Fioravante Pizzuti,unclassified,False,100.54799999999999,"LINESTRING (12.9201816 41.7739954, 12.9200387 41.773986, 12.9199022 41.7739749, 12.9193816 41.7739243, 12.9190778 41.7738947, 12.9189783 41.773885)",,,,
"[242867825, 65413595, 242867827]",True,1,Viale Undici Settembre,primary,False,47.104,"LINESTRING (12.921057 41.7740773, 12.9210851 41.7741463, 12.9211037 41.7741998, 12.9211307 41.7743071, 12.9211826 41.7744901)",,,,
"[242867824, 242867826, 80508899]",True,1,Viale Undici Settembre,secondary,False,99.17600000000002,"LINESTRING (12.921057 41.7740773, 12.9210765 41.7742001, 12.9210897 41.7743082, 12.9210922 41.7743611, 12.9210882 41.7743818, 12.9210782 41.7744003, 12.9210638 41.7744119, 12.9210442 41.7744202, 12.9210173 41.7744248, 12.9209897 41.7744244, 12.9209483 41.7744202, 12.920909 41.7744145, 12.9208046 41.7743981, 12.9207183 41.7743839, 12.9206876 41.7743802, 12.9206546 41.774377, 12.9206206 41.7743744, 12.9205844 41.7743724, 12.9205492 41.7743719, 12.9205046 41.7743733, 12.9204528 41.7743777, 12.9203386 41.7743935)",,,,
65361759,True,,,unclassified,False,24.006,"LINESTRING (12.9180913 41.7783904, 12.9178923 41.7782336)",,,roundabout,
