osmid,lanes,ref,highway,oneway,reversed,length,geometry,name,width,bridge,maxspeed,junction
79262654,2,SP91,tertiary,False,False,85.533,"LINESTRING (14.7973347 40.7725768, 14.7973586 40.7733458)",,,,,
40565032,,,residential,False,True,84.54100000000001,"LINESTRING (14.7973347 40.7725768, 14.7971101 40.772673, 14.7969119 40.7728078, 14.7968343 40.7729198, 14.7967464 40.7730791, 14.7967415 40.773143)",,,,,
40565034,2,SP91,tertiary,False,False,113.74199999999999,"LINESTRING (14.7973347 40.7725768, 14.7973666 40.772201, 14.7973731 40.7721241, 14.7974308 40.7715565)",Via Roma,,,,
84678516,,,residential,True,False,154.172,"LINESTRING (14.7973347 40.7725768, 14.7974435 40.772514, 14.7974921 40.7723807, 14.7975308 40.7722798, 14.7975901 40.7722122, 14.797809 40.7721657, 14.7980232 40.7721492, 14.7981239 40.7721259, 14.7981819 40.77208, 14.7982001 40.7720262, 14.7982495 40.7716035)",Via Pietro Sessa,3,,,
40565034,2,SP91,tertiary,False,False,58.203,"LINESTRING (14.7974308 40.7715565, 14.7974946 40.7710353)",Via Roma,,,,
37766855,2,,residential,False,False,69.143,"LINESTRING (14.7974308 40.7715565, 14.7978695 40.7715838, 14.7982495 40.7716035)",Via della Libertà,,,,
40565034,2,SP91,tertiary,False,True,113.74199999999999,"LINESTRING (14.7974308 40.7715565, 14.7973731 40.7721241, 14.7973666 40.772201, 14.7973347 40.7725768)",Via Roma,,,,
37766855,2,,residential,False,True,71.09299999999999,"LINESTRING (14.7993424 40.7716682, 14.799178 40.7716637, 14.799022 40.7716549, 14.7987078 40.7716364, 14.7985007 40.7716206)",Via della Libertà,,,,
84678517,2,,residential,False,True,112.01400000000001,"LINESTRING (14.7993424 40.7716682, 14.7993173 40.7713946, 14.7992705 40.7708814, 14.7992598 40.7707638, 14.7992393 40.7706642)",Corso S. Vincenzo Ferreri,,,,
311568749,2,,residential,False,False,91.02,"LINESTRING (14.7993424 40.7716682, 14.7993569 40.7718295, 14.7993816 40.7721752, 14.7994189 40.7724846)",Corso San Vincenzo Ferreri,,,,
40564482,,SP24,tertiary,False,False,77.344,"LINESTRING (14.799486 40.7734226, 14.798965 40.7734657, 14.798576 40.7735149)",Via Sabatini,,,,
311568749,2,,residential,False,True,104.456,"LINESTRING (14.799486 40.7734226, 14.7994634 40.7731502, 14.7994348 40.7727332, 14.7994189 40.7724846)",Corso San Vincenzo Ferreri,,,,
79262654,2,SP91,tertiary,False,True,85.533,"LINESTRING (14.7973586 40.7733458, 14.7973347 40.7725768)",,,,,
"[40564480, 1244092833]",2,SP24,tertiary,False,False,56.646,"LINESTRING (14.7973586 40.7733458, 14.7972959 40.7733252, 14.7967415 40.773143)",,,,,
40564480,2,SP24,tertiary,False,True,45.704,"LINESTRING (14.7973586 40.7733458, 14.7976025 40.7734761, 14.7977724 40.773609)",,,,,
79262636,,,residential,False,False,167.54299999999998,"LINESTRING (14.7973586 40.7733458, 14.797458 40.7732722, 14.7975693 40.773281, 14.7976272 40.7733266, 14.7979953 40.773309, 14.7979658 40.7729446, 14.7980092 40.7728713, 14.7979883 40.7723428)",,,,,
40565032,,,residential,False,False,84.541,"LINESTRING (14.7967415 40.773143, 14.7967464 40.7730791, 14.7968343 40.7729198, 14.7969119 40.7728078, 14.7971101 40.772673, 14.7973347 40.7725768)",,,,,
122726136,,SP24,tertiary,False,True,69.3,"LINESTRING (14.7967415 40.773143, 14.7963673 40.7732471, 14.7960036 40.7734126)",Piazzetta Fisciano,,,,
442152904,,,tertiary,False,True,214.332,"LINESTRING (14.7967415 40.773143, 14.7965913 40.7730812, 14.7964838 40.7729471, 14.796329 40.7726396, 14.7962941 40.7725178, 14.7962545 40.7723739, 14.7962816 40.7722237, 14.7962912 40.7721708, 14.7963394 40.7719388, 14.7963336 40.7718867, 14.7963099 40.7718351, 14.796111 40.7715311, 14.7960619 40.7713812)",Via I Maggio,2.3,,,
"[40564480, 1244092833]",2,SP24,tertiary,False,True,56.646,"LINESTRING (14.7967415 40.773143, 14.7972959 40.7733252, 14.7973586 40.7733458)",,,,,
