osmid,oneway,name,highway,reversed,length,geometry,lanes,maxspeed,width,tunnel,junction,bridge
109408742,True,Via Cristoforo Colombo,residential,False,30.36,"LINESTRING (14.2474519 37.0645392, 14.2475171 37.0646496, 14.2475977 37.0647862)",,,,,,
429447184,False,Lungomare Federico II di Svevia,tertiary,False,283.366,"LINESTRING (14.2474519 37.0645392, 14.2476506 37.0644551, 14.2482273 37.0642208, 14.2483381 37.0641743, 14.2490773 37.0638512, 14.250273 37.0633451)",,,,,,
429447184,False,Lungomare Federico II di Svevia,tertiary,True,150.14200000000002,"LINESTRING (14.2474519 37.0645392, 14.2459527 37.065046, 14.2458938 37.0650659)",,,,,,
430296047,True,Corso Vittorio Emanuele,tertiary,False,23.189,"LINESTRING (14.2520912 37.0655731, 14.2518508 37.0656549)",,,,,,
301446984,True,Via Guglielmo Marconi,residential,False,55.252,"LINESTRING (14.2520912 37.0655731, 14.2522071 37.065791, 14.2523345 37.0660305)",,,,,,
202447186,False,Lungomare Federico II di Svevia,tertiary,False,8.898,"LINESTRING (14.2531253 37.0621418, 14.2530466 37.0621914)",2,30,,,,
202447191,False,Via Mare,unclassified,True,10.998,"LINESTRING (14.2531253 37.0621418, 14.2532492 37.062139)",,,,,,
1244174557,True,Via Recanati,residential,False,7.007,"LINESTRING (14.2511994 37.070855, 14.2512699 37.0708266)",,,,,,
213133774,True,Via Tevere,tertiary,False,37.419000000000004,"LINESTRING (14.2511994 37.070855, 14.2511693 37.0707898, 14.2510604 37.0705373)",,,,,,
109384913,False,Via Francesco Crispi,tertiary,True,48.43,"LINESTRING (14.2468587 37.0694436, 14.2473419 37.069241)",2,50,,,,
217871372,False,Via Iudice,residential,True,24.016,"LINESTRING (14.2468587 37.0694436, 14.2469802 37.0696366)",,,,,,
109384913,False,Via Francesco Crispi,tertiary,False,154.016,"LINESTRING (14.2468587 37.0694436, 14.2457077 37.0699294, 14.2453242 37.0700912)",2,50,,,,
306397688,False,Via Ierone,residential,True,22.31,"LINESTRING (14.2486844 37.0686428, 14.2488042 37.0688192)",,,,,,
406643742,False,Via Giovanni Verga,tertiary,False,92.548,"LINESTRING (14.2486844 37.0686428, 14.247776 37.0690519)",,,,,,
406643742,False,Via Giovanni Verga,tertiary,True,61.824999999999996,"LINESTRING (14.2486844 37.0686428, 14.2491385 37.0684668, 14.2493162 37.0684088)",,,,,,
109408787,False,Via Solferino,residential,False,41.904,"LINESTRING (14.249468 37.0701775, 14.2492757 37.0698333)",,,,,,
109408787,False,Via Solferino,residential,True,35.4,"LINESTRING (14.249468 37.0701775, 14.2496304 37.0704683)",,,,,,
109408820,False,Via Ermocrate,residential,False,31.317,"LINESTRING (14.249468 37.0701775, 14.2497856 37.0700546)",,,,,,
109408820,False,Via Ermocrate,residential,True,24.408,"LINESTRING (14.249468 37.0701775, 14.2492177 37.0702686)",,,,,,
109408820,False,Via Ermocrate,residential,False,18.698,"LINESTRING (14.2481742 37.0706504, 14.2483682 37.0705847)",,,,,,
109408773,False,Via Liguria,residential,False,26.037,"LINESTRING (14.2481645 37.0702334, 14.248432 37.0701371)",,,,,,
109408773,False,Via Liguria,residential,True,25.113,"LINESTRING (14.2481645 37.0702334, 14.2479065 37.0703263)",,,,,,
