osmid,name,highway,oneway,reversed,length,maxspeed,geometry,width,tunnel
50934709,Via Stradone del Tempio,residential,False,False,157.174,,"LINESTRING (11.8810514 45.8548087, 11.8800336 45.8560316)",,
"[157855680, 234907919]",Via Antonio Canova,tertiary,False,False,86.708,50,"LINESTRING (11.8810514 45.8548087, 11.8805771 45.8545128, 11.8801959 45.8543064)",,
234907919,Via Antonio Canova,tertiary,False,True,60.138999999999996,50,"LINESTRING (11.8810514 45.8548087, 11.8813005 45.8550303, 11.8814999 45.8552494)",,
50934711,Via Sofratta,residential,False,False,19.575,,"LINESTRING (11.8751368 45.8533892, 11.8751642 45.8532142)",,
234902681,Vicolo Sofratta,residential,False,True,163.681,,"LINESTRING (11.8751368 45.8533892, 11.8772466 45.8534758)",,
50934711,Via Sofratta,residential,False,True,146.193,,"LINESTRING (11.8751368 45.8533892, 11.8751982 45.8539194, 11.8752752 45.8541972, 11.8753883 45.8545119, 11.8754625 45.8546796)",,
50934711,Via Sofratta,residential,False,True,19.575,,"LINESTRING (11.8751642 45.8532142, 11.8751368 45.8533892)",,
50934711,Via Sofratta,residential,False,True,5.952,,"LINESTRING (11.8754625 45.8546796, 11.8754998 45.8547264)",,
50934711,Via Sofratta,residential,False,False,146.19299999999998,,"LINESTRING (11.8754625 45.8546796, 11.8753883 45.8545119, 11.8752752 45.8541972, 11.8751982 45.8539194, 11.8751368 45.8533892)",,
234907923,Via Zoppona,residential,False,False,20.04,,"LINESTRING (11.8830007 45.8546607, 11.8831528 45.8545149)",,
157556661,Via Pastega,residential,False,False,177.76299999999998,,"LINESTRING (11.8830007 45.8546607, 11.883288 45.8547542, 11.8835657 45.8548697, 11.8838658 45.8549726, 11.8839599 45.8550662, 11.8839509 45.8551692, 11.8838613 45.8553252, 11.8838253 45.8554538, 11.8838317 45.8554874, 11.8839057 45.8554941, 11.8840981 45.8555167, 11.8842287 45.8555904, 11.8842588 45.8556511)",,
234902678,Via Antonio Canova,residential,False,True,54.357,,"LINESTRING (11.8830007 45.8546607, 11.8828949 45.8547072, 11.8828015 45.8547544, 11.8826833 45.8548002, 11.8824454 45.8548455, 11.8823661 45.8548417)",,
131053684,Via Padri Cavanis,unclassified,False,False,104.582,,"LINESTRING (11.8782183 45.857457, 11.8779618 45.857737, 11.8774541 45.8582321)",,
166692077,Via Stradone del Tempio,residential,False,True,49.94800000000001,,"LINESTRING (11.8782183 45.857457, 11.8783421 45.857481, 11.8785973 45.857471, 11.8788303 45.8573893)",,
1175305019,Piazzetta Pio X°,residential,False,False,141.218,,"LINESTRING (11.8782183 45.857457, 11.8781892 45.857393, 11.8780995 45.8572762, 11.8780077 45.8571398, 11.877978 45.8570163, 11.8780201 45.8566762, 11.8780602 45.856457, 11.8780755 45.8563075, 11.8780297 45.8562316)",,
130704723,Via Roma,tertiary,False,False,10.054,50,"LINESTRING (11.8827622 45.8569646, 11.8827054 45.8568833)",,
234907922,Via Roma,tertiary,False,True,50.526999999999994,50,"LINESTRING (11.8827622 45.8569646, 11.882839 45.8570988, 11.882938 45.8572005, 11.8830016 45.8572207, 11.8830833 45.8572394, 11.8831933 45.8572565)",,
343650807,Strada dei Faveri,residential,False,True,200.863,,"LINESTRING (11.8827622 45.8569646, 11.8833991 45.8567827, 11.8835151 45.8567437, 11.8835947 45.8566253, 11.8836583 45.8563987, 11.8838514 45.8559968, 11.8840492 45.8557787, 11.8842588 45.8556511)",,
157855680,Via Antonio Canova,tertiary,False,False,23.79,50,"LINESTRING (11.8790001 45.853613, 11.8787433 45.8534956)",,
157855680,Via Antonio Canova,tertiary,False,True,8.333,50,"LINESTRING (11.8790001 45.853613, 11.879093 45.8536508)",,
157551499,Via Sotta,residential,False,True,130.924,,"LINESTRING (11.8790001 45.853613, 11.8786694 45.8540717, 11.8785693 45.8542449, 11.8784414 45.8542563, 11.8781947 45.8541891, 11.877931 45.8541023)",,
126611090,Via Impianti Sportivi,residential,False,True,88.58699999999999,,"LINESTRING (11.877931 45.8541023, 11.8778416 45.8544246, 11.8778181 45.8545093, 11.8777884 45.8548909)",,
"[157517216, 234902679]",Via Sotta,residential,False,False,226.55900000000003,,"LINESTRING (11.877931 45.8541023, 11.8778231 45.8540637, 11.8776373 45.8540357, 11.8774516 45.8540033, 11.8773122 45.8540163, 11.8771203 45.8540831, 11.8769593 45.8541909, 11.8768912 45.854329, 11.8768199 45.8544778, 11.8767735 45.8545381, 11.8766435 45.8545532, 11.8763741 45.8545705, 11.8761573 45.8546115, 11.8759885 45.8546463, 11.8759246 45.8546516, 11.8758123 45.8546555, 11.8756441 45.8546788, 11.8754998 45.8547264)",2 m,
157551499,Via Sotta,residential,False,False,130.92399999999998,,"LINESTRING (11.877931 45.8541023, 11.8781947 45.8541891, 11.8784414 45.8542563, 11.8785693 45.8542449, 11.8786694 45.8540717, 11.8790001 45.853613)",,
157855680,Via Antonio Canova,tertiary,False,True,52.505,50,"LINESTRING (11.8796433 45.8539469, 11.8801385 45.8542694)",,
157855680,Via Antonio Canova,tertiary,False,False,53.894,50,"LINESTRING (11.8796433 45.8539469, 11.8793173 45.8537602, 11.879093 45.8536508)",,
131053684,Via Padri Cavanis,unclassified,False,True,104.582,,"LINESTRING (11.8774541 45.8582321, 11.8779618 45.857737, 11.8782183 45.857457)",,
126611080,Via Serafin,residential,False,False,85.02,,"LINESTRING (11.8795489 45.851509, 11.8805265 45.8518568)",,
126611090,Via Impianti Sportivi,residential,False,False,118.579,,"LINESTRING (11.8777215 45.8559314, 11.8777281 45.8556139, 11.8777704 45.8554566, 11.8778459 45.8553101, 11.8778935 45.8552177, 11.8778473 45.8550541, 11.8777884 45.8548909)",,
"[1175305018, 50934711]","['Via Sofratta', ""VIa Sant'Albino""]",residential,False,False,199.54500000000002,,"LINESTRING (11.8777215 45.8559314, 11.8776372 45.8559152, 11.8775294 45.8559198, 11.8772747 45.8559606, 11.8770353 45.8560325, 11.8765829 45.8561797, 11.8765004 45.8561744, 11.876437 45.8561441, 11.8760951 45.8557715, 11.8757965 45.8554373)",,
1175305018,VIa Sant'Albino,residential,False,True,41.468999999999994,,"LINESTRING (11.8777215 45.8559314, 11.877761 45.8559491, 11.877794 45.8559773, 11.8778488 45.8560589, 11.8780297 45.8562316)",,
157855680,Via Antonio Canova,tertiary,False,True,23.79,50,"LINESTRING (11.8787433 45.8534956, 11.8790001 45.853613)",,
234907925,Viale Antonio Canova,tertiary,False,False,28.396,50,"LINESTRING (11.8787433 45.8534956, 11.8784336 45.8533589)",,
157547112,Via Sartori Canova,residential,True,False,229.993,,"LINESTRING (11.8787433 45.8534956, 11.879076 45.8528197, 11.8792816 45.852398, 11.8794374 45.8519211, 11.8795075 45.8516818, 11.8795489 45.851509)",,
126611080,Via Serafin,residential,False,True,89.535,,"LINESTRING (11.8815826 45.8521839, 11.88066 45.8519043, 11.8805265 45.8518568)",,
157862329,Via Morera,residential,True,False,258.163,,"LINESTRING (11.8815826 45.8521839, 11.8815235 45.8522306, 11.8812069 45.8525704, 11.8809952 45.8529696, 11.8807428 45.8533645, 11.8805951 45.8535349, 11.8803136 45.853639, 11.8798782 45.8537588, 11.879784 45.8538273, 11.8796433 45.8539469)",,
126611090,Via Impianti Sportivi,residential,False,False,88.58699999999999,,"LINESTRING (11.8777884 45.8548909, 11.8778181 45.8545093, 11.8778416 45.8544246, 11.877931 45.8541023)",,
126611090,Via Impianti Sportivi,residential,False,True,118.57900000000001,,"LINESTRING (11.8777884 45.8548909, 11.8778473 45.8550541, 11.8778935 45.8552177, 11.8778459 45.8553101, 11.8777704 45.8554566, 11.8777281 45.8556139, 11.8777215 45.8559314)",,
157517217,Via Impianti Sportivi,residential,False,False,181.619,,"LINESTRING (11.8777884 45.8548909, 11.8774702 45.8548487, 11.8772132 45.8548034, 11.8771358 45.8548142, 11.8770955 45.8548918, 11.8770614 45.8549737, 11.8769902 45.8550277, 11.876501 45.8552023, 11.8759747 45.8553835, 11.8757965 45.8554373)",,
130881440,Via Sant'Albino,residential,False,False,78.758,,"LINESTRING (11.8780297 45.8562316, 11.8782672 45.8561905, 11.8786327 45.8562486, 11.8790254 45.8562909)",,
1175305018,VIa Sant'Albino,residential,False,False,41.469,,"LINESTRING (11.8780297 45.8562316, 11.8778488 45.8560589, 11.877794 45.8559773, 11.877761 45.8559491, 11.8777215 45.8559314)",,
1175305019,Piazzetta Pio X°,residential,False,True,141.218,,"LINESTRING (11.8780297 45.8562316, 11.8780755 45.8563075, 11.8780602 45.856457, 11.8780201 45.8566762, 11.877978 45.8570163, 11.8780077 45.8571398, 11.8780995 45.8572762, 11.8781892 45.857393, 11.8782183 45.857457)",,
157855680,Via Antonio Canova,tertiary,False,False,6.057,50,"LINESTRING (11.8801959 45.8543064, 11.8801385 45.8542694)",,
130881434,Via Sant'Anna,residential,False,True,239.671,,"LINESTRING (11.8801959 45.8543064, 11.8800388 45.8546605, 11.8799343 45.8548494, 11.8798034 45.8550364, 11.8796555 45.85523, 11.8795506 45.8555564, 11.8790254 45.8562909)",,
"[157855680, 234907919]",Via Antonio Canova,tertiary,False,True,86.708,50,"LINESTRING (11.8801959 45.8543064, 11.8805771 45.8545128, 11.8810514 45.8548087)",,
50934709,Via Stradone del Tempio,residential,False,True,57.28,,"LINESTRING (11.8796554 45.8564743, 11.8800336 45.8560316)",,
50934709,Via Stradone del Tempio,residential,False,False,120.14599999999999,,"LINESTRING (11.8796554 45.8564743, 11.8793886 45.8567729, 11.8791426 45.8570482, 11.8788303 45.8573893)",,
130881440,Via Sant'Albino,residential,False,True,53.236000000000004,,"LINESTRING (11.8796554 45.8564743, 11.8795478 45.8564339, 11.8793791 45.8563793, 11.8790931 45.8563191, 11.8790453 45.8563052, 11.8790254 45.8562909)",,
157862332,Via Biron,residential,False,False,44.101,,"LINESTRING (11.8796554 45.8564743, 11.8797098 45.856526, 11.8797213 45.856593, 11.8796673 45.8566934, 11.8796194 45.8568077, 11.8796279 45.856846)",,
130881434,Via Sant'Anna,residential,False,False,239.671,,"LINESTRING (11.8790254 45.8562909, 11.8795506 45.8555564, 11.8796555 45.85523, 11.8798034 45.8550364, 11.8799343 45.8548494, 11.8800388 45.8546605, 11.8801959 45.8543064)",,
130881440,Via Sant'Albino,residential,False,False,53.236,,"LINESTRING (11.8790254 45.8562909, 11.8790453 45.8563052, 11.8790931 45.8563191, 11.8793791 45.8563793, 11.8795478 45.8564339, 11.8796554 45.8564743)",,
130881440,Via Sant'Albino,residential,False,True,78.758,,"LINESTRING (11.8790254 45.8562909, 11.8786327 45.8562486, 11.8782672 45.8561905, 11.8780297 45.8562316)",,
"[234905297, 170350590, 234905295]","[""Via Sant'Albino"", 'Via Guglielmo Marconi']",residential,False,False,182.029,,"LINESTRING (11.8790254 45.8562909, 11.8795876 45.8563904, 11.8798188 45.8564529, 11.8801921 45.856507, 11.8809419 45.8567633, 11.881221 45.8568505)",,yes
130704723,Via Roma,tertiary,False,True,10.054,50,"LINESTRING (11.8827054 45.8568833, 11.8827622 45.8569646)",,
130704723,Via Roma,tertiary,False,False,190.76600000000002,50,"LINESTRING (11.8827054 45.8568833, 11.882368 45.8562191, 11.8821662 45.8558913, 11.8816141 45.8553618)",,
234905295,Via Guglielmo Marconi,residential,False,True,117.668,,"LINESTRING (11.8827054 45.8568833, 11.8820716 45.8570953, 11.8818997 45.8570877, 11.8816846 45.8570414, 11.8813285 45.8568877)",,
131054625,Via Zoppona,residential,False,True,140.718,,"LINESTRING (11.8831528 45.8545149, 11.8845462 45.8537027)",,
234907923,Via Zoppona,residential,False,True,20.04,,"LINESTRING (11.8831528 45.8545149, 11.8830007 45.8546607)",,
234907920,Via Campet,residential,False,False,37.516,,"LINESTRING (11.8831528 45.8545149, 11.8830244 45.8542891, 11.8830174 45.8541947)",,
157556661,Via Pastega,residential,False,True,177.763,,"LINESTRING (11.8842588 45.8556511, 11.8842287 45.8555904, 11.8840981 45.8555167, 11.8839057 45.8554941, 11.8838317 45.8554874, 11.8838253 45.8554538, 11.8838613 45.8553252, 11.8839509 45.8551692, 11.8839599 45.8550662, 11.8838658 45.8549726, 11.8835657 45.8548697, 11.883288 45.8547542, 11.8830007 45.8546607)",,
343650807,Strada dei Faveri,residential,False,False,200.863,,"LINESTRING (11.8842588 45.8556511, 11.8840492 45.8557787, 11.8838514 45.8559968, 11.8836583 45.8563987, 11.8835947 45.8566253, 11.8835151 45.8567437, 11.8833991 45.8567827, 11.8827622 45.8569646)",,
131054625,Via Zoppona,residential,False,False,140.718,,"LINESTRING (11.8845462 45.8537027, 11.8831528 45.8545149)",,
50934711,Via Sofratta,residential,False,False,5.952,,"LINESTRING (11.8754998 45.8547264, 11.8754625 45.8546796)",,
50934711,Via Sofratta,residential,False,True,82.75,,"LINESTRING (11.8754998 45.8547264, 11.8755398 45.8547854, 11.8756489 45.8551169, 11.8757157 45.855325, 11.8757965 45.8554373)",,
"[157517216, 234902679]",Via Sotta,residential,False,True,226.559,,"LINESTRING (11.8754998 45.8547264, 11.8756441 45.8546788, 11.8758123 45.8546555, 11.8759246 45.8546516, 11.8759885 45.8546463, 11.8761573 45.8546115, 11.8763741 45.8545705, 11.8766435 45.8545532, 11.8767735 45.8545381, 11.8768199 45.8544778, 11.8768912 45.854329, 11.8769593 45.8541909, 11.8771203 45.8540831, 11.8773122 45.8540163, 11.8774516 45.8540033, 11.8776373 45.8540357, 11.8778231 45.8540637, 11.877931 45.8541023)",2 m,
50934711,Via Sofratta,residential,False,False,82.75,,"LINESTRING (11.8757965 45.8554373, 11.8757157 45.855325, 11.8756489 45.8551169, 11.8755398 45.8547854, 11.8754998 45.8547264)",,
"[1175305018, 50934711]","['Via Sofratta', ""VIa Sant'Albino""]",residential,False,True,199.545,,"LINESTRING (11.8757965 45.8554373, 11.8760951 45.8557715, 11.876437 45.8561441, 11.8765004 45.8561744, 11.8765829 45.8561797, 11.8770353 45.8560325, 11.8772747 45.8559606, 11.8775294 45.8559198, 11.8776372 45.8559152, 11.8777215 45.8559314)",,
157517217,Via Impianti Sportivi,residential,False,True,181.61899999999997,,"LINESTRING (11.8757965 45.8554373, 11.8759747 45.8553835, 11.876501 45.8552023, 11.8769902 45.8550277, 11.8770614 45.8549737, 11.8770955 45.8548918, 11.8771358 45.8548142, 11.8772132 45.8548034, 11.8774702 45.8548487, 11.8777884 45.8548909)",,
