osmid,name,highway,oneway,reversed,length,ref,geometry,lanes,tunnel
121039293,Piazza G. Morici,unclassified,False,True,20.593,,"LINESTRING (16.6289547 39.5731215, 16.6290779 39.5729625)",,
121039288,Via Luigi Rizzo,secondary,False,False,40.333,SP188,"LINESTRING (16.6289547 39.5731215, 16.6288578 39.5730201, 16.6288251 39.5729715, 16.6288083 39.5728966, 16.6288267 39.572836, 16.6288489 39.5727957)",,
121039288,Via Luigi Rizzo,secondary,False,True,63.935,SP188,"LINESTRING (16.6289547 39.5731215, 16.6290779 39.573231, 16.6291812 39.5733077, 16.6293208 39.5733562, 16.6294952 39.5733985, 16.6295229 39.5734188, 16.6295256 39.5734498)",,
91723983,Via Luigi Rizzo,unclassified,False,False,353.615,,"LINESTRING (16.6299519 39.5726096, 16.6298748 39.5725578, 16.6295523 39.5723659, 16.6293984 39.5722732, 16.6292525 39.5721774, 16.6291598 39.5720695, 16.6290987 39.5719494, 16.6290316 39.5718901, 16.6289764 39.5718521, 16.628929 39.5718217, 16.6288935 39.5717776, 16.6288955 39.5717107, 16.628931 39.5716225, 16.6289192 39.5715481, 16.6289054 39.5714872, 16.628864 39.5714204, 16.6288166 39.5714097, 16.6287535 39.5714234, 16.6286963 39.5714492, 16.6286234 39.5714964, 16.6285385 39.5715465, 16.6284439 39.5715921, 16.628367 39.5716043, 16.6283058 39.571583, 16.6282545 39.571545, 16.6281835 39.5714812, 16.6280909 39.5714158, 16.6279784 39.571358, 16.6278779 39.5713322, 16.6277773 39.5713367, 16.6276846 39.5713991, 16.6276727 39.5714644, 16.6277063 39.5715237, 16.6277832 39.57158, 16.6278463 39.5716377, 16.6278404 39.5717791, 16.6278117 39.5718849)",,
121039284,Strada Provinciale Rossano-Sila,secondary,False,False,525.488,SP188,"LINESTRING (16.6299519 39.5726096, 16.6300255 39.5724716, 16.6300995 39.5723966, 16.6302116 39.5723413, 16.6304025 39.572301, 16.6307496 39.572159, 16.6309551 39.5719788, 16.6311605 39.5717549, 16.6313518 39.5715637, 16.6314406 39.5714655, 16.631451 39.571445, 16.6314524 39.5714229, 16.6314447 39.5714017, 16.6314287 39.5713834, 16.6314059 39.5713699, 16.6313789 39.5713627, 16.6313502 39.5713625, 16.631323 39.5713693, 16.6312999 39.5713824, 16.6310755 39.5716074, 16.6308134 39.5717986, 16.6305725 39.5719624, 16.6304639 39.5720089, 16.6303551 39.5720295, 16.6302546 39.5720334, 16.6300369 39.5720037, 16.6298627 39.5719792, 16.6296819 39.5720011, 16.6295965 39.5720076, 16.6295513 39.5719934, 16.6295278 39.5719598, 16.6295194 39.5719327, 16.6295412 39.571894, 16.629573 39.5718746, 16.6296266 39.5718669, 16.6297338 39.5718759, 16.62999 39.5718914, 16.6301491 39.5718991, 16.6302546 39.5718824, 16.6303249 39.5718436, 16.6304405 39.5717649, 16.6305796 39.571602, 16.6306967 39.5714461)",,
121039288,Via Luigi Rizzo,secondary,False,True,49.004000000000005,SP188,"LINESTRING (16.6299519 39.5726096, 16.6298957 39.572674, 16.6298369 39.5727051, 16.6297465 39.5727114, 16.6296509 39.5726973, 16.6294461 39.5726562)",,
121039301,,secondary,False,False,267.061,SP188,"LINESTRING (16.6295395 39.5744868, 16.62939 39.5744403, 16.6292626 39.574424, 16.6286805 39.5744363, 16.6285539 39.5744194, 16.6284407 39.5743724, 16.6283528 39.5743001, 16.6282992 39.57421, 16.6282854 39.5741115, 16.6283129 39.5740147, 16.6283788 39.5739297, 16.6284595 39.5738905, 16.6285148 39.5738664, 16.6288002 39.5737933, 16.6291522 39.5737192, 16.6292925 39.5736581, 16.6294919 39.5734911, 16.6295256 39.5734498)",2,
"[89751738, 121039292, 121039301]",,secondary,False,True,213.421,SP188,"LINESTRING (16.6295395 39.5744868, 16.6296313 39.5745397, 16.6298538 39.5746627, 16.63012 39.5748748, 16.6302247 39.5749858, 16.630326 39.5751321, 16.6303772 39.5752876, 16.630411 39.5754772, 16.6304657 39.575751, 16.6305267 39.5761411)",2,yes
121039305,Via Acqua di Vale,unclassified,False,False,200.197,,"LINESTRING (16.6295395 39.5744868, 16.6296656 39.574391, 16.6301046 39.5741692, 16.6302404 39.5740954, 16.6303755 39.5740293, 16.6304534 39.5740131, 16.6305552 39.5740898, 16.6306499 39.5740916, 16.6307039 39.5740644, 16.6307253 39.5740261, 16.6307296 39.5739552, 16.6306684 39.5738845, 16.6303271 39.5736622, 16.6303399 39.5734913)",,
121039305,Via Acqua di Vale,unclassified,False,True,49.363,,"LINESTRING (16.6295395 39.5744868, 16.6294871 39.5745261, 16.6294343 39.5745857, 16.6291917 39.5748397)",,
