osmid,name,highway,oneway,reversed,length,maxspeed,geometry,lanes,ref,junction,tunnel
96930204,Viale Aldo Moro,residential,False,False,28.858,,"LINESTRING (15.2869827 41.6911742, 15.2872772 41.691312)",,,,
96930216,Via Luigi Rossi,residential,False,False,36.544,,"LINESTRING (15.2869827 41.6911742, 15.2872206 41.6908977)",,,,
96930194,Via della Costituente,residential,True,False,56.737,50,"LINESTRING (15.2887817 41.6889928, 15.2894189 41.689177)",,,,
96930216,Via Luigi Rossi,residential,False,False,54.580000000000005,,"LINESTRING (15.2887817 41.6889928, 15.2888976 41.6887324, 15.2889346 41.688667, 15.2889956 41.688544, 15.2890014 41.6885304)",,,,
96930216,Via Luigi Rossi,residential,False,True,47.819,,"LINESTRING (15.2887817 41.6889928, 15.2886532 41.6891178, 15.2884593 41.6893486)",,,,
96954440,Via G. De Vito,residential,False,False,23.135,,"LINESTRING (15.2881402 41.6880629, 15.2884187 41.6880688)",,,,
94703780,Viale Ugo La Malfa,residential,False,False,43.075,,"LINESTRING (15.2881402 41.6880629, 15.2882168 41.687915, 15.288284 41.6877883, 15.2882735 41.6876961)",,,,
94703780,Viale Ugo La Malfa,residential,False,True,80.23399999999998,,"LINESTRING (15.2881402 41.6880629, 15.2880865 41.6882214, 15.2880693 41.6883466, 15.2880694 41.6884455, 15.288075 41.6885464, 15.2880999 41.6886525, 15.2881323 41.6887274, 15.2881607 41.6887681)",,,,
94703780,Viale Ugo La Malfa,residential,False,True,43.075,,"LINESTRING (15.2882735 41.6876961, 15.288284 41.6877883, 15.2882168 41.687915, 15.2881402 41.6880629)",,,,
511577748,,tertiary,False,False,49.424,,"LINESTRING (15.2882735 41.6876961, 15.2881551 41.6878053, 15.2880517 41.6879091, 15.287873 41.6880217)",2,SP11,,
777295900,Viale Ugo La Malfa,tertiary,False,False,13.663,,"LINESTRING (15.2882735 41.6876961, 15.288294 41.6876359, 15.288304 41.6875756)",,,,
94544663,Via Nicola Fiani,residential,True,False,37.152,,"LINESTRING (15.288304 41.6875756, 15.2884249 41.6875997, 15.2887455 41.6876242)",,,,
777295900,Viale Ugo La Malfa,tertiary,False,False,67.761,,"LINESTRING (15.288304 41.6875756, 15.2883217 41.6874018, 15.2884682 41.6869807)",,,,
777295900,Viale Ugo La Malfa,tertiary,False,True,13.663,,"LINESTRING (15.288304 41.6875756, 15.288294 41.6876359, 15.2882735 41.6876961)",,,,
777295900,Viale Ugo La Malfa,tertiary,False,False,30.956,,"LINESTRING (15.2929965 41.6865918, 15.2933673 41.6865631)",,,,
94703729,Via Albania,residential,False,False,52.449,,"LINESTRING (15.2929965 41.6865918, 15.2929532 41.6865012, 15.2930823 41.6861383)",,,,
94703761,Via Albania,residential,False,False,85.173,,"LINESTRING (15.2929965 41.6865918, 15.2930003 41.6872096, 15.2929389 41.6873505)",,,,
777295900,Viale Ugo La Malfa,tertiary,False,True,18.948,,"LINESTRING (15.2929965 41.6865918, 15.2928008 41.6866245, 15.2927758 41.6866333)",,,,
777295900,Viale Ugo La Malfa,tertiary,False,True,30.956,,"LINESTRING (15.2933673 41.6865631, 15.2929965 41.6865918)",,,,
96954457,,tertiary,False,False,14.508,,"LINESTRING (15.2933673 41.6865631, 15.2934479 41.6865458, 15.2935228 41.6865074)",,,,
777295898,Viale Ugo La Malfa,residential,False,False,95.24,,"LINESTRING (15.2933673 41.6865631, 15.2934363 41.6863196, 15.2936424 41.6857318)",,,,
777295897,Via Lucera,tertiary,False,False,8.938,,"LINESTRING (15.2935228 41.6865074, 15.2935789 41.6864388)",,,,
96954457,,tertiary,False,True,14.508,,"LINESTRING (15.2935228 41.6865074, 15.2934479 41.6865458, 15.2933673 41.6865631)",,,,
96954459,Via Lucera,residential,False,True,106.529,,"LINESTRING (15.2935228 41.6865074, 15.2933335 41.6866602, 15.2932491 41.6867787, 15.2930364 41.6873735)",,,,
165617934,Via Don Tommaso Leccisotti,tertiary,True,False,11.186,,"LINESTRING (15.2950228 41.6845878, 15.2949975 41.6845602, 15.294984 41.6845282, 15.2949834 41.6844946)",,SP12,roundabout,
777295897,Via Lucera,tertiary,False,True,54.594,,"LINESTRING (15.2950228 41.6845878, 15.2948883 41.6847579, 15.2946932 41.6850126)",,,,
404833398,Via Don Tommaso Leccisotti,tertiary,True,False,14.348,,"LINESTRING (15.2969771 41.6852704, 15.2969698 41.6852386, 15.2969753 41.6852066, 15.296993 41.6851772, 15.2970216 41.685153)",,,roundabout,
404833402,Via Don Tommaso Leccisotti,tertiary,True,False,52.879999999999995,,"LINESTRING (15.2969771 41.6852704, 15.2968701 41.6852361, 15.296397 41.6850743)",,,,
94554519,Via Foggia,residential,False,False,47.203,,"LINESTRING (15.2970415 41.6853302, 15.2968267 41.6855485, 15.2967066 41.6856732)",,,,
404833398,Via Don Tommaso Leccisotti,tertiary,True,False,8.699,,"LINESTRING (15.2970415 41.6853302, 15.2970138 41.6853144, 15.2969919 41.685294, 15.2969771 41.6852704)",,,roundabout,
94544667,Via Francesco Piccinino,residential,False,False,122.53,,"LINESTRING (15.2910838 41.6888377, 15.2915319 41.6877878)",,,,
1123397532,Corso Giacomo Matteotti,residential,False,False,18.729,,"LINESTRING (15.2910838 41.6888377, 15.2913013 41.6888823)",,,,
1123397532,Corso Giacomo Matteotti,residential,False,True,23.361,,"LINESTRING (15.2910838 41.6888377, 15.2908125 41.6887821)",,,,
94554550,Via Guglielmo Oberdan,residential,False,True,32.52,,"LINESTRING (15.2898303 41.69107, 15.2895036 41.6909087)",,,,
119052448,Viale Aldo Moro,tertiary,False,False,39.631,,"LINESTRING (15.2898303 41.69107, 15.2900476 41.6909588, 15.2902488 41.6909047)",,,,
119052448,Viale Aldo Moro,tertiary,False,True,50.504999999999995,,"LINESTRING (15.2898303 41.69107, 15.2896291 41.6911932, 15.289377 41.6913724)",,,,
95617047,Via della Badia,residential,False,False,31.694,,"LINESTRING (15.294354 41.6899128, 15.2945548 41.6896704)",,,,
