osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,junction,tunnel
23738706,True,2,SS215,Via Vittorio Veneto,secondary,50,False,413.919,"LINESTRING (12.6759642 41.8083887, 12.675967 41.8083567, 12.6759644 41.808316, 12.6757899 41.8074343, 12.6755904 41.8062479, 12.6755503 41.8059773, 12.6755822 41.8057945, 12.6756131 41.8057497, 12.6756518 41.8056937, 12.6756708 41.8056662, 12.6758813 41.8054653, 12.6759363 41.8054127, 12.6763395 41.8050396, 12.6763772 41.8050066, 12.6764169 41.804975, 12.6764543 41.8049505, 12.6764937 41.8049274)",,
170608494,True,,,Piazzale Capocroce,primary,,False,9.171999999999999,"LINESTRING (12.6759642 41.8083887, 12.6759847 41.8083816, 12.6760118 41.8083777, 12.6760389 41.8083791, 12.676052 41.8083818, 12.6760699 41.8083879)",roundabout,
"[23697497, 89939516]",False,2,SS216,"['Via Brigida Postorino', 'Via Luciano Manara']",primary,30,False,280.6000000000001,"LINESTRING (12.6802025 41.8106071, 12.6801679 41.8106032, 12.6801334 41.8106002, 12.6800983 41.8105987, 12.6800285 41.8105983, 12.679787 41.810597, 12.6793272 41.8105939, 12.6792584 41.8105945, 12.6791575 41.8105945, 12.6790525 41.8105955, 12.6789515 41.8105975, 12.6789198 41.8105987, 12.6788832 41.8106005, 12.6788462 41.8106028, 12.678818 41.8106057, 12.6787894 41.8106092, 12.6787534 41.8106138, 12.6786812 41.8106245, 12.6786444 41.8106287, 12.6786065 41.8106312, 12.6785649 41.810633, 12.6785389 41.8106335, 12.6785081 41.8106335, 12.6784805 41.8106319, 12.6784509 41.8106284, 12.6784245 41.8106231, 12.678403 41.8106182, 12.6783604 41.8106047, 12.6783376 41.8105947, 12.6783123 41.8105799, 12.678283 41.8105612, 12.6782651 41.8105484, 12.6782385 41.8105286, 12.6782133 41.8105087, 12.6781881 41.8104865, 12.6781642 41.8104642, 12.6781462 41.8104463, 12.6779271 41.8102039, 12.6775864 41.8098225, 12.6775725 41.8098069, 12.6774662 41.8096828)",,
312148756,False,2,SS216,Via Gregoriana,primary,30,True,151.60799999999998,"LINESTRING (12.6802025 41.8106071, 12.6802385 41.8106126, 12.6802747 41.810619, 12.6803135 41.8106273, 12.6804221 41.8106549, 12.6804849 41.8106713, 12.6805467 41.810688, 12.6806071 41.8107048, 12.6806574 41.8107193, 12.6807064 41.8107338, 12.6807482 41.8107468, 12.680822 41.8107705, 12.6809008 41.8107968, 12.6812502 41.81091, 12.6817671 41.8110775, 12.6818957 41.8111191)",,
23738651,False,2,SS216,Via San Francesco d'Assisi,primary,30,False,13.839,"LINESTRING (12.6774662 41.8096828, 12.6773881 41.8095728)",,
"[23697497, 89939516]",False,2,SS216,"['Via Brigida Postorino', 'Via Luciano Manara']",primary,30,True,280.6,"LINESTRING (12.6774662 41.8096828, 12.6775725 41.8098069, 12.6775864 41.8098225, 12.6779271 41.8102039, 12.6781462 41.8104463, 12.6781642 41.8104642, 12.6781881 41.8104865, 12.6782133 41.8105087, 12.6782385 41.8105286, 12.6782651 41.8105484, 12.678283 41.8105612, 12.6783123 41.8105799, 12.6783376 41.8105947, 12.6783604 41.8106047, 12.678403 41.8106182, 12.6784245 41.8106231, 12.6784509 41.8106284, 12.6784805 41.8106319, 12.6785081 41.8106335, 12.6785389 41.8106335, 12.6785649 41.810633, 12.6786065 41.8106312, 12.6786444 41.8106287, 12.6786812 41.8106245, 12.6787534 41.8106138, 12.6787894 41.8106092, 12.678818 41.8106057, 12.6788462 41.8106028, 12.6788832 41.8106005, 12.6789198 41.8105987, 12.6789515 41.8105975, 12.6790525 41.8105955, 12.6791575 41.8105945, 12.6792584 41.8105945, 12.6793272 41.8105939, 12.679787 41.810597, 12.6800285 41.8105983, 12.6800983 41.8105987, 12.6801334 41.8106002, 12.6801679 41.8106032, 12.6802025 41.8106071)",,
"[977443132, 23709125]",True,,,Via Cesare Minardi,residential,,False,362.73600000000005,"LINESTRING (12.6774662 41.8096828, 12.6774536 41.8096935, 12.6774298 41.8097158, 12.6774138 41.8097326, 12.6773965 41.8097524, 12.6772362 41.8099456, 12.6771526 41.8100503, 12.6771277 41.8100828, 12.677101 41.8101208, 12.6770505 41.8101943, 12.6770155 41.8102407, 12.6769751 41.8102902, 12.67695 41.8103169, 12.6769196 41.8103468, 12.6767428 41.8105038, 12.6766832 41.8105568, 12.6766797 41.81056, 12.6766041 41.8106302, 12.6765792 41.8106498, 12.6765465 41.8106754, 12.6765233 41.810692, 12.6764897 41.8107145, 12.6764496 41.81074, 12.6763981 41.8107689, 12.6763434 41.8107987, 12.6762715 41.8108378, 12.6762019 41.810879, 12.6761681 41.8109005, 12.6761356 41.8109226, 12.6761068 41.8109441, 12.6760853 41.8109616, 12.6760616 41.8109816, 12.676037 41.8110056, 12.6760103 41.811032, 12.6759779 41.8110653, 12.6759164 41.8111199, 12.6758749 41.8111546, 12.6758318 41.8111893, 12.6757587 41.8112452, 12.6757061 41.8112864, 12.6756499 41.8113325, 12.675562 41.8114065, 12.6755008 41.8114594, 12.6754524 41.811502, 12.6752725 41.8116652, 12.6752422 41.8116948, 12.6752104 41.8117275, 12.6751818 41.8117594, 12.6751531 41.811793, 12.6751245 41.8118305, 12.6751048 41.8118595, 12.6750851 41.8118926, 12.6750457 41.8119619, 12.6749809 41.812088, 12.6749593 41.8121272, 12.6749409 41.8121632, 12.6749301 41.8121947, 12.6749226 41.812223, 12.6749118 41.8122764)",,
312148778,True,2,,,secondary,,False,5.459,"LINESTRING (12.6764937 41.8049274, 12.6765009 41.8049034, 12.6765164 41.8048818)",roundabout,
23738707,True,2,SS215,Via Vittorio Veneto,secondary,50,False,134.334,"LINESTRING (12.6765959 41.805025, 12.6764618 41.8051151, 12.6759985 41.8055298, 12.6759621 41.8055624, 12.6757505 41.805752, 12.6756527 41.8059857)",,
312148784,True,2,,,secondary,,False,15.141000000000002,"LINESTRING (12.6765959 41.805025, 12.6765661 41.8050193, 12.6765406 41.8050071, 12.6765166 41.8049894, 12.6765035 41.8049717, 12.6764953 41.804952, 12.6764937 41.8049274)",roundabout,
