osmid,name,highway,oneway,reversed,length,ref,geometry,lanes,tunnel,maxspeed,bridge
48586159,Via della Libertà,residential,False,False,34.92,,"LINESTRING (8.8538655 45.2550459, 8.8540006 45.2547466)",,,,
48603603,Via Cascina Nuova Litta,residential,False,True,10.342,,"LINESTRING (8.8538655 45.2550459, 8.8537335 45.2550419)",,,,
299582068,,tertiary,False,True,39.597,SP81,"LINESTRING (8.8538655 45.2550459, 8.8534255 45.2548702)",,,,
48586158,Via Giuseppe Mazzini,tertiary,False,False,129.98000000000002,SP81,"LINESTRING (8.8538655 45.2550459, 8.8543565 45.2552277, 8.8552705 45.2556658)",,,,
46350213,Corso Umberto I,unclassified,False,False,58.75,,"LINESTRING (8.854963 45.2616856, 8.854945 45.2622138)",2,,,
46350213,Corso Umberto I,unclassified,False,True,65.888,,"LINESTRING (8.854963 45.2616856, 8.8550175 45.2610943)",2,,,
48586157,Piazza Corbetta,residential,False,True,34.721,,"LINESTRING (8.8587204 45.2553097, 8.8588654 45.2550146)",,,,
46350241,Via Roggia,unclassified,False,True,170.473,,"LINESTRING (8.8587204 45.2553097, 8.8592045 45.2554309, 8.8599293 45.2556258, 8.8599617 45.2556489, 8.8602144 45.255829, 8.8603415 45.2558906, 8.8606321 45.2559979)",,,,
46350244,Via Molino della Roggia,unclassified,False,False,210.942,,"LINESTRING (8.8587204 45.2553097, 8.8585335 45.2552557, 8.8584097 45.2552645, 8.8579013 45.2557167, 8.8574798 45.2561395, 8.8572653 45.2562847, 8.8568424 45.2564951)",,,,
48586147,Viale Cimitero,residential,False,True,128.142,,"LINESTRING (8.8552705 45.2556658, 8.8541727 45.2565207)",,,,
"[46350243, 48586158]",Via Giuseppe Mazzini,tertiary,False,False,154.17,SP81,"LINESTRING (8.8552705 45.2556658, 8.855803 45.2558883, 8.8563524 45.2562048, 8.8568424 45.2564951)",,,,
48586158,Via Giuseppe Mazzini,tertiary,False,True,129.98000000000002,SP81,"LINESTRING (8.8552705 45.2556658, 8.8543565 45.2552277, 8.8538655 45.2550459)",,,,
46350247,Via Carrobbio,residential,False,True,38.332,,"LINESTRING (8.8557316 45.2576054, 8.856035 45.2573348)",,,,
"[262855691, 46350239]","['Via Carrobbio', 'Via Fiume']",residential,False,False,127.488,,"LINESTRING (8.8557316 45.2576054, 8.8557199 45.2576614, 8.8557177 45.2577218, 8.8557793 45.2577976, 8.8563597 45.2583037, 8.8566699 45.2584972)",,,,
48586150,Via Roma,residential,False,False,12.766,,"LINESTRING (8.8617203 45.2550481, 8.8615992 45.255125)",,,,
48586151,Via Isella,residential,False,False,156.135,,"LINESTRING (8.8617203 45.2550481, 8.8627503 45.2552814, 8.8634225 45.2554158, 8.8636363 45.2554116)",,,,
48586150,Via Roma,residential,False,False,15.226,,"LINESTRING (8.8612019 45.2557229, 8.8611082 45.2558429)",,,,
48586150,Via Roma,residential,False,True,73.441,,"LINESTRING (8.8612019 45.2557229, 8.8614757 45.2552868, 8.8615992 45.255125)",,,,
48586150,Via Roma,residential,False,True,15.226,,"LINESTRING (8.8611082 45.2558429, 8.8612019 45.2557229)",,,,
"[48582326, 321051183]","['Piazza Sabbione', 'Via Torriani']",residential,True,False,85.081,,"LINESTRING (8.8611082 45.2558429, 8.8612641 45.2559496, 8.861354 45.2560066, 8.8614485 45.2561616, 8.8617613 45.2563501, 8.8617497 45.256418)",,,,
48586150,Via Roma,residential,False,False,41.519999999999996,,"LINESTRING (8.8611082 45.2558429, 8.8607876 45.2559179, 8.8606321 45.2559979)",,,,
211341214,Corso Vittorio Emanuele II,residential,True,False,179.766,,"LINESTRING (8.8601502 45.2563813, 8.8596392 45.2567714, 8.8585933 45.2575698)",,,,
46350240,Via Molino,residential,False,True,25.939,,"LINESTRING (8.8629402 45.2567901, 8.8630356 45.2570135)",,,,
48586153,Via Molino,residential,False,False,76.627,,"LINESTRING (8.8629402 45.2567901, 8.8628222 45.2567485, 8.8622788 45.2565488, 8.862053 45.2565056)",,,,
48586163,Via Gruvala,residential,True,False,169.224,,"LINESTRING (8.8629402 45.2567901, 8.8636302 45.2559769, 8.8637053 45.2556295, 8.8636363 45.2554116)",,,,
48594589,Piazza Sabbione,residential,False,False,25.661,,"LINESTRING (8.862053 45.2565056, 8.8617497 45.256418)",,,,
48582330,Via Fosso,residential,True,False,254.31,,"LINESTRING (8.862053 45.2565056, 8.8617153 45.2569742, 8.8602935 45.2584239)",,,,
48586153,Via Molino,residential,False,True,76.627,,"LINESTRING (8.862053 45.2565056, 8.8622788 45.2565488, 8.8628222 45.2567485, 8.8629402 45.2567901)",,,,
48594589,Piazza Sabbione,residential,False,True,41.337,,"LINESTRING (8.861266 45.2562688, 8.8617497 45.256418)",,,,
321051194,Via Sabbione,residential,False,False,58.046,,"LINESTRING (8.861266 45.2562688, 8.8606321 45.2559979)",,,,
321051194,Via Sabbione,residential,False,True,58.046,,"LINESTRING (8.8606321 45.2559979, 8.861266 45.2562688)",,,,
46350241,Via Roggia,unclassified,False,False,170.473,,"LINESTRING (8.8606321 45.2559979, 8.8603415 45.2558906, 8.8602144 45.255829, 8.8599617 45.2556489, 8.8599293 45.2556258, 8.8592045 45.2554309, 8.8587204 45.2553097)",,,,
"[48582331, 211341213, 211341214]",Corso Vittorio Emanuele II,residential,True,False,56.92400000000001,,"LINESTRING (8.8606321 45.2559979, 8.8604987 45.256106, 8.8604599 45.256137, 8.8604148 45.256173, 8.8601502 45.2563813)",,yes,,
48586150,Via Roma,residential,False,True,41.519999999999996,,"LINESTRING (8.8606321 45.2559979, 8.8607876 45.2559179, 8.8611082 45.2558429)",,,,
46350240,Via Molino,residential,False,False,25.939,,"LINESTRING (8.8630356 45.2570135, 8.8629402 45.2567901)",,,,
46350240,Via Molino,residential,False,True,125.26599999999999,,"LINESTRING (8.8630356 45.2570135, 8.863091 45.2570694, 8.8631628 45.2571288, 8.8634625 45.2572824, 8.8638818 45.2574745, 8.864349 45.257638)",,,,
46350240,Via Molino,residential,False,False,125.26599999999998,,"LINESTRING (8.864349 45.257638, 8.8638818 45.2574745, 8.8634625 45.2572824, 8.8631628 45.2571288, 8.863091 45.2570694, 8.8630356 45.2570135)",,,,
48582297,Via Castignolo,residential,False,True,122.283,,"LINESTRING (8.864349 45.257638, 8.8648701 45.2581045, 8.8650847 45.258273, 8.8653393 45.2584881)",,,,
46350249,Via Vecchia di Vigevano,residential,False,True,142.851,,"LINESTRING (8.8583987 45.2596233, 8.858239 45.259518, 8.8575566 45.2590961, 8.8570677 45.2587454)",,,,
48586156,Via Vecchia di Vigevano,residential,False,True,75.172,,"LINESTRING (8.8583987 45.2596233, 8.8580012 45.2599761, 8.8577913 45.2601468)",,,,
48594588,Via Vecchia di Vigevano,residential,False,False,52.143,,"LINESTRING (8.8583987 45.2596233, 8.8589192 45.2598626, 8.8589565 45.2598797)",,,,
46350239,Via Fiume,residential,False,True,41.607,,"LINESTRING (8.8570677 45.2587454, 8.8566699 45.2584972)",,,,
46350213,Corso Umberto I,unclassified,False,False,108.288,,"LINESTRING (8.8570677 45.2587454, 8.8562458 45.2593745, 8.856134 45.259464)",2,,,
46350249,Via Vecchia di Vigevano,residential,False,False,142.851,,"LINESTRING (8.8570677 45.2587454, 8.8575566 45.2590961, 8.858239 45.259518, 8.8583987 45.2596233)",,,,
"[48586160, 320993929, 320993936]",Corso Umberto I,residential,True,False,57.090999999999994,,"LINESTRING (8.8570677 45.2587454, 8.8572613 45.2585911, 8.8573243 45.2585393, 8.8575452 45.2583573)",,yes,,
