osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,access,junction
645392072,False,2,Via Giulio Cesare,tertiary,50,False,70.41,"LINESTRING (9.1413198 39.2583665, 9.1413332 39.2582716, 9.141356 39.2581107, 9.1413754 39.2579257, 9.1413813 39.2578694, 9.1413987 39.2577363)",,
645392076,True,1,Via Giulio Cesare,tertiary,50,False,22.031,"LINESTRING (9.1398667 39.2553587, 9.1396655 39.2552363)",yes,
27748177,True,,Via dei Gracchi,residential,50,False,100.365,"LINESTRING (9.1392701 39.254875, 9.1385471 39.255583)",,
645392076,True,1,Via Giulio Cesare,tertiary,50,False,27.93,"LINESTRING (9.1392701 39.254875, 9.1390787 39.2546722)",yes,
645392076,True,1,Via Giulio Cesare,tertiary,50,False,15.687,"LINESTRING (9.1390787 39.2546722, 9.1389484 39.2545736)",yes,
162422883,False,,Via Paluna,residential,50,True,48.186,"LINESTRING (9.1470621 39.2526013, 9.1468554 39.253004)",,
664691055,False,2,Via Giuseppe Zuddas,tertiary,50,True,7.424,"LINESTRING (9.1470621 39.2526013, 9.1471471 39.2525901)",yes,
134771360,True,,,tertiary,,False,33.67,"LINESTRING (9.1470621 39.2526013, 9.1468737 39.2525995, 9.1468136 39.2526047, 9.1467752 39.2526353, 9.1467226 39.252689)",,
143379463,True,2,Via San Gottardo,secondary,50,False,49.574,"LINESTRING (9.1459619 39.2580978, 9.1459924 39.2576526)",yes,
27748110,True,,Via Sempione,residential,50,False,159.948,"LINESTRING (9.1459619 39.2580978, 9.1459358 39.2580774, 9.1458876 39.2580397, 9.1446554 39.2570752)",,
143379463,True,2,Via San Gottardo,secondary,50,False,35.344,"LINESTRING (9.1459924 39.2576526, 9.1459978 39.2575061, 9.1459977 39.2574958, 9.1459976 39.2574805, 9.1459968 39.2573749, 9.1459895 39.2573352)",yes,
143379470,True,2,Via San Gottardo,secondary,50,False,46.626,"LINESTRING (9.1460932 39.2576614, 9.1460639 39.2580801)",yes,
27740247,False,,Via San Filippo,residential,50,False,77.443,"LINESTRING (9.1460932 39.2576614, 9.1461157 39.2576744, 9.1468143 39.2580777)",,
27740254,False,,Via Porto Corallo,residential,50,False,61.132,"LINESTRING (9.1468143 39.2580777, 9.1471484 39.2575926)",,
27740247,False,,Via San Filippo,residential,50,True,77.443,"LINESTRING (9.1468143 39.2580777, 9.1461157 39.2576744, 9.1460932 39.2576614)",,
27740250,False,,Via Terralba,residential,50,False,16.98,"LINESTRING (9.1470558 39.2562021, 9.1472345 39.2562667)",,
150263924,False,,Via Monte Arqueri,residential,50,False,143.97799999999998,"LINESTRING (9.1470558 39.2562021, 9.1469924 39.2562821, 9.1467669 39.2565664, 9.1466257 39.2567444, 9.1464604 39.2569367, 9.1462671 39.2571616, 9.1461253 39.2572742)",,
135446981,True,1,,secondary,,False,5.795,"LINESTRING (9.1454299 39.2556012, 9.1454355 39.2556304, 9.1454308 39.2556527)",,roundabout
27740360,False,,Via Bingia Floris,residential,50,False,107.296,"LINESTRING (9.1463563 39.2559533, 9.1470713 39.255163)",,
134901101,True,,Via Terralba,residential,50,False,38.087,"LINESTRING (9.1463563 39.2559533, 9.1467641 39.256086)",,
134901098,True,,Via Bingia Floris,residential,50,False,91.762,"LINESTRING (9.1463563 39.2559533, 9.1456984 39.2565808, 9.1456846 39.256594)",,
27740250,False,,Via Terralba,residential,50,True,16.98,"LINESTRING (9.1472345 39.2562667, 9.1470558 39.2562021)",,
27740250,False,,Via Terralba,residential,50,False,25.699,"LINESTRING (9.1472345 39.2562667, 9.147336 39.2563026, 9.147506 39.2563627)",,
27740353,False,,Via Monte Albo,residential,50,False,92.989,"LINESTRING (9.1472345 39.2562667, 9.1472905 39.2562031, 9.147843 39.2555758)",,
27740250,False,,Via Terralba,residential,50,False,34.751999999999995,"LINESTRING (9.147506 39.2563627, 9.1477157 39.2564327, 9.1477965 39.2564597, 9.1478772 39.2564854)",,
27740250,False,,Via Terralba,residential,50,True,25.699,"LINESTRING (9.147506 39.2563627, 9.147336 39.2563026, 9.1472345 39.2562667)",,
27740251,False,,Via Punta Sebera,residential,50,True,155.096,"LINESTRING (9.147506 39.2563627, 9.1474631 39.2564282, 9.1468706 39.2573331, 9.1472139 39.2574863)",,
27740250,False,,Via Terralba,residential,50,False,39.435,"LINESTRING (9.1478772 39.2564854, 9.1482995 39.2566227)",,
27740254,False,,Via Porto Corallo,residential,50,True,125.093,"LINESTRING (9.1478772 39.2564854, 9.1472139 39.2574863)",,
27740250,False,,Via Terralba,residential,50,True,34.751999999999995,"LINESTRING (9.1478772 39.2564854, 9.1477965 39.2564597, 9.1477157 39.2564327, 9.147506 39.2563627)",,
27740250,False,,Via Terralba,residential,50,False,37.234,"LINESTRING (9.1482995 39.2566227, 9.1486726 39.256792)",,
27740250,False,,Via Terralba,residential,50,True,39.435,"LINESTRING (9.1482995 39.2566227, 9.1478772 39.2564854)",,
27740268,False,,Via Porto Pino,residential,50,True,142.454,"LINESTRING (9.1482995 39.2566227, 9.1475535 39.2577662)",,
27740250,False,,Via Terralba,residential,50,False,2.39,"LINESTRING (9.1486726 39.256792, 9.1486958 39.2568038)",,
27740250,False,,Via Terralba,residential,50,True,37.234,"LINESTRING (9.1486726 39.256792, 9.1482995 39.2566227)",,
27740254,False,,Via Porto Corallo,residential,50,False,13.096,"LINESTRING (9.1471484 39.2575926, 9.1472139 39.2574863)",,
27740254,False,,Via Porto Corallo,residential,50,True,61.132,"LINESTRING (9.1471484 39.2575926, 9.1468143 39.2580777)",,
27740257,False,,Via Capo Caccia,residential,50,False,39.864,"LINESTRING (9.1471484 39.2575926, 9.1475535 39.2577662)",,
27740257,False,,Via Capo Caccia,residential,50,False,37.578,"LINESTRING (9.1475535 39.2577662, 9.147941 39.2579217)",,
27740257,False,,Via Capo Caccia,residential,50,True,39.864,"LINESTRING (9.1475535 39.2577662, 9.1471484 39.2575926)",,
27740268,False,,Via Porto Pino,residential,50,False,142.454,"LINESTRING (9.1475535 39.2577662, 9.1482995 39.2566227)",,
27740257,False,,Via Capo Caccia,residential,50,True,37.578,"LINESTRING (9.147941 39.2579217, 9.1475535 39.2577662)",,
156379394,False,,Via Sa Giara,residential,50,False,22.494999999999997,"LINESTRING (9.147941 39.2579217, 9.1479956 39.2578404, 9.148062 39.2577424)",,
156379394,False,,Via Sa Giara,residential,50,False,117.773,"LINESTRING (9.148062 39.2577424, 9.1486958 39.2568038)",,
27740265,False,,Traversa Sa Giara,residential,50,False,50.865,"LINESTRING (9.148062 39.2577424, 9.1484264 39.257909, 9.1485707 39.257975)",,
156379394,False,,Via Sa Giara,residential,50,True,22.494999999999997,"LINESTRING (9.148062 39.2577424, 9.1479956 39.2578404, 9.147941 39.2579217)",,
