osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,access,bridge,junction,width
73993562,SCexSS469,Via Palazzoli,tertiary,50,False,False,95.81899999999999,"LINESTRING (9.8854108 45.5951197, 9.8855299 45.595203, 9.8856729 45.5953324, 9.8860661 45.5957924, 9.8861018 45.595829)",,,,,
31176777,SCexSS469,Via Guglielmo Marconi,tertiary,50,False,False,91.011,"LINESTRING (9.8896622 45.6005338, 9.8897869 45.6005731, 9.889945 45.6006251, 9.8900848 45.6006669, 9.8907345 45.6008608)",2,,,,
31242500,SCexSS469,Via Zanardelli,tertiary,50,False,True,39.699,"LINESTRING (9.8896622 45.6005338, 9.889538 45.6004322, 9.8894316 45.600352, 9.8893797 45.6003059, 9.8893309 45.6002625)",2,,,,
190391316,,Via Guido Sgrazzutti,tertiary,,False,True,288.524,"LINESTRING (9.8896622 45.6005338, 9.8893214 45.6004625, 9.8875033 45.5999785, 9.8873021 45.5999541, 9.886936 45.5999429, 9.8867214 45.5999447, 9.886431 45.6000254, 9.8862423 45.6000924, 9.8861554 45.6001245)",2,,,,
256981342,,Via Torre del Popolo,tertiary,,False,True,7.449,"LINESTRING (9.8837896 45.5963801, 9.8838476 45.5963268)",2,,,,
36543858,,Via Canonico Bissolotti,residential,,False,False,140.76399999999998,"LINESTRING (9.8837896 45.5963801, 9.883708 45.5964339, 9.8836718 45.5964847, 9.8836472 45.5965969, 9.8836696 45.5967084, 9.8837711 45.5969007, 9.8838568 45.5970386, 9.883937 45.5971721, 9.8840423 45.5973192, 9.8840617 45.5974125, 9.8840556 45.5974574, 9.8840427 45.5975575)",,destination,,,
256981342,,Via Torre del Popolo,tertiary,,False,False,77.543,"LINESTRING (9.8837896 45.5963801, 9.8837634 45.5964858, 9.8837597 45.5966192, 9.8838179 45.5967702, 9.8839601 45.5970535)",2,,,,
31175349,,Via Giacomo Matteotti,tertiary,,False,False,44.841,"LINESTRING (9.8861018 45.595829, 9.8856011 45.5960287)",2,,,,
27328242,,Via Giacomo Matteotti,tertiary,50,False,True,154.327,"LINESTRING (9.8861018 45.595829, 9.8868151 45.5956264, 9.8878845 45.5952248)",2,,,,
31242500,SCexSS469,Via Zanardelli,tertiary,50,False,False,74.945,"LINESTRING (9.8861018 45.595829, 9.886152 45.5959011, 9.8862812 45.5960971, 9.8863753 45.5962687, 9.8864684 45.5964516)",2,,,,
73993562,SCexSS469,Via Palazzoli,tertiary,50,False,True,95.81899999999999,"LINESTRING (9.8861018 45.595829, 9.8860661 45.5957924, 9.8856729 45.5953324, 9.8855299 45.595203, 9.8854108 45.5951197)",,,,,
27328209,,Via Brescia,tertiary,50,False,False,12.583,"LINESTRING (9.8891375 45.5947653, 9.889285 45.5947189)",,,,,
27328242,,Via Giacomo Matteotti,tertiary,50,False,False,55.178,"LINESTRING (9.8891375 45.5947653, 9.8885074 45.594993)",2,,,,
67844502,,Via Garibaldi,tertiary,,False,False,24.351,"LINESTRING (9.8797848 45.5973279, 9.8800277 45.597466)",,,,,
67844502,,Via Garibaldi,tertiary,,False,True,31.338,"LINESTRING (9.8797848 45.5973279, 9.879463 45.5971584)",,,,,
30902797,,Via Gorini,residential,,True,False,65.133,"LINESTRING (9.8813171 45.5981715, 9.8812181 45.5982172, 9.8811594 45.5982885, 9.8811439 45.5983324, 9.8810943 45.5985735, 9.8810418 45.5986763, 9.881031 45.5986975)",,,,,
32432997,,Lungo Oglio Cesare Battisti,tertiary,,False,False,12.775,"LINESTRING (9.8813171 45.5981715, 9.8813946 45.5981789, 9.8814802 45.5981845)",,,,,
67844502,,Via Garibaldi,tertiary,,False,True,127.42399999999999,"LINESTRING (9.8813171 45.5981715, 9.8812155 45.5981261, 9.8810605 45.5980309, 9.8806536 45.5978013, 9.8800277 45.597466)",,,,,
"[190391315, 31172211, 31309648]",,"['Lungo Oglio Cesare Battisti', 'Via Guido Sgrazzutti']",tertiary,,True,False,115.094,"LINESTRING (9.8850282 45.6009915, 9.8850838 45.6010122, 9.8851299 45.6010209, 9.8852204 45.6010277, 9.8853022 45.6010063, 9.8853685 45.6009676, 9.8855039 45.6008145, 9.8856288 45.6005996, 9.8857165 45.6004552, 9.8857666 45.6003727, 9.8857809 45.6002593)",,,yes,,
"[74741560, 74741563, 32432997]",,Lungo Oglio Cesare Battisti,tertiary,,False,True,417.548,"LINESTRING (9.8850282 45.6009915, 9.8842962 45.6003459, 9.8842093 45.6002635, 9.8831933 45.5994214, 9.8830111 45.5992704, 9.882964 45.5992321, 9.8827046 45.5990224, 9.8820925 45.5985604, 9.8819019 45.5984249, 9.881754 45.5983516, 9.8814802 45.5981845)",2,,,,
"[27328210, 687612410]",,Via Roncaglie,residential,,False,False,65.348,"LINESTRING (9.8898761 45.5977517, 9.8900346 45.597784, 9.8903936 45.5979704, 9.8904752 45.5980104, 9.8905979 45.5980363)",,,yes,,
27328210,,Via Roncaglie,residential,,False,True,48.836,"LINESTRING (9.8898761 45.5977517, 9.8897658 45.5977565, 9.8892635 45.5978427)",,,,,
27328210,,Via Roncaglie,residential,,False,False,132.899,"LINESTRING (9.887389 45.598134, 9.8874297 45.59811, 9.8875881 45.5980764, 9.8884939 45.5979438, 9.8890473 45.5978676)",,,,,
31242500,SCexSS469,Via Zanardelli,tertiary,50,False,False,162.78,"LINESTRING (9.887389 45.598134, 9.8878875 45.598681, 9.8885108 45.5993697)",2,,,,
31242500,SCexSS469,Via Zanardelli,tertiary,50,False,True,157.08700000000002,"LINESTRING (9.887389 45.598134, 9.8872027 45.5979526, 9.8870759 45.5978059, 9.8870319 45.597695, 9.8870299 45.5976693, 9.8870236 45.5975899, 9.8869937 45.5974022, 9.8869575 45.5972123, 9.88688 45.5970446, 9.8867254 45.5968294)",2,,,,
27328213,,Via Sarioletto,unclassified,50,True,False,99.569,"LINESTRING (9.8905979 45.5980363, 9.8905964 45.5979363, 9.8904024 45.5972942, 9.8902919 45.5971785)",,,,,
"[27328210, 687612410]",,Via Roncaglie,residential,,False,True,65.348,"LINESTRING (9.8905979 45.5980363, 9.8904752 45.5980104, 9.8903936 45.5979704, 9.8900346 45.597784, 9.8898761 45.5977517)",,,yes,,
687612413,,Via Roncaglie,residential,,False,False,20.750999999999998,"LINESTRING (9.8905979 45.5980363, 9.8907514 45.5980459, 9.890864 45.5980461)",,,,,
715400499,,Via Sarioletto,unclassified,,True,False,12.735,"LINESTRING (9.8902919 45.5971785, 9.8903064 45.5971169, 9.8903633 45.5970833)",,,,,
715470791,,Via Sarioletto,unclassified,50,True,False,21.904,"LINESTRING (9.8902919 45.5971785, 9.8902193 45.5971225, 9.8901469 45.5970122)",,,,,
31289388,,Via Sarioletto,residential,,False,False,35.042,"LINESTRING (9.8893809 45.5950267, 9.8893091 45.5948141, 9.889285 45.5947189)",,,,,
31289388,,Via Sarioletto,residential,,False,True,81.064,"LINESTRING (9.8893809 45.5950267, 9.8894847 45.5954137, 9.88961 45.5957373)",,,,,
36940366,,Via Giovanni Rossi,unclassified,,True,False,164.107,"LINESTRING (9.8893809 45.5950267, 9.8899902 45.5949944, 9.8902192 45.5949782, 9.890537 45.5949536, 9.8910241 45.5948848, 9.8911091 45.5948728, 9.8911591 45.5948769, 9.891183 45.5949116, 9.8911522 45.5950466, 9.8911421 45.5950907)",,,,,
27328209,,Via Brescia,tertiary,50,False,False,19.407,"LINESTRING (9.889285 45.5947189, 9.8895126 45.5946475)",,,,,
27328209,,Via Brescia,tertiary,50,False,True,12.583,"LINESTRING (9.889285 45.5947189, 9.8891375 45.5947653)",,,,,
31289388,,Via Sarioletto,residential,,False,True,35.042,"LINESTRING (9.889285 45.5947189, 9.8893091 45.5948141, 9.8893809 45.5950267)",,,,,
67395508,,Viale Italia,residential,50,False,True,71.83699999999999,"LINESTRING (9.890864 45.5980461, 9.8909368 45.5981624, 9.891046 45.5982825, 9.8912477 45.5986318)",2,,,,
687612413,,Via Roncaglie,residential,,False,True,20.750999999999998,"LINESTRING (9.890864 45.5980461, 9.8907514 45.5980459, 9.8905979 45.5980363)",,,,,
31176777,SCexSS469,Via Guglielmo Marconi,tertiary,50,False,True,91.011,"LINESTRING (9.8907345 45.6008608, 9.8900848 45.6006669, 9.889945 45.6006251, 9.8897869 45.6005731, 9.8896622 45.6005338)",2,,,,
67196744,SCexSS469,Via Guglielmo Marconi,tertiary,50,False,False,44.57,"LINESTRING (9.8907345 45.6008608, 9.890878 45.600902, 9.8910707 45.6009614, 9.8912567 45.6010253)",,,,,
32018188,,Via Valle Calepio,tertiary,,False,False,68.435,"LINESTRING (9.8847866 45.6019035, 9.8853622 45.6023689)",2,,,,
31172181,,Via Gian Battista Sufflico,tertiary,,False,True,326.54799999999994,"LINESTRING (9.8847866 45.6019035, 9.8841718 45.6015597, 9.88383 45.6014163, 9.8825426 45.6011304, 9.881196 45.6008181, 9.8809643 45.6007681)",2,,,,
74756047,,Via Galignani,residential,,False,True,68.033,"LINESTRING (9.8847866 45.6019035, 9.8847594 45.6018008, 9.8842485 45.6014407)",,,,,
27328234,,Via Galignani,residential,,False,False,33.43,"LINESTRING (9.8806062 45.5989826, 9.8806525 45.5990087, 9.8807269 45.5990472, 9.8809161 45.5991449, 9.8809585 45.5991425)",,,,,
"[30902794, 74755549]",,Via Mura,residential,,True,False,36.671,"LINESTRING (9.8806062 45.5989826, 9.8804322 45.5988714, 9.8802547 45.5987629)",,,,,
32346789,,Via Gorini,residential,,True,False,35.97,"LINESTRING (9.8806062 45.5989826, 9.8805454 45.5990552, 9.8804434 45.5991567, 9.8803715 45.5992604)",,destination,,,
39294031,,,residential,,False,False,18.822,"LINESTRING (9.8812647 45.5992022, 9.8813876 45.5990564)",,,,,
27328234,,Via Galignani,residential,,False,False,75.90899999999999,"LINESTRING (9.8812647 45.5992022, 9.8813893 45.5992647, 9.8815021 45.5993434, 9.8817059 45.5995302, 9.8819271 45.5996989)",,,,,
27328234,,Via Galignani,residential,,False,True,25.029999999999998,"LINESTRING (9.8812647 45.5992022, 9.8810928 45.5991596, 9.8810033 45.5991389, 9.8809585 45.5991425)",,,,,
74756048,,Via Galignani,residential,,False,False,165.972,"LINESTRING (9.8827913 45.6003512, 9.8828343 45.6003818, 9.883456 45.6008217, 9.8839454 45.6011982, 9.8842485 45.6014407)",,,,,
"[74756048, 27328234]",,Via Galignani,residential,,False,True,98.91399999999999,"LINESTRING (9.8827913 45.6003512, 9.8827561 45.6003232, 9.8825396 45.6001672, 9.8823603 45.6000343, 9.8823325 45.6000128, 9.8819271 45.5996989)",,,,,
36877118,,Via Beato Bartolomeo da Palazzolo,residential,,False,False,293.005,"LINESTRING (9.8842485 45.6014407, 9.8843568 45.6014396, 9.8847866 45.6016175, 9.8853521 45.601915, 9.8853904 45.6019174, 9.8854254 45.6018965, 9.885428 45.6018694, 9.885017 45.6015497, 9.8846953 45.6012533, 9.8843212 45.6009535, 9.8839394 45.6006185)",,,,,
74756047,,Via Galignani,residential,,False,False,68.033,"LINESTRING (9.8842485 45.6014407, 9.8847594 45.6018008, 9.8847866 45.6019035)",,,,,
74756048,,Via Galignani,residential,,False,True,165.97199999999998,"LINESTRING (9.8842485 45.6014407, 9.8839454 45.6011982, 9.883456 45.6008217, 9.8828343 45.6003818, 9.8827913 45.6003512)",,,,,
27328231,,Viale Quattro Novembre,tertiary,,False,False,76.292,"LINESTRING (9.8799772 45.6016615, 9.8800435 45.6016858, 9.880581 45.6019421, 9.8807805 45.6020536)",2,,,,
37238706,,Viale Rimembranze,residential,,False,False,110.985,"LINESTRING (9.8799772 45.6016615, 9.8800078 45.6016349, 9.880611 45.6010171, 9.880692 45.6009386, 9.8807711 45.6008333)",,,,,
37238706,,Viale Rimembranze,residential,,False,True,132.899,"LINESTRING (9.8799772 45.6016615, 9.8799336 45.601704, 9.8796307 45.6019956, 9.8793303 45.6022641, 9.8790728 45.6024689, 9.8788966 45.602584)",,,,,
27328239,,Via Castaldi,residential,,False,True,31.382,"LINESTRING (9.8821518 45.601884, 9.8818086 45.6020323)",,,,,
31965957,SCexSP97,Via Formiche,residential,,True,False,88.18,"LINESTRING (9.8821518 45.601884, 9.8827999 45.6025346)",,,,,
31408706,,Via Costa,tertiary,,False,False,11.832,"LINESTRING (9.8787574 45.5996835, 9.878782 45.5997213, 9.8788193 45.5997807)",2,,,,
53657426,,Via Mura,residential,,True,False,26.564999999999998,"LINESTRING (9.8786938 45.5978415, 9.878809 45.5978973, 9.8789469 45.5979767, 9.8789623 45.5979884)",,,,,
66119016,,Piazza Roma,residential,,True,False,55.867999999999995,"LINESTRING (9.882437 45.5976363, 9.8829514 45.5979515, 9.8829771 45.5979674)",,,,,
31176607,,Via Venti Settembre,tertiary,,False,False,82.82900000000001,"LINESTRING (9.8850407 45.5995638, 9.8850776 45.5995966, 9.8852173 45.5997254, 9.8856645 45.6000958, 9.8857152 45.6001399)",2,,,,
256981342,,Via Torre del Popolo,tertiary,,False,True,351.327,"LINESTRING (9.8850407 45.5995638, 9.8854465 45.599338, 9.8855947 45.5992423, 9.885677 45.5991566, 9.885719 45.5990316, 9.885719 45.5988753, 9.8856759 45.5987739, 9.8855663 45.5986911, 9.8851195 45.5984171, 9.8850365 45.598368, 9.8849867 45.5983359, 9.8849626 45.5982986, 9.8849364 45.5981757, 9.8849133 45.5980442, 9.8848794 45.5979699, 9.884787 45.5978847, 9.8843821 45.5975964, 9.8841923 45.5974306, 9.884136 45.5973471, 9.8840474 45.5971964, 9.8839601 45.5970535)",2,,,,
36543862,,Piazza Vincenzo Rosa,residential,,False,False,40.041000000000004,"LINESTRING (9.8824647 45.5973123, 9.8824962 45.5972588, 9.8826725 45.5971031, 9.8827312 45.597008)",,,,,
55290155,,Via Carvasaglio,residential,,False,True,80.13,"LINESTRING (9.8824647 45.5973123, 9.8824882 45.597304, 9.8825325 45.5973121, 9.8828216 45.5975155, 9.8828761 45.5975574, 9.8832086 45.5977867)",,destination,,,
55290156,,Piazza Roma,residential,,True,False,47.059000000000005,"LINESTRING (9.8824647 45.5973123, 9.8822585 45.5974871, 9.8823092 45.5975464, 9.8823553 45.5975704, 9.882437 45.5976363)",,,,,
693389324,,Via Carvasaglio,residential,,False,False,24.637,"LINESTRING (9.8819444 45.5970012, 9.8817116 45.5971514)",,,,,
31176149,,Via Carvasaglio,residential,,True,False,53.41,"LINESTRING (9.8819444 45.5970012, 9.8820991 45.5971168, 9.8824647 45.5973123)",,,,,
693389324,,Via Carvasaglio,residential,,False,True,72.50999999999999,"LINESTRING (9.8819444 45.5970012, 9.882305 45.5968148, 9.8826743 45.5965963)",,,,,
