osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,access,bridge,junction,width
30902782,,Via Carvasaglio,residential,,False,False,3.628,"LINESTRING (9.8826743 45.5965963, 9.8826435 45.5965718)",,,,,
693389324,,Via Carvasaglio,residential,,False,False,72.50999999999999,"LINESTRING (9.8826743 45.5965963, 9.882305 45.5968148, 9.8819444 45.5970012)",,,,,
693389324,,Via Carvasaglio,residential,,False,True,37.329,"LINESTRING (9.8826743 45.5965963, 9.8830287 45.596426, 9.8829973 45.5963989)",,,,,
"[74755547, 30902796]",,Via Cavour,residential,,True,False,97.411,"LINESTRING (9.8789623 45.5979884, 9.8793572 45.5976712, 9.8794926 45.5975625, 9.879634 45.597449, 9.8797222 45.5973781, 9.8797848 45.5973279)",,,,,
"[74756048, 27328234]",,Via Galignani,residential,,False,False,98.914,"LINESTRING (9.8819271 45.5996989, 9.8823325 45.6000128, 9.8823603 45.6000343, 9.8825396 45.6001672, 9.8827561 45.6003232, 9.8827913 45.6003512)",,,,,
27328234,,Via Galignani,residential,,False,True,75.909,"LINESTRING (9.8819271 45.5996989, 9.8817059 45.5995302, 9.8815021 45.5993434, 9.8813893 45.5992647, 9.8812647 45.5992022)",,,,,
"[31243753, 75851285]",,Salita San Pietro,residential,,False,False,64.876,"LINESTRING (9.8819271 45.5996989, 9.8821578 45.5995239, 9.8822197 45.5994562, 9.8823697 45.5993152, 9.8824473 45.5992444)",,,,,
27328239,,Via Castaldi,residential,,False,False,31.382,"LINESTRING (9.8818086 45.6020323, 9.8821518 45.601884)",,,,,
27328239,,Via Castaldi,residential,,False,True,92.259,"LINESTRING (9.8818086 45.6020323, 9.8814639 45.6021789, 9.8813 45.6022271, 9.8811212 45.6022273, 9.8809979 45.6021889, 9.8807805 45.6020536)",,,,,
30902800,,Via Castaldi,residential,,False,False,119.192,"LINESTRING (9.8818086 45.6020323, 9.8824565 45.6026804, 9.8827999 45.6025346)",,,,,
30902800,,Via Castaldi,residential,,False,True,119.192,"LINESTRING (9.8827999 45.6025346, 9.8824565 45.6026804, 9.8818086 45.6020323)",,,,,
31965957,SCexSP97,Via Formiche,residential,,True,False,126.26200000000001,"LINESTRING (9.8827999 45.6025346, 9.8828575 45.6025892, 9.8832503 45.6030383, 9.8833272 45.6031348, 9.8834794 45.603363, 9.8835642 45.6035317)",,,,,
32108436,,Via Leonardo da Vinci,residential,,False,False,67.122,"LINESTRING (9.8795937 45.6031984, 9.8799835 45.6028128, 9.8800626 45.6027638, 9.8801352 45.602737)",,,,,
27328236,SCexSP98,Via Romana,tertiary,,False,True,18.763,"LINESTRING (9.8807974 45.6027509, 9.8807919 45.6029196)",2,,,,
27328236,SCexSP98,Via Romana,tertiary,,False,False,77.751,"LINESTRING (9.8807974 45.6027509, 9.8808062 45.6021377, 9.8807805 45.6020536)",2,,,,
32108436,,Via Leonardo da Vinci,residential,,False,True,51.614000000000004,"LINESTRING (9.8807974 45.6027509, 9.8807443 45.602755, 9.8803159 45.6027493, 9.8801352 45.602737)",,,,,
31965957,SCexSP97,Via Formiche,residential,,True,False,137.828,"LINESTRING (9.8808748 45.6010255, 9.8815176 45.6014684, 9.8819948 45.6017687, 9.8821518 45.601884)",,,,,
"[74758088, 74758092]",SCexSP98,Via Romana,tertiary,,True,False,114.57,"LINESTRING (9.8808748 45.6010255, 9.8807988 45.601915, 9.8807937 45.6019763, 9.8807805 45.6020536)",,,,,
40554564,,Piazza Zamara,residential,,True,False,21.942999999999998,"LINESTRING (9.8835144 45.5982997, 9.8836164 45.5983152, 9.8837693 45.5983785)",,,,,
"[1031586704, 31407769, 75873919]",,"['Via della Maddalena', 'Piazza Zamara']",residential,,False,True,63.907,"LINESTRING (9.8835144 45.5982997, 9.8834107 45.5983802, 9.8829727 45.5987158, 9.8829613 45.5987246)",,destination,,,
31242500,SCexSS469,Via Zanardelli,tertiary,50,False,False,118.02300000000001,"LINESTRING (9.8885108 45.5993697, 9.8886061 45.5994774, 9.8890341 45.599953, 9.8893309 45.6002625)",2,,,,
31242500,SCexSS469,Via Zanardelli,tertiary,50,False,True,162.78,"LINESTRING (9.8885108 45.5993697, 9.8878875 45.598681, 9.887389 45.598134)",2,,,,
31289371,,Piazzale Dante Alighieri,unclassified,,False,False,24.249000000000002,"LINESTRING (9.8885108 45.5993697, 9.8885338 45.5993527, 9.888769 45.5992487)",,,,,
"[77110081, 77110049, 77110085, 77110059, 31289372]",,,"['unclassified', 'residential']",,False,False,87.21199999999999,"LINESTRING (9.8894288 45.5993848, 9.8893385 45.5994266, 9.8892582 45.5994638, 9.889025 45.5995728, 9.8889794 45.5995955, 9.8890109 45.5996301, 9.8892348 45.5998572, 9.8892781 45.5998974, 9.8893328 45.5999019)",,,,,
"[31289373, 77021566]",,Piazzale Dante Alighieri,unclassified,,False,False,23.313000000000002,"LINESTRING (9.8894288 45.5993848, 9.8895245 45.5993367, 9.8896722 45.5992625)",,,,,
"[31289371, 77021563, 77110070, 77021567]",,Piazzale Dante Alighieri,unclassified,,False,True,72.214,"LINESTRING (9.8894288 45.5993848, 9.8893726 45.5993283, 9.8891898 45.5991448, 9.8891493 45.5991086, 9.8891059 45.5990994, 9.8890451 45.5991217, 9.888769 45.5992487)",,,,,
77110049,,,residential,,False,True,23.645,"LINESTRING (9.8895841 45.5997823, 9.8893328 45.5999019)",,,,,
"[77021564, 77110077]",,"['Piazzale Dante Alighieri', 'Via Giovanni Pascoli']","['unclassified', 'residential']",,False,False,26.346000000000004,"LINESTRING (9.8899721 45.5991118, 9.8900828 45.5990576, 9.8901445 45.5990295, 9.8902191 45.5991039)",,,,,
"[77021564, 77021566]",,Piazzale Dante Alighieri,unclassified,,False,True,28.726,"LINESTRING (9.8899721 45.5991118, 9.8898554 45.5991705, 9.8896722 45.5992625)",,,,,
"[77020372, 77110084, 77020380]",,Piazzale Dante Alighieri,unclassified,,False,False,38.69,"LINESTRING (9.8899721 45.5991118, 9.8899637 45.5991029, 9.8898922 45.5990264, 9.8897266 45.5988533, 9.8896987 45.5988212)",,,,,
32474452,,Via Zambaldi,unclassified,,False,False,32.441,"LINESTRING (9.8896987 45.5988212, 9.8900471 45.5986609)",,,,,
77020380,,Piazzale Dante Alighieri,unclassified,,False,False,35.17,"LINESTRING (9.8896987 45.5988212, 9.8896593 45.5987793, 9.8894387 45.5985625)",,,,,
"[77020372, 77020380, 77110084]",,Piazzale Dante Alighieri,unclassified,,False,True,38.69,"LINESTRING (9.8896987 45.5988212, 9.8897266 45.5988533, 9.8898922 45.5990264, 9.8899637 45.5991029, 9.8899721 45.5991118)",,,,,
31725460,,Via Francesco Petrarca,unclassified,,False,False,109.518,"LINESTRING (9.8900471 45.5986609, 9.8892635 45.5978427)",,,,,
32474452,,Via Zambaldi,unclassified,,False,True,32.441,"LINESTRING (9.8900471 45.5986609, 9.8896987 45.5988212)",,,,,
36543838,,Via Zambaldi,residential,,False,False,36.778,"LINESTRING (9.8900471 45.5986609, 9.8904421 45.5984792)",,,,,
27328210,,Via Roncaglie,residential,,False,True,17.047,"LINESTRING (9.8892635 45.5978427, 9.8890473 45.5978676)",,,,,
31725460,,Via Francesco Petrarca,unclassified,,False,True,109.518,"LINESTRING (9.8892635 45.5978427, 9.8900471 45.5986609)",,,,,
27328210,,Via Roncaglie,residential,,False,False,48.836,"LINESTRING (9.8892635 45.5978427, 9.8897658 45.5977565, 9.8898761 45.5977517)",,,,,
31176832,,Via John Fitzgerald Kennedy,unclassified,50,True,False,102.078,"LINESTRING (9.8910591 45.5971383, 9.8908939 45.5979066, 9.890864 45.5980461)",,,,,
689610807,,Via John Fitzgerald Kennedy,unclassified,50,False,False,263.657,"LINESTRING (9.8910591 45.5971383, 9.8910664 45.5970911, 9.8911435 45.5965973, 9.8911503 45.5965531, 9.8911616 45.5964733, 9.8912522 45.5958974, 9.8912607 45.5958424, 9.8912692 45.5957874, 9.8912825 45.5956758, 9.8913752 45.5951012, 9.8914024 45.5948341, 9.8913874 45.5947809)",,,,,
31289386,,Via John Fitzgerald Kennedy,unclassified,50,True,False,54.480999999999995,"LINESTRING (9.8903633 45.5970833, 9.8909347 45.5971291, 9.8909529 45.5971299, 9.8910591 45.5971383)",,,,,
31289388,,Via Sarioletto,residential,,False,False,147.809,"LINESTRING (9.8901469 45.5970122, 9.8900998 45.5969201, 9.8897392 45.5960463, 9.88961 45.5957373)",,,,,
715470790,,Via John Fitzgerald Kennedy,unclassified,50,True,False,18.959,"LINESTRING (9.8901469 45.5970122, 9.8902548 45.5970658, 9.8903633 45.5970833)",,,,,
27328242,,Via Giacomo Matteotti,tertiary,50,False,False,54.893,"LINESTRING (9.8885074 45.594993, 9.8878845 45.5952248)",2,,,,
27328242,,Via Giacomo Matteotti,tertiary,50,False,True,55.178,"LINESTRING (9.8885074 45.594993, 9.8891375 45.5947653)",2,,,,
31289558,,Via Giacomo Matteotti,unclassified,,False,False,85.69,"LINESTRING (9.8885074 45.594993, 9.8885601 45.5951181, 9.8885382 45.5951258, 9.8883921 45.5951772, 9.8884794 45.5953389, 9.8880612 45.5954677, 9.8880402 45.5954742)",,,,,
31725478,,Via Luigi Einaudi,unclassified,,False,True,30.263,"LINESTRING (9.8880402 45.5954742, 9.8878845 45.5952248)",,,,,
31289558,,Via Giacomo Matteotti,unclassified,,False,True,85.69,"LINESTRING (9.8880402 45.5954742, 9.8880612 45.5954677, 9.8884794 45.5953389, 9.8883921 45.5951772, 9.8885382 45.5951258, 9.8885601 45.5951181, 9.8885074 45.594993)",,,,,
"[32474514, 76433550, 76433631]",,Via Luigi Einaudi,unclassified,,True,False,106.86000000000001,"LINESTRING (9.8880402 45.5954742, 9.8880281 45.5955664, 9.8882928 45.5959426, 9.8883389 45.5959699, 9.8884038 45.5959807, 9.8886713 45.595939, 9.8889107 45.5959217)",,,,,
31289388,,Via Sarioletto,residential,,False,False,81.064,"LINESTRING (9.88961 45.5957373, 9.8894847 45.5954137, 9.8893809 45.5950267)",,,,,
31289388,,Via Sarioletto,residential,,False,True,147.80900000000003,"LINESTRING (9.88961 45.5957373, 9.8897392 45.5960463, 9.8900998 45.5969201, 9.8901469 45.5970122)",,,,,
31175349,,Via Giacomo Matteotti,tertiary,,False,True,44.841,"LINESTRING (9.8856011 45.5960287, 9.8861018 45.595829)",2,,,,
31175349,,Via Giacomo Matteotti,tertiary,,False,False,32.875,"LINESTRING (9.8856011 45.5960287, 9.8854901 45.5960609, 9.8853771 45.5960712, 9.8851917 45.5960477)",2,,,,
36543863,,Vicolo Fosse,residential,,False,False,77.65400000000001,"LINESTRING (9.8856011 45.5960287, 9.8857032 45.5961239, 9.8857699 45.5961744, 9.8859158 45.5963333, 9.88579 45.5964517, 9.8856028 45.5965665)",,,,,
32018188,,Via Valle Calepio,tertiary,,False,True,25.948,"LINESTRING (9.8862974 45.6033628, 9.8861602 45.6031501)",2,,,,
190391318,,Via Venti Settembre,tertiary,,True,False,10.64,"LINESTRING (9.8857152 45.6001399, 9.8858378 45.6001823)",,,,,
31176607,,Via Venti Settembre,tertiary,,False,True,82.829,"LINESTRING (9.8857152 45.6001399, 9.8856645 45.6000958, 9.8852173 45.5997254, 9.8850776 45.5995966, 9.8850407 45.5995638)",2,,,,
1159635945,,,tertiary,,True,False,2.558,"LINESTRING (9.8857809 45.6002593, 9.8857778 45.600248, 9.8857776 45.6002365)",,,,roundabout,
190391317,,Via Venti Settembre,tertiary,,True,False,11.788,"LINESTRING (9.8857776 45.6002365, 9.8857152 45.6001399)",,,,,
1159635946,,,tertiary,,True,False,8.046,"LINESTRING (9.8857776 45.6002365, 9.8857834 45.6002189, 9.8857962 45.6002031, 9.8858148 45.6001906, 9.8858378 45.6001823)",,,,roundabout,
31309643,,,tertiary,,True,False,4.794,"LINESTRING (9.8858378 45.6001823, 9.8858682 45.6001788, 9.8858985 45.6001827)",,,,roundabout,
190391319,,Via Guido Sgrazzutti,tertiary,,True,False,21.14,"LINESTRING (9.8858985 45.6001827, 9.8860401 45.6001396, 9.8861554 45.6001245)",,,,,
1159635944,,,tertiary,,True,False,10.988,"LINESTRING (9.8858985 45.6001827, 9.8859231 45.6001925, 9.8859422 45.600207, 9.8859538 45.600225, 9.8859569 45.6002447, 9.8859511 45.600264)",,,,roundabout,
"[76783564, 31309652, 31309653]",,"['Lungo Oglio Cesare Battisti', 'Via Guido Sgrazzutti']",tertiary,,True,False,126.93900000000001,"LINESTRING (9.8858858 45.6003031, 9.885808 45.6003956, 9.8857674 45.6004693, 9.8856813 45.6006255, 9.8855492 45.6008312, 9.8854217 45.6010003, 9.8853484 45.6010652, 9.885277 45.6011024, 9.8851937 45.6011067, 9.8851379 45.6010896, 9.8850917 45.6010574, 9.8850282 45.6009915)",,,yes,,
1159635943,,,tertiary,,True,False,10.411000000000001,"LINESTRING (9.8858858 45.6003031, 9.8858591 45.6003042, 9.8858331 45.6002998, 9.8858101 45.6002902, 9.8857922 45.6002763, 9.8857809 45.6002593)",,,,roundabout,
"[27328241, 36543841]",,Via del Ponte,residential,,False,False,49.589000000000006,"LINESTRING (9.8814802 45.5981845, 9.8816011 45.5981728, 9.88202 45.5979628)",,,yes,,
