osmid,oneway,name,highway,reversed,length,geometry,tunnel,lanes,maxspeed,junction,ref
19025502,True,Via Giuseppe Verdi,tertiary,False,46.817,"LINESTRING (8.7915653 44.7601709, 8.7914213 44.7601479, 8.7912837 44.7601402, 8.7911443 44.7601468, 8.7909816 44.7601754)",,,,,
59038476,False,Via Giuseppe Verdi,tertiary,True,38.983000000000004,"LINESTRING (8.7915653 44.7601709, 8.7915524 44.7601117, 8.7915473 44.7600525, 8.7915497 44.7599813, 8.7915649 44.7599064, 8.7915929 44.7598243)",,,,,
"[59038472, 59038481]",False,Via Giuseppe Verdi,tertiary,False,93.45799999999998,"LINESTRING (8.7915653 44.7601709, 8.7916983 44.7602803, 8.7917556 44.7603213, 8.7919554 44.7604089, 8.7921697 44.760478, 8.7923611 44.7605476, 8.7924399 44.7605853, 8.7925128 44.7606517)",yes,,,,
83486453,False,Corso Romualdo Marenco,secondary,True,18.332,"LINESTRING (8.7909816 44.7601754, 8.7911664 44.7600756)",,,,,
257638254,True,Via Roma,secondary,False,20.619,"LINESTRING (8.7909816 44.7601754, 8.7908307 44.7600971, 8.7907753 44.760062)",,,,,
332133455,False,Corso Romualdo Marenco,secondary,False,340.153,"LINESTRING (8.7909816 44.7601754, 8.7908708 44.7602363, 8.7902521 44.7605965, 8.7901486 44.7606567, 8.7885824 44.7614278, 8.7882533 44.7615674, 8.7879618 44.7616579, 8.7879022 44.7616687, 8.7874923 44.761743, 8.7873537 44.761766)",,2,50,,
83486453,False,Corso Romualdo Marenco,secondary,False,18.332,"LINESTRING (8.7911664 44.7600756, 8.7909816 44.7601754)",,,,,
19025502,True,Via Giuseppe Verdi,tertiary,False,34.513,"LINESTRING (8.7911664 44.7600756, 8.791233 44.7600779, 8.7913299 44.7600861, 8.7914511 44.7601033, 8.7915107 44.7601326, 8.7915653 44.7601709)",,,,,
83486453,False,Corso Romualdo Marenco,secondary,True,43.760000000000005,"LINESTRING (8.7911664 44.7600756, 8.7913687 44.7599583, 8.7915929 44.7598243)",,,,,
59038476,False,Via Giuseppe Verdi,tertiary,False,38.983000000000004,"LINESTRING (8.7915929 44.7598243, 8.7915649 44.7599064, 8.7915497 44.7599813, 8.7915473 44.7600525, 8.7915524 44.7601117, 8.7915653 44.7601709)",,,,,
83486453,False,Corso Romualdo Marenco,secondary,False,43.760000000000005,"LINESTRING (8.7915929 44.7598243, 8.7913687 44.7599583, 8.7911664 44.7600756)",,,,,
"[201271580, 83486453]",False,"['Via Edilio Raggio', 'Corso Romualdo Marenco']",secondary,True,61.247,"LINESTRING (8.7915929 44.7598243, 8.7916736 44.7597691, 8.7920031 44.7595729, 8.7920765 44.759532, 8.7921858 44.7594695)",,,,,
275799264,True,Via Giuseppe Garibaldi,unclassified,False,6.8,"LINESTRING (8.7908656 44.7620436, 8.7909305 44.7620034)",,,,,
29243440,False,Via Nizza,unclassified,False,18.071,"LINESTRING (8.7908656 44.7620436, 8.7909361 44.7620953, 8.7910249 44.7621603)",,,,,
405828496,False,Via Giuseppe Garibaldi,residential,True,4.938,"LINESTRING (8.7886359 44.7635369, 8.7885843 44.763562)",,,,,
83405904,False,Via Silvestro Bajardi,residential,False,102.126,"LINESTRING (8.7886359 44.7635369, 8.7891384 44.7642357, 8.7892241 44.7643549)",,,,,
275799264,True,Via Giuseppe Garibaldi,unclassified,False,118.007,"LINESTRING (8.7886359 44.7635369, 8.7887798 44.763441, 8.7896715 44.7628469, 8.7897131 44.7628195, 8.7897261 44.7628109)",,,,,
142715570,True,Largo Carabinieri d'Italia,unclassified,False,159.249,"LINESTRING (8.7921858 44.7611394, 8.7923125 44.7612388, 8.7922721 44.7612663, 8.7910249 44.7621603)",,,,,
275799264,True,Via Giuseppe Garibaldi,unclassified,False,37.249,"LINESTRING (8.7921858 44.7611394, 8.7924599 44.7609308, 8.7924767 44.7609083, 8.7924802 44.7608842)",,,,,
332133479,True,Via Giuseppe Verdi,tertiary,False,19.01,"LINESTRING (8.7924802 44.7608842, 8.7924697 44.7608712, 8.7924629 44.760857, 8.79246 44.7608374, 8.7924643 44.7608178, 8.7924745 44.7608008, 8.7924901 44.760786, 8.7925102 44.7607742, 8.7925398 44.7607649, 8.7925719 44.7607621)",,,,roundabout,
59038472,False,Via Giuseppe Verdi,tertiary,False,13.379999999999999,"LINESTRING (8.7925128 44.7606517, 8.7925471 44.7606921, 8.7925697 44.7607319, 8.7925719 44.7607621)",,,,,
"[59038472, 59038481]",False,Via Giuseppe Verdi,tertiary,True,93.458,"LINESTRING (8.7925128 44.7606517, 8.7924399 44.7605853, 8.7923611 44.7605476, 8.7921697 44.760478, 8.7919554 44.7604089, 8.7917556 44.7603213, 8.7916983 44.7602803, 8.7915653 44.7601709)",yes,,,,
"[201233797, 19025583]",False,"['Via San Giovanni Bosco', 'Via Giuseppe Verdi']","['unclassified', 'residential']",False,79.199,"LINESTRING (8.7925128 44.7606517, 8.7925512 44.7606141, 8.7926109 44.760546, 8.7926633 44.760494, 8.7929083 44.7602865, 8.7931595 44.7601101)",,2,,,
"[29243443, 29243557, 29243558]",False,Via Giuseppe Mazzini,primary,True,245.623,"LINESTRING (8.7859678 44.7623005, 8.7862785 44.7630827, 8.7863727 44.7633251, 8.7864612 44.7635581, 8.7867831 44.7644059, 8.7867924 44.7644304)",yes,,50,,
257638253,True,Via Giuseppe Mazzini,primary,False,21.429,"LINESTRING (8.7859678 44.7623005, 8.7859394 44.7622688, 8.7859203 44.7622515, 8.7858759 44.7622254, 8.7858154 44.7622004, 8.7857605 44.7621834)",,,50,,
187644385,False,Via Istituto Oneto,secondary,False,163.563,"LINESTRING (8.784187 44.7580863, 8.7850267 44.7575797, 8.7853896 44.7573592, 8.785673 44.7571766, 8.7857468 44.7571193)",,,,,
