osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,access,junction,tunnel
286438631,Via Terra d'Otranto,tertiary,False,False,109.598,"LINESTRING (18.051412 40.2674597, 18.0502675 40.2679167)",,,,,
287104748,via Aldo Moro,tertiary,False,True,63.277,"LINESTRING (18.051412 40.2674597, 18.0521171 40.2672743)",,,,,
74437284,via Trieste,residential,True,False,93.772,"LINESTRING (18.0502675 40.2679167, 18.0510481 40.2685137)",,,,,
286438631,Via Terra d'Otranto,tertiary,False,False,70.842,"LINESTRING (18.0502675 40.2679167, 18.0497031 40.2683862)",,,,,
286438631,Via Terra d'Otranto,tertiary,False,True,109.598,"LINESTRING (18.0502675 40.2679167, 18.051412 40.2674597)",,,,,
286438631,Via Terra d'Otranto,tertiary,False,True,70.842,"LINESTRING (18.0497031 40.2683862, 18.0502675 40.2679167)",,,,,
286438631,Via Terra d'Otranto,tertiary,False,False,83.55,"LINESTRING (18.0497031 40.2683862, 18.0491855 40.2686028, 18.0487998 40.2686657)",,,,,
286438631,Via Terra d'Otranto,tertiary,False,True,83.55,"LINESTRING (18.0487998 40.2686657, 18.0491855 40.2686028, 18.0497031 40.2683862)",,,,,
287102460,Via Terra d'Otranto,tertiary_link,True,False,37.382000000000005,"LINESTRING (18.0487998 40.2686657, 18.0485788 40.2687115, 18.0483696 40.2687357)",,,,,
286608427,Via Fratelli Cervi,residential,False,False,31.286,"LINESTRING (18.0472534 40.268744, 18.0472246 40.2684635)",,,,,
286608427,Via Fratelli Cervi,residential,False,True,55.08,"LINESTRING (18.0472534 40.268744, 18.047276 40.2688227, 18.0469671 40.269164)",,,,,
287102459,Via Terra d'Otranto,tertiary,False,False,79.935,"LINESTRING (18.0472534 40.268744, 18.0471913 40.268748, 18.0463147 40.2688053)",2,,,,
287102459,Via Terra d'Otranto,tertiary,False,True,94.533,"LINESTRING (18.0472534 40.268744, 18.0482371 40.2687014, 18.0483658 40.2686958)",2,,,,
218454884,Via Messapia,residential,False,True,67.852,"LINESTRING (18.0460936 40.2671842, 18.0461615 40.2677922)",,,,,
74437184,via Trento,residential,False,False,65.007,"LINESTRING (18.05053 40.2689444, 18.0510481 40.2685137)",,,,,
74437184,via Trento,residential,False,True,101.87,"LINESTRING (18.05053 40.2689444, 18.0497189 40.2696199)",,,,,
182584355,Via Fratelli Bandiera,residential,True,False,93.673,"LINESTRING (18.05053 40.2689444, 18.0497031 40.2683862)",,,,,
74437184,via Trento,residential,False,False,42.821,"LINESTRING (18.0525266 40.2675431, 18.0530083 40.2674282)",,,,,
287314361,,residential,False,True,23.094,"LINESTRING (18.0525266 40.2675431, 18.052674 40.2677177)",,,,,
74437184,via Trento,residential,False,True,168.202,"LINESTRING (18.0525266 40.2675431, 18.0520422 40.2677038, 18.0510481 40.2685137)",,,,,
74437284,via Trieste,residential,True,False,72.559,"LINESTRING (18.0513767 40.268758, 18.0520062 40.2691997)",,,,,
77472169,via Palermo,residential,False,False,159.675,"LINESTRING (18.0513767 40.268758, 18.052674 40.2677177)",,,,,
77472169,via Palermo,residential,False,True,64.836,"LINESTRING (18.0513767 40.268758, 18.0508613 40.2691885)",,,,,
287104748,via Aldo Moro,tertiary,False,False,63.277,"LINESTRING (18.0521171 40.2672743, 18.051412 40.2674597)",,,,,
286436496,Via Macrì,tertiary,False,False,76.52799999999999,"LINESTRING (18.0448376 40.2680435, 18.0451541 40.2685815, 18.045191 40.2686759)",2,,,,
74437184,via Trento,residential,False,True,42.821,"LINESTRING (18.0530083 40.2674282, 18.0525266 40.2675431)",,,,,
286461531,,tertiary_link,True,False,13.934,"LINESTRING (18.0530083 40.2674282, 18.0528896 40.2673416)",,,,,
286461533,,tertiary,False,False,29.437,"LINESTRING (18.0530083 40.2674282, 18.0532824 40.2675905)",,,,,
77472169,via Palermo,residential,False,True,42.904,"LINESTRING (18.0530083 40.2674282, 18.052904 40.267518, 18.052674 40.2677177)",,,,,
74437184,via Trento,residential,False,True,65.007,"LINESTRING (18.0510481 40.2685137, 18.05053 40.2689444)",,,,,
74437284,via Trieste,residential,True,False,38.926,"LINESTRING (18.0510481 40.2685137, 18.0513767 40.268758)",,,,,
74437184,via Trento,residential,False,False,168.202,"LINESTRING (18.0510481 40.2685137, 18.0520422 40.2677038, 18.0525266 40.2675431)",,,,,
287104745,via Roma,tertiary,False,False,17.796,"LINESTRING (18.0536134 40.2675486, 18.0536222 40.2677085)",,,,,
287104745,via Roma,tertiary,False,False,66.157,"LINESTRING (18.0520062 40.2691997, 18.0514429 40.2696111)",,,,,
287104745,via Roma,tertiary,False,True,189.769,"LINESTRING (18.0520062 40.2691997, 18.0525386 40.2687895, 18.0532928 40.2683507, 18.0535804 40.2681781, 18.0536171 40.2680548)",,,,,
287104745,via Roma,tertiary,False,True,38.509,"LINESTRING (18.0536171 40.2680548, 18.0536222 40.2677085)",,,,,
286461542,,tertiary_link,True,False,35.283,"LINESTRING (18.0536171 40.2680548, 18.0535385 40.2679716, 18.0534961 40.2677593)",,,,,
287104745,via Roma,tertiary,False,False,189.769,"LINESTRING (18.0536171 40.2680548, 18.0535804 40.2681781, 18.0532928 40.2683507, 18.0525386 40.2687895, 18.0520062 40.2691997)",,,,,
74695058,Via Carlo Pisacane,residential,False,True,62.256,"LINESTRING (18.0557875 40.2724773, 18.0550993 40.2726716)",,,,,
287050189,Via Pietro Maroncelli,residential,False,False,70.304,"LINESTRING (18.0557875 40.2724773, 18.0558801 40.2731056)",,,,,
286621543,Via Antonio Quarta,tertiary,False,False,17.758,"LINESTRING (18.0529697 40.2720252, 18.0531613 40.2719609)",,,,,
286621543,Via Antonio Quarta,tertiary,False,True,95.594,"LINESTRING (18.0529697 40.2720252, 18.052314 40.2721924, 18.0518921 40.2722745)",,,,,
259186621,Largo Giuseppe Mazzini,residential,True,False,39.603,"LINESTRING (18.0484731 40.2731938, 18.0488257 40.2734272)",,,,,
74695053,Via Re Galantuomo,tertiary,False,False,56.259,"LINESTRING (18.0484731 40.2731938, 18.0486163 40.272781, 18.0486428 40.2727047)",,,,,
74695053,Via Re Galantuomo,tertiary,False,True,44.605000000000004,"LINESTRING (18.0484731 40.2731938, 18.0483449 40.2734556, 18.0482743 40.2735647)",,,,,
259186648,,unclassified,False,True,39.326,"LINESTRING (18.0519229 40.2732849, 18.0523342 40.273448)",,,,,
74695083,Via Cesare Battisti,residential,True,False,165.91799999999998,"LINESTRING (18.0519229 40.2732849, 18.0527753 40.2722903, 18.0529697 40.2720252)",,,,,
74695058,Via Carlo Pisacane,residential,False,False,62.256,"LINESTRING (18.0550993 40.2726716, 18.0557875 40.2724773)",,,,,
74695065,Via Silvio Pellico,residential,False,False,69.629,"LINESTRING (18.0550993 40.2726716, 18.0551952 40.2732935)",,,,,
74695065,Via Silvio Pellico,residential,False,True,66.225,"LINESTRING (18.0550993 40.2726716, 18.0550049 40.2720804)",,,,,
74695075,Via Nazario Sauro,residential,False,False,40.642,"LINESTRING (18.0530155 40.2746957, 18.0532016 40.2743589)",,,,,
286647915,Via Magistrato Cosimo Mariano,tertiary,False,False,72.396,"LINESTRING (18.0530155 40.2746957, 18.0522315 40.2744386)",,,,,
286647915,Via Magistrato Cosimo Mariano,tertiary,False,True,41.825,"LINESTRING (18.0530155 40.2746957, 18.0534588 40.2748603)",,,,,
74695053,Via Re Galantuomo,tertiary,False,True,45.223,"LINESTRING (18.0449649 40.2742698, 18.0444798 40.2744384)",,,,,
74695069,Via Bengasi,tertiary,False,False,134.311,"LINESTRING (18.0449649 40.2742698, 18.0453405 40.2754432)",,,,,
74695053,Via Re Galantuomo,tertiary,False,False,18.486,"LINESTRING (18.0449649 40.2742698, 18.0451145 40.2742204, 18.0451683 40.2742121)",,,,,
286647915,Via Magistrato Cosimo Mariano,tertiary,False,False,24.368,"LINESTRING (18.0512562 40.2741404, 18.0509919 40.2740546)",,,,,
286647915,Via Magistrato Cosimo Mariano,tertiary,False,True,68.211,"LINESTRING (18.0512562 40.2741404, 18.0520048 40.2743642)",,,,,
