osmid,name,highway,oneway,reversed,length,geometry,bridge,lanes,junction,tunnel
1107974815,Viale Zara,secondary,False,True,14.56,"LINESTRING (9.4112048 45.2424553, 9.4113639 45.2423875)",,,,
105453082,,residential,True,False,27.743000000000002,"LINESTRING (9.4112048 45.2424553, 9.4111608 45.2423659, 9.4111045 45.2422954, 9.4110426 45.2422356)",,,,
54308546,Piazza Caduti,residential,False,True,28.36,"LINESTRING (9.4081679 45.2369985, 9.4085121 45.2370779)",,,,
258452519,Via Attendolo Bolognini Sforza,residential,False,True,147.466,"LINESTRING (9.4081679 45.2369985, 9.4081335 45.2370526, 9.4080556 45.2371929, 9.4080381 45.2372206, 9.4079867 45.2373018, 9.4079749 45.2373205, 9.4078324 45.2375457, 9.4077467 45.2376307, 9.4075879 45.2377883, 9.4074766 45.2380277, 9.4074302 45.2382054)",,,,
53265103,Via della Costa,residential,True,False,220.19799999999998,"LINESTRING (9.4074302 45.2382054, 9.4072944 45.2381029, 9.4071088 45.2379377, 9.4070501 45.2378848, 9.4069348 45.2377847, 9.4066553 45.2376613, 9.4064704 45.2375856, 9.4060431 45.2374107, 9.4058939 45.2373591, 9.4054417 45.2372508, 9.4051029 45.2371791)",,,,
258452519,Via Attendolo Bolognini Sforza,residential,False,False,147.466,"LINESTRING (9.4074302 45.2382054, 9.4074766 45.2380277, 9.4075879 45.2377883, 9.4077467 45.2376307, 9.4078324 45.2375457, 9.4079749 45.2373205, 9.4079867 45.2373018, 9.4080381 45.2372206, 9.4080556 45.2371929, 9.4081335 45.2370526, 9.4081679 45.2369985)",,,,
258452519,Via Attendolo Bolognini Sforza,residential,False,True,154.137,"LINESTRING (9.4074302 45.2382054, 9.40742 45.2382731, 9.4072473 45.2389618, 9.4071188 45.2395739)",,,,
"[1153028450, 51582730]","['Via Madre Cabrini', 'Piazza Santa Maria']",residential,True,False,265.059,"LINESTRING (9.4022781 45.2358229, 9.4024217 45.2358446, 9.4033569 45.2359859, 9.403861 45.2360648, 9.4046948 45.2362002, 9.4050709 45.2362791, 9.405308 45.236331, 9.4055648 45.2363872)",,,,
257631723,Viale Montegrappa,residential,False,False,48.254,"LINESTRING (9.4039792 45.2423393, 9.4045541 45.2424957)",,,,
257485765,Via Giuseppe Manzoni,residential,False,False,106.721,"LINESTRING (9.4039792 45.2423393, 9.4040079 45.2422817, 9.404481 45.241447)",,,,
257631723,Viale Montegrappa,residential,False,True,113.645,"LINESTRING (9.4039792 45.2423393, 9.4036816 45.2422569, 9.4027637 45.2420122, 9.4026231 45.2419749)",,,,
53619592,Via Armando Diaz,residential,False,False,5.867,"LINESTRING (9.4057042 45.2342693, 9.4056539 45.2342302)",,,,
53619591,Via John Fitzgerald Kennedy,residential,False,True,52.937,"LINESTRING (9.4057042 45.2342693, 9.4057949 45.2342011, 9.40589 45.2341617, 9.4062567 45.2341016, 9.4063096 45.2340876)",,,,
53619592,Via Armando Diaz,residential,False,True,95.094,"LINESTRING (9.4057042 45.2342693, 9.4064617 45.2348633, 9.4065156 45.2349056)",,,,
51582801,Via Giacomo Puccini,residential,True,False,2.364,"LINESTRING (9.4094543 45.2344797, 9.4094653 45.2344599)",,,,
88831225,Via Umberto Biancardi,residential,True,False,88.032,"LINESTRING (9.4094543 45.2344797, 9.409038 45.2343773, 9.4085256 45.2342278, 9.408406 45.2341945)",,,,
53356921,Viale Partigiani,residential,False,False,54.644,"LINESTRING (9.4096631 45.2372892, 9.4097463 45.2373095, 9.4097942 45.237323, 9.4100364 45.2373861, 9.4103225 45.2374496)",,,,
54308546,Piazza Caduti,residential,False,False,66.387,"LINESTRING (9.4096631 45.2372892, 9.4095514 45.2372666, 9.4088471 45.2371271)",,,,
240658221,Via Umberto I,tertiary,False,True,20.662,"LINESTRING (9.4096631 45.2372892, 9.4096207 45.237362, 9.4095946 45.2374121, 9.40957 45.237463)",,,,
257505544,Via Giuseppe Mazzini,tertiary,False,True,85.24000000000001,"LINESTRING (9.4096631 45.2372892, 9.4097025 45.2372246, 9.4097094 45.2372134, 9.4097489 45.2371453, 9.4099499 45.2367602, 9.4100533 45.2365737)",,,,
54308531,Via Raimondo Pandini,residential,False,False,88.124,"LINESTRING (9.4084169 45.2364348, 9.4076547 45.2358517)",,,,
51582801,Via Giacomo Puccini,residential,True,False,234.07299999999998,"LINESTRING (9.4084169 45.2364348, 9.4084574 45.2364186, 9.4085652 45.2363405, 9.408995 45.2354243, 9.4091144 45.2351713, 9.4094543 45.2344797)",,,,
54308531,Via Raimondo Pandini,residential,False,True,87.358,"LINESTRING (9.4084169 45.2364348, 9.4088234 45.2367572, 9.4086712 45.2370951)",,,,
"[86219858, 258763214, 258763215]",Via Cesare Battisti,tertiary,False,False,81.376,"LINESTRING (9.4070202 45.240777, 9.4071088 45.2407285, 9.4074358 45.2405028, 9.4077253 45.2402428)",yes,,,
240658222,Piazza Vittorio Emanuele II,tertiary,False,True,72.12700000000001,"LINESTRING (9.4070202 45.240777, 9.4070029 45.2408187, 9.4070029 45.2408834, 9.4071915 45.2413444, 9.4072068 45.2414042)",,,,
259887369,Piazza Vittorio Emanuele II,tertiary,False,True,18.499,"LINESTRING (9.4070202 45.240777, 9.4069417 45.2407054, 9.4068892 45.2406939, 9.4068366 45.2406973)",,,,
51582749,Via Camillo Benso di Cavour,tertiary,False,False,13.691,"LINESTRING (9.4072068 45.2414042, 9.4071418 45.2415185)",,,,
105453080,Via Giuseppe Garibaldi,residential,True,False,38.869,"LINESTRING (9.4072068 45.2414042, 9.4072407 45.241399, 9.4072855 45.2414024, 9.4076585 45.2415332)",,,,
240658222,Piazza Vittorio Emanuele II,tertiary,False,False,72.127,"LINESTRING (9.4072068 45.2414042, 9.4071915 45.2413444, 9.4070029 45.2408834, 9.4070029 45.2408187, 9.4070202 45.240777)",,,,
53356924,Via Fratelli Cairoli,residential,False,True,63.735,"LINESTRING (9.4114809 45.2382734, 9.4114948 45.2382374, 9.4116133 45.2378612, 9.41162 45.2377961, 9.4115929 45.237713)",,,,
53555244,Via Fratelli Cairoli,residential,True,False,110.619,"LINESTRING (9.4114809 45.2382734, 9.4113347 45.2385871, 9.411242 45.2387556, 9.4110908 45.2392277)",,,,
258455170,Via Giuseppe Garibaldi,residential,False,False,82.66300000000001,"LINESTRING (9.4094017 45.24211, 9.4094607 45.2421211, 9.4095867 45.2421447, 9.4097122 45.2421682, 9.409801 45.2421662, 9.4098749 45.2421597, 9.4100087 45.2421428, 9.4102447 45.2421217, 9.4104412 45.2421346)",,,,
53356920,Via del Pellegrino,residential,False,False,95.321,"LINESTRING (9.4051029 45.2371791, 9.4051298 45.2371224, 9.4053242 45.2367447, 9.4055312 45.2364449, 9.4055648 45.2363872)",,,,
155465455,Via della Costa,residential,False,False,28.181,"LINESTRING (9.4051029 45.2371791, 9.4050687 45.2371696, 9.4048884 45.2371193, 9.4047698 45.2370832)",,,,
51582730,Via Madre Cabrini,residential,True,False,5.365,"LINESTRING (9.4055648 45.2363872, 9.4056312 45.2363991)",,,,
53356920,Via del Pellegrino,residential,False,True,95.321,"LINESTRING (9.4055648 45.2363872, 9.4055312 45.2364449, 9.4053242 45.2367447, 9.4051298 45.2371224, 9.4051029 45.2371791)",,,,
53812772,Via Giuseppe Verdi,residential,True,False,89.392,"LINESTRING (9.4086253 45.2401289, 9.4085397 45.2401958, 9.4082034 45.2404263, 9.4077869 45.2402665, 9.4077253 45.2402428)",,,,
"[257503784, 259887583]","['Via Carlo Tenca', 'Largo Nino Bixio']",residential,False,False,104.43100000000001,"LINESTRING (9.4086253 45.2401289, 9.4085046 45.2400583, 9.4083875 45.2399238, 9.4082859 45.2398023, 9.4084029 45.2396765, 9.4085262 45.239581, 9.4087912 45.2394139)",,,,
"[266158546, 258608692, 86219837]","['Via Ugo Foscolo', 'Via Prof. Roberto Forlani', 'Via Prof. Roberto Forlani - Zona Mulino']",residential,False,False,283.63,"LINESTRING (9.4071188 45.2395739, 9.4069655 45.2395776, 9.4063387 45.239563, 9.404865 45.2393127, 9.4044735 45.2392772, 9.404431 45.2392282, 9.4046736 45.2386548)",,,,
258452519,Via Attendolo Bolognini Sforza,residential,False,False,154.137,"LINESTRING (9.4071188 45.2395739, 9.4072473 45.2389618, 9.40742 45.2382731, 9.4074302 45.2382054)",,,,
259896951,Via Polli e Daccò,residential,False,True,83.554,"LINESTRING (9.4026922 45.2342736, 9.4029418 45.2342286, 9.4030444 45.2342186, 9.4031756 45.2342094, 9.4032291 45.2342117, 9.4032747 45.2342232, 9.4036866 45.2343854)",,,,
53619592,Via Armando Diaz,residential,False,False,95.094,"LINESTRING (9.4065156 45.2349056, 9.4064617 45.2348633, 9.4057042 45.2342693)",,,,
53619592,Via Armando Diaz,residential,False,True,77.56899999999999,"LINESTRING (9.4065156 45.2349056, 9.4064624 45.2349453, 9.4060948 45.2355339)",,,,
54308531,Via Raimondo Pandini,residential,False,True,45.595,"LINESTRING (9.4065156 45.2349056, 9.4066161 45.2349903, 9.4068889 45.2352203)",,,,
53619585,Via Monsignor Giuseppe Amici,residential,False,False,97.706,"LINESTRING (9.4060948 45.2355339, 9.406021 45.2355116, 9.4054936 45.2353354, 9.4049662 45.2351592)",,,,
53619592,Via Armando Diaz,residential,False,False,77.56899999999999,"LINESTRING (9.4060948 45.2355339, 9.4064624 45.2349453, 9.4065156 45.2349056)",,,,
88831216,Via Pietro Mascagni,residential,False,False,128.603,"LINESTRING (9.4096977 45.2339453, 9.4111644 45.2343415, 9.4112311 45.2343595)",,,,
51582730,Via Madre Cabrini,residential,True,False,209.512,"LINESTRING (9.4056312 45.2363991, 9.4061344 45.2365171, 9.4066077 45.2366281, 9.4068762 45.2366897, 9.4071176 45.2367478, 9.407352 45.2368031, 9.407568 45.2368553, 9.4081679 45.2369985)",,,,
53619588,Via Armando Diaz,residential,True,False,102.857,"LINESTRING (9.4056312 45.2363991, 9.4057707 45.2361089, 9.4060948 45.2355339)",,,,
142304329,Viale Trieste,secondary,True,False,17.553,"LINESTRING (9.4119863 45.2421345, 9.4118782 45.2422728)",,,,
142304328,,secondary,True,False,19.803,"LINESTRING (9.4120491 45.2424268, 9.4118024 45.2423875)",,,,
269799398,Via Venti Settembre,unclassified,False,True,98.014,"LINESTRING (9.4109021 45.234991, 9.4120952 45.2352576)",,2,,
949638515,Via Giuseppe Mazzini,tertiary,False,True,17.762,"LINESTRING (9.4109021 45.234991, 9.4109761 45.23484)",,,,
257505544,Via Giuseppe Mazzini,tertiary,False,False,139.546,"LINESTRING (9.4109021 45.234991, 9.4106966 45.235369, 9.4102649 45.236163)",,,,
269799398,Via Venti Settembre,unclassified,False,False,23.006,"LINESTRING (9.4123746 45.2353216, 9.4120952 45.2352576)",,2,,
269799398,Via Venti Settembre,unclassified,False,True,65.698,"LINESTRING (9.4123746 45.2353216, 9.4131674 45.235515)",,2,,
53703920,Via Riccardo Morzenti,residential,False,False,137.22699999999998,"LINESTRING (9.4123746 45.2353216, 9.4123483 45.2353671, 9.4121285 45.2357477, 9.4117574 45.2363961, 9.4117229 45.2364671)",,,,
"[53356921, 53356924]","['Via Fratelli Cairoli', 'Viale Partigiani']",residential,False,False,44.733,"LINESTRING (9.4110483 45.2375916, 9.4115511 45.237702, 9.4115929 45.237713)",,,,
53356921,Viale Partigiani,residential,False,True,58.98700000000001,"LINESTRING (9.4110483 45.2375916, 9.4109603 45.2375751, 9.4104378 45.2374699, 9.4103901 45.2374615, 9.4103225 45.2374496)",,,,
53703920,Via Riccardo Morzenti,residential,False,True,135.771,"LINESTRING (9.4110483 45.2375916, 9.4110932 45.2375187, 9.411154 45.2374156, 9.4113175 45.2371387, 9.4115212 45.2367936, 9.4116864 45.2365138, 9.4117229 45.2364671)",,,,
269799398,Via Venti Settembre,unclassified,False,False,65.698,"LINESTRING (9.4131674 45.235515, 9.4123746 45.2353216)",,2,,
269799398,Via Venti Settembre,unclassified,False,True,38.057,"LINESTRING (9.4131674 45.235515, 9.4133108 45.2355455, 9.4136326 45.2356141)",,2,,
