osmid,oneway,name,highway,maxspeed,reversed,length,geometry,junction,tunnel,lanes,bridge
676378427,True,Via Riviera del Pordenone (già Rivierasca),secondary,50,False,91.77499999999999,"LINESTRING (12.6589283 45.9524064, 12.6590482 45.9524394, 12.6592997 45.9525068, 12.6594462 45.9525509, 12.6595884 45.9526012, 12.6597315 45.9526642, 12.6598647 45.9527295, 12.6599698 45.9527907)",,,,
151980035,True,Viale Franco Martelli,secondary,50,False,26.987,"LINESTRING (12.6660687 45.955908, 12.6657705 45.9560342)",,,,
1134135963,True,Viale Franco Martelli,secondary,50,False,11.687999999999999,"LINESTRING (12.6660687 45.955908, 12.6660452 45.9558952, 12.6660257 45.9558794, 12.6660072 45.955855, 12.6659974 45.9558197)",roundabout,,,
451337684,True,Viale Franco Martelli,secondary,50,False,17.110999999999997,"LINESTRING (12.6659974 45.9558197, 12.6660041 45.9557859, 12.6660261 45.9557549, 12.6660501 45.9557364, 12.6660796 45.9557222, 12.6661278 45.955711)",roundabout,,,
334156799,False,Via Noncello,residential,,True,32.351,"LINESTRING (12.6543459 45.9527809, 12.6542024 45.9525076)",,,,
152245282,True,Via Noncello,residential,,False,62.6,"LINESTRING (12.6543459 45.9527809, 12.6543993 45.9527867, 12.654434 45.9528028, 12.6544685 45.9528348, 12.6544806 45.952872, 12.6544573 45.9529176, 12.654405 45.9529523, 12.6543069 45.9530241, 12.6542455 45.9531238, 12.654238 45.9532358)",,,,
334156799,False,Via Noncello,residential,,False,32.351,"LINESTRING (12.6542024 45.9525076, 12.6543459 45.9527809)",,,,
36881987,False,Via Reghena,residential,,True,81.008,"LINESTRING (12.6542024 45.9525076, 12.6543253 45.9524381, 12.65458 45.9523824, 12.6551896 45.952295)",,,,
80536567,True,Piazzale Filanda Marcolin,residential,,False,57.573,"LINESTRING (12.657697 45.9536781, 12.6575108 45.95366, 12.6574411 45.953623, 12.6574022 45.9535767, 12.6573911 45.9535279, 12.6573903 45.9534584, 12.657403 45.9534029, 12.657448 45.9533107)",,,,
154539337,True,Piazzale Filanda Marcolin,residential,,False,107.03200000000001,"LINESTRING (12.657697 45.9536781, 12.6573819 45.9537114, 12.6572791 45.9537326, 12.657209 45.9537598, 12.6571104 45.9538017, 12.6570145 45.953874, 12.6569137 45.9539862, 12.6568487 45.9541247, 12.6568396 45.9541939, 12.656849 45.9542781)",,,,
153911041,False,Piazzale Venti Settembre,residential,,True,35.211,"LINESTRING (12.6597446 45.9591403, 12.6597584 45.9591643, 12.659779 45.9591858, 12.6598074 45.9592038, 12.6598483 45.9592097, 12.6600476 45.9591996, 12.6601476 45.9591891)",,,,
1159258527,False,Via Cappuccini,secondary,,False,11.13,"LINESTRING (12.6541544 45.9545392, 12.6542978 45.9545481)",,,,
152245285,False,Via dell'Essiccatoio,unclassified,,True,141.565,"LINESTRING (12.6541544 45.9545392, 12.654145 45.9545959, 12.6540932 45.9547585, 12.6540727 45.954823, 12.6538992 45.9551846, 12.653625 45.9557559)",,,,
1159258527,False,Via Cappuccini,secondary,,True,65.858,"LINESTRING (12.6541544 45.9545392, 12.654046 45.9545319, 12.6537809 45.9545128, 12.6537307 45.9545091, 12.6533072 45.9544771)",,,,
37950509,True,,unclassified,,False,28.468999999999998,"LINESTRING (12.6568704 45.9543625, 12.6568504 45.9544285, 12.6568019 45.9544945, 12.6567536 45.9545302, 12.6566718 45.9545626)",,,,
154539370,True,,unclassified,,False,45.443,"LINESTRING (12.6568704 45.9543625, 12.6569211 45.9545997, 12.6569509 45.9547673)",,,,
1134083966,True,Via Pola,secondary,,False,20.066,"LINESTRING (12.6561471 45.9546679, 12.656295 45.9545196)",,,,
85692488,True,Via Cappuccini,unclassified,,False,74.306,"LINESTRING (12.6561471 45.9546679, 12.6560475 45.9546732, 12.6559141 45.9546796, 12.6557159 45.9546792, 12.6553149 45.9546386, 12.655191 45.9546331)",,,,
37950509,True,,unclassified,,False,42.221999999999994,"LINESTRING (12.6566718 45.9545626, 12.6565202 45.9545952, 12.6563417 45.9546313, 12.6561471 45.9546679)",,,,
36881987,False,Via Reghena,residential,,False,81.008,"LINESTRING (12.6551896 45.952295, 12.65458 45.9523824, 12.6543253 45.9524381, 12.6542024 45.9525076)",,,,
153491922,True,Viale Trento,residential,,False,143.525,"LINESTRING (12.6612678 45.9597394, 12.6631105 45.9595809)",,,,
"[331642569, 331642570, 329148700]",False,Via Rovereto,residential,,True,74.293,"LINESTRING (12.6612678 45.9597394, 12.6612814 45.959829, 12.6612963 45.9599455, 12.6613741 45.9604034)",,building_passage,,
942410831,False,Piazzetta Cardinale Celso Costantini,residential,,False,7.279,"LINESTRING (12.6613741 45.9604034, 12.6613501 45.9604667)",,,,
44356145,False,Piazzetta Cardinale Celso Costantini,residential,,True,60.275999999999996,"LINESTRING (12.6613741 45.9604034, 12.6614358 45.9603984, 12.6615194 45.9603917, 12.6616061 45.9603847, 12.6617733 45.9603713, 12.6620947 45.9603462, 12.6621487 45.9603411)",,,,
"[331642569, 331642570, 329148700]",False,Via Rovereto,residential,,False,74.293,"LINESTRING (12.6613741 45.9604034, 12.6612963 45.9599455, 12.6612814 45.959829, 12.6612678 45.9597394)",,building_passage,,
44356145,False,Piazzetta Cardinale Celso Costantini,residential,,False,60.276,"LINESTRING (12.6621487 45.9603411, 12.6620947 45.9603462, 12.6617733 45.9603713, 12.6616061 45.9603847, 12.6615194 45.9603917, 12.6614358 45.9603984, 12.6613741 45.9604034)",,,,
942410827,True,Piazzetta Cardinale Celso Costantini,residential,,False,33.781,"LINESTRING (12.6625719 45.9602653, 12.6621487 45.9603411)",,,,
466382493,True,Via Santa Caterina,residential,,False,87.257,"LINESTRING (12.6625719 45.9602653, 12.6625996 45.9601938, 12.6629576 45.9597972, 12.6630788 45.9596536, 12.6631105 45.9595809)",,,,
"[659968937, 154793629]",True,Via Borgo Sant'Antonio,unclassified,,False,12.05,"LINESTRING (12.6573029 45.9559922, 12.6572616 45.9560382, 12.6572203 45.9560841)",,yes,,
60651564,False,Piazza della Motta,residential,,False,9.211,"LINESTRING (12.6620533 45.9559678, 12.6621483 45.9560178)",,,,
