osmid,name,highway,oneway,reversed,length,geometry,maxspeed,bridge,junction,tunnel
603091552,Via Santa Maria della Croce,unclassified,False,False,19.952,"LINESTRING (17.1213624 40.7941926, 17.1211704 40.7940874)",,,,
603091552,Via Santa Maria della Croce,unclassified,False,True,20.35,"LINESTRING (17.1213624 40.7941926, 17.1215646 40.7942929)",,,,
603091552,Via Santa Maria della Croce,unclassified,False,False,18.253,"LINESTRING (17.1208327 40.7938813, 17.1207644 40.7937255)",,,,
603091552,Via Santa Maria della Croce,unclassified,False,True,18.828,"LINESTRING (17.1208327 40.7938813, 17.1209971 40.7939961)",,,,
603091545,,residential,False,True,89.961,"LINESTRING (17.1208327 40.7938813, 17.1205497 40.7941075, 17.1201756 40.7943486, 17.1201988 40.7944729)",,,,
603091552,Via Santa Maria della Croce,unclassified,False,True,62.133,"LINESTRING (17.1205322 40.7931951, 17.1207644 40.7937255)",,,,
125805098,Via Foggia di Totos,residential,False,False,62.297,"LINESTRING (17.1205322 40.7931951, 17.1206516 40.7931193, 17.1207126 40.7929937, 17.1207917 40.7928227, 17.1208318 40.7926991)",,,,
378635516,Via Santa Maria della Croce,unclassified,False,False,100.584,"LINESTRING (17.1205322 40.7931951, 17.1204048 40.7931851, 17.1200896 40.7930509, 17.1198677 40.7929797, 17.1196881 40.792954, 17.1195179 40.7929509, 17.1194072 40.7929578)",,,,
301075760,Strada Comunale Carraro di Vado Mesto,unclassified,True,False,14.377,"LINESTRING (17.1194072 40.7929578, 17.1192386 40.7929372)",,,,
1144814024,Via Mottola,secondary,False,False,17.443,"LINESTRING (17.1194072 40.7929578, 17.1194373 40.7928026)",,,,
225446791,Via Mottola,secondary,False,False,202.32100000000003,"LINESTRING (17.1194072 40.7929578, 17.1193636 40.7931113, 17.1192802 40.7932539, 17.1191975 40.7933904, 17.1190947 40.7935385, 17.1190155 40.793641, 17.1188088 40.7938524, 17.1186559 40.794028, 17.1185573 40.7941665, 17.1185259 40.7942626, 17.1185208 40.7943729, 17.1185466 40.7944774, 17.1186051 40.7945932)",,,,
378635516,Via Santa Maria della Croce,unclassified,False,True,100.584,"LINESTRING (17.1194072 40.7929578, 17.1195179 40.7929509, 17.1196881 40.792954, 17.1198677 40.7929797, 17.1200896 40.7930509, 17.1204048 40.7931851, 17.1205322 40.7931951)",,,,
125805100,Via Leonardo da Vinci,residential,False,False,71.775,"LINESTRING (17.1186893 40.7985992, 17.1186485 40.7985316, 17.1183355 40.7980119)",,,,
225446782,Via T. Siciliani,secondary,False,False,25.853,"LINESTRING (17.1186893 40.7985992, 17.1186123 40.7986321, 17.1184217 40.7987133)",30,,,
225446782,Via T. Siciliani,secondary,False,True,109.263,"LINESTRING (17.1186893 40.7985992, 17.1187936 40.7985519, 17.1191772 40.7983779, 17.1196857 40.7981521, 17.1198064 40.7980988)",30,,,
