osmid,oneway,lanes,name,highway,maxspeed,reversed,length,bridge,geometry,junction,ref,access,width
"[69992252, 70684669, 70684670]",False,2,Via Martiri della Libertà,secondary,50,False,315.2510000000001,yes,"LINESTRING (11.6658762 45.2242045, 11.6657445 45.2242793, 11.6655961 45.2243744, 11.6654091 45.2245206, 11.6653311 45.2245943, 11.6652436 45.2246984, 11.6651863 45.2247839, 11.6651626 45.2248244, 11.6651146 45.224922, 11.6650654 45.2250387, 11.6650392 45.2251206, 11.6650316 45.2251529, 11.6650163 45.2252432, 11.665014 45.2253542, 11.6650414 45.2255504, 11.6650855 45.2257094, 11.6651203 45.2258384, 11.6651763 45.2260324, 11.6652012 45.2261229, 11.6652325 45.2263119, 11.6652382 45.2263929, 11.6652386 45.226492, 11.665229 45.2265913, 11.6652117 45.2266975, 11.6651913 45.2267681, 11.6651767 45.2268205)",,,,
147023048,True,1,Via Martiri della Libertà,secondary,50,False,4.337,,"LINESTRING (11.6628327 45.2282846, 11.6628874 45.2282907)",roundabout,,,
147023048,True,1,Via Martiri della Libertà,secondary,50,False,14.925999999999998,,"LINESTRING (11.6627008 45.2283676, 11.6627164 45.2283353, 11.6627362 45.228316, 11.6627748 45.2282954, 11.6628327 45.2282846)",roundabout,,,
147023048,True,1,Via Martiri della Libertà,secondary,50,False,18.259999999999998,,"LINESTRING (11.6629779 45.228387, 11.6629675 45.2284203, 11.6629451 45.2284461, 11.6628891 45.2284743, 11.6628416 45.2284809, 11.6628171 45.2284798)",roundabout,,,
42021445,False,2,Via Vigo di Torre,secondary,50,True,14.293,,"LINESTRING (11.657797 45.228359, 11.6579 45.2283451, 11.6579775 45.2283484)",,,,
"[140928538, 81539947]",True,1,Via San Girolamo,tertiary,30,False,292.679,,"LINESTRING (11.657797 45.228359, 11.6588948 45.2277989, 11.6595408 45.2274658, 11.660208 45.2270757, 11.6607677 45.2267636)",,,,
81619478,False,2,Via Principe Umberto,tertiary,30,True,18.582,,"LINESTRING (11.6601826 45.2258641, 11.66002 45.2259858)",,,,
"[81539945, 31173091]",True,1,Via Azzo 2° d'Este,tertiary,30,False,111.708,,"LINESTRING (11.6601826 45.2258641, 11.6603103 45.2259727, 11.6604183 45.2260699, 11.6605019 45.2261633, 11.660532 45.2262209, 11.6605637 45.2262971, 11.6605809 45.2263402, 11.6606605 45.2265586, 11.6607151 45.226679, 11.6607677 45.2267636)",,,,
"[81619473, 147023052, 31234382]",False,2,"['Via Principe Amedeo', 'Via Principe Umberto']",tertiary,50,False,48.330999999999996,yes,"LINESTRING (11.6601826 45.2258641, 11.6602312 45.2258316, 11.6603533 45.2257289, 11.660411 45.2256851, 11.6605875 45.2255365)",,,,
75853524,False,2,Via Principe Amedeo,tertiary,50,False,86.759,,"LINESTRING (11.661869 45.223972, 11.6618775 45.2239478, 11.6619155 45.223839, 11.6620944 45.2233272, 11.6621339 45.2232144)",,,,
