osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,bridge,maxspeed,access,tunnel
55217103,2,SR213,Via Gastone Maresca,primary,False,False,37.975,"LINESTRING (13.5596407 41.2166384, 13.5593936 41.2163519)",,,,
55217107,,,Via del Colle,primary_link,True,False,38.104,"LINESTRING (13.5596407 41.2166384, 13.5594293 41.216676, 13.5592222 41.2167647)",,,,
"[72561248, 72561261, 310168422]",2,SR213,"['Via Maresca', 'Via Gastone Maresca']",primary,False,"[False, True]",128.331,"LINESTRING (13.5596407 41.2166384, 13.5596644 41.21666, 13.5599875 41.2169553, 13.5600749 41.2170145, 13.5604356 41.2172586, 13.5607714 41.2174015)",yes,,,
"[565768243, 333229172, 565768244]",2,SR213,Via Gastone Maresca,primary,False,False,134.01100000000002,"LINESTRING (13.5629773 41.2178375, 13.562078 41.2177513, 13.5617568 41.2176996, 13.5615398 41.2176494, 13.561409 41.2176116)",yes,,,
333229172,2,SR213,Via Gastone Maresca,primary,False,True,215.78299999999996,"LINESTRING (13.5629773 41.2178375, 13.5633982 41.2178769, 13.5638457 41.2179432, 13.5642754 41.2180629, 13.5646706 41.2181915, 13.565021 41.2183499, 13.5652986 41.2185686)",,,,
600385513,,,Via degli Eucalipti,residential,False,True,92.231,"LINESTRING (13.5629773 41.2178375, 13.5624755 41.2182849, 13.5622731 41.2184757)",,,,
55217106,2,SR213,Via Gastone Maresca,primary,False,False,217.37000000000003,"LINESTRING (13.5685426 41.22196, 13.5683978 41.2216888, 13.5682161 41.2214051, 13.5681483 41.2213088, 13.5680666 41.2212103, 13.567891 41.2210075, 13.5677277 41.2208418, 13.5675998 41.2207406, 13.5674684 41.2206438, 13.5670587 41.2203945)",,,,
332924851,,,"Svincolo Ospedale ""Luigi di Liegro""/Salita dei Cappuccini",residential,True,False,105.83599999999998,"LINESTRING (13.5685426 41.22196, 13.5683186 41.2217457, 13.5682609 41.2216754, 13.5681217 41.2214377, 13.5679818 41.22124, 13.56787 41.2211647)",,,,
72561254,,,Via del Colle,primary_link,True,False,50.431,"LINESTRING (13.5592222 41.2167647, 13.5593344 41.2166717, 13.5593874 41.2165776, 13.5593936 41.2163519)",,,,
72561260,,,,primary_link,False,False,46.370000000000005,"LINESTRING (13.5592222 41.2167647, 13.559135 41.2168119, 13.5590874 41.2168678, 13.559063 41.2169534, 13.5591196 41.2170303, 13.5592161 41.2170906)",,,,
72561260,,,,primary_link,False,False,12.893,"LINESTRING (13.5592161 41.2170906, 13.5593702 41.2170877)",,,,
581967540,,,,primary_link,True,False,13.583,"LINESTRING (13.5592161 41.2170906, 13.5591554 41.2172039)",,,,
72561260,,,,primary_link,False,True,46.370000000000005,"LINESTRING (13.5592161 41.2170906, 13.5591196 41.2170303, 13.559063 41.2169534, 13.5590874 41.2168678, 13.559135 41.2168119, 13.5592222 41.2167647)",,,,
72561260,,,,primary_link,False,True,12.893,"LINESTRING (13.5593702 41.2170877, 13.5592161 41.2170906)",,,,
534943244,,SP152,Via del Colle,residential,True,False,22.13,"LINESTRING (13.5593702 41.2170877, 13.5591554 41.2172039)",,,,
640980749,,,Via del Colle,tertiary,False,False,21.258,"LINESTRING (13.5593702 41.2170877, 13.5595674 41.2169671)",,,,
640980749,,,Via del Colle,tertiary,False,False,29.139,"LINESTRING (13.560346 41.216418, 13.5606161 41.2162525)",,,,
640980749,,,Via del Colle,tertiary,False,True,89.271,"LINESTRING (13.560346 41.216418, 13.5595674 41.2169671)",,,,
72561247,,,,residential,True,False,36.248000000000005,"LINESTRING (13.560346 41.216418, 13.5603908 41.216325, 13.5604147 41.2162253, 13.56042 41.2160996)",,,,
590737775,,,Via Giuseppe Mazzini,residential,False,True,8.801,"LINESTRING (13.5684636 41.2144129, 13.5683977 41.2143512)",,,,
590737778,,,Corso Cavour,residential,False,False,6.643,"LINESTRING (13.5684636 41.2144129, 13.5683843 41.2144097)",,,,
333229172,2,SR213,Via Gastone Maresca,primary,False,False,215.783,"LINESTRING (13.5652986 41.2185686, 13.565021 41.2183499, 13.5646706 41.2181915, 13.5642754 41.2180629, 13.5638457 41.2179432, 13.5633982 41.2178769, 13.5629773 41.2178375)",,,,
333229172,2,SR213,Via Gastone Maresca,primary,False,True,140.612,"LINESTRING (13.5652986 41.2185686, 13.5655656 41.2188756, 13.5661249 41.2195163, 13.5662158 41.2196283)",,,,
334127922,,,Via delle Rose,residential,False,False,140.851,"LINESTRING (13.5652986 41.2185686, 13.5653076 41.2185042, 13.5653129 41.2184638, 13.5653103 41.2184315, 13.565211 41.2182701, 13.5654283 41.2183024, 13.5654766 41.2182943, 13.5654953 41.2182762, 13.5655114 41.2182439, 13.5655704 41.2179675, 13.5653854 41.2179292, 13.565203 41.2178263, 13.5651743 41.2177347)",,,,
228211841,,,Via Giuseppe Garibaldi,tertiary,False,True,24.967,"LINESTRING (13.561206 41.2159186, 13.560969 41.2160551)",,,,
"[228211841, 596637645]",,,Via Giuseppe Garibaldi,tertiary,False,False,106.63400000000001,"LINESTRING (13.561206 41.2159186, 13.5619592 41.2155743, 13.562144 41.2155263, 13.5623181 41.2154554)",,,,
332924860,,,Via Vittorio Bachelet,residential,False,False,69.624,"LINESTRING (13.561206 41.2159186, 13.5613312 41.2159708, 13.5616451 41.2161532, 13.5618236 41.2163276)",,,,
