osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,junction,tunnel
27019075,2,SP253,Via Guglielmo Marconi,primary,False,False,32.787,"LINESTRING (11.9793052 44.4140339, 11.9788963 44.4140743)",,
27019075,2,SP253,Via Guglielmo Marconi,primary,False,True,63.51,"LINESTRING (11.9793052 44.4140339, 11.9801013 44.4139805)",,
27629348,,,Largo Alcide De Gasperi,tertiary,True,False,43.192,"LINESTRING (11.9793052 44.4140339, 11.9791973 44.4140985, 11.9791576 44.4141326, 11.9791425 44.4141877, 11.9791912 44.4142733, 11.9792597 44.4143547)",,
27019075,2,SP253,Via Guglielmo Marconi,primary,False,True,19.932,"LINESTRING (11.9786473 44.4140966, 11.9788963 44.4140743)",,
27019075,2,SP253,Via Guglielmo Marconi,primary,False,False,282.784,"LINESTRING (11.9786473 44.4140966, 11.9779185 44.4141171, 11.9774373 44.4140974, 11.9772991 44.4140915, 11.9767578 44.4140683, 11.9765096 44.4140577, 11.9761915 44.4140436, 11.9759816 44.4140343, 11.9755282 44.4140067, 11.9750946 44.4139774)",,
27019075,2,SP253,Via Guglielmo Marconi,primary,False,True,25.805999999999997,"LINESTRING (11.9740035 44.4139246, 11.9741441 44.4139305, 11.9743279 44.4139375)",,
27019076,2,SP253,Via Italo Cristofori,primary,False,False,22.191000000000003,"LINESTRING (11.9740035 44.4139246, 11.9737798 44.413906, 11.9737268 44.413898)",,
27176884,,,Via Italo Cristofori,unclassified,True,False,72.926,"LINESTRING (11.9730749 44.4136167, 11.9734938 44.4142003)",,
27019076,2,SP253,Via Italo Cristofori,primary,False,False,67.965,"LINESTRING (11.9730749 44.4136167, 11.9729641 44.4135003, 11.972812 44.4133187, 11.9727694 44.4132646, 11.9726462 44.4130886)",,
27019076,2,SP253,Via Italo Cristofori,primary,False,True,61.43600000000001,"LINESTRING (11.9730749 44.4136167, 11.9732761 44.4137469, 11.9734449 44.4138211, 11.9736216 44.4138821, 11.9737268 44.413898)",,
27019076,2,SP253,Via Italo Cristofori,primary,False,True,24.234,"LINESTRING (11.9724419 44.4128091, 11.9725012 44.412889, 11.9725852 44.4130015)",,
437937124,2,SP253,Via Italo Cristofori,primary,False,False,29.985,"LINESTRING (11.9724419 44.4128091, 11.9723573 44.4127582, 11.9722695 44.4127302, 11.9722018 44.412715, 11.9721351 44.4127027, 11.9721049 44.4126981)",,
27019077,,SP8/A,Strada Provinciale Naviglio,secondary,True,False,26.192,"LINESTRING (11.9718265 44.4127122, 11.9719535 44.4126222, 11.9720352 44.4125316)",,
437937123,2,SP253,Via Italo Cristofori,primary,False,True,22.337,"LINESTRING (11.9718265 44.4127122, 11.9719136 44.412698, 11.9719794 44.4126938, 11.9720388 44.4126934, 11.9721049 44.4126981)",,
25001806,,,Via Fratelli Berardi,secondary,True,False,21.334,"LINESTRING (11.9743279 44.4139375, 11.9741789 44.4139805, 11.9740912 44.4140143, 11.9740838 44.4140169)",,
27019075,2,SP253,Via Guglielmo Marconi,primary,False,False,25.805999999999997,"LINESTRING (11.9743279 44.4139375, 11.9741441 44.4139305, 11.9740035 44.4139246)",,
27019075,2,SP253,Via Guglielmo Marconi,primary,False,True,61.062000000000005,"LINESTRING (11.9743279 44.4139375, 11.9748844 44.413969, 11.9750946 44.4139774)",,
28346130,,,Via Minella,residential,True,False,11.735,"LINESTRING (11.9743279 44.4139375, 11.9743252 44.4138624, 11.9743246 44.413832)",,
27757186,,,Via Vecchia Darsena,residential,False,False,29.221,"LINESTRING (11.9760491 44.4142348, 11.9764166 44.414247)",,
27201465,,,Largo John Fitzgerald Kennedy,residential,True,False,87.399,"LINESTRING (11.9760491 44.4142348, 11.9759305 44.4141096, 11.9758654 44.4140858, 11.9752409 44.4140518, 11.975145 44.4140292, 11.9750946 44.4139774)",,
26994954,,,Largo John Fitzgerald Kennedy,residential,True,False,16.606,"LINESTRING (11.9779054 44.414311, 11.9779105 44.4144603)",,
27145365,,,Via Vecchia Darsena,residential,False,False,42.150000000000006,"LINESTRING (11.9779054 44.414311, 11.9780696 44.4143143, 11.9783165 44.4143089, 11.9784356 44.4143149)",,
27757186,,,Via Vecchia Darsena,residential,False,True,118.54899999999999,"LINESTRING (11.9779054 44.414311, 11.9774408 44.4143057, 11.9773447 44.4143026, 11.9767093 44.4142589, 11.9765036 44.414254, 11.9764166 44.414247)",,
26994954,,,Largo John Fitzgerald Kennedy,residential,True,False,42.072,"LINESTRING (11.9779105 44.4144603, 11.9776528 44.41447, 11.977477 44.4144858, 11.9773859 44.4145036)",,
27757185,,,Largo John Fitzgerald Kennedy,residential,True,False,52.69,"LINESTRING (11.9779105 44.4144603, 11.9779421 44.414459, 11.9780762 44.4144611, 11.9782766 44.4144941, 11.9783823 44.4145485, 11.9784719 44.4146446)",,
27201465,,,Largo John Fitzgerald Kennedy,residential,True,False,63.493,"LINESTRING (11.9773859 44.4145036, 11.9770745 44.4145109, 11.9767286 44.4145119, 11.9765893 44.4144925)",,
27201465,,,Largo John Fitzgerald Kennedy,residential,True,False,26.312,"LINESTRING (11.9763181 44.4143729, 11.9760491 44.4142348)",,
47845596,,,Largo John Fitzgerald Kennedy,unclassified,True,False,17.399,"LINESTRING (11.9763181 44.4143729, 11.9763101 44.4143289, 11.9763423 44.4142982, 11.9764166 44.414247)",,
27019075,2,SP253,Via Guglielmo Marconi,primary,False,False,77.637,"LINESTRING (11.9810746 44.4139162, 11.9802694 44.4139692, 11.9801013 44.4139805)",,
27019075,2,SP253,Via Guglielmo Marconi,primary,False,True,89.267,"LINESTRING (11.9810746 44.4139162, 11.9811398 44.413911, 11.9817435 44.4138626, 11.9818397 44.4138566, 11.9821926 44.4138347)",,
48202488,,,Via Redino Inferiore,residential,True,False,82.56200000000001,"LINESTRING (11.9810746 44.4139162, 11.9811942 44.4142006, 11.9813083 44.4143955, 11.981438 44.4146107)",,
204980946,,,Via Redino Inferiore,residential,False,True,96.802,"LINESTRING (11.9810746 44.4139162, 11.9810597 44.4138642, 11.9809508 44.4135179, 11.9809097 44.4133498, 11.9808881 44.4130583)",,
27145363,,,Largo Alcide De Gasperi,tertiary,True,False,22.3,"LINESTRING (11.9809632 44.4170827, 11.9809456 44.417028, 11.9809557 44.4169813, 11.98098 44.4169537, 11.9810173 44.4169181, 11.9810404 44.4169066)",roundabout,
26975473,,,Via Luigi Carlo Farini,residential,False,False,67.14,"LINESTRING (11.9792641 44.4184895, 11.9786678 44.4180615)",,
27012117,,,Strada Provinciale Canale Naviglio,secondary,False,False,23.239,"LINESTRING (11.9792641 44.4184895, 11.9794345 44.4186594)",,
27512858,,,Via Zamprante,tertiary,False,True,83.308,"LINESTRING (11.9792641 44.4184895, 11.9800127 44.4179647)",,
27145381,,SP8,Via Fossa,secondary,False,True,79.737,"LINESTRING (11.9792641 44.4184895, 11.9788077 44.4188006, 11.9785245 44.4189741)",,
1122571676,,,Via Boncellino,tertiary,False,False,5.623,"LINESTRING (11.9774281 44.4121288, 11.9774076 44.4120804)",,
28346131,,,Via Minella,residential,False,True,44.451,"LINESTRING (11.9774281 44.4121288, 11.9773442 44.4121873, 11.9772492 44.4122438, 11.9769977 44.4123837)",,
"[1122571676, 26253733]",,,Via Boncellino,tertiary,False,True,115.917,"LINESTRING (11.9774281 44.4121288, 11.9778166 44.4127508, 11.9780699 44.4130636)",,
25544093,,,Largo Alcide De Gasperi,tertiary,False,False,42.488,"LINESTRING (11.9788963 44.4140743, 11.9792597 44.4143547)",,
27019075,2,SP253,Via Guglielmo Marconi,primary,False,False,19.932,"LINESTRING (11.9788963 44.4140743, 11.9786473 44.4140966)",,
27019075,2,SP253,Via Guglielmo Marconi,primary,False,True,32.787,"LINESTRING (11.9788963 44.4140743, 11.9793052 44.4140339)",,
26253733,,,Via Boncellino,tertiary,False,False,77.878,"LINESTRING (11.9788963 44.4140743, 11.9787027 44.4138536, 11.9783919 44.4134738)",,
26253733,,,Via Boncellino,tertiary,False,True,52.293,"LINESTRING (11.9780699 44.4130636, 11.9783919 44.4134738)",,
333872010,,,Via Sillaro,residential,False,True,121.148,"LINESTRING (11.9780699 44.4130636, 11.9794464 44.4125943)",,
"[1122571676, 26253733]",,,Via Boncellino,tertiary,False,False,115.917,"LINESTRING (11.9780699 44.4130636, 11.9778166 44.4127508, 11.9774281 44.4121288)",,
27635673,,,Via Tommaso Garzoni,residential,True,False,41.759,"LINESTRING (11.9759352 44.4184923, 11.9754094 44.4184929)",,
26995610,,,Via Vittorio Veneto,residential,False,True,40.661,"LINESTRING (11.9754094 44.4184929, 11.9752602 44.4181431)",,
26995610,,,Via Vittorio Veneto,residential,False,False,114.80600000000001,"LINESTRING (11.9754094 44.4184929, 11.9755618 44.4187559, 11.9759622 44.4194469)",,
26975474,,,Via Giuseppe Garibaldi,residential,False,True,30.248,"LINESTRING (11.9752602 44.4181431, 11.9749028 44.4182371)",,
26995610,,,Via Vittorio Veneto,residential,False,False,40.661,"LINESTRING (11.9752602 44.4181431, 11.9754094 44.4184929)",,
26995748,,,Via Giuseppe Garibaldi,residential,False,False,36.709,"LINESTRING (11.9752602 44.4181431, 11.9756362 44.4179511)",,
26995610,,,Via Vittorio Veneto,residential,False,False,26.304,"LINESTRING (11.9759622 44.4194469, 11.9760463 44.4196757)",,
26995610,,,Via Vittorio Veneto,residential,False,True,114.80600000000001,"LINESTRING (11.9759622 44.4194469, 11.9755618 44.4187559, 11.9754094 44.4184929)",,
27569736,,,Via Francesco Berti,residential,True,False,201.97800000000004,"LINESTRING (11.9759622 44.4194469, 11.9754697 44.4195518, 11.9753499 44.4195685, 11.9752775 44.419569, 11.97518 44.4195576, 11.9750783 44.4195215, 11.9749824 44.4194638, 11.9748908 44.4193726, 11.9746054 44.4189413, 11.9744307 44.4186252, 11.9743269 44.4185063)",,
