osmid,oneway,name,highway,maxspeed,reversed,length,geometry,ref,junction
37132159,True,Via Achille Grandi,unclassified,30,False,116.577,"LINESTRING (9.2941371 45.4935508, 9.2939334 45.4935242, 9.2927435 45.4933688, 9.2926668 45.4933588)",,
40487119,True,Via Achille Grandi,residential,30,False,74.92700000000002,"LINESTRING (9.2941371 45.4935508, 9.2942576 45.4935531, 9.2949656 45.4935668, 9.29503 45.4935681, 9.295098 45.4935694)",,
196554045,True,Via Antonio Gramsci,residential,30,False,94.958,"LINESTRING (9.2941371 45.4935508, 9.2941128 45.4934638, 9.2939186 45.4927693, 9.293913 45.4927553, 9.2939056 45.4927444, 9.2938948 45.492732, 9.2938802 45.4927191)",,
196554059,False,Via Roma,residential,30,True,101.672,"LINESTRING (9.2944598 45.4916307, 9.2946409 45.4914625, 9.2946565 45.4914435, 9.294804 45.491264, 9.2948379 45.4912202, 9.2949367 45.4910686, 9.295097 45.4908363)",,
287237657,True,Via Giuseppe Mazzini,residential,30,False,63.19,"LINESTRING (9.2944598 45.4916307, 9.2946591 45.4917229, 9.2950241 45.4918836, 9.2950959 45.4919203, 9.2951316 45.4919468)",,
35559414,False,Via Rodolfo Morandi,secondary,,True,87.17699999999999,"LINESTRING (9.2984648 45.4906532, 9.2985097 45.4899623, 9.2985154 45.48987)",SP160,
372373488,True,Via Rodolfo Morandi,secondary,,False,18.819,"LINESTRING (9.2984648 45.4906532, 9.2984908 45.4907032, 9.2985016 45.4907367, 9.2985076 45.4907665, 9.2985153 45.4908178)",SP160,
35105570,False,Via Benvenuto Cellini,residential,30,False,75.72,"LINESTRING (9.2957335 45.4907072, 9.2957884 45.4905851, 9.2959861 45.4900498)",,
94502124,False,Via Filippo Turati,residential,30,False,29.156,"LINESTRING (9.2957335 45.4907072, 9.2954864 45.4906886, 9.2953616 45.4906792)",,
196587482,True,Via Benvenuto Cellini,residential,30,False,19.084,"LINESTRING (9.2959861 45.4900498, 9.2960207 45.4898799)",,
35105570,False,Via Benvenuto Cellini,residential,30,True,75.72,"LINESTRING (9.2959861 45.4900498, 9.2957884 45.4905851, 9.2957335 45.4907072)",,
35559413,True,Via della Pace,residential,30,False,34.578,"LINESTRING (9.2960637 45.4892543, 9.2960286 45.4891688, 9.2960074 45.4891216, 9.2959757 45.4890661, 9.2959576 45.4890396, 9.2958791 45.488977)",,
372367428,False,Via Benvenuto Cellini,residential,30,True,38.275,"LINESTRING (9.2960637 45.4892543, 9.2960674 45.4895075, 9.2960687 45.4895985)",,
35559413,True,Via della Pace,residential,30,False,66.166,"LINESTRING (9.2958791 45.488977, 9.2957566 45.4889265, 9.2956249 45.4888958, 9.2954391 45.4888692, 9.295216 45.4888572, 9.2950615 45.4888572)",,
35572285,True,Via della Pace,residential,30,False,174.348,"LINESTRING (9.2950615 45.4888572, 9.2949712 45.4887512, 9.2949346 45.488697, 9.2949165 45.4886333, 9.294926 45.4885603, 9.294947 45.48849, 9.294967 45.488436, 9.2950357 45.4882795, 9.2950958 45.4881351, 9.2951559 45.4879426, 9.2952331 45.4877079, 9.295309 45.4874647, 9.2953448 45.4873498)",,
