osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,access,tunnel,width,junction,ref
28648130,True,1,Via Sassari,residential,50,False,65.568,"LINESTRING (9.1097041 39.2161269, 9.1097476 39.21617, 9.1101156 39.216535, 9.1101726 39.2165916)",,,,,
154678892,True,1,Via Francesco Crispi,residential,50,False,73.72800000000001,"LINESTRING (9.1097041 39.2161269, 9.109773 39.2160852, 9.110081 39.215899, 9.1103125 39.2157589, 9.1103787 39.2157189)",yes,,,,
24444765,True,1,Piazza del Carmine,residential,50,False,133.244,"LINESTRING (9.108506 39.2168847, 9.1085887 39.2168323, 9.1096319 39.2161726, 9.1097041 39.2161269)",,,,,
155331327,True,2,Via Maddalena,residential,50,False,59.552,"LINESTRING (9.108506 39.2168847, 9.1084365 39.2168184, 9.1081333 39.2165329, 9.1080626 39.216474)",yes,,,,
138649644,False,2,Largo Carlo Felice,secondary,50,False,9.294,"LINESTRING (9.1111863 39.2152413, 9.1111112 39.2151813)",,,,,
27490405,False,4,Largo Carlo Felice,secondary,50,False,64.985,"LINESTRING (9.1111863 39.2152413, 9.1112574 39.215304, 9.1116883 39.2156775)",yes,,,,
"[646433432, 27490405]",False,4,Largo Carlo Felice,secondary,50,False,58.949000000000005,"LINESTRING (9.1116883 39.2156775, 9.112091 39.216041, 9.1121282 39.2160832)",yes,,,,
27490405,False,4,Largo Carlo Felice,secondary,50,True,64.985,"LINESTRING (9.1116883 39.2156775, 9.1112574 39.215304, 9.1111863 39.2152413)",yes,,,,
"[154483733, 27490445]",True,"['1', '2']","['Via del Mercato Vecchio', 'Via Lodovico Baylle']",residential,30,False,139.732,"LINESTRING (9.1116883 39.2156775, 9.1125663 39.2150973, 9.1128347 39.2153943)",,,,,
35021306,True,,Via Domenico Alberto Azuni,residential,20,False,134.873,"LINESTRING (9.1115553 39.2187051, 9.1117919 39.2186292, 9.1120555 39.21854, 9.1124138 39.2184245, 9.1127006 39.2183418, 9.1127285 39.2183317, 9.1130029 39.2182437)",,,,,
140534786,False,2,Via Domenico Alberto Azuni,residential,20,False,51.836999999999996,"LINESTRING (9.1130029 39.2182437, 9.1134515 39.2180819, 9.1135525 39.2180548)",,,,,
1082383735,False,,Via Francesco Fara,residential,20,False,68.69800000000001,"LINESTRING (9.1130029 39.2182437, 9.1131476 39.2186699, 9.1131812 39.2188451)",,,,,
625512916,True,2,Corso Vittorio Emanuele II,residential,50,False,38.63,"LINESTRING (9.1090693 39.2194361, 9.1086683 39.2195916)",,,,,
1163429547,True,1,Via Caprera,residential,50,False,90.858,"LINESTRING (9.1083975 39.2188062, 9.1084595 39.2188643, 9.1090693 39.2194361)",,,,,
1221395384,True,1,Via Goffredo Mameli,secondary,50,False,70.648,"LINESTRING (9.1083975 39.2188062, 9.108702 39.2186167, 9.108823 39.2185522, 9.1089595 39.2185054, 9.1090823 39.2184651)",,,,,
27752606,True,1,Via Goffredo Mameli,secondary,50,False,114.123,"LINESTRING (9.1110898 39.2174836, 9.1111349 39.2174621, 9.1120577 39.2170509, 9.1120785 39.2170346, 9.1121216 39.2169879, 9.1120935 39.2169107)",,,,,
447859233,False,1,Via Sassari,residential,50,False,69.074,"LINESTRING (9.1110898 39.2174836, 9.1111401 39.2175358, 9.1115242 39.2179631, 9.1115503 39.2179921)",,,,,
27490419,False,2,Via Tigellio,residential,50,True,67.39,"LINESTRING (9.1098727 39.2211676, 9.1091137 39.2210208)",,,,,
658671841,True,1,Via Sant'Ignazio da Laconi,residential,50,False,114.27099999999999,"LINESTRING (9.1098727 39.2211676, 9.1099432 39.2209814, 9.1100937 39.2205487, 9.1102232 39.2201765)",yes,,,,
299284919,True,,Via Palabanda,residential,50,False,64.858,"LINESTRING (9.1102232 39.2201765, 9.1094989 39.2200173)",,,,,
"[658671841, 501380327, 501380328, 247386345, 35021307]",True,1,"['Via Porto Scalas', 'Via Ospedale', ""Via Sant'Ignazio da Laconi""]",residential,"['50', '20']",False,260.375,"LINESTRING (9.1102232 39.2201765, 9.1109469 39.2185511, 9.1111449 39.2185321, 9.1114039 39.2184744, 9.111471 39.2185797, 9.1115151 39.2186485, 9.1115553 39.2187051)","['yes', 'permissive']",building_passage,,,
27490418,False,2,Via Tigellio,residential,30,False,61.783,"LINESTRING (9.1075903 39.2211526, 9.1081835 39.2208403)",,,,,
27490418,False,2,Via Tigellio,residential,30,True,61.783,"LINESTRING (9.1081835 39.2208403, 9.1075903 39.2211526)",,,,,
27490419,False,2,Via Tigellio,residential,50,False,82.607,"LINESTRING (9.1081835 39.2208403, 9.1091137 39.2210208)",,,,,
27490419,False,2,Via Tigellio,residential,50,False,67.39,"LINESTRING (9.1091137 39.2210208, 9.1098727 39.2211676)",,,,,
27490419,False,2,Via Tigellio,residential,50,True,82.607,"LINESTRING (9.1091137 39.2210208, 9.1081835 39.2208403)",,,,,
27490420,False,1,Via Giovanni Antonio Carbonazzi,residential,50,False,116.41399999999999,"LINESTRING (9.1091137 39.2210208, 9.1092291 39.22072, 9.1094989 39.2200173)",,,,,
299284919,True,,Via Palabanda,residential,50,False,22.885,"LINESTRING (9.1094989 39.2200173, 9.1093669 39.2198387)",,,,,
27490420,False,1,Via Giovanni Antonio Carbonazzi,residential,50,True,116.41399999999999,"LINESTRING (9.1094989 39.2200173, 9.1092291 39.22072, 9.1091137 39.2210208)",,,,,
27490432,True,,Via Francesco Crispi,residential,50,False,87.528,"LINESTRING (9.1103787 39.2157189, 9.1104606 39.2156696, 9.1111863 39.2152413)",,,,,
154678898,True,1,Via Giovanni Maria Angioy,residential,50,False,199.066,"LINESTRING (9.1103787 39.2157189, 9.1104518 39.2157646, 9.1109546 39.2160794, 9.1114839 39.2164101, 9.1115267 39.2164366, 9.11164 39.2165184, 9.1119743 39.2168253, 9.1120935 39.2169107)",,,,,
27752606,True,1,Via Goffredo Mameli,secondary,50,False,57.588,"LINESTRING (9.1120935 39.2169107, 9.1121217 39.2168953, 9.1124882 39.2166944, 9.1126395 39.2166119)",,,,,
"[27490451, 423903396, 825142149, 825142150]",True,1,"['Via Principe Amedeo', 'Piazza Giovanni Maria Dettori']",residential,30,False,188.882,"LINESTRING (9.116128 39.2149556, 9.1160716 39.2149635, 9.115976 39.2149922, 9.1153675 39.2152256, 9.1149931 39.2153772, 9.1146345 39.2156302, 9.1142302 39.215484)",,yes,,,
"[148800601, 148800108]",True,1,"['Via Torino', 'Via Lepanto']",residential,30,False,63.394,"LINESTRING (9.116128 39.2149556, 9.1160892 39.2147682, 9.115994 39.214713, 9.1159202 39.214651, 9.115845 39.2146249, 9.1157059 39.2146717, 9.1156798 39.2146816)",,,2,,
154483733,True,1,Via Lodovico Baylle,residential,30,False,16.395,"LINESTRING (9.1128347 39.2153943, 9.1129329 39.2155206)",,,,,
27490446,True,1,Via Sicilia,residential,30,False,77.334,"LINESTRING (9.113529 39.2149535, 9.1132122 39.2151573, 9.1128347 39.2153943)",,,,,
51679220,True,1,Via Barcellona,residential,30,False,43.333,"LINESTRING (9.113529 39.2149535, 9.1137931 39.215228, 9.1138352 39.2152623)",,,,,
148800894,True,1,Via dei Pisani,residential,30,False,34.113,"LINESTRING (9.1149165 39.2141095, 9.1152289 39.213921)",,,,,
27490482,True,1,Via Sigismondo Arquer,residential,30,False,99.124,"LINESTRING (9.1152289 39.213921, 9.1157543 39.2145799, 9.1156798 39.2146816)",,,2,,
148800894,True,1,Via dei Pisani,residential,30,False,94.43,"LINESTRING (9.1152289 39.213921, 9.1155746 39.2136982, 9.1157289 39.2136048, 9.1161037 39.213411)",,,,,
514967570,True,1,Via Lepanto,residential,30,False,43.557,"LINESTRING (9.1146132 39.2137961, 9.1149165 39.2141095)",,,,,
1082446808,True,1,Via Camillo Benso Conte di Cavour,residential,30,False,35.894,"LINESTRING (9.1146132 39.2137961, 9.1149331 39.2135893)",,,,,
154481660,False,2,Via Lanusei,residential,50,False,22.206000000000003,"LINESTRING (9.1186959 39.2142317, 9.1186403 39.2142901, 9.1185493 39.2143959)",,,,,
154483732,True,1,Via Eleonora d'Arborea,residential,50,False,85.877,"LINESTRING (9.1177762 39.2148483, 9.1180781 39.2150145, 9.1181009 39.2150271, 9.118251 39.2151408, 9.1183377 39.2152192, 9.118472 39.2153874)",,,,,
284551568,False,,Via Lanusei,residential,50,False,65.975,"LINESTRING (9.1177762 39.2148483, 9.1174174 39.2151234, 9.1174014 39.2151613, 9.1174533 39.2153186)",yes,,,,
"[658671852, 27490525]",True,1,"['Piazza Regina Margherita', ""Via Eleonora d'Arborea""]",residential,50,False,80.838,"LINESTRING (9.1177762 39.2148483, 9.1172569 39.2145653, 9.117108 39.2144999, 9.1169904 39.2145468)",,,,,
284551568,False,,Via Lanusei,residential,50,True,65.975,"LINESTRING (9.1174533 39.2153186, 9.1174014 39.2151613, 9.1174174 39.2151234, 9.1177762 39.2148483)",yes,,,,
154483732,True,1,Via Eleonora d'Arborea,residential,50,False,57.479,"LINESTRING (9.1185254 39.2154426, 9.1188836 39.2158787)",,,,,
27490527,False,,Via Iglesias,residential,20,True,54.821,"LINESTRING (9.1188836 39.2158787, 9.1187759 39.2158969, 9.1187028 39.2159093, 9.1185923 39.2159184, 9.1182528 39.2159021)",yes,,,,
655854264,False,2,Via Santa Margherita,tertiary,50,True,278.98699999999997,"LINESTRING (9.1135993 39.220527, 9.1137514 39.2199412, 9.1138219 39.2196429, 9.1138411 39.2195456, 9.1138382 39.2194554, 9.1138372 39.2194218, 9.1138301 39.2192901, 9.113797 39.2190938, 9.1137386 39.2188591, 9.1135525 39.2180548)",yes,,,,
655854265,True,,Via San Giorgio,tertiary,50,False,22.735,"LINESTRING (9.1135993 39.220527, 9.113567 39.2206219, 9.1135473 39.2206609, 9.1134869 39.2207052)",,,,,
