osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,ref,junction,tunnel
"[200571506, 23332907]",Via Antonio Gramsci,residential,False,True,78.97699999999999,"LINESTRING (11.3657009 44.5780213, 11.3657982 44.5780113, 11.3658878 44.5780019, 11.3661929 44.5779259, 11.3665589 44.5778348, 11.3666492 44.5778089)",,,,,
217179853,Via Antonio Gramsci,primary,False,False,72.493,"LINESTRING (11.3657009 44.5780213, 11.3656987 44.5781965, 11.3656804 44.578352, 11.3656384 44.5786713)",30,,,,
217179853,Via Antonio Gramsci,primary,False,True,87.16,"LINESTRING (11.3657009 44.5780213, 11.3656761 44.5778902, 11.3656615 44.5778174, 11.3655929 44.5776399, 11.3655815 44.5776105, 11.3655713 44.5775842, 11.3655254 44.5775157, 11.3655121 44.5774958, 11.3653548 44.5772856)",30,,,,
31900379,Viale della Repubblica,tertiary,False,False,138.363,"LINESTRING (11.3618765 44.5773355, 11.3618114 44.5772436, 11.3610895 44.5762246)",50,2,SP4,,
116452440,Via della Costituzione,tertiary,False,True,141.162,"LINESTRING (11.3618765 44.5773355, 11.361943 44.5774418, 11.36206 44.5776289, 11.3622009 44.5779336, 11.3622906 44.5781274, 11.362465 44.5785322)",,,SP4,,
217179749,Via Bondanello,tertiary,False,False,73.457,"LINESTRING (11.3618765 44.5773355, 11.3617192 44.5774073, 11.3610956 44.5776919)",,,,,
217179749,Via Bondanello,tertiary,False,True,102.773,"LINESTRING (11.3618765 44.5773355, 11.3620194 44.5772695, 11.3623049 44.5771376, 11.3624551 44.5770682, 11.3627294 44.5769415, 11.3629582 44.5768253)",,,,,
"[200571506, 23332907]",Via Antonio Gramsci,residential,False,False,78.977,"LINESTRING (11.3666492 44.5778089, 11.3665589 44.5778348, 11.3661929 44.5779259, 11.3658878 44.5780019, 11.3657982 44.5780113, 11.3657009 44.5780213)",,,,,
26973930,Via Lirone,residential,False,False,55.482000000000006,"LINESTRING (11.3589806 44.5744816, 11.3594356 44.5743715, 11.3595264 44.5743402, 11.3596279 44.5742959)",30,,,,
26973930,Via Lirone,residential,False,True,32.745999999999995,"LINESTRING (11.3589806 44.5744816, 11.3586884 44.5745457, 11.3585869 44.5745713)",30,,,,
46964967,Via Giovanni ventitreesimo,residential,False,False,394.33599999999996,"LINESTRING (11.3589806 44.5744816, 11.3590155 44.5745346, 11.3601947 44.5763183, 11.3602708 44.5764271, 11.3604288 44.5766762, 11.360449 44.576708, 11.3606041 44.5769515, 11.3606783 44.5770679, 11.3608992 44.5773968, 11.3610211 44.57758, 11.3610956 44.5776919)",,,,,
46964967,Via Giovanni ventitreesimo,residential,False,True,394.336,"LINESTRING (11.3610956 44.5776919, 11.3610211 44.57758, 11.3608992 44.5773968, 11.3606783 44.5770679, 11.3606041 44.5769515, 11.360449 44.576708, 11.3604288 44.5766762, 11.3602708 44.5764271, 11.3601947 44.5763183, 11.3590155 44.5745346, 11.3589806 44.5744816)",,,,,
217179749,Via Bondanello,tertiary,False,False,74.77799999999999,"LINESTRING (11.3610956 44.5776919, 11.3607462 44.5778525, 11.3606879 44.5778793, 11.3605723 44.5779362, 11.3604716 44.5779849, 11.3604574 44.577991, 11.3604135 44.57801, 11.3603742 44.5780269, 11.3603034 44.5780575)",,,,,
217179749,Via Bondanello,tertiary,False,True,73.457,"LINESTRING (11.3610956 44.5776919, 11.3617192 44.5774073, 11.3618765 44.5773355)",,,,,
23722719,Via Venticinque Aprile,residential,False,True,77.858,"LINESTRING (11.3656114 44.5799797, 11.3655344 44.5799908, 11.3651932 44.5800515, 11.3646511 44.5801286)",,,,,
217179853,Via Antonio Gramsci,primary,False,True,145.754,"LINESTRING (11.3656114 44.5799797, 11.3656014 44.5799231, 11.365588 44.5798476, 11.3655786 44.5795294, 11.3655795 44.57948, 11.3655814 44.5793818, 11.3655827 44.5793122, 11.3655964 44.5790969, 11.3656151 44.5789078, 11.3656384 44.5786713)",30,,,,
26973930,Via Lirone,residential,False,False,32.745999999999995,"LINESTRING (11.3585869 44.5745713, 11.3586884 44.5745457, 11.3589806 44.5744816)",30,,,,
24832192,Via Chiesa,residential,False,True,31.637,"LINESTRING (11.3633479 44.5729745, 11.3636269 44.5728867, 11.3637124 44.5728582)",,,,,
26466752,Via Irma Bandiera,residential,False,True,105.909,"LINESTRING (11.3633479 44.5729745, 11.3633189 44.5729297, 11.3627858 44.5721103)",,,,,
203670738,Via Chiesa,residential,False,False,72.279,"LINESTRING (11.3633479 44.5729745, 11.3625527 44.5732411, 11.3625232 44.5732526)",,,,,
26466768,Viale Rimembranza,residential,True,False,82.037,"LINESTRING (11.3637124 44.5728582, 11.3640842 44.5735468)",30,1,,,
24832192,Via Chiesa,residential,False,False,31.637,"LINESTRING (11.3637124 44.5728582, 11.3636269 44.5728867, 11.3633479 44.5729745)",,,,,
203670741,Via Chiesa,residential,False,False,59.551,"LINESTRING (11.3637124 44.5728582, 11.3637892 44.5728341, 11.3644009 44.5726431)",,,,,
288277998,Via Giacomo Matteotti,tertiary,True,False,18.327,"LINESTRING (11.3646644 44.5746362, 11.3646888 44.5746305, 11.3647145 44.5746291, 11.3647398 44.574632, 11.3647635 44.5746391, 11.3647842 44.57465, 11.3648007 44.5746641, 11.364812 44.5746805, 11.3648176 44.5746984, 11.3648171 44.5747167)",,,,roundabout,
24832194,Via Giacomo Matteotti,tertiary,True,False,26.628999999999998,"LINESTRING (11.3648171 44.5747167, 11.3648689 44.5747229, 11.3649337 44.5747296, 11.3649857 44.5747287, 11.3650336 44.5747246, 11.365148 44.5747042)",,,,,
288277998,Via Giacomo Matteotti,tertiary,True,False,7.178,"LINESTRING (11.3648171 44.5747167, 11.3648088 44.5747374, 11.3647928 44.5747556, 11.3647703 44.57477)",,,,roundabout,
26466774,Via Giacomo Matteotti,tertiary,True,False,77.798,"LINESTRING (11.3646744 44.5747788, 11.3646143 44.5748071, 11.3645735 44.5748313, 11.3645457 44.5748537, 11.3645072 44.574876, 11.364456 44.5749015, 11.3643651 44.5749308, 11.3642815 44.5749495, 11.3639307 44.5750239, 11.3638496 44.5750487, 11.3637933 44.575066)",,,,,
288277998,Via Giacomo Matteotti,tertiary,True,False,9.645,"LINESTRING (11.3646744 44.5747788, 11.3646525 44.5747713, 11.3646334 44.5747605, 11.3646183 44.5747469, 11.3646078 44.5747313, 11.3646025 44.5747143)",,,,roundabout,
38201618,Rotonda Rino Gaetano,tertiary,True,False,12.594999999999999,"LINESTRING (11.3685038 44.5740645, 11.3684761 44.5740388, 11.36846 44.5740085, 11.3684569 44.5739762, 11.3684619 44.5739605)",,,,roundabout,
286269842,Via Giacomo Matteotti,tertiary,True,False,27.624000000000002,"LINESTRING (11.3685038 44.5740645, 11.3683725 44.5740423, 11.3682628 44.5740423, 11.3681592 44.5740496)",,,,,
26973763,Via Eugenio Montale,residential,True,False,17.475,"LINESTRING (11.3684871 44.57392, 11.3684655 44.5737636)",,,,,
38201618,Rotonda Rino Gaetano,tertiary,True,False,12.327,"LINESTRING (11.3684871 44.57392, 11.3684916 44.5739145, 11.3685281 44.5738913, 11.3685728 44.5738773, 11.3686215 44.5738739)",,,,roundabout,
24832195,Via Giacomo Matteotti,tertiary,True,False,25.116,"LINESTRING (11.3686831 44.5738858, 11.3688331 44.5738894, 11.3689977 44.5738693)",,,,,
38201618,Rotonda Rino Gaetano,tertiary,True,False,14.423,"LINESTRING (11.3686831 44.5738858, 11.3687174 44.5739026, 11.3687441 44.5739254, 11.3687615 44.5739523, 11.3687682 44.5739816, 11.3687666 44.5739926)",,,,roundabout,
50674999,Via Filippo Turati,residential,True,False,116.275,"LINESTRING (11.3651087 44.5749009, 11.3657369 44.5747528, 11.3658324 44.5747661, 11.3660319 44.5752507)",,,,,
"[328661571, 200570557]",Via Giovanni Amendola,residential,False,True,37.357,"LINESTRING (11.3651087 44.5749009, 11.3650888 44.5748856, 11.3650694 44.5748718, 11.3650509 44.574864, 11.365029 44.5748569, 11.3650076 44.5748508, 11.364983 44.5748491, 11.3649642 44.5748513, 11.364931 44.5748583, 11.3648715 44.5748747, 11.3648563 44.5748768, 11.3648348 44.5748757, 11.3648111 44.5748652, 11.364799 44.5748566, 11.3647939 44.574853, 11.3647734 44.5748258, 11.3647467 44.5747785)",,,,,
288278001,Via Giovanni Amendola,residential,False,False,17.1,"LINESTRING (11.3651087 44.5749009, 11.3651264 44.5749331, 11.3651762 44.5750469)",,,,,
"[200570556, 50674997]","['Via Amendola', 'Via Giovanni Amendola']",residential,True,False,90.739,"LINESTRING (11.3651762 44.5750469, 11.3653383 44.5754245, 11.3653627 44.5754812, 11.3655142 44.5758266)",,,,,
50674998,Via Giovanni Amendola,residential,False,False,129.184,"LINESTRING (11.3651762 44.5750469, 11.3653487 44.5751044, 11.3655909 44.5751851, 11.3656508 44.5753306, 11.3658224 44.5757717, 11.3655142 44.5758266)",,,,,
288278001,Via Giovanni Amendola,residential,False,True,17.1,"LINESTRING (11.3651762 44.5750469, 11.3651264 44.5749331, 11.3651087 44.5749009)",,,,,
50674998,Via Giovanni Amendola,residential,False,True,129.184,"LINESTRING (11.3655142 44.5758266, 11.3658224 44.5757717, 11.3656508 44.5753306, 11.3655909 44.5751851, 11.3653487 44.5751044, 11.3651762 44.5750469)",,,,,
200570556,Via Amendola,residential,True,False,241.16599999999997,"LINESTRING (11.3655142 44.5758266, 11.3655989 44.5759776, 11.3657376 44.5761207, 11.3659761 44.5764199, 11.3661322 44.5766453, 11.36652 44.5773579, 11.3665072 44.5773786, 11.3664863 44.5774125, 11.3666209 44.5777369, 11.3666301 44.5777602, 11.3666492 44.5778089)",,,,,
217179749,Via Bondanello,tertiary,False,False,52.661,"LINESTRING (11.3635141 44.5765655, 11.3629582 44.5768253)",,,,,
25502308,Via del Lavoro,residential,False,True,73.69999999999999,"LINESTRING (11.3635141 44.5765655, 11.3635459 44.5766203, 11.3638693 44.5771781)",,,,,
217179749,Via Bondanello,tertiary,False,True,63.575,"LINESTRING (11.3635141 44.5765655, 11.3639667 44.5763599, 11.3641834 44.5762502)",,,,,
25502307,Via F. Franchini,residential,False,False,44.692,"LINESTRING (11.3635524 44.57902, 11.3640995 44.5789216)",,,,,
25502307,Via F. Franchini,residential,False,True,67.288,"LINESTRING (11.3656384 44.5786713, 11.3655671 44.5786818, 11.3648066 44.5787944)",,,,,
217179853,Via Antonio Gramsci,primary,False,False,145.754,"LINESTRING (11.3656384 44.5786713, 11.3656151 44.5789078, 11.3655964 44.5790969, 11.3655827 44.5793122, 11.3655814 44.5793818, 11.3655795 44.57948, 11.3655786 44.5795294, 11.365588 44.5798476, 11.3656014 44.5799231, 11.3656114 44.5799797)",30,,,,
217179853,Via Antonio Gramsci,primary,False,True,72.493,"LINESTRING (11.3656384 44.5786713, 11.3656804 44.578352, 11.3656987 44.5781965, 11.3657009 44.5780213)",30,,,,
25502307,Via F. Franchini,residential,False,True,57.763,"LINESTRING (11.3648066 44.5787944, 11.3640995 44.5789216)",,,,,
25502308,Via del Lavoro,residential,False,False,194.454,"LINESTRING (11.3648066 44.5787944, 11.3638693 44.5771781)",,,,,
25502307,Via F. Franchini,residential,False,False,67.288,"LINESTRING (11.3648066 44.5787944, 11.3655671 44.5786818, 11.3656384 44.5786713)",,,,,
1125621683,Via Antonio Gramsci,primary,True,False,15.734,"LINESTRING (11.3636623 44.5751487, 11.3636353 44.5751424, 11.3636114 44.5751315, 11.3635922 44.5751167, 11.3635789 44.5750988, 11.3635724 44.5750791, 11.3635731 44.5750589, 11.363581 44.5750395)",30,,,roundabout,
